number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.3316454202077432	2020-01-06 23:05:26.731181	2020-01-07 00:28:47.974065	250.0	50.0	91.0	0.001195691553540252	700.0	0.27420501625154936	0.11284230406043437	0.3316454202077432	0.23188149197355995	0.27834041548630784	5559.273028800755	0.18947859067705272	0.11284230406043437	0.3316454202077432	0.23188149197355995	0.27834041548630784	5559.270797922569	0.18947859170131448	0.11284230406043437	0.3316454202077432	0.23188149197355995	0.27834041548630784	5559.275259678942	0.18947858966058131	9										
10	TrialState.COMPLETE	0.021069405099150142	2020-01-07 00:28:47.975051	2020-01-07 00:46:22.688340	250.0	50.0	31.0	0.01752101556884859	900.0	0.6882942430782683	0.004213881019830028	0.021069405099150142	0.010304532577903683	0.014128895184135978	13953.835729461756	0.010382570853386676	0.004213881019830028	0.021069405099150142	0.010304532577903683	0.014128895184135978	13953.83176345609	0.010382571399181521	0.004213881019830028	0.021069405099150142	0.010304532577903683	0.014128895184135978	13953.839695467423	0.010382570308915604	10		0.019416902738432485	0.02044971671388102							
11	TrialState.COMPLETE	0.33390268288618563	2020-01-07 00:46:22.689136	2020-01-07 02:10:58.390181	150.0	50.0	41.0	0.0020567439977323436	800.0	0.1743592930024599	0.039785035827362106	0.33390268288618563	0.1906140643226129	0.25671763039493417	3534.4504770038325	0.13974321353420327	0.039785035827362106	0.33390268288618563	0.1906140643226129	0.25671763039493417	3534.448518996834	0.13974321472803458	0.039785035827362106	0.33390268288618563	0.1906140643226129	0.25671763039493417	3534.4524350108313	0.1397432123464682	11										
12	TrialState.COMPLETE	0.2527738432483475	2020-01-07 02:10:58.390952	2020-01-07 02:49:55.139600	50.0	350.0	51.0	0.011481705116687502	900.0	0.24051707653352827	0.01249213094113944	0.2527738432483475	0.13589864652187597	0.1846081208687441	4875.238157066415	0.09631621045654479	0.01249213094113944	0.2527738432483475	0.13589864652187597	0.1846081208687441	4875.235658640227	0.09631621286693115	0.01249213094113944	0.2527738432483475	0.13589864652187597	0.1846081208687441	4875.240655492603	0.09631620806711795	12						0.253667543504654	0.2531648371104816			
13	TrialState.COMPLETE	0.03576487252124646	2020-01-07 02:49:55.140588	2020-01-07 03:01:24.481655	150.0	250.0	51.0	0.02846319037159312	1000.0	0.851034931315602	0.0075690509915014165	0.03576487252124646	0.028505665722379604	0.03213526912181303	17253.52560640935	0.0198127519235273	0.0075690509915014165	0.03576487252124646	0.028505665722379604	0.03213526912181303	17253.517970963174	0.019812752119399892	0.0075690509915014165	0.03576487252124646	0.028505665722379604	0.03213526912181303	17253.533241855523	0.019812751727847685	13	0.03541076487252125	0.03564683663833806								
14	TrialState.COMPLETE	0.3313031161473088	2020-01-07 03:01:24.482627	2020-01-07 04:08:54.221834	50.0	250.0	41.0	0.0030843005973700956	900.0	0.23064708149011626	0.017740793201133146	0.3313031161473088	0.17924929178470256	0.24989376770538244	4675.209366147309	0.12407281397251288	0.017740793201133146	0.3313031161473088	0.17924929178470256	0.24989376770538244	4675.205370632672	0.12407285545599392	0.017740793201133146	0.3313031161473088	0.17924929178470256	0.24989376770538244	4675.213361661945	0.12407277478228838	14									0.3302734800610155	0.33082507082152973
15	TrialState.COMPLETE	0.20811412383650343	2020-01-07 04:08:54.222623	2020-01-07 04:36:30.545373	150.0	250.0	51.0	0.00883637752991107	600.0	0.2362350688197204	0.024812828814245246	0.20811412383650343	0.11728551193848644	0.15411270740590854	4788.656148826386	0.08980471099112607	0.024812828814245246	0.20811412383650343	0.11728551193848644	0.15411270740590854	4788.652898624039	0.08980471648150296	0.024812828814245246	0.20811412383650343	0.11728551193848644	0.15411270740590854	4788.659399028733	0.08980470555192831	15				0.20842776203966007	0.20824480642115203					
16	TrialState.COMPLETE	0.3242973758759505	2020-01-07 04:36:30.546195	2020-01-07 06:09:57.308540	250.0	150.0	1.0	0.0027395744622685982	900.0	0.14055403063187263	0.009029745042492918	0.3242973758759505	0.1891121216639332	0.2509784553451618	2848.6889956388845	0.12267149412960587	0.009029745042492918	0.3242973758759505	0.1891121216639332	0.2509784553451618	2848.6883479946323	0.12267150046252882	0.009029745042492918	0.3242973758759505	0.1891121216639332	0.2509784553451618	2848.6896432831372	0.12267148792774717	16										
17	TrialState.COMPLETE	0.000708215297450425	2020-01-07 06:09:57.309743	2020-01-07 06:26:48.043164	450.0	250.0	51.0	0.06670017304946942	800.0	1.007769446565346	0.0002213172804532578	0.000708215297450425	0.0003098441926345609	0.0004868980169971671	20431.349459985835	0.0006184097177825202	0.0002213172804532578	0.000708215297450425	0.0003098441926345609	0.0004868980169971671	20417.49911473088	0.000618562127228643	0.0002213172804532578	0.000708215297450425	0.0003098441926345609	0.0004868980169971671	20445.199805240794	0.0006182584734253376	17	0.000708215297450425	0.000708215297450425								
18	TrialState.COMPLETE	0.143440836783613	2020-01-07 06:26:48.044165	2020-01-07 07:30:15.714426	150.0	50.0	21.0	0.006818005355328472	600.0	0.15721106012173058	0.017174220963172806	0.143440836783613	0.05762421006755284	0.08884016125517542	3186.701929886686	0.06013982927607701	0.017174220963172806	0.143440836783613	0.05762421006755284	0.08884016125517542	3186.700574743953	0.06013983038117527	0.017174220963172806	0.143440836783613	0.05762421006755284	0.08884016125517542	3186.703285029418	0.060139828178052294	18										
19	TrialState.COMPLETE	0.0009737960339943342	2020-01-07 07:30:15.715438	2020-01-07 07:41:09.570099	150.0	50.0	11.0	0.08133018987232274	800.0	0.9776293266797254	0.0002655807365439094	0.0009737960339943342	0.0006639518413597734	0.0007524787535410764	19819.664328080737	0.0008402310888313476	0.0002655807365439094	0.0009737960339943342	0.0006639518413597734	0.0007524787535410764	19816.088615439094	0.0008402676612525101	0.0002655807365439094	0.0009737960339943342	0.0006639518413597734	0.0007524787535410764	19823.24004072238	0.000840194617487398	19	0.0017705382436260624	0.0012393767705382436								
20	TrialState.COMPLETE	0.21494334277620397	2020-01-07 07:41:09.571817	2020-01-07 08:34:31.817273	50.0	50.0	1.0	0.008447126018056488	600.0	0.1856019989004435	0.003813466986271519	0.21494334277620397	0.11316463281760732	0.15700588363477883	3761.752580899978	0.07909500957170418	0.003813466986271519	0.21494334277620397	0.11316463281760732	0.15700588363477883	3761.7500680976245	0.07909501052300805	0.003813466986271519	0.21494334277620397	0.11316463281760732	0.15700588363477883	3761.7550937023316	0.07909500862669286	20										
21	TrialState.COMPLETE	0.22308781869688385	2020-01-07 08:34:31.818329	2020-01-07 09:15:31.867663	50.0	50.0	11.0	0.010808245156183581	800.0	0.1422871346825786	0.021140226628895184	0.22308781869688385	0.10879957507082152	0.15527620396600567	2883.9061083569404	0.0891919104054926	0.021140226628895184	0.22308781869688385	0.10879957507082152	0.15527620396600567	2883.904992917847	0.08919191101586456	0.021140226628895184	0.22308781869688385	0.10879957507082152	0.15527620396600567	2883.907223796034	0.08919190979741627	21							0.2227779745042493	0.22295011016682406		
22	TrialState.COMPLETE	0.004674220963172804	2020-01-07 09:15:31.869270	2020-01-07 09:36:14.916448	450.0	50.0	1.0	0.03372028700773453	1000.0	0.9143405013132762	0.000708215297450425	0.004674220963172804	0.003576487252124646	0.004107648725212465	18535.381126062322	0.0026022428532061193	0.000708215297450425	0.004674220963172804	0.003576487252124646	0.004107648725212465	18534.897344192636	0.0026022453086118444	0.000708215297450425	0.004674220963172804	0.003576487252124646	0.004107648725212465	18535.864907932013	0.0026022404116349145	22		0.003659112370160529	0.0042935552407932015							
23	TrialState.COMPLETE	0.0007524787535410764	2020-01-07 09:36:14.917353	2020-01-07 09:55:42.803419	450.0	450.0	61.0	0.07169439174860963	700.0	1.0019826946612	0.0002213172804532578	0.0007524787535410764	0.0003098441926345609	0.000398371104815864	20313.828390580737	0.0006869091739006689	0.0002213172804532578	0.0007524787535410764	0.0003098441926345609	0.000398371104815864	20303.217997521246	0.0006871198234598293	0.0002213172804532578	0.0007524787535410764	0.0003098441926345609	0.000398371104815864	20324.438783640227	0.000686700788994857	23	0.000796742209631728	0.000767233238904627								
24	TrialState.COMPLETE	0.01566926345609065	2020-01-07 09:55:42.804394	2020-01-07 10:10:13.127571	250.0	250.0	81.0	0.030359608864877183	1000.0	1.0005312997217062	0.010357648725212465	0.01566926345609065	0.012659348441926345	0.013987252124645893	20284.5552407932	0.012543561794588074	0.010357648725212465	0.01566926345609065	0.012659348441926345	0.013987252124645893	20284.54926522663	0.012543561958768474	0.010357648725212465	0.01566926345609065	0.012659348441926345	0.013987252124645893	20284.561216359773	0.012543561630597423	24	0.018413597733711047	0.016584041548630784								
25	TrialState.COMPLETE	0.007082152974504249	2020-01-07 10:10:13.128612	2020-01-07 10:25:53.679809	450.0	250.0	11.0	0.031072557670525743	600.0	0.9450162929836696	0.0012836402266288953	0.007082152974504249	0.003585339943342776	0.00482471671388102	19158.031692634562	0.0034881189076077786	0.0012836402266288953	0.007082152974504249	0.003585339943342776	0.00482471671388102	19157.946928116147	0.003488119417953089	0.0012836402266288953	0.007082152974504249	0.003585339943342776	0.00482471671388102	19158.116457152973	0.003488118397558382	25	0.007790368271954674	0.007318224740321058								
26	TrialState.COMPLETE	0.35986994591810456	2020-01-07 10:25:53.680802	2020-01-07 11:28:13.312362	150.0	250.0	81.0	0.0010280972554501235	500.0	0.26105134096208304	0.05841166623744527	0.35986994591810456	0.24481715168684007	0.2984322688642802	5292.066242274015	0.17023877458585218	0.05841166623744527	0.35986994591810456	0.24481715168684007	0.2984322688642802	5292.06264486222	0.17023877530289416	0.05841166623744527	0.35986994591810456	0.24481715168684007	0.2984322688642802	5292.06983968581	0.17023877387235065	26										
27	TrialState.COMPLETE	0.3817870632672332	2020-01-07 11:28:13.313396	2020-01-07 12:43:21.303468	50.0	450.0	21.0	0.001442942556613528	700.0	0.15723819424717614	0.01955854579792257	0.3817870632672332	0.22618035882908405	0.30049575070821527	3186.983073654391	0.14748939306150377	0.01955854579792257	0.3817870632672332	0.22618035882908405	0.30049575070821527	3186.980807365439	0.14748939354117432	0.01955854579792257	0.3817870632672332	0.22618035882908405	0.30049575070821527	3186.9853399433428	0.14748939258353128	27										
28	TrialState.COMPLETE	0.3410646836638338	2020-01-07 12:43:21.304489	2020-01-07 13:51:32.879897	50.0	150.0	21.0	0.002442527761922045	800.0	0.16806894088714952	0.022237960339943342	0.3410646836638338	0.15363550519357885	0.23600094428706328	3406.3992504721436	0.12193256078857578	0.022237960339943342	0.3410646836638338	0.15363550519357885	0.23600094428706328	3406.396954674221	0.12193256214123711	0.022237960339943342	0.3410646836638338	0.15363550519357885	0.23600094428706328	3406.4015462700663	0.1219325594427912	28									0.34202713009370234	0.34151153379198707
29	TrialState.COMPLETE	0.13517254699974246	2020-01-07 13:51:32.880897	2020-01-07 15:00:52.664896	350.0	50.0	71.0	0.004302988826112992	500.0	0.4513060313222523	0.032046742209631725	0.13517254699974246	0.07548931238732938	0.10108163790883337	9150.095649304661	0.06616718965498572	0.032046742209631725	0.13517254699974246	0.07548931238732938	0.10108163790883337	9150.092534766933	0.06616719083028488	0.032046742209631725	0.13517254699974246	0.07548931238732938	0.10108163790883337	9150.09876384239	0.06616718848950094	29										
30	TrialState.COMPLETE	0.2118244715624319	2020-01-07 15:00:52.665942	2020-01-07 16:13:03.647442	250.0	50.0	81.0	0.0035945441445034056	600.0	0.3530484839224693	0.054696012203094356	0.2118244715624319	0.12667520156896928	0.1634887775114404	7157.839875245151	0.10723182384242827	0.054696012203094356	0.2118244715624319	0.12667520156896928	0.1634887775114404	7157.8370423839615	0.10723182407425187	0.054696012203094356	0.2118244715624319	0.12667520156896928	0.1634887775114404	7157.842708106341	0.10723182361107844	30										
