number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values
26	TrialState.COMPLETE	0.0003541076487252125	2020-01-01 08:20:13.576881	2020-01-01 09:05:28.987694	200.0	51.0	0.002075237462623732	600.0	1.0035852710822462	0.0	0.0003541076487252125	0.0	4.426345609065156e-05	20345.96908197592	0.00026208607600966045	0.0	0.0003541076487252125	0.0	4.426345609065156e-05	20345.965120396602	0.00026208615317110386	0.0	0.0003541076487252125	0.0	4.426345609065156e-05	20345.97304355524	0.00026208599891075474	26	0.00017705382436260624	0.0002950897072710104		
27	TrialState.COMPLETE	0.0004868980169971671	2020-01-01 09:05:28.988488	2020-01-01 09:40:10.486997	150.0	11.0	0.004143311489992308	1000.0	0.9707167458531966	0.00017705382436260624	0.0004868980169971671	0.0003098441926345609	0.0003098441926345609	19679.45631196884	0.0005292091056263686	0.00017705382436260624	0.0004868980169971671	0.0003098441926345609	0.0003098441926345609	19679.446131373938	0.0005292092095470734	0.00017705382436260624	0.0004868980169971671	0.0003098441926345609	0.0003098441926345609	19679.46649256374	0.0005292090017335421	27	0.0002655807365439094	0.00041312559017941453		
28	TrialState.COMPLETE	0.0005754249291784702	2020-01-01 09:40:10.487720	2020-01-01 10:18:07.320736	150.0	51.0	0.006187444978255769	700.0	0.9822225048165296	0.0	0.0005754249291784702	8.852691218130312e-05	0.0002655807365439094	19912.562876239375	0.00033784138307623904	0.0	0.0005754249291784702	8.852691218130312e-05	0.0002655807365439094	19912.558693342777	0.00033784141451583265	0.0	0.0005754249291784702	8.852691218130312e-05	0.0002655807365439094	19912.567059135978	0.0003378413516450974	28	0.0006196883852691218	0.0005901794145420207		
29	TrialState.COMPLETE	0.0002655807365439094	2020-01-01 10:18:07.321533	2020-01-01 10:43:09.609434	50.0	1.0	0.0024248989071883084	1400.0	1.0004672052566321	0.0	0.0002655807365439094	0.0	0.0001327903682719547	20282.765824185553	0.000268299674852256	0.0	0.0002655807365439094	0.0	0.0001327903682719547	20282.765270892352	0.0002682996876190467	0.0	0.0002655807365439094	0.0	0.0001327903682719547	20282.766377478754	0.00026829966209003915	29	0.00017705382436260624	0.00023607176581680832		
30	TrialState.COMPLETE	0.0003098441926345609	2020-01-01 10:43:09.610299	2020-01-01 11:20:32.654416	150.0	31.0	0.012682419908011793	900.0	0.9614537807162951	4.426345609065156e-05	0.0003098441926345609	0.00017705382436260624	0.0003098441926345609	19491.449583923513	0.0003851550141593922	4.426345609065156e-05	0.0003098441926345609	0.00017705382436260624	0.0003098441926345609	19491.443564093486	0.0003851552354439694	4.426345609065156e-05	0.0003098441926345609	0.00017705382436260624	0.0003098441926345609	19491.45560375354	0.0003851547930499978	30	0.0002655807365439094	0.0002950897072710104		
31	TrialState.COMPLETE	0.0006196883852691218	2020-01-01 11:20:32.655276	2020-01-01 11:51:56.077436	100.0	21.0	0.017530158931478336	800.0	0.9779077942634999	0.0	0.0006196883852691218	0.0003098441926345609	0.000398371104815864	19825.337265403683	0.000444063675620977	0.0	0.0006196883852691218	0.0003098441926345609	0.000398371104815864	19825.32573477337	0.0004440638284443854	0.0	0.0006196883852691218	0.0003098441926345609	0.000398371104815864	19825.348796033995	0.00044406352284993747	31	0.0003541076487252125	0.0005311614730878187		
32	TrialState.COMPLETE	0.002868271954674221	2020-01-01 11:51:56.078416	2020-01-01 12:32:54.197976	100.0	1.0	0.05241943925567732	500.0	0.8830166045996447	0.00042492917847025496	0.002868271954674221	0.0009560906515580737	0.001593484419263456	17900.715881728047	0.0015203094719628259	0.00042492917847025496	0.002868271954674221	0.0009560906515580737	0.001593484419263456	17900.715580736545	0.0015203094779475137	0.00042492917847025496	0.002868271954674221	0.0009560906515580737	0.001593484419263456	17900.716182719545	0.0015203094659798117	32		0.0038361661945231352	0.0032312322946175635	
33	TrialState.COMPLETE	0.000398371104815864	2020-01-01 12:32:54.198854	2020-01-01 13:19:09.070998	200.0	81.0	0.004426353598358873	1400.0	0.985437045405761	0.0001327903682719547	0.000398371104815864	0.0001327903682719547	0.00017705382436260624	19977.811194228045	0.0003944831666638562	0.0001327903682719547	0.000398371104815864	0.0001327903682719547	0.00017705382436260624	19977.80537358357	0.00039448321895584103	0.0001327903682719547	0.000398371104815864	0.0001327903682719547	0.00017705382436260624	19977.817014872522	0.00039448311439048097	33	0.0004426345609065156	0.00041312559017941453		
34	TrialState.COMPLETE	4.426345609065156e-05	2020-01-01 13:19:09.071825	2020-01-01 13:51:06.374866	100.0	91.0	0.016748989485344805	1200.0	0.980431136610533	0.0	4.426345609065156e-05	4.426345609065156e-05	4.426345609065156e-05	19876.349437854107	0.00021550741352056857	0.0	4.426345609065156e-05	4.426345609065156e-05	4.426345609065156e-05	19876.34149256374	0.00021550763992805118	0.0	4.426345609065156e-05	4.426345609065156e-05	4.426345609065156e-05	19876.357383144477	0.00021550718730033486	34	8.852691218130312e-05	5.901794145420208e-05		
35	TrialState.COMPLETE	0.0004868980169971671	2020-01-01 13:51:06.375826	2020-01-01 14:19:35.127441	50.0	51.0	0.07706489071494241	1800.0	0.9676112944082244	8.852691218130312e-05	0.0004868980169971671	0.0001327903682719547	0.0002213172804532578	19616.650407223795	0.0004631450392981253	8.852691218130312e-05	0.0004868980169971671	0.0001327903682719547	0.0002213172804532578	19616.638633144477	0.00046314524042465174	8.852691218130312e-05	0.0004868980169971671	0.0001327903682719547	0.0002213172804532578	19616.662181303116	0.00046314483832656477	35	0.0002655807365439094	0.00041312559017941453		
36	TrialState.COMPLETE	0.0003098441926345609	2020-01-01 14:19:35.128365	2020-01-01 14:47:56.402479	50.0	51.0	0.0033519568386911934	1500.0	0.9830539529701255	0.0	0.0003098441926345609	8.852691218130312e-05	0.0002213172804532578	19929.52025053116	0.0002962740072086526	0.0	0.0003098441926345609	8.852691218130312e-05	0.0002213172804532578	19929.516023371103	0.00029627404687494546	0.0	0.0003098441926345609	8.852691218130312e-05	0.0002213172804532578	19929.52447769122	0.00029627396755498763	36	0.0004426345609065156	0.0003541076487252125		
37	TrialState.COMPLETE	0.0006196883852691218	2020-01-01 14:47:56.403384	2020-01-01 15:19:58.056175	100.0	91.0	0.017248827497104217	500.0	0.9828519098923336	0.0	0.0006196883852691218	8.852691218130312e-05	0.0003098441926345609	19925.355944582152	0.00032177024636846077	0.0	0.0006196883852691218	8.852691218130312e-05	0.0003098441926345609	19925.34760092068	0.0003217703471362704	0.0	0.0006196883852691218	8.852691218130312e-05	0.0003098441926345609	19925.364288243625	0.0003217701456373964	37	0.0003541076487252125	0.0005311614730878187		
