number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
48	TrialState.COMPLETE	0.08390391418463997	2020-01-19 19:55:17.122308	2020-01-19 20:12:44.337467	5.686131661786867	450.0	46.0	0.03527063075388064	900.0	0.3924576178349589	0.024634828255163756	0.08390391418463997	0.044455380577427824	0.059012324546388224	2799.329396325459	0.045823152924425806	0.024634828255163756	0.08391817870592264	0.044455380577427824	0.059012324546388224	2799.3293535318953	0.04582322092284778	0.024634828255163756	0.08390391418463997	0.044455380577427824	0.059012324546388224	2799.3294391190234	0.04582309110132344	48	0.11286089238845144	0.09355624025257712							
49	TrialState.COMPLETE	0.04960487276047016	2020-01-19 20:12:44.341921	2020-01-19 20:27:02.270054	3.074348199942267	450.0	16.0	0.046294419198490026	800.0	0.5408441647259836	0.01629008330480429	0.04960487276047016	0.02670318384115029	0.034149263950701815	3862.5891389934955	0.02870388211558042	0.01629008330480429	0.04960487276047016	0.02670318384115029	0.034149263950701815	3862.5890819354104	0.028703887004072875	0.01629008330480429	0.04960487276047016	0.02670318384115029	0.034149263950701815	3862.5891960515805	0.02870387739881928	49	0.07105158050895811	0.05675377534329948							
50	TrialState.COMPLETE	0.11070694967476892	2020-01-19 20:27:02.270874	2020-01-19 20:39:48.081457	5.923897165900237	150.0	41.0	0.028291455965558304	800.0	0.24097127533578822	0.030896953098254024	0.11070694967476892	0.05724352390733767	0.07584445965993382	1714.350967847769	0.05890399430128081	0.030896953098254024	0.11070694967476892	0.05724352390733767	0.07584445965993382	1714.3509357525961	0.0589039943458214	0.030896953098254024	0.11070694967476892	0.05724352390733767	0.07584445965993382	1714.3509999429418	0.05890399425684205	50	0.13790939176081252	0.11977443037011679							
51	TrialState.COMPLETE	0.23661417322834646	2020-01-19 20:39:48.082281	2020-01-19 20:58:17.524902	7.970119244564687	150.0	26.0	0.007964201790692016	800.0	0.08971220398555091	0.0733824032865457	0.23661417322834646	0.13216364258815474	0.17072920232796987	628.484309026589	0.12789273799213266	0.0733824032865457	0.23661417322834646	0.13216364258815474	0.17072920232796987	628.4842234394614	0.12789273972263976	0.0733824032865457	0.23661417322834646	0.13216364258815474	0.17072920232796987	628.4843946137167	0.1278927362800137	51		0.2421259842519685	0.23868110236220472						
52	TrialState.COMPLETE	0.1586714024877325	2020-01-19 20:58:17.525724	2020-01-19 21:12:47.108053	2.5658101940038236	350.0	21.0	0.011344684447579531	600.0	0.1679316629194537	0.05031096656396211	0.1586714024877325	0.08893215793677964	0.11374529270797672	1189.7408100821635	0.08791037416302153	0.05031096656396211	0.1586714024877325	0.08893215793677964	0.11374529270797672	1189.7407494579481	0.08791039033672976	0.05031096656396211	0.1586714024877325	0.08893215793677964	0.11374529270797672	1189.7408707063792	0.08791035883329977	52	0.18157309140705238	0.16630529879417247							
53	TrialState.COMPLETE	0.24794590893529614	2020-01-19 21:12:47.108880	2020-01-19 21:26:20.189666	2.725681673597403	50.0	46.0	0.009516494853699417	600.0	0.07090709379550239	0.06876212484309027	0.24794590893529614	0.1337013579824261	0.17609551523450873	493.7557593004679	0.12821918320573725	0.06876212484309027	0.24794590893529614	0.1337013579824261	0.17609551523450873	493.755727205295	0.1282191846088092	0.06876212484309027	0.24794590893529614	0.1337013579824261	0.17609551523450873	493.75579139564076	0.12821918181987074	53	0.2482026703183841	0.24803149606299213							
54	TrialState.COMPLETE	0.060239073376697476	2020-01-19 21:26:20.190555	2020-01-19 21:39:22.331264	5.344849197281902	150.0	46.0	0.06795121893560102	700.0	0.4356373001063258	0.017730799954353532	0.060239073376697476	0.03126783065160333	0.04126726007075202	3109.5194782038116	0.03353099297548179	0.017730799954353532	0.060239073376697476	0.03126783065160333	0.04126726007075202	3109.5193997489446	0.03353099303224434	0.017730799954353532	0.060239073376697476	0.03126783065160333	0.04126726007075202	3109.5195566586785	0.03353099291884399	54	0.08030925482140819	0.06692913385826772							
55	TrialState.COMPLETE	0.047764749515006276	2020-01-19 21:39:22.332213	2020-01-19 21:54:23.139190	3.3537021532898708	350.0	41.0	0.07411964814693023	800.0	0.5363710675846218	0.014485621362547073	0.047764749515006276	0.024634828255163756	0.0323020084445966	3831.2044640819354	0.0267741447387028	0.014485621362547073	0.047764749515006276	0.024634828255163756	0.0323020084445966	3831.204360664156	0.02677414495098508	0.014485621362547073	0.047764749515006276	0.024634828255163756	0.0323020084445966	3831.204567499715	0.02677414452711529	55	0.0667722241241584	0.05410057438472365							
56	TrialState.COMPLETE	0.07608695652173914	2020-01-19 21:54:23.140015	2020-01-19 22:07:00.639707	6.937436325754296	350.0	11.0	0.02909454925562701	1000.0	0.4289314138607738	0.024128437749629122	0.07608695652173914	0.041916295789113316	0.05374871619308456	3059.7243844859067	0.04298869134523391	0.024128437749629122	0.07608695652173914	0.041916295789113316	0.05374871619308456	3059.724288200388	0.042988691435961845	0.024128437749629122	0.07608695652173914	0.041916295789113316	0.05374871619308456	3059.7244807714255	0.04298869125473012	56	0.10036517174483624	0.08417969492943816							
57	TrialState.COMPLETE	0.06756390505534635	2020-01-19 22:07:00.640516	2020-01-19 22:24:08.953657	1.426510812750399	450.0	46.0	0.03646295603592846	500.0	0.41621967147021754	0.020134371790482712	0.06756390505534635	0.035611377382175055	0.04655226520597969	2969.5067542508273	0.037555423082023254	0.020134371790482712	0.06756390505534635	0.035611377382175055	0.04655226520597969	2969.5067114572635	0.03755542616204616	0.020134371790482712	0.06756390505534635	0.035611377382175055	0.04655226520597969	2969.506797044391	0.03755542007897294	57	0.09179219445395413	0.07564000152154894							
58	TrialState.COMPLETE	0.10658450302407851	2020-01-19 22:24:08.954525	2020-01-19 22:37:34.061110	3.3021741561534736	450.0	11.0	0.016464028082660967	1000.0	0.3098406480124955	0.03212370192856328	0.10658450302407851	0.05802807257788429	0.07500998516489786	2205.9411160561453	0.058443169871903594	0.03212370192856328	0.10658450302407851	0.05802807257788429	0.07500998516489786	2205.940994807714	0.058443170767438546	0.03212370192856328	0.10658450302407851	0.05802807257788429	0.07500998516489786	2205.941237304576	0.05844316898144346	58	0.14033436037886568	0.11783445547567424							
59	TrialState.COMPLETE	0.1383230628780098	2020-01-19 22:37:34.061933	2020-01-19 22:52:50.186160	5.616282878094995	450.0	31.0	0.016164879998682064	900.0	0.23190117331718452	0.042551066986191946	0.1383230628780098	0.07728517630948305	0.09954496177108296	1647.330337783864	0.07603198311473375	0.042551066986191946	0.1383230628780098	0.07728517630948305	0.09954496177108296	1647.3302949903002	0.07603198313818178	0.042551066986191946	0.1383230628780098	0.07728517630948305	0.09954496177108296	1647.3303805774278	0.07603198309132154	59	0.16444140134657081	0.1470291757008635							
60	TrialState.COMPLETE	0.2439090494123017	2020-01-19 22:52:50.187047	2020-01-19 23:13:44.059642	7.0964488456524775	50.0	16.0	0.007425722827315357	600.0	0.07466425310623567	0.07036688348739016	0.2439090494123017	0.13363003537601278	0.1742078435847693	521.3016993799688	0.1285232079392693	0.07036688348739016	0.2439090494123017	0.13363003537601278	0.1742078435847693	521.3016280573624	0.1285232096456846	0.07036688348739016	0.2439090494123017	0.13363003537601278	0.1742078435847693	521.3017707025753	0.12852320625302646	60			0.24534263380120963	0.2444824831678649					
61	TrialState.COMPLETE	0.3432100878694511	2020-01-19 23:13:44.060462	2020-01-20 00:05:34.247923	9.650270440520947	350.0	31.0	0.002430717854064524	500.0	0.06700288251706558	0.11741127467762182	0.3432100878694511	0.20844744950359467	0.26162273194111607	464.3066458404656	0.19219890020526675	0.11741127467762182	0.3432100878694511	0.20844744950359467	0.26162273194111607	464.3065987675454	0.19219891526565902	0.11741127467762182	0.3432100878694511	0.20844744950359467	0.26162273194111607	464.3066929133858	0.19219888607184765	61							0.34332563049184067	0.3432614401460687	
62	TrialState.COMPLETE	0.03944853360721214	2020-01-20 00:05:34.248768	2020-01-20 00:16:03.417456	0.7369081216382636	50.0	11.0	0.056143352818863665	600.0	0.392782441522757	0.009086500057058085	0.03944853360721214	0.0171816158849709	0.02437093461143444	2801.027944197193	0.021212307525879815	0.009086500057058085	0.03944853360721214	0.0171816158849709	0.02437093461143444	2801.0278300810223	0.021212307970739332	0.009086500057058085	0.03944853360721214	0.0171816158849709	0.02437093461143444	2801.028058313363	0.021212307082949862	62	0.040554034006618736	0.039817033740347674							
63	TrialState.COMPLETE	0.06685067899121305	2020-01-20 00:16:03.418301	2020-01-20 00:27:47.112152	3.704581806978904	250.0	16.0	0.03468843009369256	700.0	0.41267487896527166	0.020084445965993382	0.06685067899121305	0.03548299669063106	0.04640961999315303	2943.7492297158506	0.03744141984121555	0.020084445965993382	0.06685067899121305	0.03548299669063106	0.04640961999315303	2943.749122731941	0.03744142191457144	0.020084445965993382	0.06685067899121305	0.03548299669063106	0.04640961999315303	2943.7493366997605	0.037441417811704625	63	0.09182072349651946	0.07517402715964852							
64	TrialState.COMPLETE	0.3099721230498362	2020-01-20 00:27:47.112966	2020-01-20 00:53:57.867130	8.023878339697319	350.0	1.0	0.0016164199110513798	800.0	0.06591660982514068	0.11355374056503807	0.3099721230498362	0.1933616993527983	0.23848649353613408	459.01756981464274	0.1800555355375914	0.11355374056503807	0.3099721230498362	0.1933616993527983	0.23848649353613408	459.01754128560015	0.18005555825462508	0.11355374056503807	0.3099721230498362	0.1933616993527983	0.23848649353613408	459.0175983436853	0.18005551411301526	64				0.3103046901745977	0.3101106926851535				
