number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.0003541076487252125	2020-01-10 13:19:45.933320	2020-01-10 13:52:44.885059	0.1564496546361538	21.227645515881818	50.0	40.0	0.00127969768914334	600.0	0.9955534687345862	0.0	0.0003541076487252125	0.0	0.0	20183.487362783286	0.0002484436281117918	0.0	0.0003541076487252125	0.0	0.0	20183.47645184136	0.00024844370887521313	0.0	0.0003541076487252125	0.0	0.0	20183.498273725214	0.00024844354736498027	9	0.0003541076487252125	0.0003541076487252125				
10	TrialState.COMPLETE	0.0008852691218130312	2020-01-10 13:52:44.886072	2020-01-10 15:21:26.038082	0.510980306397318	29.04913571111521	450.0	100.0	0.010035016216582168	1200.0	1.0268037923185067	0.0	0.0008852691218130312	0.0	4.426345609065156e-05	20817.28873052408	0.00026371091457936993	0.0	0.0008852691218130312	0.0	4.426345609065156e-05	20817.25805594901	0.0002637113411931411	0.0	0.0008852691218130312	0.0	4.426345609065156e-05	20817.31940509915	0.00026371048825047494	10	0.0008852691218130312	0.0008852691218130312				
11	TrialState.COMPLETE	4.426345609065156e-05	2020-01-10 15:21:26.038973	2020-01-10 16:35:53.616965	0.6746539977434893	27.36733735990379	450.0	40.0	0.0010637271305208515	1800.0	0.9962576221781635	0.0	4.426345609065156e-05	0.0	0.0	20198.024035056656	0.0002446628051443551	0.0	4.426345609065156e-05	0.0	0.0	20197.99114730878	0.0002446695510271759	0.0	4.426345609065156e-05	0.0	0.0	20198.05692280453	0.0002446561077731322	11	8.852691218130312e-05	5.901794145420208e-05				
12	TrialState.COMPLETE	0.00017705382436260624	2020-01-10 16:35:53.618395	2020-01-10 17:46:58.643024	0.7872745613642627	6.702471595214904	350.0	80.0	0.003251426776464993	1700.0	1.0080115412337063	0.0	0.00017705382436260624	0.0	0.0	20435.835782577902	0.00024160586985502185	0.0	0.00017705382436260624	0.0	0.0	20435.807453966005	0.0002416062720879336	0.0	0.00017705382436260624	0.0	0.0	20435.864111189803	0.00024160546783125457	12	0.00017705382436260624	0.00017705382436260624				
13	TrialState.COMPLETE	8.852691218130312e-05	2020-01-10 17:46:58.643852	2020-01-10 19:00:14.942443	0.22025617078933535	17.94279987558167	350.0	100.0	0.03732677369210448	1900.0	1.0817184104085966	0.0	8.852691218130312e-05	0.0	0.0	21930.752766466005	0.00018625522979214213	0.0	8.852691218130312e-05	0.0	0.0	21930.72384029745	0.0001862555595922537	0.0	8.852691218130312e-05	0.0	0.0	21930.781692634562	0.00018625490013041664	13	0.00017705382436260624	0.00011803588290840416				
14	TrialState.COMPLETE	0.015226628895184136	2020-01-10 19:00:14.943436	2020-01-10 21:02:24.910783	0.28245628564453906	1.7710443202568171	250.0	50.0	0.02133181675529009	600.0	0.8806234027255677	0.002149939295831647	0.015226628895184136	0.00490692027519223	0.009080331849453662	17852.104752630516	0.006441533033204302	0.002149939295831647	0.015226628895184136	0.00490692027519223	0.009080331849453662	17852.083822339133	0.0064415361977910495	0.002149939295831647	0.015226628895184136	0.00490692027519223	0.009080331849453662	17852.125682921895	0.006441529891004973	14			0.014022662889518414	0.014724976392823419		
15	TrialState.COMPLETE	0.0005311614730878187	2020-01-10 21:02:24.911625	2020-01-10 21:42:46.274882	0.43965276654122976	5.69333833644843	150.0	70.0	0.04300909478726028	1200.0	0.9945489934743316	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20162.68951398725	0.000271159761135026	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20162.668865084986	0.0002711603044307518	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20162.710162889518	0.00027115921891065803	15	0.0005311614730878187	0.0005311614730878187				
16	TrialState.COMPLETE	0.0002213172804532578	2020-01-10 21:42:46.275843	2020-01-10 22:38:28.787149	0.3960279878224652	9.0983805015249	250.0	100.0	0.02423303069423868	2000.0	1.062851557219045	4.426345609065156e-05	0.0002213172804532578	8.852691218130312e-05	0.00017705382436260624	21547.79711844901	0.0002900234490463249	4.426345609065156e-05	0.0002213172804532578	8.852691218130312e-05	0.00017705382436260624	21547.77319405099	0.0002900239339894919	4.426345609065156e-05	0.0002213172804532578	8.852691218130312e-05	0.00017705382436260624	21547.821042847027	0.00029002296450332364	16	0.0002655807365439094	0.00023607176581680832				
17	TrialState.COMPLETE	0.00017705382436260624	2020-01-10 22:38:28.788111	2020-01-10 23:18:12.545112	0.2472866677608414	19.266992032662824	150.0	60.0	0.034129426591594965	800.0	1.0629872252454304	0.0	0.00017705382436260624	0.0	0.0	21550.61026026912	0.00019360462831006391	0.0	0.00017705382436260624	0.0	0.0	21550.591536827196	0.00019360507683083286	0.0	0.00017705382436260624	0.0	0.0	21550.62898371105	0.00019360418048972275	17	0.00017705382436260624	0.00017705382436260624				
18	TrialState.COMPLETE	0.01337740006295247	2020-01-10 23:18:12.545991	2020-01-11 03:59:34.888677	0.7591152811581191	1.1983966149889045	450.0	80.0	0.006320525283277082	500.0	0.9001677380935038	0.0014951211835064527	0.01337740006295247	0.005823103556814605	0.007711677683349071	18248.771994019517	0.0055696637755299405	0.0014951211835064527	0.01337740006295247	0.005823103556814605	0.007711677683349071	18248.740989927606	0.005569664280119402	0.0014951211835064527	0.01337740006295247	0.005823103556814605	0.007711677683349071	18248.802998111427	0.0055696632712291605	18					0.012090246863617968	0.012814270538243626
19	TrialState.COMPLETE	0.00017705382436260624	2020-01-11 03:59:34.889497	2020-01-11 05:04:16.716857	0.9714020833257154	15.326729973484795	350.0	70.0	0.05304603875725381	1500.0	1.0973994923905008	0.0	0.00017705382436260624	0.0	0.00017705382436260624	22248.920347910764	0.0002007260692508798	0.0	0.00017705382436260624	0.0	0.00017705382436260624	22248.89478576487	0.00020072818070551864	0.0	0.00017705382436260624	0.0	0.00017705382436260624	22248.945910056656	0.00020072397472304298	19	0.00017705382436260624	0.00017705382436260624				
20	TrialState.COMPLETE	0.0005311614730878187	2020-01-11 05:04:16.717599	2020-01-11 06:12:47.993301	0.976488622801505	18.12613831475997	450.0	30.0	0.0015013506092451828	1400.0	1.0016700010875785	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20307.582042315866	0.0002706808999524399	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20307.55015049575	0.00027068121764736356	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20307.613934135978	0.00027068058236079926	20	0.0005311614730878187	0.0005311614730878187				
21	TrialState.COMPLETE	0.00017705382436260624	2020-01-11 06:12:47.994109	2020-01-11 07:15:34.121019	0.9151357131484813	10.386730954386875	350.0	60.0	0.007732860242290225	600.0	1.0305743861642283	0.0	0.00017705382436260624	0.0	0.0	20893.097445998585	0.00021245501711596127	0.0	0.00017705382436260624	0.0	0.0	20893.070024787536	0.00021245550451329733	0.0	0.00017705382436260624	0.0	0.0	20893.124867209634	0.00021245453021411477	21	0.00017705382436260624	0.00017705382436260624				
