number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
11	0.39943342776203966	2020-05-10 06:45:12.394155	2020-05-10 07:16:07.407660	32	0.41194335148682015	32	24	0.003171195892083793	128	0.2618563855278179	0.06710339943342776	0.39943342776203966	0.334985835694051	0.37092776203966005	5306.236278328612	0.2054109747705054	0.06710339943342776	0.39943342776203966	0.334985835694051	0.37092776203966005	5306.235835694051	0.20541097521609983		3279661332.0	250.0	0.06710339943342776	0.39943342776203966	0.334985835694051	0.37092776203966005	5306.236720963173	0.20541097432590558	11		COMPLETE
12	0.340828611898017	2020-05-10 07:16:07.444824	2020-05-10 07:48:38.362317	128	0.35676432792668766	32	29	0.008981529235954983	256	0.436965365150462	0.08197592067988668	0.340828611898017	0.28240084985835695	0.3130311614730878	8856.06418201133	0.1874414777644159	0.08197592067988668	0.340828611898017	0.28240084985835695	0.3130311614730878	8856.06409348442	0.18744147776635356		1946688757.0	200.0	0.08197592067988668	0.340828611898017	0.28240084985835695	0.3130311614730878	8856.064270538243	0.1874414777624785	12		COMPLETE
13	0.41359773371104813	2020-05-10 07:48:38.399870	2020-05-10 08:34:48.432400	128	0.3416995825811361	16	25	0.05410577439686769	512	0.2913418397567857	0.10959631728045326	0.41359773371104813	0.36756373937677056	0.39058073654390935	5904.406869688385	0.2424186996997557	0.10959631728045326	0.41359773371104813	0.36756373937677056	0.39058073654390935	5904.406515580737	0.24241869970384677		1414738888.0	450.0	0.10959631728045326	0.41359773371104813	0.36756373937677056	0.39058073654390935	5904.407223796034	0.24241869969566524	13		COMPLETE
14	0.000708215297450425	2020-05-10 08:34:48.487564	2020-05-10 09:10:26.599979	128	0.19121667506695147	64	35	0.08823434230153002	512	1.022045424509	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20720.19714943343	0.000908640258536658	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20720.182011331446	0.0009086412802145847		1226856854.0	150.0	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20720.21228753541	0.0009086392397118995	14		COMPLETE
15	0.3918201133144476	2020-05-10 09:10:26.638952	2020-05-10 10:11:37.595289	32	0.37704923661567025	256	23	0.006951416228906426	128	0.31381542261665124	0.28293201133144474	0.3918201133144476	0.37376062322946174	0.3845609065155807	6360.85995042493	0.330847971368739	0.28293201133144474	0.3918201133144476	0.37376062322946174	0.3845609065155807	6360.859419263456	0.3308479713709204		1214781691.0	250.0	0.28293201133144474	0.3918201133144476	0.37376062322946174	0.3845609065155807	6360.860481586402	0.3308479713665577	15		COMPLETE
16	0.24982294617563738	2020-05-10 10:11:37.636999	2020-05-10 10:49:05.069752	128	0.28268445704874173	32	38	0.05230452546111231	256	0.4496107252453523	0.000708215297450425	0.24982294617563738	0.1623583569405099	0.199185552407932	9112.357648725212	0.09248386658891089	0.000708215297450425	0.24982294617563738	0.1623583569405099	0.199185552407932	9112.351983002833	0.09248387489892282		3173465989.0	200.0	0.000708215297450425	0.24982294617563738	0.1623583569405099	0.199185552407932	9112.363314447592	0.09248385835656284	16		COMPLETE
17	0.34791076487252126	2020-05-10 10:49:05.107415	2020-05-10 14:37:47.687796	128	0.16623068627059265	256	24	0.011175153907985779	256	0.334058897472441	0.2623937677053824	0.34791076487252126	0.3089589235127479	0.32666430594900847	6771.087553116147	0.2937262932072432	0.2623937677053824	0.34791076487252126	0.3089589235127479	0.32666430594900847	6771.086933427762	0.29372629398306205		3318845191.0	300.0	0.2623937677053824	0.34791076487252126	0.3089589235127479	0.32666430594900847	6771.088172804532	0.2937262924337069	17		COMPLETE
18	0.3955382436260623	2020-05-10 14:37:47.725802	2020-05-10 15:01:30.053476	64	0.4576932150549099	64	4	0.0066495412738257305	512	0.33013915269149946	0.22273371104815864	0.3955382436260623	0.37075070821529743	0.3838526912181303	6689.610304532578	0.2990848024147395	0.22273371104815864	0.3955382436260623	0.37075070821529743	0.3838526912181303	6689.60959631728	0.29908480242026453		3142203271.0	350.0	0.22273371104815864	0.3955382436260623	0.37075070821529743	0.3838526912181303	6689.611012747875	0.29908480240921514	18		COMPLETE
19	0.36597025495750707	2020-05-10 15:01:30.092242	2020-05-10 19:43:23.171914	16	0.18418565128910666	512	41	0.0019123575487323045	128	0.33278300856726745	0.08905807365439093	0.36597025495750707	0.2894830028328612	0.335871104815864	6745.122875354107	0.19803819858407587	0.08905807365439093	0.36597025495750707	0.2894830028328612	0.335871104815864	6745.12216713881	0.19803819858940624		3248171761.0	750.0	0.08905807365439093	0.36597025495750707	0.2894830028328612	0.335871104815864	6745.123583569405	0.19803819857874605	19		COMPLETE
20		2020-05-10 19:43:23.211066	2020-05-10 19:43:38.470672	128	0.11918187887702408	512	35	0.016619926905660148	512														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									20	Setting status of trial#20 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
21	0.24114730878186968	2020-05-10 19:43:38.478633	2020-05-10 20:01:38.913299	16	0.11144351564534052	16	12	0.004127354015184951	512	0.2949764180331103	0.00141643059490085	0.24114730878186968	0.13243626062322947	0.18519830028328613	5978.769652974504	0.08510850110872772	0.00141643059490085	0.24114730878186968	0.13243626062322947	0.18519830028328613	5978.769121813031	0.08510850111689963		972912271.0	400.0	0.00141643059490085	0.24114730878186968	0.13243626062322947	0.18519830028328613	5978.770184135978	0.08510850110055754	21		COMPLETE
22	0.30276203966005666	2020-05-10 20:01:38.954075	2020-05-10 20:34:17.932029	16	0.4825571602891812	128	15	0.09947788772195465	512	0.364144336273256	0.0008852691218130312	0.30276203966005666	0.039660056657223795	0.12110481586402266	7380.539571529745	0.06939313842266473	0.22928470254957506	0.3829674220963173	0.35286827195467424	0.3744688385269122	7378.289305949009	0.2925379202217456		4293408503.0	450.0	0.0008852691218130312	0.16395184135977336	0.013456090651558074	0.04107648725212465	7382.789837110482	0.04212155470622779	22		COMPLETE
23		2020-05-10 20:34:17.971552	2020-05-10 20:34:28.478157	128	0.3147046362900988	512	14	0.00105333345097455	128														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									23	Setting status of trial#23 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
24	0.39571529745042494	2020-05-10 20:34:28.485932	2020-05-10 20:56:04.099020	16	0.45573507110802114	32	20	0.056206671979987785	512	0.2047073563018576	0.0003541076487252125	0.39571529745042494	0.33179886685552407	0.37376062322946174	4148.960694050991	0.1977353102938489	0.27514164305949007	0.39589235127478756	0.34118271954674223	0.3751770538243626	4148.7064447592065	0.3175214327132937		2855134936.0	400.0	0.0003541076487252125	0.3948300283286119	0.29178470254957506	0.36579320113314445	4149.214943342776	0.1533388369370626	24		COMPLETE
25	0.3801345609065156	2020-05-10 20:56:04.137696	2020-05-10 21:54:41.131234	16	0.24140389536225482	256	42	0.04026000246759484	256	0.22518798929409498	0.07701841359773372	0.3801345609065156	0.27921388101983	0.33923512747875356	4564.371104815864	0.18951646103553993	0.07932011331444759	0.3801345609065156	0.27956798866855526	0.33923512747875356	4564.368626062323	0.19052482472177976		1651676394.0	300.0	0.07701841359773372	0.3801345609065156	0.2788597733711048	0.33905807365439095	4564.373583569405	0.1891438048901068	25		COMPLETE
26		2020-05-10 21:54:41.170070	2020-05-10 21:54:55.399037	128	0.1521431011033114	512	11	0.01289188810492373	512														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									26	Setting status of trial#26 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
27	0.3948300283286119	2020-05-10 21:54:55.406599	2020-05-10 23:07:44.545865	64	0.349927291162467	16	2	0.010572740042071432	128	0.43975913382419174	0.2618626062322946	0.3948300283286119	0.3394121813031161	0.3686260623229462	8912.061526203966	0.3097846656292758	0.2622167138810198	0.3948300283286119	0.33958923512747874	0.36880311614730876	8912.048335694051	0.3099454121459223		208952785.0	650.0	0.2618626062322946	0.3948300283286119	0.3394121813031161	0.3684490084985836	8912.074716713882	0.30970300280944385	27		COMPLETE
28	0.42262747875354106	2020-05-10 23:07:44.620856	2020-05-11 00:05:37.864532	32	0.45064656309783296	128	9	0.021594624463514636	256	0.17605920186536156	0.0008852691218130312	0.42262747875354106	0.36526203966005666	0.39713172804532576	3568.1090651558075	0.19860090375882622	0.0626770538243626	0.42262747875354106	0.36526203966005666	0.39713172804532576	3568.074539660057	0.22030770262630725		3351776207.0	550.0	0.0008852691218130312	0.42262747875354106	0.3649079320113314	0.39713172804532576	3568.143590651558	0.18831112566566063	28		COMPLETE
