number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.3361286376513005	2020-01-03 02:49:11.352564	2020-01-03 04:27:29.242572	50.0	50.0	61.0	0.0012535283247638188	500.0	0.24335274817542601	0.046903167653875866	0.3361286376513005	0.20821529745042494	0.26743175379860934	4932.8670808653105	0.14870552579858998	0.046903167653875866	0.3361286376513005	0.20821529745042494	0.26743175379860934	4932.864730878187	0.14870565107342285	0.046903167653875866	0.3361286376513005	0.20821529745042494	0.26743175379860934	4932.869430852434	0.14870541385611497	9													
10	TrialState.COMPLETE	0.10344369688385269	2020-01-03 04:27:29.243585	2020-01-03 04:55:39.219251	150.0	450.0	71.0	0.015329062148346789	900.0	0.5505694811733929	0.00540014164305949	0.10344369688385269	0.06812145892351275	0.08432188385269122	11162.165235481587	0.04337470122521398	0.00540014164305949	0.10344369688385269	0.06812145892351275	0.08432188385269122	11162.157754957507	0.04337470210797579	0.00540014164305949	0.10344369688385269	0.06812145892351275	0.08432188385269122	11162.172716005665	0.043374700344248646	10	0.11057011331444759	0.10581916902738432											
11	TrialState.COMPLETE	0.03649838122217726	2020-01-03 04:55:39.220057	2020-01-03 06:03:00.064832	350.0	150.0	51.0	0.01365363602778208	600.0	0.662769566948401	0.010446175637393768	0.03649838122217726	0.022865236746256578	0.027645690004046944	13437.124822946176	0.020229603309274556	0.010446175637393768	0.03649838122217726	0.022865236746256578	0.027645690004046944	13437.11956191825	0.020229603555165968	0.010446175637393768	0.03649838122217726	0.022865236746256578	0.027645690004046944	13437.1300839741	0.020229603063908835	11				0.03558781869688385	0.03611898016997167								
12	TrialState.COMPLETE	0.009959277620396601	2020-01-03 06:03:00.065621	2020-01-03 06:28:49.400743	250.0	150.0	91.0	0.02414256065053387	1000.0	0.989040227358776	0.006373937677053824	0.009959277620396601	0.00823300283286119	0.008985481586402267	20051.897906338527	0.008075701525303538	0.006373937677053824	0.009959277620396601	0.00823300283286119	0.008985481586402267	20051.891687322946	0.008075701598314977	0.006373937677053824	0.009959277620396601	0.00823300283286119	0.008985481586402267	20051.904125354107	0.008075701452320786	12	0.010357648725212465	0.010092067988668555											
13	TrialState.COMPLETE	0.3497651707171612	2020-01-03 06:28:49.401555	2020-01-03 10:27:45.787707	350.0	50.0	61.0	0.0010642661792404648	900.0	0.20160165608705144	0.05666654241836887	0.3497651707171612	0.2226125689578053	0.28314633964514685	4086.9819917623377	0.1608096593510323	0.05666654241836887	0.3497651707171612	0.2226125689578053	0.28314633964514685	4086.9800395109587	0.16080972812709182	0.05666654241836887	0.3497651707171612	0.2226125689578053	0.28314633964514685	4086.983944013717	0.16080959818871987	13													
14	TrialState.COMPLETE	0.03961579320113314	2020-01-03 10:27:45.788775	2020-01-03 10:48:08.366958	50.0	350.0	11.0	0.03201160437425698	600.0	0.6291014207770951	0.002124645892351275	0.03961579320113314	0.02160056657223796	0.03009915014164306	12753.34056303116	0.016245219418228703	0.002124645892351275	0.03961579320113314	0.02160056657223796	0.03009915014164306	12753.32856763456	0.016245219793416806	0.002124645892351275	0.03961579320113314	0.02160056657223796	0.03009915014164306	12753.352558427761	0.01624521904349809	14	0.042050283286118983	0.04042728989612842											
15	TrialState.COMPLETE	0.009029745042492918	2020-01-03 10:48:08.367751	2020-01-03 11:20:17.860177	450.0	150.0	71.0	0.021004081126684723	700.0	0.9752564325907318	0.0059313031161473085	0.009029745042492918	0.007436260623229462	0.008277266288951842	19772.28388367564	0.007479153140882402	0.0059313031161473085	0.009029745042492918	0.007436260623229462	0.008277266288951842	19772.27788597734	0.007479153182736821	0.0059313031161473085	0.009029745042492918	0.007436260623229462	0.008277266288951842	19772.289881373938	0.007479153099038099	15	0.010269121813031162	0.009442870632672332											
16	TrialState.COMPLETE	0.0003098441926345609	2020-01-03 11:20:17.861165	2020-01-03 11:46:16.490576	350.0	150.0	11.0	0.08005460116476246	600.0	0.997169659156225	8.852691218130312e-05	0.0003098441926345609	8.852691218130312e-05	0.0001327903682719547	20215.771777620397	0.000378797335298509	8.852691218130312e-05	0.0003098441926345609	8.852691218130312e-05	0.0001327903682719547	20192.032577903683	0.0003789952037442919	8.852691218130312e-05	0.0003098441926345609	8.852691218130312e-05	0.0001327903682719547	20239.51097733711	0.0003786009458578195	16	0.0002655807365439094	0.0002950897072710104											
17	TrialState.COMPLETE	0.011198654390934844	2020-01-03 11:46:16.491352	2020-01-03 12:12:29.774631	350.0	250.0	11.0	0.028331246185684156	700.0	0.9134146329332795	0.0015049575070821529	0.011198654390934844	0.006860835694050991	0.008365793201133145	18517.31635092068	0.005514061525038164	0.0015049575070821529	0.011198654390934844	0.006860835694050991	0.008365793201133145	18517.238845609067	0.0055140619684522175	0.0015049575070821529	0.011198654390934844	0.006860835694050991	0.008365793201133145	18517.393856232295	0.0055140610818454495	17	0.012305240793201134	0.011567516525023608											
18	TrialState.COMPLETE	0.05962287535410765	2020-01-03 12:12:29.775624	2020-01-03 12:36:21.584130	350.0	350.0	1.0	0.014659950298375194	800.0	0.7170365496628324	0.0008410056657223796	0.05962287535410765	0.04014695467422096	0.048025849858356943	14535.431081798866	0.023842269030075663	0.0008410056657223796	0.05962287535410765	0.04014695467422096	0.048025849858356943	14533.714544971672	0.023842336477432592	0.0008410056657223796	0.05962287535410765	0.04014695467422096	0.048025849858356943	14537.147618626062	0.0238422063816196	18	0.0739199716713881	0.06438857412653447											
19	TrialState.COMPLETE	0.0030541784702549576	2020-01-03 12:36:21.585068	2020-01-03 13:01:05.458788	350.0	350.0	1.0	0.0454349929411044	500.0	0.9516351141275132	0.0002213172804532578	0.0030541784702549576	0.002124645892351275	0.002301699716713881	19292.397795679888	0.0015928073362014865	0.0002213172804532578	0.0030541784702549576	0.002124645892351275	0.002301699716713881	19240.752788597732	0.0015929020167167985	0.0002213172804532578	0.0030541784702549576	0.002124645892351275	0.002301699716713881	19344.04280276204	0.001592713964775837	19	0.006108356940509915	0.004072237960339943											
