number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
53	0.11657303370786516	2020-05-24 17:39:41.193452	2020-05-24 17:48:58.069107	128	0.40724820465462896	250	41	512	0.9290075116443766	0.014044943820224719	0.11657303370786516	0.03136704119850187	0.056179775280898875	44.80477528089887	0.05942719717767673	0.014044943820224719	0.11657303370786516	0.03136704119850187	0.056179775280898875	44.80477528089887	0.05942719717767673	3616873354	250.0	0.014044943820224719	0.11657303370786516	0.03136704119850187	0.056179775280898875	44.80477528089887	0.05942719717767673	53	COMPLETE
54	0.11797752808988764	2020-05-24 17:48:58.082233	2020-05-24 18:10:14.924288	128	0.20257329120678383	500	31	512	0.9255424681920139	0.009831460674157303	0.11797752808988764	0.03136704119850187	0.05383895131086142	44.56367041198502	0.056566942552797476	0.009831460674157303	0.11797752808988764	0.03136704119850187	0.05383895131086142	44.56367041198502	0.056566942552797476	3769366611	350.0	0.009831460674157303	0.11797752808988764	0.03136704119850187	0.05383895131086142	44.56367041198502	0.056566942552797476	54	COMPLETE
55	0.12312734082397003	2020-05-24 18:10:14.935366	2020-05-24 19:04:48.770785	128	0.3187022307640135	350	85	512	0.9341958940756413	0.014044943820224719	0.12312734082397003	0.03417602996254682	0.060861423220973786	45.028558052434455	0.06051806873317505	0.014044943820224719	0.12312734082397003	0.03417602996254682	0.060861423220973786	45.028558052434455	0.06051806873317505	2009041563	450.0	0.014044943820224719	0.12312734082397003	0.03417602996254682	0.060861423220973786	45.028558052434455	0.06051806873317505	55	COMPLETE
56	0.12453183520599251	2020-05-24 19:04:48.783931	2020-05-24 19:10:48.696916	64	0.19096232415580322	300	53	256	0.9430709626239616	0.0149812734082397	0.12453183520599251	0.04073033707865169	0.06460674157303371	45.47682584269663	0.06246069874903994	0.0149812734082397	0.12453183520599251	0.04073033707865169	0.06460674157303371	45.47659176029963	0.06246140169918111	3403319186	200.0	0.0149812734082397	0.12453183520599251	0.04073033707865169	0.06460674157303371	45.477059925093634	0.06246003279627465	56	COMPLETE
57	0.11470037453183521	2020-05-24 19:10:48.714347	2020-05-24 19:26:44.013598	64	0.4559718590620194	500	56	256	0.9309975255397585	0.011235955056179775	0.11470037453183521	0.037921348314606744	0.05383895131086142	44.87734082397004	0.058299474152017736	0.011235955056179775	0.11470037453183521	0.037921348314606744	0.05383895131086142	44.87734082397004	0.058299474152017736	1193565795	300.0	0.011235955056179775	0.11470037453183521	0.037921348314606744	0.05383895131086142	44.87734082397004	0.058299474152017736	57	COMPLETE
58	0.8211610486891385	2020-05-24 19:26:44.025160	2020-05-24 19:35:07.704999	128	0.3561027410660832	250	4	512	0.13696033504707844	0.1704119850187266	0.8211610486891385	0.4091760299625468	0.5730337078651685	6.605337078651686	0.35578022905211276	0.1704119850187266	0.8211610486891385	0.4091760299625468	0.5730337078651685	6.605337078651686	0.35578022905211276	817271121		0.1704119850187266	0.8211610486891385	0.4091760299625468	0.5730337078651685	6.605337078651686	0.35578022905211276	58	COMPLETE
59	0.10674157303370786	2020-05-24 19:35:07.717595	2020-05-24 19:40:12.226286	64	0.40441187204668727	100	39	128	0.9572603033798004	0.008426966292134831	0.10674157303370786	0.031835205992509365	0.052434456928838954	46.1062734082397	0.053571968964993465	0.008426966292134831	0.10674157303370786	0.031835205992509365	0.052434456928838954	46.1062734082397	0.053571968964993465	2088213138	300.0	0.008426966292134831	0.10674157303370786	0.031835205992509365	0.052434456928838954	46.1062734082397	0.053571968964993465	59	COMPLETE
60	0.11235955056179775	2020-05-24 19:40:12.236628	2020-05-24 19:59:58.171299	128	0.17078186746489504	250	90	512	0.9355254900905091	0.010767790262172285	0.11235955056179775	0.033707865168539325	0.05945692883895131	45.081694756554306	0.058185144059407216	0.010767790262172285	0.11235955056179775	0.033707865168539325	0.05945692883895131	45.081460674157306	0.05818543739574432	1967939973	250.0	0.010767790262172285	0.11235955056179775	0.033707865168539325	0.05945692883895131	45.08192883895131	0.05818486083811623	60	COMPLETE
61	0.13951310861423222	2020-05-24 19:59:58.183376	2020-05-24 20:56:19.582054	256	0.4414533334144962	300	44	256	0.8452264387430868	0.01451310861423221	0.13951310861423222	0.04119850187265917	0.06413857677902622	40.59784644194757	0.0671683107908934	0.01451310861423221	0.13951310861423222	0.04119850187265917	0.06413857677902622	40.59784644194757	0.0671683107908934	1949074390	500.0	0.01451310861423221	0.13951310861423222	0.04119850187265917	0.06413857677902622	40.59784644194757	0.0671683107908934	61	COMPLETE
62	0.8309925093632958	2020-05-24 20:56:19.593298	2020-05-24 21:10:38.951853	128	0.2528327526753072	300	6	256	0.1301218806495646	0.18867041198501872	0.8309925093632958	0.45271535580524347	0.625	6.288389513108614	0.3781932601696691	0.18867041198501872	0.8309925093632958	0.45271535580524347	0.625	6.288389513108614	0.3781932601696691	3114463852		0.18867041198501872	0.8309925093632958	0.45271535580524347	0.625	6.288389513108614	0.3781932601696691	62	COMPLETE
63	0.1104868913857678	2020-05-24 21:10:38.962448	2020-05-24 21:16:06.289548	64	0.48785681983204987	200	72	256	0.9623393652034568	0.011704119850187267	0.1104868913857678	0.03417602996254682	0.05571161048689138	46.43445692883895	0.05711048695780263	0.011704119850187267	0.1104868913857678	0.03417602996254682	0.05571161048689138	46.43445692883895	0.05711048695780263	3363538157	200.0	0.011704119850187267	0.1104868913857678	0.03417602996254682	0.05571161048689138	46.43445692883895	0.05711048695780263	63	COMPLETE
64	0.10627340823970037	2020-05-24 21:16:06.301196	2020-05-24 21:53:00.839230	128	0.195800123740115	450	92	256	0.9463418483427178	0.009831460674157303	0.10627340823970037	0.03277153558052434	0.05383895131086142	45.6310861423221	0.0562665450218588	0.009831460674157303	0.10627340823970037	0.03277153558052434	0.05383895131086142	45.6310861423221	0.0562665450218588	1879679904	250.0	0.009831460674157303	0.10627340823970037	0.03277153558052434	0.05383895131086142	45.6310861423221	0.0562665450218588	64	COMPLETE
