number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
19	0.9213483146067416	2020-05-23 07:01:45.088690	2020-05-23 07:13:29.549058	3.3767201361832164	64	0.2535510122065886	450	25	256	0.08955288945072878	0.33707865168539325	0.9213483146067416	0.673689138576779	0.8108614232209738	4.326310861423221	0.5382429690587085	0.33707865168539325	0.9213483146067416	0.673689138576779	0.8108614232209738	4.326310861423221	0.5382429690587085	3312371405	450.0	0.33707865168539325	0.9213483146067416	0.673689138576779	0.8108614232209738	4.326310861423221	0.5382429690587085	19	COMPLETE
20	0.851123595505618	2020-05-23 07:13:29.577422	2020-05-23 07:59:05.311351	3.411324016985535	256	0.38743216300787864	350	28	512	0.12758780658429955	0.273876404494382	0.851123595505618	0.5421348314606742	0.6811797752808989	6.13998127340824	0.4529754803636681	0.273876404494382	0.851123595505618	0.5421348314606742	0.6811797752808989	6.13998127340824	0.4529754803636681	1824004069	550.0	0.273876404494382	0.851123595505618	0.5421348314606742	0.6811797752808989	6.13998127340824	0.4529754803636681	20	COMPLETE
21	0.8843632958801498	2020-05-23 07:59:05.357417	2020-05-23 08:11:37.033723	1.2255845814856232	128	0.18180436896265106	50	42	256	0.10291269233394484	0.30290262172284643	0.8843632958801498	0.5922284644194756	0.7411048689138576	4.961142322097379	0.4908735956604376	0.30290262172284643	0.8843632958801498	0.5922284644194756	0.7411048689138576	4.961142322097379	0.4908735956604376	245443120	750.0	0.30290262172284643	0.8843632958801498	0.5922284644194756	0.7411048689138576	4.961142322097379	0.4908735956604376	21	COMPLETE
22	0.8852996254681648	2020-05-23 08:11:37.079556	2020-05-23 08:28:49.557268	1.1860393249574686	64	0.49074794846308467	250	39	256	0.10745202919925224	0.28651685393258425	0.8852996254681648	0.5898876404494382	0.727996254681648	5.181647940074907	0.4790431996544053	0.28651685393258425	0.8852996254681648	0.5898876404494382	0.727996254681648	5.181647940074907	0.4790431996544053	2781396954	700.0	0.28651685393258425	0.8852996254681648	0.5898876404494382	0.727996254681648	5.181647940074907	0.4790431996544053	22	COMPLETE
23	0.9129213483146067	2020-05-23 08:28:49.597812	2020-05-23 08:35:43.383620	2.4025502451504828	128	0.2049664572665195	200	12	512	0.09130801644947115	0.3544007490636704	0.9129213483146067	0.6427902621722846	0.775749063670412	4.415262172284645	0.5353886542190054	0.3544007490636704	0.9129213483146067	0.6427902621722846	0.775749063670412	4.415262172284645	0.5353886542190054	1085695627	550.0	0.3544007490636704	0.9129213483146067	0.6427902621722846	0.775749063670412	4.415262172284645	0.5353886542190054	23	COMPLETE
24	0.9068352059925093	2020-05-23 08:35:43.432616	2020-05-23 08:59:52.594722	8.104289426871048	128	0.34023887131147257	150	100	128	0.09625910904977038	0.34737827715355807	0.9068352059925093	0.6601123595505618	0.7874531835205992	4.6254681647940075	0.5362123003034619	0.34737827715355807	0.9068352059925093	0.6601123595505618	0.7874531835205992	4.6254681647940075	0.5362123003034619	3509266829	350.0	0.34737827715355807	0.9068352059925093	0.6601123595505618	0.7874531835205992	4.6254681647940075	0.5362123003034619	24	COMPLETE
25	0.927434456928839	2020-05-23 08:59:52.641308	2020-05-23 09:20:46.602259	8.97237722655583	64	0.4782117996084553	350	60	256	0.08345095233552241	0.36891385767790263	0.927434456928839	0.699438202247191	0.8258426966292135	4.023408239700374	0.5630674815413195	0.36891385767790263	0.927434456928839	0.699438202247191	0.8258426966292135	4.023408239700374	0.5630674815413195	75351868	450.0	0.36891385767790263	0.927434456928839	0.699438202247191	0.8258426966292135	4.023408239700374	0.5630674815413195	25	COMPLETE
26	0.8342696629213483	2020-05-23 09:20:46.669925	2020-05-23 11:54:02.415418	1.1839636241167788	256	0.32738757778437944	400	57	512	0.12991522172507777	0.24859550561797752	0.8342696629213483	0.5065543071161048	0.6455992509363296	6.2565543071161045	0.42586689012856865	0.24859550561797752	0.8342696629213483	0.5065543071161048	0.6455992509363296	6.2565543071161045	0.42586689012856865	2066696321	800.0	0.24859550561797752	0.8342696629213483	0.5065543071161048	0.6455992509363296	6.2565543071161045	0.42586689012856865	26	COMPLETE
27	0.8806179775280899	2020-05-23 11:54:02.469916	2020-05-23 12:37:37.619226	2.567734493902849	128	0.37390609595378566	400	95	128	0.11290148958085935	0.28651685393258425	0.8806179775280899	0.5894194756554307	0.7237827715355806	5.419943820224719	0.4784131594066157	0.28651685393258425	0.8806179775280899	0.5894194756554307	0.7237827715355806	5.419943820224719	0.4784131594066157	1853748911	300.0	0.28651685393258425	0.8806179775280899	0.5894194756554307	0.7237827715355806	5.419943820224719	0.4784131594066157	27	COMPLETE
28	0.923689138576779	2020-05-23 12:37:37.686988	2020-05-23 12:56:59.720060	6.073881139776103	64	0.2717863254057321	150	70	128	0.09075449560838664	0.3333333333333333	0.923689138576779	0.6512172284644194	0.7907303370786517	4.369850187265918	0.5276820672088193	0.3333333333333333	0.923689138576779	0.6512172284644194	0.7907303370786517	4.369850187265918	0.5276820672088193	186649545	550.0	0.3333333333333333	0.923689138576779	0.6512172284644194	0.7907303370786517	4.369850187265918	0.5276820672088193	28	COMPLETE
29	0.9166666666666666	2020-05-23 12:56:59.749392	2020-05-23 13:04:36.006508	7.428669686559998	64	0.19195164493355119	200	3	128	0.09355461451901674	0.3366104868913858	0.9166666666666666	0.6479400749063671	0.7794943820224719	4.502808988764045	0.527586022597353	0.3366104868913858	0.9166666666666666	0.6479400749063671	0.7794943820224719	4.502808988764045	0.527586022597353	1978110314	650.0	0.3366104868913858	0.9166666666666666	0.6479400749063671	0.7794943820224719	4.502808988764045	0.527586022597353	29	COMPLETE
30	0.9119850187265918	2020-05-23 13:04:36.032066	2020-05-23 13:28:10.929605	4.577049173384928	64	0.27491945742732804	200	74	256	0.09029214340698127	0.3651685393258427	0.9119850187265918	0.6699438202247191	0.7982209737827716	4.352528089887641	0.5487434726727359	0.3651685393258427	0.9119850187265918	0.6699438202247191	0.7982209737827716	4.352528089887641	0.5487434726727359	1568063293	650.0	0.3651685393258427	0.9119850187265918	0.6699438202247191	0.7982209737827716	4.352528089887641	0.5487434726727359	30	COMPLETE
31	0.8876404494382022	2020-05-23 13:28:10.973530	2020-05-23 13:51:04.117174	3.0246432363144278	128	0.36124614779574493	200	37	512	0.10486866444112099	0.28698501872659177	0.8876404494382022	0.6044007490636704	0.7331460674157303	5.064606741573034	0.4835270409451102	0.28698501872659177	0.8876404494382022	0.6044007490636704	0.7331460674157303	5.064606741573034	0.4835270409451102	1378651261	700.0	0.28698501872659177	0.8876404494382022	0.6044007490636704	0.7331460674157303	5.064606741573034	0.4835270409451102	31	COMPLETE
32	0.8838951310861424	2020-05-23 13:51:04.143916	2020-05-23 14:50:57.983599	2.7412109492091496	128	0.1882992411492942	450	53	256	0.10596733370949322	0.3094569288389513	0.8838951310861424	0.5959737827715356	0.7411048689138576	5.105337078651686	0.4939819479613466	0.3094569288389513	0.8838951310861424	0.5959737827715356	0.7411048689138576	5.105337078651686	0.4939819479613466	2859315288	600.0	0.3094569288389513	0.8838951310861424	0.5959737827715356	0.7411048689138576	5.105337078651686	0.4939819479613466	32	COMPLETE
33	0.8455056179775281	2020-05-23 14:50:58.045409	2020-05-23 15:49:02.046507	7.792691999294678	256	0.3271511118223285	350	83	128	0.12889927329429277	0.26591760299625467	0.8455056179775281	0.5599250936329588	0.6966292134831461	6.197565543071161	0.4538467082019731	0.26591760299625467	0.8455056179775281	0.5599250936329588	0.6966292134831461	6.197565543071161	0.4538467082019731	1742014303	250.0	0.26591760299625467	0.8455056179775281	0.5599250936329588	0.6966292134831461	6.197565543071161	0.4538467082019731	33	COMPLETE
34	0.8375468164794008	2020-05-23 15:49:02.073056	2020-05-23 16:13:29.893639	8.457176787991484	256	0.3649545659657625	50	92	256	0.13696013504119542	0.2640449438202247	0.8375468164794008	0.5421348314606742	0.6830524344569289	6.61376404494382	0.4471708595638429	0.2640449438202247	0.8375468164794008	0.5421348314606742	0.6830524344569289	6.61376404494382	0.4471708595638429	1320977393	500.0	0.2640449438202247	0.8375468164794008	0.5421348314606742	0.6830524344569289	6.61376404494382	0.4471708595638429	34	COMPLETE
35	0.8581460674157303	2020-05-23 16:13:29.919901	2020-05-23 16:18:58.763412	5.268911774264447	256	0.377795942829538	250	5	128	0.12292147856397548	0.26779026217228463	0.8581460674157303	0.5552434456928839	0.704119850187266	5.927434456928839	0.4576941060026621	0.26779026217228463	0.8581460674157303	0.5552434456928839	0.704119850187266	5.927434456928839	0.4576941060026621	2484574077	300.0	0.26779026217228463	0.8581460674157303	0.5552434456928839	0.704119850187266	5.927434456928839	0.4576941060026621	35	COMPLETE
36	0.9218164794007491	2020-05-23 16:18:58.791230	2020-05-23 16:26:56.298617	4.768626148536293	64	0.4996558279580675	400	13	512	0.09139990640720458	0.33146067415730335	0.9218164794007491	0.677434456928839	0.8061797752808989	4.400749063670412	0.5321532443661152	0.33146067415730335	0.9218164794007491	0.677434456928839	0.8061797752808989	4.400749063670412	0.5321532443661152	3820676066	600.0	0.33146067415730335	0.9218164794007491	0.677434456928839	0.8061797752808989	4.400749063670412	0.5321532443661152	36	COMPLETE
37	0.8796816479400749	2020-05-23 16:26:56.385389	2020-05-23 16:47:23.206574	1.1028843826650963	128	0.273840815890958	200	35	128	0.1090740973813536	0.28698501872659177	0.8796816479400749	0.5716292134831461	0.7284644194756554	5.251404494382022	0.474057949341798	0.28698501872659177	0.8796816479400749	0.5716292134831461	0.7284644194756554	5.251404494382022	0.474057949341798	586273745	550.0	0.28698501872659177	0.8796816479400749	0.5716292134831461	0.7284644194756554	5.251404494382022	0.474057949341798	37	COMPLETE
38	0.9101123595505618	2020-05-23 16:47:23.232930	2020-05-23 16:52:11.045168	6.3947617885213965	64	0.21363266889188504	400	8	128	0.09429934015235958	0.3595505617977528	0.9101123595505618	0.6465355805243446	0.7771535580524345	4.544007490636704	0.537599186621266	0.3595505617977528	0.9101123595505618	0.6465355805243446	0.7771535580524345	4.544007490636704	0.537599186621266	4265578609	300.0	0.3595505617977528	0.9101123595505618	0.6465355805243446	0.7771535580524345	4.544007490636704	0.537599186621266	38	COMPLETE
39	0.8647003745318352	2020-05-23 16:52:11.072454	2020-05-23 17:54:11.002858	4.967103468369948	256	0.17266711132757773	300	48	512	0.11935448851732865	0.2916666666666667	0.8647003745318352	0.5833333333333334	0.725187265917603	5.742041198501872	0.4758307579698766	0.2916666666666667	0.8647003745318352	0.5833333333333334	0.725187265917603	5.742041198501872	0.4758307579698766	1098700106	500.0	0.2916666666666667	0.8647003745318352	0.5833333333333334	0.725187265917603	5.742041198501872	0.4758307579698766	39	COMPLETE
40	0.8309925093632958	2020-05-23 17:54:11.031854	2020-05-23 19:10:33.149867	3.0685769070351965	256	0.13252931894303238	450	91	128	0.1347030950160802	0.21769662921348315	0.8309925093632958	0.5056179775280899	0.648876404494382	6.47565543071161	0.4092078205477615	0.21769662921348315	0.8309925093632958	0.5056179775280899	0.648876404494382	6.47565543071161	0.4092078205477615	4126208444	250.0	0.21769662921348315	0.8309925093632958	0.5056179775280899	0.648876404494382	6.47565543071161	0.4092078205477615	40	COMPLETE
