number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.017705382436260624	2020-01-03 15:57:10.489286	2020-01-03 16:03:52.246516	0.40937230814672954	29.360680088771804	450.0	1	100.0	0.014346505850840439	1300.0	0.7714001707519045	0.000708215297450425	0.017705382436260624	0.01164128895184136	0.013987252124645893	15635.784791076487	0.00821605016552867	0.000708215297450425	0.017705382436260624	0.01164128895184136	0.013987252124645893	15635.781205736545	0.008216054271358833	0.000708215297450425	0.017705382436260624	0.01164128895184136	0.013987252124645893	15635.78837641643	0.008216046102134033	9	0.01823654390934844	0.01788243626062323																					
10	TrialState.COMPLETE	0.3827382936177304	2020-01-03 16:03:52.247663	2020-01-03 16:38:51.742175	0.9211577883025028	6.588369031784119	150.0	2	30.0	0.004859073089258796	800.0	0.1194169667460244	0.000708215297450425	0.3827382936177304	0.20438260289951674	0.29230544909181805	2419.7374291784704	0.13109094841475746	0.000708215297450425	0.3827382936177304	0.20438260289951674	0.29230544909181805	2419.7365647392103	0.1310909526492121	0.000708215297450425	0.3827382936177304	0.20438260289951674	0.29230544909181805	2419.7382936177305	0.1310909442967606	10																							
11	TrialState.COMPLETE	0.012703611898016998	2020-01-03 16:38:51.743396	2020-01-03 16:44:57.476671	0.5617642715046558	13.919124062041195	450.0	1	30.0	0.0227461709783466	1400.0	0.7891905747468767	0.000708215297450425	0.012703611898016998	0.00796742209631728	0.010136331444759207	15996.510269121813	0.006166749901456711	0.000708215297450425	0.012703611898016998	0.00796742209631728	0.010136331444759207	15996.507214943344	0.006166750079915102	0.000708215297450425	0.012703611898016998	0.00796742209631728	0.010136331444759207	15996.513323300283	0.006166749723175521	11	0.012836402266288951	0.012747875354107648																					
12	TrialState.COMPLETE	0.08715134016125517	2020-01-03 16:44:57.477805	2020-01-03 17:10:10.152353	0.7615997000755853	22.375233531879793	250.0	1	10.0	0.002272286679549432	800.0	0.42849584533941054	0.000708215297450425	0.08715134016125517	0.04830845500108956	0.0646110263674003	8684.936887121377	0.03369551201404545	0.000708215297450425	0.08715134016125517	0.04830845500108956	0.0646110263674003	8684.933822728262	0.03369554624315002	0.000708215297450425	0.08715134016125517	0.04830845500108956	0.0646110263674003	8684.93995151449	0.033695479414856566	12										0.08622521246458924	0.08672686496694995												
13	TrialState.COMPLETE	0.013987252124645893	2020-01-03 17:10:10.153261	2020-01-03 17:15:00.893827	0.8473406207427044	5.143964817515374	250.0	1	40.0	0.002541056297357157	1800.0	0.7215033566466157	0.000708215297450425	0.013987252124645893	0.0084985835694051	0.010401912181303116	14623.892506196884	0.0068591780539543215	0.000708215297450425	0.013987252124645893	0.0084985835694051	0.010401912181303116	14623.888854461757	0.006859178202235591	0.000708215297450425	0.013987252124645893	0.0084985835694051	0.010401912181303116	14623.896157932011	0.0068591779058000246	13	0.01504957507082153	0.014341359773371105																					
14	TrialState.COMPLETE	0.37029245125812366	2020-01-03 17:15:00.895236	2020-01-03 17:48:59.699627	0.164934715353738	18.403908905985197	50.0	1	70.0	0.002340667345499281	800.0	0.19354253852811115	0.000708215297450425	0.37029245125812366	0.1907390434927512	0.2802137143809365	3922.375546783869	0.12403475418152413	0.000708215297450425	0.37029245125812366	0.1907390434927512	0.2802137143809365	3922.3744375937345	0.1240347547102435	0.000708215297450425	0.37029245125812366	0.1907390434927512	0.2802137143809365	3922.3766559740043	0.12403475365646735	14																							
15	TrialState.COMPLETE	0.2999187635394101	2020-01-03 17:48:59.700920	2020-01-03 18:25:22.587660	0.7480410370696816	7.683303377870993	150.0	1	90.0	0.001706199848418359	800.0	0.21831024613258646	0.000708215297450425	0.2999187635394101	0.1785431594734211	0.23816863856023995	4424.842172137977	0.10854705297850518	0.000708215297450425	0.2999187635394101	0.1785431594734211	0.23816863856023995	4424.8405682386265	0.10854705410508342	0.000708215297450425	0.2999187635394101	0.1785431594734211	0.23816863856023995	4424.843776037327	0.10854705185872458	15																							
16	TrialState.COMPLETE	0.01420856940509915	2020-01-03 18:25:22.589132	2020-01-03 18:29:53.121995	0.4013992425351113	6.206561464678127	50.0	1	40.0	0.02235056579369282	1900.0	0.7705733168320067	0.000708215297450425	0.01420856940509915	0.008277266288951842	0.011110127478753541	15619.145117740793	0.006194463203669382	0.000708215297450425	0.01420856940509915	0.008277266288951842	0.011110127478753541	15619.142439801699	0.006194463353524187	0.000708215297450425	0.01420856940509915	0.008277266288951842	0.011110127478753541	15619.147795679886	0.006194463053944592	16	0.024521954674220962	0.017646364494806423																					
17	TrialState.COMPLETE	0.05369789558883043	2020-01-03 18:29:53.123735	2020-01-03 18:41:33.595162	0.6407857567245534	21.388770341370215	150.0	2	30.0	0.055227409758952725	800.0	0.5473815906136258	0.000708215297450425	0.05369789558883043	0.03394374747065965	0.04246762444354513	11094.882297146904	0.022325523607937336	0.000708215297450425	0.05369789558883043	0.03394374747065965	0.04246762444354513	11094.879122824766	0.022325524696711733	0.000708215297450425	0.05369789558883043	0.03394374747065965	0.04246762444354513	11094.88547146904	0.02232552252356796	17				0.05272662889518413	0.05329320113314447																		
18	TrialState.COMPLETE	0.24080929693535927	2020-01-03 18:41:33.596705	2020-01-03 19:12:47.744328	0.9700097709665663	15.431040574459205	450.0	2	50.0	0.01628063479951864	500.0	0.22014685344159288	0.000708215297450425	0.24080929693535927	0.11313739376770539	0.16643059490084985	4461.733107455576	0.08239621336039245	0.000708215297450425	0.24080929693535927	0.11313739376770539	0.16643059490084985	4461.731264486222	0.08239621682832572	0.000708215297450425	0.24080929693535927	0.11313739376770539	0.16643059490084985	4461.73495042493	0.08239620994736056	18																							
19	TrialState.COMPLETE	0.022485835694050993	2020-01-03 19:12:47.745434	2020-01-03 19:17:31.159618	0.15663449060247636	26.082308240955488	150.0	1	40.0	0.016389463782334864	1500.0	0.7564217347222483	0.000708215297450425	0.022485835694050993	0.015580736543909348	0.018590651558073653	15332.0119953966	0.009936753097282494	0.000708215297450425	0.022485835694050993	0.015580736543909348	0.018590651558073653	15332.008542847025	0.009936753564199992	0.000708215297450425	0.022485835694050993	0.015580736543909348	0.018590651558073653	15332.015447946176	0.009936752630933113	19	0.03541076487252125	0.026794145420207742																					
20	TrialState.COMPLETE	0.0084985835694051	2020-01-03 19:17:31.160806	2020-01-03 19:22:18.597636	0.35249823076558784	18.976103445329798	150.0	1	50.0	0.084277481853927	1300.0	0.8212126352117637	0.000708215297450425	0.0084985835694051	0.006152620396600567	0.006949362606232295	16646.027332684134	0.004410639751742891	0.000708215297450425	0.0084985835694051	0.006152620396600567	0.006949362606232295	16646.024167847027	0.004410640059526307	0.000708215297450425	0.0084985835694051	0.006152620396600567	0.006949362606232295	16646.030497521246	0.0044106394443439965	20	0.009560906515580737	0.008852691218130312																					
21	TrialState.COMPLETE	0.029479461756373938	2020-01-03 19:22:18.599662	2020-01-03 19:33:59.818878	0.10741904831084748	19.46808922632792	350.0	2	80.0	0.08404088284818807	1000.0	0.8093050970264136	0.000708215297450425	0.029479461756373938	0.02446293673276676	0.02756137865911237	16404.61872934372	0.013418217171429762	0.000708215297450425	0.029479461756373938	0.02446293673276676	0.02756137865911237	16404.615734183193	0.0134182176080724	0.000708215297450425	0.029479461756373938	0.02446293673276676	0.02756137865911237	16404.62172450425	0.01341821673570401	21			0.029346671388101982	0.029426345609065156																			
22	TrialState.COMPLETE	0.23209789109222537	2020-01-03 19:33:59.820055	2020-01-03 20:13:38.242309	0.9720340368057924	14.610308688328466	250.0	1	60.0	0.001537085436794354	1500.0	0.28124500450078066	0.000708215297450425	0.23209789109222537	0.1335084198929808	0.1794538873150771	5700.453887315077	0.08411580353785296	0.000708215297450425	0.23209789109222537	0.1335084198929808	0.1794538873150771	5700.451575779037	0.08411581257050044	0.000708215297450425	0.23209789109222537	0.1335084198929808	0.1794538873150771	5700.456198851118	0.08411579484152663	22															0.23105524079320114	0.23160723212797868							
23	TrialState.COMPLETE	0.02642528328611898	2020-01-03 20:13:38.244571	2020-01-03 20:19:36.374959	0.5101088880205683	22.153355691661574	350.0	1	70.0	0.011238735187795444	800.0	0.7500096085198119	0.000708215297450425	0.02642528328611898	0.018767705382436262	0.02133498583569405	15201.718550814448	0.011843437734262035	0.000708215297450425	0.02642528328611898	0.018767705382436262	0.02133498583569405	15201.715341713882	0.01184343799757264	0.000708215297450425	0.02642528328611898	0.018767705382436262	0.02133498583569405	15201.721759915014	0.011843437471273735	23	0.04151912181303116	0.03145656279508971																					
24	TrialState.COMPLETE	0.3956614115038798	2020-01-03 20:19:36.377296	2020-01-03 21:11:58.831124	0.2972886517754012	12.866522810399335	250.0	2	90.0	0.005638659313889815	1100.0	0.1514671843858318	0.000708215297450425	0.3956614115038798	0.21813800960709448	0.30593361251385637	3068.846886931888	0.13697402235245676	0.000708215297450425	0.3956614115038798	0.21813800960709448	0.30593361251385637	3068.845447407316	0.13697404263250892	0.000708215297450425	0.3956614115038798	0.21813800960709448	0.30593361251385637	3068.84832645646	0.13697400334523255	24																				0.39395319034129234	0.3948461241308267		
25	TrialState.COMPLETE	0.40016693646297047	2020-01-03 21:11:58.832386	2020-01-03 22:01:01.709784	0.8382144539109667	21.040044715430383	350.0	2	10.0	0.0032347502154517677	1000.0	0.20829155492148835	0.000708215297450425	0.40016693646297047	0.239402063941724	0.32743997032240657	4219.957060232025	0.1416807318005486	0.000708215297450425	0.40016693646297047	0.239402063941724	0.32743997032240657	4219.954471873735	0.14168073256088565	0.000708215297450425	0.40016693646297047	0.239402063941724	0.32743997032240657	4219.959648590314	0.14168073104455217	25																		0.3984549724168779	0.3993537535410765				
26	TrialState.COMPLETE	0.4001493410518537	2020-01-03 22:01:01.711334	2020-01-03 22:48:11.915594	0.3877657723461433	11.451761600647894	150.0	2	90.0	0.004336923069420119	1400.0	0.1724552584214507	0.000708215297450425	0.4001493410518537	0.23836833353861314	0.3266797019337357	3493.9885184443897	0.14171925229043256	0.000708215297450425	0.4001493410518537	0.23836833353861314	0.3266797019337357	3493.9869672989284	0.14171925367880456	0.000708215297450425	0.4001493410518537	0.23836833353861314	0.3266797019337357	3493.990069589851	0.141719250914683	26																				0.39824463779846214	0.39924027813546226		
27	TrialState.COMPLETE	0.012659348441926345	2020-01-03 22:48:11.916808	2020-01-03 22:54:28.370574	0.2986520653615998	11.195235307070103	450.0	1	50.0	0.03045757441657764	600.0	0.8033227455851406	0.000708215297450425	0.012659348441926345	0.008454320113314448	0.00969369688385269	16283.232958569404	0.006087065535812836	0.000708215297450425	0.012659348441926345	0.008454320113314448	0.00969369688385269	16283.229594546743	0.006087066553198758	0.000708215297450425	0.012659348441926345	0.008454320113314448	0.00969369688385269	16283.236322592067	0.00608706452164004	27	0.013987252124645893	0.013101983002832862																					
28	TrialState.COMPLETE	0.05331849453662485	2020-01-03 22:54:28.371724	2020-01-03 23:05:06.703776	0.8750978241128233	14.835807198949764	50.0	2	30.0	0.07475878051139011	1600.0	0.4878477637996745	0.000708215297450425	0.05331849453662485	0.03503136382031566	0.042518211250505866	9888.586073452043	0.02253768235205822	0.000708215297450425	0.05331849453662485	0.03503136382031566	0.042518211250505866	9888.583164710644	0.022537690490831715	0.000708215297450425	0.05331849453662485	0.03503136382031566	0.042518211250505866	9888.588982193443	0.022537674382466438	28				0.0528328611898017	0.05311614730878187																		
29	TrialState.COMPLETE	0.400178529272899	2020-01-03 23:05:06.705009	2020-01-03 23:51:14.115850	0.6444575581160044	8.417583745176916	50.0	2	40.0	0.0014299950695294073	1500.0	0.15719520440175394	0.000708215297450425	0.400178529272899	0.23498731114258734	0.32563149197355995	3185.3575306893295	0.14058412349583832	0.000708215297450425	0.400178529272899	0.23498731114258734	0.32563149197355995	3185.3558634324836	0.14058413802130706	0.000708215297450425	0.400178529272899	0.23498731114258734	0.32563149197355995	3185.3591979461758	0.14058410979466737	29																					0.3985401107391192	0.3993949378002217	
30	TrialState.COMPLETE	0.01137570821529745	2020-01-03 23:51:14.116968	2020-01-03 23:56:11.924066	0.33261655770218634	24.666021237334995	250.0	1	50.0	0.027778416574434438	1900.0	0.7958949706783712	0.000708215297450425	0.01137570821529745	0.008055949008498584	0.008941218130311615	16132.528992563739	0.00573608787678054	0.000708215297450425	0.01137570821529745	0.008055949008498584	0.008941218130311615	16132.525274433428	0.005736091126366194	0.000708215297450425	0.01137570821529745	0.008055949008498584	0.008941218130311615	16132.532710694051	0.005736084659022215	30	0.01248229461756374	0.011744570349386214																					
31	TrialState.COMPLETE	0.010047804532577904	2020-01-03 23:56:11.926799	2020-01-04 00:00:45.038601	0.9060398965607052	29.16348829165294	150.0	1	50.0	0.027174599617635537	2000.0	0.7927948791850281	0.000708215297450425	0.010047804532577904	0.006506728045325779	0.008011685552407931	16069.655187677054	0.004969344286146684	0.000708215297450425	0.010047804532577904	0.006506728045325779	0.008011685552407931	16069.6526203966	0.004969344849350753	0.000708215297450425	0.010047804532577904	0.006506728045325779	0.008011685552407931	16069.657754957507	0.004969343724880984	31	0.012128186968838528	0.010741265344664777																					
32	TrialState.COMPLETE	0.012305240793201134	2020-01-04 00:00:45.040150	2020-01-04 00:06:28.188131	0.5399373521631261	9.201329669689297	350.0	1	70.0	0.08550437197463971	1700.0	0.8216181003432458	0.000708215297450425	0.012305240793201134	0.008011685552407931	0.009383852691218131	16654.36831621813	0.005854885842973939	0.000708215297450425	0.012305240793201134	0.008011685552407931	0.009383852691218131	16654.364775141643	0.005854918709486119	0.000708215297450425	0.012305240793201134	0.008011685552407931	0.009383852691218131	16654.371857294616	0.005854853819073405	32	0.01451841359773371	0.01304296506137866																					
33	TrialState.COMPLETE	0.02638101983002833	2020-01-04 00:06:28.189272	2020-01-04 00:13:54.713764	0.17541873460759172	14.874583599743676	250.0	2	50.0	0.09292807315857876	1000.0	0.8256214309252186	0.000708215297450425	0.02638101983002833	0.021742209631728047	0.024008498583569404	16735.59024433428	0.012037558104745195	0.000708215297450425	0.02638101983002833	0.021742209631728047	0.024008498583569404	16735.587606232293	0.012037558214971942	0.000708215297450425	0.02638101983002833	0.021742209631728047	0.024008498583569404	16735.59288243626	0.012037557994592177	33		0.02614494806421152	0.026292492917847025																				
34	TrialState.COMPLETE	0.3305907348775204	2020-01-04 00:13:54.714848	2020-01-04 00:52:41.257415	0.49076137877402426	13.306295241685287	350.0	2	10.0	0.010878543248510538	800.0	0.13920175668571985	0.000708215297450425	0.3305907348775204	0.15257873687718715	0.22910764872521247	2820.8534254707547	0.10930763659384506	0.000708215297450425	0.3305907348775204	0.15257873687718715	0.22910764872521247	2820.8519517580403	0.10930763710827517	0.000708215297450425	0.3305907348775204	0.15257873687718715	0.22910764872521247	2820.8548991834696	0.10930763608117174	34														0.32898961284230405	0.32984020892351273								
35	TrialState.COMPLETE	0.027691218130311616	2020-01-04 00:52:41.258740	2020-01-04 01:01:07.203655	0.44987751106419627	1.0074443013642513	350.0	2	60.0	0.03928581500896513	1300.0	0.8176373014863774	0.000708215297450425	0.027691218130311616	0.02330028328611898	0.02588526912181303	16573.68002832861	0.012837933307789507	0.000708215297450425	0.027691218130311616	0.02330028328611898	0.02588526912181303	16573.677160056657	0.012837933594333458	0.000708215297450425	0.027691218130311616	0.02330028328611898	0.02588526912181303	16573.682896600567	0.012837933021556242	35		0.028564683663833804	0.028018767705382436																				
36	TrialState.COMPLETE	0.28375289724439867	2020-01-04 01:01:07.204797	2020-01-04 01:22:00.211194	0.8703285702276337	12.947354286820186	50.0	2	70.0	0.02874785544045484	500.0	0.16059702231285128	0.000708215297450425	0.28375289724439867	0.13155099150141644	0.19522598506309555	3254.5950618078805	0.09504143052679301	0.000708215297450425	0.28375289724439867	0.13155099150141644	0.19522598506309555	3254.5936292814836	0.09504143081576218	0.000708215297450425	0.28375289724439867	0.13155099150141644	0.19522598506309555	3254.5964943342774	0.0950414302385479	36																							
37	TrialState.COMPLETE	0.030630311614730878	2020-01-04 01:22:00.213038	2020-01-04 01:27:20.360204	0.3687494544119587	22.344692944393604	350.0	1	10.0	0.00469712145790104	1900.0	0.720376388607085	0.000708215297450425	0.030630311614730878	0.022264518413597733	0.025938385269121813	14600.846737783286	0.013729745086692512	0.000708215297450425	0.030630311614730878	0.022264518413597733	0.025938385269121813	14600.843263101982	0.013729790971165383	0.000708215297450425	0.030630311614730878	0.022264518413597733	0.025938385269121813	14600.85021246459	0.013729700620489161	37	0.04992917847025496	0.037063267233238904																					
38	TrialState.COMPLETE	0.02759088762983947	2020-01-04 01:27:20.361350	2020-01-04 01:36:28.586085	0.9791180078506987	14.10998854799005	150.0	2	100.0	0.07335225303730408	1600.0	0.785464583172	0.000708215297450425	0.02759088762983947	0.022220254957507082	0.024580972615675167	15921.548276676109	0.012737978662099657	0.000708215297450425	0.02759088762983947	0.022220254957507082	0.024580972615675167	15921.545443814919	0.012737979185644857	0.000708215297450425	0.02759088762983947	0.022220254957507082	0.024580972615675167	15921.551109537299	0.012737978139897022	38			0.027310552407932013	0.027478753541076487																			
39	TrialState.COMPLETE	0.38991101120827687	2020-01-04 01:36:28.588219	2020-01-04 02:20:24.160212	0.5624148732704726	25.022802187487176	50.0	2	40.0	0.01248397172309274	2000.0	0.19618383663776123	0.000708215297450425	0.38991101120827687	0.20900819066387485	0.30100689740115777	3975.3080197684444	0.13256197667362024	0.000708215297450425	0.38991101120827687	0.20900819066387485	0.30100689740115777	3975.306464773987	0.13256198218534523	0.000708215297450425	0.38991101120827687	0.20900819066387485	0.30100689740115777	3975.309574762902	0.13256197129023747	39																				0.38895352758667207	0.3894540303888746		
40	TrialState.COMPLETE	0.2847733711048159	2020-01-04 02:20:24.161343	2020-01-04 02:49:49.300705	0.5623903909849389	5.035956862895572	150.0	2	50.0	0.01712448877763333	1700.0	0.17582666047796539	0.000708215297450425	0.2847733711048159	0.14939801699716715	0.2135151085930123	3563.4775200661	0.09963668410657316	0.000708215297450425	0.2847733711048159	0.14939801699716715	0.2135151085930123	3563.476534466478	0.09963668602396347	0.000708215297450425	0.2847733711048159	0.14939801699716715	0.2135151085930123	3563.4785056657224	0.09963668221200185	40												0.28380366092830683	0.2843231485228652										
41	TrialState.COMPLETE	0.26680969838360274	2020-01-04 02:49:49.301817	2020-01-04 03:21:00.007233	0.2074408258897597	19.80482377671942	50.0	1	70.0	0.004284686548070632	1400.0	0.15831685414431285	0.000708215297450425	0.26680969838360274	0.12270871521413097	0.18499000166638893	3208.7028516080654	0.0893554383133092	0.000708215297450425	0.26680969838360274	0.12270871521413097	0.18499000166638893	3208.70179970005	0.08935544312844558	0.000708215297450425	0.26680969838360274	0.12270871521413097	0.18499000166638893	3208.7039035160806	0.08935543362627829	41														0.26510859301227574	0.2660123052407932								
42	TrialState.COMPLETE	0.3944839685809941	2020-01-04 03:21:00.008038	2020-01-04 04:08:11.084756	0.12657750204719198	14.56946600139574	250.0	2	10.0	0.0012923181652921953	1800.0	0.18503988592744608	0.000708215297450425	0.3944839685809941	0.2374774658768993	0.32583537213494723	3749.0688900334794	0.13970560203439553	0.000708215297450425	0.3944839685809941	0.2374774658768993	0.32583537213494723	3749.0662986093225	0.13970560270947183	0.000708215297450425	0.3944839685809941	0.2374774658768993	0.32583537213494723	3749.071481457636	0.13970560136182808	42																			0.3926434135977337	0.39360751382706055			
43	TrialState.COMPLETE	0.011287181303116147	2020-01-04 04:08:11.085651	2020-01-04 04:13:33.812937	0.20935447922651565	26.56522398521479	350.0	1	20.0	0.04357986332873308	1700.0	0.8079650152922571	0.000708215297450425	0.011287181303116147	0.007170679886685552	0.008852691218130312	16377.309689270538	0.005467760646724435	0.000708215297450425	0.011287181303116147	0.007170679886685552	0.008852691218130312	16377.305860481587	0.005467762371902434	0.000708215297450425	0.011287181303116147	0.007170679886685552	0.008852691218130312	16377.31351805949	0.0054677589262089816	43	0.012659348441926345	0.011744570349386214																					
44	TrialState.COMPLETE	0.031013928234183193	2020-01-04 04:13:33.815259	2020-01-04 04:22:54.418898	0.5792897111496546	28.156785658804136	150.0	2	100.0	0.09530126920401813	700.0	0.7635975049175697	0.000708215297450425	0.031013928234183193	0.02387275731822474	0.02750236071765817	15478.095476274788	0.014001322186325054	0.000708215297450425	0.031013928234183193	0.02387275731822474	0.02750236071765817	15478.09251062323	0.014001323125417858	0.000708215297450425	0.031013928234183193	0.02387275731822474	0.02750236071765817	15478.098441926346	0.014001321250028878	44			0.030586048158640227	0.030842776203966006																			
