number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.23703421224667684	2020-01-09 23:34:40.092008	2020-01-10 00:09:06.283477	50.0	81.0	0.008282147898683687	1000.0	0.47736431818161407	0.08519012856831554	0.23703421224667684	0.17324035737633472	0.20282196556984092	9676.027906406625	0.14076273384151683	0.08519012856831554	0.23703421224667684	0.17324035737633472	0.20282196556984092	9676.025591087382	0.1407627339456168	0.08519012856831554	0.23703421224667684	0.17324035737633472	0.20282196556984092	9676.030221725867	0.14076273373756196	9						0.23551377800669585	0.23633734655335223									
10	TrialState.COMPLETE	0.34755665722379603	2020-01-10 00:09:06.284256	2020-01-10 00:45:11.935206	150.0	71.0	0.004787324766085018	1200.0	0.44648461122858696	0.17705382436260622	0.34755665722379603	0.29529853998692523	0.32298703421224667	9049.85169699281	0.24337499973329527	0.17705382436260622	0.34755665722379603	0.29529853998692523	0.32298703421224667	9049.850089888865	0.24337499979706842	0.17705382436260622	0.34755665722379603	0.29529853998692523	0.32298703421224667	9049.853304096752	0.24337499966957754	10						0.3495203450939995	0.34845668083097264									
11	TrialState.COMPLETE	0.31364101353478124	2020-01-10 00:45:11.936018	2020-01-10 01:08:08.488700	150.0	91.0	0.004486905581066935	500.0	0.4626269213155261	0.1333608750393453	0.31364101353478124	0.25153446647780925	0.28421073339628583	9377.247757318224	0.20172303778169048	0.1333608750393453	0.31364101353478124	0.25153446647780925	0.28421073339628583	9377.245691690274	0.2017230378326849	0.1333608750393453	0.31364101353478124	0.25153446647780925	0.28421073339628583	9377.249822946176	0.20172303773072398	11		0.3175080938891137	0.3153328611898017													
12	TrialState.COMPLETE	0.3021521875983632	2020-01-10 01:08:08.489605	2020-01-10 01:28:49.949581	50.0	11.0	0.04205656932719773	1800.0	0.32321998474493674	0.10853399433427761	0.3021521875983632	0.21466792571608437	0.25688542650299023	6551.909151715455	0.17627356503540306	0.10853399433427761	0.3021521875983632	0.21466792571608437	0.25688542650299023	6551.90842382751	0.17627356566688301	0.10853399433427761	0.3021521875983632	0.21466792571608437	0.25688542650299023	6551.9098796033995	0.17627356440803751	12		0.3012697288547147	0.301766111898017													
13	TrialState.COMPLETE	0.12549322136786725	2020-01-10 01:28:49.951293	2020-01-10 02:06:30.050628	50.0	91.0	0.004099488416498559	1400.0	0.5139261498569212	0.04508549170376366	0.12549322136786725	0.07847278429785512	0.09622875354107649	10417.321346367868	0.07282262346136487	0.04508549170376366	0.12549322136786725	0.07847278429785512	0.09622875354107649	10417.319733913395	0.07282264842549406	0.04508549170376366	0.12549322136786725	0.07847278429785512	0.09622875354107649	10417.322958822338	0.07282259991758827	13							0.12486720963172805	0.12520429287426454								
14	TrialState.COMPLETE	0.3904627006610009	2020-01-10 02:06:30.051502	2020-01-10 02:49:10.692745	450.0	61.0	0.01585297813331617	1700.0	0.3205688132246341	0.1541991265344665	0.3904627006610009	0.3198329792256846	0.3600094428706327	6496.4660868153915	0.24555126888886772	0.1541991265344665	0.3904627006610009	0.3198329792256846	0.3600094428706327	6496.4651203966005	0.2455512689415296	0.1541991265344665	0.3904627006610009	0.3198329792256846	0.3600094428706327	6496.467053234183	0.2455512688362859	14					0.3889872521246459	0.389792042235385										
15	TrialState.COMPLETE	0.36387284811505777	2020-01-10 02:49:10.693587	2020-01-10 03:30:06.103844	350.0	31.0	0.038443987307745286	1200.0	0.4231204524690219	0.13626334713445196	0.36387284811505777	0.2962655262584441	0.33478154281978645	8577.189004957507	0.2239612740454089	0.13626334713445196	0.36387284811505777	0.2962655262584441	0.33478154281978645	8577.187663434299	0.22396127413937014	0.13626334713445196	0.36387284811505777	0.2962655262584441	0.33478154281978645	8577.190346480715	0.22396127395165735	15						0.36297643574555755	0.3634619924457035									
16	TrialState.COMPLETE	0.3674188771568375	2020-01-10 03:30:06.104739	2020-01-10 04:04:12.203131	350.0	31.0	0.03699699013673282	1700.0	0.42892017335331806	0.13456090651558072	0.3674188771568375	0.2982391192377028	0.33839814576358485	8694.64585211177	0.22446273756453514	0.13456090651558072	0.3674188771568375	0.2982391192377028	0.33839814576358485	8694.644717357713	0.22446273786423068	0.13456090651558072	0.3674188771568375	0.2982391192377028	0.33839814576358485	8694.646986865826	0.22446273726645088	16				0.3664423984891407	0.3669794617563739											
17	TrialState.COMPLETE	0.38793534410931513	2020-01-10 04:04:12.204221	2020-01-10 04:55:38.499462	150.0	11.0	0.008004092469164155	800.0	0.3076350085392017	0.18212589568405266	0.38793534410931513	0.32697675387435426	0.3607940343276121	6234.725248916847	0.2627380222278396	0.18212589568405266	0.38793534410931513	0.32697675387435426	0.3607940343276121	6234.7242126312285	0.26273802227651094	0.18212589568405266	0.38793534410931513	0.32697675387435426	0.3607940343276121	6234.726285202466	0.2627380221792133	17																
18	TrialState.COMPLETE	0.33147426817752595	2020-01-10 04:55:38.500346	2020-01-10 05:28:33.063150	150.0	31.0	0.0031115798796852645	1100.0	0.4012584937601939	0.18416548630783758	0.33147426817752595	0.282858238904627	0.3075277384324835	8133.390499586874	0.24042694103467088	0.18416548630783758	0.33147426817752595	0.282858238904627	0.3075277384324835	8133.3884265816805	0.2404269410812562	0.18416548630783758	0.33147426817752595	0.282858238904627	0.3075277384324835	8133.392572592068	0.24042694098810616	18					0.33172804532577904	0.33158962142673193										
19	TrialState.COMPLETE	0.3792975791913469	2020-01-10 05:28:33.064023	2020-01-10 05:59:18.096482	250.0	21.0	0.020776967659426007	2000.0	0.331766683595579	0.1486769250579449	0.3792975791913469	0.3110513778006696	0.3497456863250064	6724.295414305949	0.23792517484435277	0.1486769250579449	0.3792975791913469	0.3110513778006696	0.3497456863250064	6724.294295647695	0.23792517505355618	0.1486769250579449	0.3792975791913469	0.3110513778006696	0.3497456863250064	6724.296532964203	0.2379251746357368	19				0.37852140384010075	0.37894830028328613											
20	TrialState.COMPLETE	0.32851532320370846	2020-01-10 05:59:18.097516	2020-01-10 06:36:04.960538	350.0	91.0	0.0013814252716771664	1900.0	0.46858361602624676	0.19228045325779036	0.32851532320370846	0.2846059747617821	0.3080253669842905	9497.869575714654	0.2449058105929167	0.19228045325779036	0.32851532320370846	0.2846059747617821	0.3080253669842905	9497.86708086531	0.2449058106398541	0.19228045325779036	0.32851532320370846	0.2846059747617821	0.3080253669842905	9497.872070563997	0.24490581054601357	20				0.32991029272898964	0.329143059490085											
21	TrialState.COMPLETE	0.34717304060434373	2020-01-10 06:36:04.961576	2020-01-10 07:10:16.427243	250.0	21.0	0.0035711002338381275	1100.0	0.3030953652643091	0.18069818224740322	0.34717304060434373	0.2926847261567517	0.32200188857412654	6143.298151262984	0.24500432978167427	0.18069818224740322	0.34717304060434373	0.2926847261567517	0.32200188857412654	6143.296284820585	0.24500436170453466	0.18069818224740322	0.34717304060434373	0.2926847261567517	0.32200188857412654	6143.300017705383	0.2450042998423693	21					0.3480169971671388	0.34755665722379603										
22	TrialState.COMPLETE	0.37480524079320116	2020-01-10 07:10:16.428167	2020-01-10 07:37:41.766028	250.0	21.0	0.022330375692279286	1600.0	0.35954247255867516	0.14458215297450425	0.37480524079320116	0.3076841359773371	0.34472379603399433	7287.491793555241	0.23385032683840531	0.14458215297450425	0.37480524079320116	0.3076841359773371	0.34472379603399433	7287.490545325779	0.2338503268570352	0.14458215297450425	0.37480524079320116	0.3076841359773371	0.34472379603399433	7287.493041784703	0.23385032681978157	22			0.37418112606232296	0.3745278564683664												
23	TrialState.COMPLETE	0.2537181303116147	2020-01-10 07:37:41.767429	2020-01-10 07:59:57.484143	50.0	31.0	0.06500319712861839	1800.0	0.3550075456109578	0.09295325779036827	0.2537181303116147	0.17746694995278564	0.21148095687755744	7196.444178863708	0.1494172870993292	0.09295325779036827	0.2537181303116147	0.17746694995278564	0.21148095687755744	7196.443283758263	0.14941730908158696	0.09295325779036827	0.2537181303116147	0.17746694995278564	0.21148095687755744	7196.445073969153	0.14941726610768552	23		0.25331343585592875	0.2535410764872521													
24	TrialState.COMPLETE	0.05757790368271955	2020-01-10 07:59:57.485766	2020-01-10 08:26:35.164873	150.0	91.0	0.09930097197830118	1400.0	0.8669010576098808	0.041873229461756374	0.05757790368271955	0.05139872521246459	0.054444050991501416	17574.364916784703	0.048069022866331294	0.041873229461756374	0.05757790368271955	0.05139872521246459	0.054444050991501416	17574.3601805949	0.04806902290167803	0.041873229461756374	0.05757790368271955	0.05139872521246459	0.054444050991501416	17574.369652974503	0.04806902283099195	24			0.056214589235127475	0.056971986150456407												
25	TrialState.COMPLETE	0.3294774944916588	2020-01-10 08:26:35.166287	2020-01-10 08:50:26.595511	250.0	71.0	0.00315144802525749	1000.0	0.4507221713907903	0.14872521246458922	0.3294774944916588	0.27140384010072394	0.3028604028958137	9135.735865203022	0.21799292264116185	0.14872521246458922	0.3294774944916588	0.27140384010072394	0.3028604028958137	9135.733809411395	0.2179929228001314	0.14872521246458922	0.3294774944916588	0.27140384010072394	0.3028604028958137	9135.737920994648	0.21799292248248056	25		0.3308883043302307	0.330094723796034													
26	TrialState.COMPLETE	0.0740970254957507	2020-01-10 08:50:26.597003	2020-01-10 09:38:56.328303	50.0	31.0	0.0012943685274534676	1300.0	0.5508701280927663	0.02301699716713881	0.0740970254957507	0.04229619137551149	0.054089943342776205	11166.914542020775	0.040454891297544794	0.02301699716713881	0.0740970254957507	0.04229619137551149	0.054089943342776205	11166.912722300913	0.040454891514689534	0.02301699716713881	0.0740970254957507	0.04229619137551149	0.054089943342776205	11166.916361740636	0.040454891081199935	26											0.07235968484419264	0.07327945342442926				
27	TrialState.COMPLETE	0.3908020538243626	2020-01-10 09:38:56.329321	2020-01-10 10:17:00.995750	350.0	61.0	0.016339788707983683	1000.0	0.30198116482445947	0.16103045325779036	0.3908020538243626	0.318342776203966	0.35894711992445705	6119.944331326723	0.2491354897531751	0.16103045325779036	0.3908020538243626	0.318342776203966	0.35894711992445705	6119.943283758263	0.24913548978140937	0.16103045325779036	0.3908020538243626	0.318342776203966	0.35894711992445705	6119.945378895184	0.2491354897249615	27					0.39059844192634563	0.3907095029616276										
28	TrialState.COMPLETE	0.36610645020701676	2020-01-10 10:17:00.996624	2020-01-10 10:54:31.606534	250.0	61.0	0.006472941646329193	900.0	0.2812979623819663	0.19544018304641533	0.36610645020701676	0.3108384179559817	0.3394394203530181	5701.204456308564	0.2611958571049094	0.19544018304641533	0.36610645020701676	0.3108384179559817	0.3394394203530181	5701.203407605143	0.2611958573025304	0.19544018304641533	0.36610645020701676	0.3108384179559817	0.3394394203530181	5701.205505011985	0.26119585690782704	28						0.3649079320113314	0.36555712936732765									
29	TrialState.COMPLETE	0.3560552407932011	2020-01-10 10:54:31.607404	2020-01-10 11:31:42.944680	50.0	41.0	0.028053832356735194	1500.0	0.2564836767359561	0.13822845002023473	0.3560552407932011	0.2762292594091461	0.3181024888709025	5198.629280908539	0.21943228127769104	0.13822845002023473	0.3560552407932011	0.2762292594091461	0.3181024888709025	5198.6285157830835	0.21943228139852966	0.13822845002023473	0.3560552407932011	0.2762292594091461	0.3181024888709025	5198.630046033994	0.21943228115722455	29							0.3546978281397545	0.35542874264545654								
30	TrialState.COMPLETE	0.38755472572753025	2020-01-10 11:31:42.945531	2020-01-10 12:04:40.224626	350.0	11.0	0.018018088099396312	1400.0	0.35917280757449105	0.14991630182848315	0.38755472572753025	0.3208859129539016	0.3597894669070306	7279.812918490858	0.24255969611266298	0.14991630182848315	0.38755472572753025	0.3208859129539016	0.3597894669070306	7279.811727401494	0.24255969614522271	0.14991630182848315	0.38755472572753025	0.3208859129539016	0.3597894669070306	7279.814109580221	0.2425596960801173	30				0.38719704123386844	0.3873937677053824											
31	TrialState.COMPLETE	0.38900495750708214	2020-01-10 12:04:40.225493	2020-01-10 13:16:33.478588	450.0	11.0	0.001913493296310434	1400.0	0.33907120542666064	0.21257082152974505	0.38900495750708214	0.3352160056657224	0.3636065864022663	6871.834078434844	0.28148084603433354	0.21257082152974505	0.38900495750708214	0.3352160056657224	0.3636065864022663	6871.832011331445	0.2814808461486294	0.21257082152974505	0.38900495750708214	0.3352160056657224	0.3636065864022663	6871.836145538244	0.28148084592020606	31													0.38776754800125907	0.38841881616221857		
32	TrialState.COMPLETE	0.343027030217186	2020-01-10 13:16:33.479392	2020-01-10 13:58:08.042611	450.0	51.0	0.0014242651157945797	600.0	0.44650548072506885	0.20977927289896128	0.343027030217186	0.3017882436260623	0.3234773371104816	9050.598080441454	0.2617751635070498	0.20977927289896128	0.343027030217186	0.3017882436260623	0.3234773371104816	9050.595712346554	0.26177516365520453	0.20977927289896128	0.343027030217186	0.3017882436260623	0.3234773371104816	9050.600448536356	0.26177516335913864	32					0.343820821529745	0.3433878444501674										
33	TrialState.COMPLETE	0.25801570950296165	2020-01-10 13:58:08.043392	2020-01-10 14:25:35.900447	50.0	41.0	0.06745651691775853	1500.0	0.34310076844191495	0.09969739891836209	0.25801570950296165	0.18263906773113572	0.21647244398660828	6954.904906000515	0.1550131214219538	0.09969739891836209	0.25801570950296165	0.18263906773113572	0.21647244398660828	6954.904117306207	0.1550131217154111	0.09969739891836209	0.25801570950296165	0.18263906773113572	0.21647244398660828	6954.905694694824	0.1550131211297768	33				0.2564919735599622	0.2573300283286119											
34	TrialState.COMPLETE	0.1069300949841693	2020-01-10 14:25:35.901865	2020-01-10 15:11:51.514170	50.0	61.0	0.0031256157411659363	900.0	0.5208866120061181	0.037118813531078154	0.1069300949841693	0.06575987335444093	0.08175720713214464	10558.318254249292	0.06115187645725992	0.037118813531078154	0.1069300949841693	0.06575987335444093	0.08175720713214464	10558.316353524413	0.061151877011800006	0.037118813531078154	0.1069300949841693	0.06575987335444093	0.08175720713214464	10558.320154974172	0.06115187590526043	34										0.10574834749763928	0.10637615084985835					
35	TrialState.COMPLETE	0.3210339943342776	2020-01-10 15:11:51.515005	2020-01-10 15:36:31.936451	50.0	41.0	0.04082400803550184	1100.0	0.2805041120170691	0.1164128895184136	0.3210339943342776	0.24109419263456092	0.2811083569405099	5685.508896954674	0.19111943197764275	0.1164128895184136	0.3210339943342776	0.24109419263456092	0.2811083569405099	5685.508020538244	0.1911194322787858	0.1164128895184136	0.3210339943342776	0.24109419263456092	0.2811083569405099	5685.5097733711045	0.19111943167761375	35			0.32077726628895187	0.3209198929807995												
36	TrialState.COMPLETE	0.3632178727787793	2020-01-10 15:36:31.937274	2020-01-10 16:09:49.949419	350.0	31.0	0.03208222931238245	1300.0	0.42255464817942584	0.13863314447592068	0.3632178727787793	0.2966939222250837	0.33579062580479013	8565.534324298224	0.22522294672505225	0.13863314447592068	0.3632178727787793	0.2966939222250837	0.33579062580479013	8565.53314125676	0.22522294676626833	0.13863314447592068	0.3632178727787793	0.2966939222250837	0.33579062580479013	8565.535507339686	0.22522294668387505	36				0.36217343405728675	0.36274787535410763											
37	TrialState.COMPLETE	0.37448064211520304	2020-01-10 16:09:49.951060	2020-01-10 16:56:55.944091	350.0	11.0	0.041143340081021114	1300.0	0.4201949547229953	0.13630783758262513	0.37448064211520304	0.30492209631728046	0.3443106704438149	8518.024811142588	0.22845391820073513	0.13630783758262513	0.37448064211520304	0.30492209631728046	0.3443106704438149	8518.02376062323	0.22845391822677247	0.13630783758262513	0.37448064211520304	0.30492209631728046	0.3443106704438149	8518.025861661945	0.22845391817470978	37								0.37279363695794293	0.37369738972076083							
