number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.0014606940509915014	2020-01-05 18:08:13.146046	2020-01-05 18:58:39.985776	0.7079802375881943	16.810587792872134	450.0	250.0	80.0	0.009484161623745909	800.0	1.01820784622428	0.0001327903682719547	0.0014606940509915014	0.0002655807365439094	0.0005311614730878187	20642.76345609065	0.0008418470114017112	0.0002213172804532578	0.001593484419263456	0.0003541076487252125	0.0006196883852691218	20449.521025141643	0.0009372625173796184	0.0001327903682719547	0.00141643059490085	0.0002655807365439094	0.0005311614730878187	20836.00588703966	0.0008304832415485069	9	0.0015049575070821529	0.001475448536355052		
10	TrialState.COMPLETE	0.0009737960339943342	2020-01-05 18:58:39.986905	2020-01-05 19:36:31.447322	0.8899370377943541	25.759410110465414	150.0	250.0	90.0	0.07303453229744492	600.0	1.0052453191138313	0.0001327903682719547	0.0009737960339943342	0.0004426345609065156	0.000708215297450425	20379.813341005665	0.0005992146406584729	0.0010623229461756375	0.0033640226628895184	0.0017262747875354107	0.002345963172804533	18619.57316749292	0.002090477502199001	0.0001327903682719547	0.0009737960339943342	0.0004426345609065156	0.000708215297450425	22140.053514518415	0.00057846500199274	10	0.0008852691218130312	0.0009442870632672333		
11	TrialState.COMPLETE	0.0010180594900849858	2020-01-05 19:36:31.448429	2020-01-05 20:22:46.566940	0.14910383751858053	27.214895086177986	250.0	150.0	200.0	0.02051143320849158	1000.0	1.0388616484023125	0.00017705382436260624	0.0010180594900849858	0.0003098441926345609	0.0004868980169971671	21061.685707330027	0.0006484591731589996	0.0004426345609065156	0.0018590651558073655	0.0010180594900849858	0.0011951133144475921	20458.286296033995	0.0011741500236125027	0.00017705382436260624	0.0010180594900849858	0.0003098441926345609	0.0004868980169971671	21665.085118626062	0.0006229775287114688	11	0.0006196883852691218	0.0008852691218130312		
12	TrialState.COMPLETE	0.0014606940509915014	2020-01-05 20:22:46.568015	2020-01-05 21:27:09.771251	0.5463036086962058	16.087946536200477	350.0	350.0	190.0	0.005512094140991936	800.0	0.9330379933777628	0.00017705382436260624	0.0014606940509915014	0.0005754249291784702	0.0010180594900849858	18916.417957684134	0.0009709643167206037	0.00017705382436260624	0.0014606940509915014	0.0005754249291784702	0.001106586402266289	18403.82254780453	0.0009946400830109312	0.00017705382436260624	0.0013721671388101982	0.0005754249291784702	0.0010180594900849858	19429.01336756374	0.0009573624283162987	12	0.002213172804532578	0.0017115203021718602		
13	TrialState.COMPLETE	0.0006196883852691218	2020-01-05 21:27:09.772998	2020-01-05 22:12:24.287500	0.9390510898036265	24.110619962012475	350.0	150.0	100.0	0.03167053550380006	700.0	0.9999463368974603	8.852691218130312e-05	0.0006196883852691218	0.00017705382436260624	0.0002213172804532578	20272.24727779745	0.000492210339617916	0.0005754249291784702	0.0015492209631728046	0.0009295325779036828	0.001106586402266289	19419.66576664306	0.001190474767156734	8.852691218130312e-05	0.0006196883852691218	0.00017705382436260624	0.0002213172804532578	21124.82878895184	0.00047704504658089815	13	0.0008852691218130312	0.000708215297450425		
14	TrialState.COMPLETE	0.00141643059490085	2020-01-05 22:12:24.288616	2020-01-05 22:47:23.282616	0.9533039937194971	28.4621765948289	150.0	150.0	10.0	0.008187855505668716	600.0	1.0171593918265023	8.852691218130312e-05	0.00141643059490085	0.0003098441926345609	0.0006196883852691218	20621.395449716714	0.0007995894853485238	8.852691218130312e-05	0.0015492209631728046	0.000398371104815864	0.000708215297450425	20492.057365439094	0.0008305794729653634	8.852691218130312e-05	0.00141643059490085	0.0003098441926345609	0.0006196883852691218	20750.733533994335	0.0007900624586353445	14	0.0009737960339943342	0.0012393767705382436		
15	TrialState.COMPLETE	0.0009295325779036828	2020-01-05 22:47:23.283715	2020-01-05 23:26:45.609202	0.8177967498785	12.031645557118672	50.0	250.0	180.0	0.007458214235400353	900.0	1.0024096920776733	8.852691218130312e-05	0.0009295325779036828	0.00017705382436260624	0.000398371104815864	20322.877191041076	0.0005910179015137685	0.0002655807365439094	0.0013721671388101982	0.0005311614730878187	0.000796742209631728	20180.261818342777	0.0009006523872879124	8.852691218130312e-05	0.0009295325779036828	0.00017705382436260624	0.000398371104815864	20465.492563739375	0.0005747202891560281	15	0.000796742209631728	0.0008852691218130312		
16	TrialState.COMPLETE	0.0011508498583569404	2020-01-05 23:26:45.610316	2020-01-06 00:31:03.442765	0.23391416752444594	21.111011275565083	450.0	350.0	150.0	0.031086811625749514	900.0	1.0103856089887189	0.00017705382436260624	0.0011508498583569404	0.0004868980169971671	0.0006639518413597734	20484.320445290366	0.0007695629800778305	0.00017705382436260624	0.0017262747875354107	0.0006639518413597734	0.0009295325779036828	19426.551788243625	0.0010287670640833912	0.00017705382436260624	0.0011508498583569404	0.0004868980169971671	0.0006639518413597734	21542.08910233711	0.0007438735150258586	16	0.0008852691218130312	0.0010623229461756375		
17	TrialState.COMPLETE	0.0020361189801699716	2020-01-06 00:31:03.443840	2020-01-06 01:17:38.783603	0.8651101050955219	18.674077856772463	450.0	250.0	20.0	0.0015555405421661397	800.0	0.9753377038806638	0.0003098441926345609	0.0020361189801699716	0.0006639518413597734	0.0012393767705382436	19773.875531161473	0.0012072702707015852	0.0003098441926345609	0.002124645892351275	0.0006639518413597734	0.0012393767705382436	19732.799619334277	0.0012371134786111858	0.0003098441926345609	0.0020361189801699716	0.0006639518413597734	0.0012393767705382436	19814.95144298867	0.001199040076581786	17	0.0026558073654390935	0.0022426817752596788		
18	TrialState.COMPLETE	0.0037623937677053825	2020-01-06 01:17:38.784681	2020-01-06 02:09:22.486159	0.6113329089340834	11.258155416787595	250.0	250.0	200.0	0.0014734926990306759	800.0	0.9572678468278303	0.0008410056657223796	0.0037623937677053825	0.0012836402266288953	0.0019475920679886685	19406.7398194051	0.0021205397812125142	0.0008410056657223796	0.0037623937677053825	0.0012836402266288953	0.0019475920679886685	19374.091182719545	0.0021247810634226474	0.0008410056657223796	0.0037623937677053825	0.0012836402266288953	0.0019475920679886685	19439.38845609065	0.002118062681642869	18	0.003098441926345609	0.0035410764872521247		
19	TrialState.COMPLETE	0.000708215297450425	2020-01-06 02:09:22.487324	2020-01-06 02:49:01.825974	0.28000414629991227	25.260829402695887	50.0	250.0	180.0	0.006585194965055929	500.0	1.0489395880042094	0.0	0.000708215297450425	8.852691218130312e-05	0.000398371104815864	21266.088858888103	0.0003710445190292222	0.0001327903682719547	0.000796742209631728	0.0002655807365439094	0.0004868980169971671	21203.726983002834	0.0004905721033356058	0.0	0.000708215297450425	8.852691218130312e-05	0.0003098441926345609	21328.45073477337	0.00034987806311601884	19	0.000708215297450425	0.000708215297450425		
20	TrialState.COMPLETE	0.0018590651558073655	2020-01-06 02:49:01.827077	2020-01-06 03:30:15.404017	0.7008375869988696	17.89531603485201	250.0	150.0	130.0	0.011668584218549055	700.0	1.0236737670589564	4.426345609065156e-05	0.0018590651558073655	0.0004868980169971671	0.0008852691218130312	20753.70086756374	0.0008100716937895158	8.852691218130312e-05	0.0019475920679886685	0.0006639518413597734	0.001106586402266289	20537.900185906514	0.000917418622756764	4.426345609065156e-05	0.0017705382436260624	0.0004426345609065156	0.0008852691218130312	20969.501549220964	0.0007892157416484416	20	0.0012393767705382436	0.0016525023607176581		
21	TrialState.COMPLETE	0.001106586402266289	2020-01-06 03:30:15.405137	2020-01-06 04:32:16.917969	0.6180801232442372	25.870837236735387	450.0	350.0	140.0	0.04591201079918462	900.0	0.9753536158861694	0.0003541076487252125	0.001106586402266289	0.0005754249291784702	0.0009737960339943342	19773.68433516289	0.0008088309280181934	0.0008410056657223796	0.002788597733711048	0.0013279036827195468	0.0019475920679886685	18332.022928470255	0.0017028497342566119	0.0003541076487252125	0.001106586402266289	0.0005311614730878187	0.0009295325779036828	21215.345741855523	0.0007749853258170026	21	0.0009737960339943342	0.0010623229461756375		
22	TrialState.COMPLETE	0.000796742209631728	2020-01-06 04:32:16.918864	2020-01-06 05:10:34.620491	0.645382509569735	16.09116235707084	250.0	50.0	40.0	0.02456875094602376	900.0	1.0013794121287585	0.0	0.000796742209631728	0.0003541076487252125	0.0005311614730878187	20301.285255842777	0.0004936922473691601	0.0	0.001106586402266289	0.0005754249291784702	0.0008410056657223796	19677.23937677054	0.0006988922213852364	0.0	0.000708215297450425	0.0003541076487252125	0.0005311614730878187	20925.331134915014	0.00047735543866673716	22	0.000708215297450425	0.000767233238904627		
23	TrialState.COMPLETE	0.00141643059490085	2020-01-06 05:10:34.621408	2020-01-06 06:24:35.156845	0.494668038793325	2.8194368751684236	450.0	450.0	180.0	0.09113788542708913	700.0	0.953584850951062	0.00017705382436260624	0.00141643059490085	0.0004868980169971671	0.001106586402266289	19332.197990439094	0.0008862137783582245	0.00017705382436260624	0.00141643059490085	0.0004868980169971671	0.001106586402266289	19238.797052053826	0.0008871304224195467	0.00017705382436260624	0.00141643059490085	0.0004868980169971671	0.001106586402266289	19425.59892882436	0.0008853222282943094	23	0.0017705382436260624	0.001534466477809254		
24	TrialState.COMPLETE	0.29237835360773207	2020-01-06 06:24:35.157735	2020-01-06 12:04:39.416185	0.30387481175959125	2.9614055934858783	450.0	50.0	30.0	0.0012892775806372582	800.0	0.1750032553524293	0.04653391101483086	0.29237835360773207	0.1698675220796534	0.22600399933344442	3547.6785119146807	0.1301200017668499	0.04653391101483086	0.29237835360773207	0.1698675220796534	0.22601441426428928	3547.676949675054	0.13012019226312385	0.04653391101483086	0.29237835360773207	0.1698675220796534	0.22600399933344442	3547.6800741543075	0.13011984284274214	24			0.2908522190745987	0.29166297804532576
