number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
10	0.0599250936329588	2020-04-09 13:08:08.312898	2020-04-09 13:11:54.786140	0.7639579168700988	6.1363574867956805	256	64	70	512	1.2191151398554974	0.0	0.0599250936329588	0.012172284644194757	0.02902621722846442	58.92275280898876	0.0327005186065798	0.0	0.0599250936329588	0.012172284644194757	0.02902621722846442	58.92275280898876	0.0327005186065798	156280574	250	0.0	0.0599250936329588	0.012172284644194757	0.02902621722846442	58.92275280898876	0.0327005186065798	10	COMPLETE
11	0.05898876404494382	2020-04-09 13:11:54.815901	2020-04-09 13:15:14.222560	0.7178562862397311	7.743883065519134	128	256	23	512	1.1967176652604135	0.003745318352059925	0.05898876404494382	0.014044943820224719	0.027153558052434457	57.78277153558052	0.035474700587053876	0.003745318352059925	0.05898876404494382	0.014044943820224719	0.027153558052434457	57.78277153558052	0.035474700587053876	3297663506	250	0.003745318352059925	0.05898876404494382	0.014044943820224719	0.027153558052434457	57.78277153558052	0.035474700587053876	11	COMPLETE
12	0.12078651685393259	2020-04-09 13:15:14.271794	2020-04-09 13:17:32.651322	0.886791404364131	3.192943108048261	64	64	52	512	0.7060513863434199	0.0	0.12078651685393259	0.02153558052434457	0.047752808988764044	33.81601123595506	0.05514719091558482	0.0	0.12078651685393259	0.02153558052434457	0.047752808988764044	33.81601123595506	0.05514719091558482	1321680566	250	0.0	0.12078651685393259	0.02153558052434457	0.047752808988764044	33.81601123595506	0.05514719091558482	12	COMPLETE
13	0.22191011235955055	2020-04-09 13:17:32.693395	2020-04-09 13:38:33.290266	0.7954972391086637	2.8886882304108807	64	64	55	128	0.5781095657952842	0.00046816479400749064	0.22191011235955055	0.05290262172284644	0.10580524344569288	27.855805243445694	0.07851840339205476	0.00046816479400749064	0.22191011235955055	0.05290262172284644	0.10580524344569288	27.855805243445694	0.07851840339205476	2812231249	600	0.00046816479400749064	0.22191011235955055	0.05290262172284644	0.10580524344569288	27.855805243445694	0.07851840339205476	13	COMPLETE
14	0.0800561797752809	2020-04-09 13:38:33.322290	2020-04-09 13:50:10.652157	0.5459538340568802	11.182583334302015	256	64	11	128	1.1438215819060147	0.007022471910112359	0.0800561797752809	0.02294007490636704	0.04073033707865169	55.14161985018727	0.04326251565860353	0.007022471910112359	0.0800561797752809	0.02294007490636704	0.04073033707865169	55.14138576779026	0.04326254201033121	1666568421	350	0.007022471910112359	0.0800561797752809	0.02294007490636704	0.04073033707865169	55.14185393258427	0.04326248958426245	14	COMPLETE
15	0.2546816479400749	2020-04-09 13:50:10.729705	2020-04-09 14:00:32.137788	0.6499762208099034	2.478538367505073	256	256	13	128	0.5374630911411781	0.0028089887640449437	0.2546816479400749	0.0702247191011236	0.12921348314606743	25.84808052434457	0.09050280628007133	0.0028089887640449437	0.2546816479400749	0.0702247191011236	0.12921348314606743	25.847846441947567	0.09050288581877232	2321019650	300	0.0028089887640449437	0.2546816479400749	0.0702247191011236	0.12921348314606743	25.848314606741575	0.09050272818752852	15	COMPLETE
16	0.04915730337078652	2020-04-09 14:00:32.170161	2020-04-09 14:01:55.482474	0.43088122244107485	5.969657135593659	64	256	35	512	1.2492270127116714	0.0	0.04915730337078652	0.008426966292134831	0.017322097378277154	60.36399812734082	0.02922175932356133	0.0	0.04915730337078652	0.008426966292134831	0.017322097378277154	60.36376404494382	0.02922182600420426	3998841568	150	0.0	0.04915730337078652	0.008426966292134831	0.017322097378277154	60.36423220973783	0.029221693754262448	16	COMPLETE
17	0.06835205992509363	2020-04-09 14:01:55.509651	2020-04-09 14:09:15.228903	0.7690639990777014	4.765841286843324	64	128	51	256	0.9881194049670371	0.0	0.06835205992509363	0.01451310861423221	0.02855805243445693	47.74485018726592	0.039303441883146224	0.0	0.06835205992509363	0.01451310861423221	0.02855805243445693	47.74485018726592	0.039303441883146224	2802979090	400	0.0	0.06835205992509363	0.01451310861423221	0.02855805243445693	47.74485018726592	0.039303441883146224	17	COMPLETE
18	0.052434456928838954	2020-04-09 14:09:15.255498	2020-04-09 14:16:16.391660	0.22152937056439467	4.4539284473362315	256	256	50	512	1.045381078794808	0.0	0.052434456928838954	0.007958801498127341	0.017322097378277154	50.56086142322097	0.03383859669400699	0.0	0.052434456928838954	0.007958801498127341	0.017322097378277154	50.56086142322097	0.03383859669400699	3743141658	500	0.0	0.052434456928838954	0.007958801498127341	0.017322097378277154	50.56086142322097	0.03383859669400699	18	COMPLETE
19	0.0852059925093633	2020-04-09 14:16:16.463243	2020-04-09 14:21:11.839813	0.5736183428495535	24.99645542470553	128	128	20	256	1.1570876703199962	0.009831460674157303	0.0852059925093633	0.031835205992509365	0.047752808988764044	55.82911985018727	0.046773483808743604	0.009831460674157303	0.0852059925093633	0.031835205992509365	0.047752808988764044	55.82911985018727	0.046773483808743604	3122755209	300	0.009831460674157303	0.0852059925093633	0.031835205992509365	0.047752808988764044	55.82911985018727	0.046773483808743604	19	COMPLETE
20	0.07443820224719101	2020-04-09 14:21:11.880799	2020-04-09 14:38:03.043627	0.8098258087871709	23.920667888318153	128	256	85	128	1.1366476317865892	0.004213483146067416	0.07443820224719101	0.021067415730337078	0.040262172284644196	54.823970037453186	0.04068243996725764	0.004213483146067416	0.07443820224719101	0.021067415730337078	0.040262172284644196	54.82350187265918	0.04068250300270405	3610070047	450	0.004213483146067416	0.07443820224719101	0.021067415730337078	0.040262172284644196	54.824438202247194	0.04068237765751216	20	COMPLETE
21	0.08661048689138577	2020-04-09 14:38:03.070968	2020-04-09 14:50:30.293654	0.26040516602272146	16.643945381319096	128	128	53	128	1.148402027010548	0.004213483146067416	0.08661048689138577	0.02200374531835206	0.041666666666666664	55.396067415730336	0.041979219136261896	0.004213483146067416	0.08661048689138577	0.02200374531835206	0.041666666666666664	55.39559925093633	0.041979284286226125	2840121954	350	0.004213483146067416	0.08661048689138577	0.02200374531835206	0.041666666666666664	55.39653558052434	0.04197915475660435	21	COMPLETE
22	0.054307116104868915	2020-04-09 14:50:30.320455	2020-04-09 14:52:01.873414	0.4419397058437011	6.1835275618312044	128	128	90	512	1.2423759807504657	0.0	0.054307116104868915	0.009831460674157303	0.020131086142322098	60.02949438202247	0.0305158620808151	0.0	0.054307116104868915	0.009831460674157303	0.020131086142322098	60.02949438202247	0.0305158620808151	3536650058	150	0.0	0.054307116104868915	0.009831460674157303	0.020131086142322098	60.02949438202247	0.0305158620808151	22	COMPLETE
23	0.0800561797752809	2020-04-09 14:52:01.900417	2020-04-09 14:59:37.084866	0.9202503076180967	15.459102652533518	64	64	93	128	1.134976173603684	0.005149812734082397	0.0800561797752809	0.02200374531835206	0.04073033707865169	54.749297752808985	0.0431768262235998	0.005149812734082397	0.0800561797752809	0.02200374531835206	0.04073033707865169	54.74859550561798	0.043177044612102165	1086161141	250	0.005149812734082397	0.0800561797752809	0.02200374531835206	0.04073033707865169	54.75	0.04317661258577466	23	COMPLETE
24	0.07631086142322098	2020-04-09 14:59:37.105705	2020-04-09 15:04:29.504093	0.928623672711716	12.481621159121342	256	64	46	512	1.1493005706564163	0.004213483146067416	0.07631086142322098	0.015917602996254682	0.0351123595505618	55.44054307116105	0.03903116416205057	0.004213483146067416	0.07631086142322098	0.015917602996254682	0.0351123595505618	55.44054307116105	0.03903116416205057	292138044	450	0.004213483146067416	0.07631086142322098	0.015917602996254682	0.0351123595505618	55.44054307116105	0.03903116416205057	24	COMPLETE
25	0.05196629213483146	2020-04-09 15:04:29.531153	2020-04-09 15:06:29.382723	0.46323910209952246	5.942623037714505	128	128	62	512	1.2613474782765581	0.0	0.05196629213483146	0.009831460674157303	0.017322097378277154	60.94616104868914	0.02965123498083898	0.0	0.05196629213483146	0.009831460674157303	0.017322097378277154	60.94616104868914	0.02965123498083898	826212852	200	0.0	0.05196629213483146	0.009831460674157303	0.017322097378277154	60.94616104868914	0.02965123498083898	25	COMPLETE
26	0.0749063670411985	2020-04-09 15:06:29.404304	2020-04-09 15:12:19.080910	0.658082247712131	11.707203879646931	256	256	94	512	1.1555953212108547	0.0032771535580524347	0.0749063670411985	0.0149812734082397	0.035580524344569285	55.75514981273408	0.03825350149370405	0.0032771535580524347	0.0749063670411985	0.0149812734082397	0.035580524344569285	55.75514981273408	0.03825350149370405	1836822690	350	0.0032771535580524347	0.0749063670411985	0.0149812734082397	0.035580524344569285	55.75514981273408	0.03825350149370405	26	COMPLETE
27	0.060393258426966294	2020-04-09 15:12:19.108294	2020-04-09 15:16:46.290373	0.646211969646781	7.2621816687221585	256	128	97	128	1.2027011460969956	0.0032771535580524347	0.060393258426966294	0.012640449438202247	0.027153558052434457	58.085205992509366	0.03503552871031388	0.0032771535580524347	0.060393258426966294	0.012640449438202247	0.027153558052434457	58.085205992509366	0.03503552871031388	1354019498	150	0.0032771535580524347	0.060393258426966294	0.012640449438202247	0.027153558052434457	58.085205992509366	0.03503552871031388	27	COMPLETE
28	0.06132958801498127	2020-04-09 15:16:46.316951	2020-04-09 15:18:58.734442	0.24269062561538496	7.08516189267772	256	64	43	256	1.2072819835926696	0.0018726591760299626	0.06132958801498127	0.014044943820224719	0.026685393258426966	58.33239700374532	0.033975541782104636	0.0018726591760299626	0.06132958801498127	0.014044943820224719	0.026685393258426966	58.33239700374532	0.033975541782104636	585030722	150	0.0018726591760299626	0.06132958801498127	0.014044943820224719	0.026685393258426966	58.33239700374532	0.033975541782104636	28	COMPLETE
29	0.07350187265917603	2020-04-09 15:18:58.757929	2020-04-09 15:23:07.037640	0.42299771203077796	16.813505536966936	128	64	22	128	1.140010954356972	0.007022471910112359	0.07350187265917603	0.020131086142322098	0.0351123595505618	54.982209737827716	0.04191644080749857	0.007022471910112359	0.07350187265917603	0.020131086142322098	0.0351123595505618	54.982209737827716	0.04191644080749857	124560886	150	0.007022471910112359	0.07350187265917603	0.020131086142322098	0.0351123595505618	54.982209737827716	0.04191644080749857	29	COMPLETE
30	0.0800561797752809	2020-04-09 15:23:07.063924	2020-04-09 15:27:22.153764	0.8881515459436988	28.333535445101003	64	64	40	256	1.151589686358836	0.007022471910112359	0.0800561797752809	0.02200374531835206	0.04353932584269663	55.563436329588015	0.04266499325313819	0.007022471910112359	0.0800561797752809	0.02200374531835206	0.04353932584269663	55.563202247191015	0.04266507899760595	848418519	250	0.007022471910112359	0.0800561797752809	0.02200374531835206	0.04353932584269663	55.56367041198502	0.04266490912649057	30	COMPLETE
31	0.26591760299625467	2020-04-09 15:27:22.192229	2020-04-09 15:32:33.218903	0.41534618882593277	1.6599760022865964	64	256	7	256	0.5345895714239891	0.025280898876404494	0.26591760299625467	0.08239700374531835	0.1348314606741573	25.425093632958802	0.10759136625164199	0.025280898876404494	0.26591760299625467	0.08239700374531835	0.1348314606741573	25.425093632958802	0.10759136625164199	64582315	300	0.025280898876404494	0.26591760299625467	0.08239700374531835	0.1348314606741573	25.425093632958802	0.10759136625164199	31	COMPLETE
32	0.06460674157303371	2020-04-09 15:32:33.263710	2020-04-09 15:34:36.241535	0.5370556314216133	12.318136253338922	256	256	99	512	1.1687391693799754	0.0056179775280898875	0.06460674157303371	0.013108614232209739	0.02902621722846442	56.397940074906366	0.03782209097968939	0.0056179775280898875	0.06460674157303371	0.013108614232209739	0.02902621722846442	56.397940074906366	0.03782209097968939	170554043	150	0.0056179775280898875	0.06460674157303371	0.013108614232209739	0.02902621722846442	56.397940074906366	0.03782209097968939	32	COMPLETE
33	0.06460674157303371	2020-04-09 15:34:36.305595	2020-04-09 15:36:37.107016	0.6973996215315899	17.860583683724965	64	64	43	256	1.1587364682578918	0.003745318352059925	0.06460674157303371	0.01451310861423221	0.030430711610486893	55.91994382022472	0.03705081076302537	0.003745318352059925	0.06460674157303371	0.01451310861423221	0.030430711610486893	55.91994382022472	0.03705081076302537	4285798344	150	0.003745318352059925	0.06460674157303371	0.01451310861423221	0.030430711610486893	55.91994382022472	0.03705081076302537	33	COMPLETE
34	0.06647940074906367	2020-04-09 15:36:37.147773	2020-04-09 15:42:42.303033	0.14268920749216255	4.690205782484253	128	128	8	256	1.007843034190199	0.0	0.06647940074906367	0.014044943820224719	0.02902621722846442	48.46910112359551	0.0389146610888862	0.0	0.06647940074906367	0.014044943820224719	0.02902621722846442	48.46910112359551	0.0389146610888862	3655848984	350	0.0	0.06647940074906367	0.014044943820224719	0.02902621722846442	48.46910112359551	0.0389146610888862	34	COMPLETE
35	0.05711610486891386	2020-04-09 15:42:42.325912	2020-04-09 15:44:10.714927	0.9292821549788519	9.828987054691268	128	64	40	512	1.1687931523567645	0.0032771535580524347	0.05711610486891386	0.0149812734082397	0.027153558052434457	56.39513108614232	0.03597328931479329	0.0032771535580524347	0.05711610486891386	0.0149812734082397	0.027153558052434457	56.39513108614232	0.03597328931479329	221556791	150	0.0032771535580524347	0.05711610486891386	0.0149812734082397	0.027153558052434457	56.39513108614232	0.03597328931479329	35	COMPLETE
36	0.06835205992509363	2020-04-09 15:44:10.753829	2020-04-09 15:49:01.409484	0.1047756891138329	11.176200811386678	128	256	29	256	1.1721710034912933	0.007958801498127341	0.06835205992509363	0.02247191011235955	0.037921348314606744	56.56952247191011	0.04207558459805021	0.007958801498127341	0.06835205992509363	0.02247191011235955	0.037921348314606744	56.56928838951311	0.04207563341097837	2577926625	250	0.007958801498127341	0.06835205992509363	0.02247191011235955	0.037921348314606744	56.56975655430712	0.042075536482449584	36	COMPLETE
37	0.26779026217228463	2020-04-09 15:49:01.465187	2020-04-09 15:52:31.052346	0.1814341042705733	1.2815623120070565	128	256	2	512	0.5419880093113704	0.037921348314606744	0.26779026217228463	0.09691011235955056	0.1451310861423221	25.832397003745317	0.11932077280590914	0.037921348314606744	0.26779026217228463	0.09691011235955056	0.1451310861423221	25.832397003745317	0.11932077280590914	2763175664	350	0.037921348314606744	0.26779026217228463	0.09691011235955056	0.1451310861423221	25.832397003745317	0.11932077280590914	37	COMPLETE
38	0.07116104868913857	2020-04-09 15:52:31.096962	2020-04-09 15:56:07.207508	0.24571752489587526	14.743905918975605	64	128	6	512	1.1555214848426913	0.0032771535580524347	0.07116104868913857	0.017790262172284643	0.033707865168539325	55.7624063670412	0.038632325145181994	0.0032771535580524347	0.07116104868913857	0.017790262172284643	0.033707865168539325	55.762172284644194	0.038632352065128744	2272076834	350	0.0032771535580524347	0.07116104868913857	0.017790262172284643	0.033707865168539325	55.7626404494382	0.03863229851161765	38	COMPLETE
39	0.08052434456928839	2020-04-09 15:56:07.243873	2020-04-09 16:00:40.827988	0.24527735521874233	19.248249120777665	256	64	97	512	1.147953157842487	0.004213483146067416	0.08052434456928839	0.024812734082397005	0.03932584269662921	55.38787453183521	0.04124277572668448	0.004213483146067416	0.08052434456928839	0.024812734082397005	0.03932584269662921	55.3876404494382	0.04124280323342913	4254081056	350	0.004213483146067416	0.08052434456928839	0.024812734082397005	0.03932584269662921	55.38810861423221	0.041242748515711275	39	COMPLETE
40	0.3052434456928839	2020-04-09 16:00:40.855130	2020-04-09 16:04:53.817201	0.4827706703204515	1.9208146665869086	128	128	62	256	0.48363716737105605	0.035580524344569285	0.3052434456928839	0.0997191011235955	0.15683520599250936	23.382958801498127	0.1247918740083634	0.035580524344569285	0.3052434456928839	0.0997191011235955	0.15683520599250936	23.382958801498127	0.1247918740083634	318359645	250	0.035580524344569285	0.3052434456928839	0.0997191011235955	0.15683520599250936	23.382958801498127	0.1247918740083634	40	COMPLETE
41	0.05571161048689138	2020-04-09 16:04:53.859757	2020-04-09 16:07:22.483675	0.7402244183761547	6.197323169342622	256	256	60	256	1.234925798207612	0.00046816479400749064	0.05571161048689138	0.011235955056179775	0.02247191011235955	59.661048689138575	0.03142534718694316	0.00046816479400749064	0.05571161048689138	0.011235955056179775	0.02247191011235955	59.661048689138575	0.03142534718694316	3475360375	150	0.00046816479400749064	0.05571161048689138	0.011235955056179775	0.02247191011235955	59.661048689138575	0.03142534718694316	41	COMPLETE
42	0.07162921348314606	2020-04-09 16:07:22.505886	2020-04-09 16:11:40.085721	0.8931127474190078	12.968634693264866	256	128	97	128	1.1473778092820366	0.007022471910112359	0.07162921348314606	0.020599250936329586	0.03277153558052434	55.35088951310861	0.04143880835280531	0.007022471910112359	0.07162921348314606	0.020599250936329586	0.03277153558052434	55.35065543071161	0.04143884562410489	2190041071	150	0.007022471910112359	0.07162921348314606	0.020599250936329586	0.03277153558052434	55.35112359550562	0.04143877154739698	42	COMPLETE
43	0.0702247191011236	2020-04-09 16:11:40.108033	2020-04-09 16:18:55.226932	0.5737566093120678	9.413343105419841	64	256	31	256	1.1519377207678259	0.005149812734082397	0.0702247191011236	0.018258426966292134	0.03136704119850187	55.56788389513109	0.039820050879014225	0.005149812734082397	0.0702247191011236	0.018258426966292134	0.03136704119850187	55.56788389513109	0.039820050879014225	1266734980	400	0.005149812734082397	0.0702247191011236	0.018258426966292134	0.03136704119850187	55.56788389513109	0.039820050879014225	43	COMPLETE
44	0.07162921348314606	2020-04-09 16:18:55.270907	2020-04-09 16:24:00.229734	0.8058221875931628	24.33644572102241	128	64	34	256	1.1617598764403037	0.009363295880149813	0.07162921348314606	0.02247191011235955	0.037921348314606744	56.06015917602996	0.04332002713474767	0.009363295880149813	0.07162921348314606	0.02247191011235955	0.037921348314606744	56.059925093632955	0.043320059344227814	4203117053	300	0.009363295880149813	0.07162921348314606	0.02247191011235955	0.037921348314606744	56.06039325842696	0.043319995299796354	44	COMPLETE
45	0.07771535580524344	2020-04-09 16:24:00.307038	2020-04-09 16:28:49.410757	0.26728204853447524	25.3692050613278	256	128	19	256	1.1587317845442293	0.004213483146067416	0.07771535580524344	0.023408239700374533	0.039794007490636704	55.912921348314605	0.041183832397800484	0.004213483146067416	0.07771535580524344	0.023408239700374533	0.039794007490636704	55.912921348314605	0.041183832397800484	3221532755	300	0.004213483146067416	0.07771535580524344	0.023408239700374533	0.039794007490636704	55.912921348314605	0.041183832397800484	45	COMPLETE
46	0.06741573033707865	2020-04-09 16:28:49.463121	2020-04-09 16:31:40.105569	0.40611855014405784	17.932595709024085	128	256	49	512	1.1646029412151708	0.0046816479400749065	0.06741573033707865	0.015917602996254682	0.031835205992509365	56.1933520599251	0.038102174897521913	0.0046816479400749065	0.06741573033707865	0.015917602996254682	0.031835205992509365	56.1933520599251	0.038102174897521913	514090211	250	0.0046816479400749065	0.06741573033707865	0.015917602996254682	0.031835205992509365	56.1933520599251	0.038102174897521913	46	COMPLETE
47	0.08333333333333333	2020-04-09 16:31:40.149548	2020-04-09 16:38:22.986422	0.42769476251538097	19.230110299845617	128	64	100	512	1.1523389620636677	0.0056179775280898875	0.08333333333333333	0.018726591760299626	0.03651685393258427	55.620318352059925	0.04157105755611592	0.0056179775280898875	0.08333333333333333	0.018726591760299626	0.03651685393258427	55.620318352059925	0.04157105755611592	600526608	550	0.0056179775280898875	0.08333333333333333	0.018726591760299626	0.03651685393258427	55.620318352059925	0.04157105755611592	47	COMPLETE
48	0.06179775280898876	2020-04-09 16:38:23.023006	2020-04-09 16:40:51.290180	0.25176910341062825	9.302281572121524	128	128	84	256	1.1936162293719457	0.003745318352059925	0.06179775280898876	0.015917602996254682	0.03136704119850187	57.64185393258427	0.036205528967160554	0.003745318352059925	0.06179775280898876	0.015917602996254682	0.03136704119850187	57.64185393258427	0.036205528967160554	3617608218	150	0.003745318352059925	0.06179775280898876	0.015917602996254682	0.03136704119850187	57.64185393258427	0.036205528967160554	48	COMPLETE
49	0.054307116104868915	2020-04-09 16:40:51.315371	2020-04-09 16:42:58.290604	0.20836192270912388	7.287197314800867	64	256	38	512	1.212474039942375	0.0009363295880149813	0.054307116104868915	0.011235955056179775	0.027153558052434457	58.56226591760299	0.0325536333120966	0.0009363295880149813	0.054307116104868915	0.011235955056179775	0.027153558052434457	58.56226591760299	0.0325536333120966	4202585185	200	0.0009363295880149813	0.054307116104868915	0.011235955056179775	0.027153558052434457	58.56226591760299	0.0325536333120966	49	COMPLETE
50	0.07865168539325842	2020-04-09 16:42:58.334870	2020-04-09 16:47:14.501833	0.4283583175236969	29.966740933986053	256	128	69	256	1.152454406038722	0.006086142322097378	0.07865168539325842	0.018726591760299626	0.03604868913857678	55.603932584269664	0.041161036674275654	0.006086142322097378	0.07865168539325842	0.018726591760299626	0.03604868913857678	55.603932584269664	0.041161036674275654	84895635	250	0.006086142322097378	0.07865168539325842	0.018726591760299626	0.03604868913857678	55.603932584269664	0.041161036674275654	50	COMPLETE
51	0.05805243445692884	2020-04-09 16:47:14.528654	2020-04-09 16:49:16.295080	0.6357400174187142	7.281940916850361	64	128	20	256	1.201081991486063	0.0018726591760299626	0.05805243445692884	0.010767790262172285	0.026217228464419477	57.99578651685393	0.03382066964467071	0.0018726591760299626	0.05805243445692884	0.010767790262172285	0.026217228464419477	57.99578651685393	0.03382066964467071	3082580975	150	0.0018726591760299626	0.05805243445692884	0.010767790262172285	0.026217228464419477	57.99578651685393	0.03382066964467071	51	COMPLETE
