number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
10	0.8834269662921348	2020-04-06 10:45:36.920722	2020-04-06 10:49:26.296385	1.4509687431806788	128	0.29987566531476073	100	13	0.0045979951425151044	512	0.10459405283028546	0.3113295880149813	0.8834269662921348	0.6320224719101124	0.7663857677902621	5.0411985018726595	0.5041948191645623	0.3113295880149813	0.8834269662921348	0.6320224719101124	0.7663857677902621	5.0411985018726595	0.5041948191645623	3723479925	250.0	0.3113295880149813	0.8834269662921348	0.6320224719101124	0.7663857677902621	5.0411985018726595	0.5041948191645623	10	COMPLETE
11	0.925561797752809	2020-04-06 10:49:26.333865	2020-04-06 11:23:47.544503	3.658552913600973	128	0.2702524514682736	500	44	0.021472058032819416	512	0.08696477743012182	0.31788389513108617	0.925561797752809	0.6460674157303371	0.798689138576779	4.184925093632959	0.5179546103767521	0.31788389513108617	0.925561797752809	0.6460674157303371	0.798689138576779	4.184925093632959	0.5179546103767521	2089005921	350.0	0.31788389513108617	0.925561797752809	0.6460674157303371	0.798689138576779	4.184925093632959	0.5179546103767521	11	COMPLETE
12	0.8553370786516854	2020-04-06 11:23:47.585270	2020-04-06 11:38:29.567342	8.078755669465048	256	0.4178090672959985	450	3	0.003062069372018422	256	0.12389039436847055	0.2710674157303371	0.8553370786516854	0.5552434456928839	0.6980337078651685	5.9700374531835205	0.45645362851870014	0.2710674157303371	0.8553370786516854	0.5552434456928839	0.6980337078651685	5.9700374531835205	0.45645362851870014	3882810593	350.0	0.2710674157303371	0.8553370786516854	0.5552434456928839	0.6980337078651685	5.9700374531835205	0.45645362851870014	12	COMPLETE
13	0.9410112359550562	2020-04-06 11:38:29.605003	2020-04-06 11:42:34.066409	6.030137602155585	128	0.2834363556387044	200	6	0.01683721004447861	128	0.08207913164628411	0.38249063670411987	0.9410112359550562	0.7116104868913857	0.8403558052434457	3.9517790262172285	0.5749849614127419	0.38249063670411987	0.9410112359550562	0.7116104868913857	0.8403558052434457	3.9517790262172285	0.5749849614127419	3207189972	250.0	0.38249063670411987	0.9410112359550562	0.7116104868913857	0.8403558052434457	3.9517790262172285	0.5749849614127419	13	COMPLETE
14	0.9499063670411985	2020-04-06 11:42:34.105191	2020-04-06 11:46:33.830542	4.776497232638694	64	0.38787896135579836	250	14	0.027692780359479828	256	0.07433571872276983	0.40823970037453183	0.9499063670411985	0.7340823970037453	0.8647003745318352	3.576310861423221	0.5967543454724535	0.40823970037453183	0.9499063670411985	0.7340823970037453	0.8647003745318352	3.576310861423221	0.5967543454724535	73740122	200.0	0.40823970037453183	0.9499063670411985	0.7340823970037453	0.8647003745318352	3.576310861423221	0.5967543454724535	14	COMPLETE
15	0.9316479400749064	2020-04-06 11:46:33.887175	2020-04-06 11:54:00.612946	5.3685564130049634	64	0.10778586469324046	100	25	0.007785357487980829	256	0.08742426588262818	0.375936329588015	0.9316479400749064	0.6900749063670412	0.8239700374531835	4.214887640449438	0.5617101455846082	0.375936329588015	0.9316479400749064	0.6900749063670412	0.8239700374531835	4.214887640449438	0.5617101455846082	1347165702	450.0	0.375936329588015	0.9316479400749064	0.6900749063670412	0.8239700374531835	4.214887640449438	0.5617101455846082	15	COMPLETE
16	0.9335205992509363	2020-04-06 11:54:00.652609	2020-04-06 12:12:42.385279	1.9720289430926412	128	0.4850164881856316	350	8	0.005051708024488231	128	0.08412918066326877	0.37359550561797755	0.9335205992509363	0.6858614232209738	0.8141385767790262	4.051966292134831	0.5605918613335312	0.37359550561797755	0.9335205992509363	0.6858614232209738	0.8141385767790262	4.051966292134831	0.5605918613335312	2689087007	450.0	0.37359550561797755	0.9335205992509363	0.6858614232209738	0.8141385767790262	4.051966292134831	0.5605918613335312	16	COMPLETE
17	0.9105805243445693	2020-04-06 12:12:42.425289	2020-04-06 12:19:20.986145	0.6420559398180589	64	0.2857618488458403	350	7	0.003485732630736433	128	0.09666943149850442	0.34691011235955055	0.9105805243445693	0.6605805243445693	0.7954119850187266	4.6610486891385765	0.5359111190944901	0.34691011235955055	0.9105805243445693	0.6605805243445693	0.7954119850187266	4.6610486891385765	0.5359111190944901	949627716	350.0	0.34691011235955055	0.9105805243445693	0.6605805243445693	0.7954119850187266	4.6610486891385765	0.5359111190944901	17	COMPLETE
18	0.9147940074906367	2020-04-06 12:19:21.026052	2020-04-06 12:47:27.944045	4.907765500374501	256	0.45535553789918504	300	23	0.014419505905253496	512	0.09575408117929368	0.32209737827715357	0.9147940074906367	0.6245318352059925	0.7668539325842697	4.609082397003745	0.512361636270312	0.32209737827715357	0.9147940074906367	0.6245318352059925	0.7668539325842697	4.609082397003745	0.512361636270312	127027651	350.0	0.32209737827715357	0.9147940074906367	0.6245318352059925	0.7668539325842697	4.609082397003745	0.512361636270312	18	COMPLETE
19	0.899812734082397	2020-04-06 12:47:27.986012	2020-04-06 12:58:25.749225	9.900292956197518	256	0.3893051686020669	250	3	0.013784378280972448	512	0.1002138293285467	0.3450374531835206	0.899812734082397	0.6605805243445693	0.7940074906367042	4.827247191011236	0.5320712604352554	0.3450374531835206	0.899812734082397	0.6605805243445693	0.7940074906367042	4.827247191011236	0.5320712604352554	1596975418	400.0	0.3450374531835206	0.899812734082397	0.6605805243445693	0.7940074906367042	4.827247191011236	0.5320712604352554	19	COMPLETE
20	0.9213483146067416	2020-04-06 12:58:25.788679	2020-04-06 13:46:00.345770	3.3417896826404334	256	0.32555871966886213	400	25	0.011433906976246955	256	0.09106406572881794	0.3389513108614232	0.9213483146067416	0.6521535580524345	0.7897940074906367	4.38998127340824	0.530714774093722	0.3389513108614232	0.9213483146067416	0.6521535580524345	0.7897940074906367	4.38998127340824	0.530714774093722	4137735543	400.0	0.3389513108614232	0.9213483146067416	0.6521535580524345	0.7897940074906367	4.38998127340824	0.530714774093722	20	COMPLETE
21	0.802434456928839	2020-04-06 13:46:00.385114	2020-04-06 14:44:41.962368	8.92654224383711	256	0.401515785418492	400	17	0.0010696557757918725	256	0.15161926834233636	0.2340823970037453	0.802434456928839	0.47846441947565543	0.6235955056179775	7.2982209737827715	0.4082428857168639	0.2340823970037453	0.802434456928839	0.47846441947565543	0.6235955056179775	7.2982209737827715	0.4082428857168639	2943578882	650.0	0.2340823970037453	0.802434456928839	0.47846441947565543	0.6235955056179775	7.2982209737827715	0.4082428857168639	21	COMPLETE
22	0.922752808988764	2020-04-06 14:44:42.003323	2020-04-06 14:52:53.241564	9.995065821554972	128	0.42806861806401	50	48	0.01898468887091084	256	0.08866659342311323	0.3651685393258427	0.922752808988764	0.6573033707865169	0.7940074906367042	4.262640449438202	0.5474840534988932	0.3651685393258427	0.922752808988764	0.6573033707865169	0.7940074906367042	4.262640449438202	0.5474840534988932	2385173128	250.0	0.3651685393258427	0.922752808988764	0.6573033707865169	0.7940074906367042	4.262640449438202	0.5474840534988932	22	COMPLETE
23	0.9012172284644194	2020-04-06 14:52:53.283613	2020-04-06 15:07:53.222902	9.843828177545184	128	0.1290072433674758	150	37	0.005931238220417997	128	0.1015036462061456	0.31320224719101125	0.9012172284644194	0.6165730337078652	0.7696629213483146	4.875936329588015	0.5047815757537877	0.31320224719101125	0.9012172284644194	0.6165730337078652	0.7696629213483146	4.875936329588015	0.5047815757537877	2058907280	250.0	0.31320224719101125	0.9012172284644194	0.6165730337078652	0.7696629213483146	4.875936329588015	0.5047815757537877	23	COMPLETE
24	0.9222846441947565	2020-04-06 15:07:53.265107	2020-04-06 16:46:39.108922	6.670912145570817	256	0.14715369486539626	350	89	0.0579119624340759	512	0.09083179005575175	0.3356741573033708	0.9222846441947565	0.6423220973782772	0.7808988764044944	4.3632958801498125	0.5273986589399139	0.3356741573033708	0.9222846441947565	0.6423220973782772	0.7808988764044944	4.3632958801498125	0.5273986589399139	1077451524	300.0	0.3356741573033708	0.9222846441947565	0.6423220973782772	0.7808988764044944	4.3632958801498125	0.5273986589399139	24	COMPLETE
25	0.9091760299625468	2020-04-06 16:46:39.148535	2020-04-06 17:05:43.780915	5.517550828601485	64	0.35236698327148974	300	43	0.0016204877758509634	256	0.09661576878418972	0.3539325842696629	0.9091760299625468	0.6521535580524345	0.7794943820224719	4.661516853932584	0.5348657352531061	0.3539325842696629	0.9091760299625468	0.6521535580524345	0.7794943820224719	4.661516853932584	0.5348657352531061	881451588	550.0	0.3539325842696629	0.9091760299625468	0.6521535580524345	0.7794943820224719	4.661516853932584	0.5348657352531061	25	COMPLETE
26	0.9316479400749064	2020-04-06 17:05:43.822965	2020-04-06 17:12:01.211036	5.771176904234114	128	0.3746768378571555	50	52	0.01590974577256397	128	0.08946337156025658	0.32631086142322097	0.9316479400749064	0.6676029962546817	0.8047752808988764	4.303838951310861	0.528407835293584	0.32631086142322097	0.9316479400749064	0.6676029962546817	0.8047752808988764	4.303838951310861	0.528407835293584	2924368639	200.0	0.32631086142322097	0.9316479400749064	0.6676029962546817	0.8047752808988764	4.303838951310861	0.528407835293584	26	COMPLETE
27	0.9283707865168539	2020-04-06 17:12:01.254473	2020-04-06 17:32:14.641402	1.0744606870921996	64	0.1678145316555272	100	97	0.0051438983809583925	256	0.08661786578281709	0.3553370786516854	0.9283707865168539	0.6825842696629213	0.8122659176029963	4.1793071161048685	0.548211714183847	0.3553370786516854	0.9283707865168539	0.6825842696629213	0.8122659176029963	4.1793071161048685	0.548211714183847	495215540	400.0	0.3553370786516854	0.9283707865168539	0.6825842696629213	0.8122659176029963	4.1793071161048685	0.548211714183847	27	COMPLETE
28	0.9297752808988764	2020-04-06 17:32:14.684266	2020-04-06 18:01:26.104842	4.111291450830278	64	0.4484838117131385	400	53	0.0052191324412702205	128	0.08182236395361188	0.38670411985018727	0.9297752808988764	0.7083333333333334	0.8431647940074907	3.9353932584269664	0.5765601685326615	0.38670411985018727	0.9297752808988764	0.7083333333333334	0.8431647940074907	3.9353932584269664	0.5765601685326615	1793677330	300.0	0.38670411985018727	0.9297752808988764	0.7083333333333334	0.8431647940074907	3.9353932584269664	0.5765601685326615	28	COMPLETE
29	0.8824906367041199	2020-04-06 18:01:26.145193	2020-04-06 18:20:15.114007	4.6946488486935145	128	0.14845348229822128	400	60	0.005446154968593681	256	0.10874231256045792	0.2907303370786517	0.8824906367041199	0.5880149812734082	0.7378277153558053	5.227528089887641	0.48102029867654683	0.2907303370786517	0.8824906367041199	0.5880149812734082	0.7378277153558053	5.227528089887641	0.48102029867654683	312872782	200.0	0.2907303370786517	0.8824906367041199	0.5880149812734082	0.7378277153558053	5.227528089887641	0.48102029867654683	29	COMPLETE
30	0.8211610486891385	2020-04-06 18:20:15.158307	2020-04-06 19:15:03.287011	9.764735146490128	256	0.35378951417398924	450	47	0.004060535608169171	512	0.14699006935647838	0.25140449438202245	0.8211610486891385	0.5177902621722846	0.6554307116104869	7.056647940074907	0.43044605170965167	0.25140449438202245	0.8211610486891385	0.5177902621722846	0.6554307116104869	7.056647940074907	0.43044605170965167	945613637	250.0	0.25140449438202245	0.8211610486891385	0.5177902621722846	0.6554307116104869	7.056647940074907	0.43044605170965167	30	COMPLETE
31	0.9161985018726592	2020-04-06 19:15:03.327969	2020-04-06 19:20:28.914532	6.776482529873003	64	0.22772575018579563	250	27	0.006798610389542326	512	0.09005434934506786	0.32865168539325845	0.9161985018726592	0.6540262172284644	0.7954119850187266	4.338014981273409	0.5242536040989777	0.32865168539325845	0.9161985018726592	0.6540262172284644	0.7954119850187266	4.338014981273409	0.5242536040989777	1176410369	300.0	0.32865168539325845	0.9161985018726592	0.6540262172284644	0.7954119850187266	4.338014981273409	0.5242536040989777	31	COMPLETE
32	0.8960674157303371	2020-04-06 19:20:28.954368	2020-04-06 19:39:18.937756	7.812808275871584	128	0.23552800395087956	200	84	0.004451629422206363	128	0.10206698774872872	0.32303370786516855	0.8960674157303371	0.62687265917603	0.7602996254681648	4.912453183520599	0.5118148282178846	0.32303370786516855	0.8960674157303371	0.62687265917603	0.7602996254681648	4.912453183520599	0.5118148282178846	2745687394	250.0	0.32303370786516855	0.8960674157303371	0.62687265917603	0.7602996254681648	4.912453183520599	0.5118148282178846	32	COMPLETE
33	0.9147940074906367	2020-04-06 19:39:18.978805	2020-04-06 20:22:20.272213	1.6873178490210656	256	0.28670244678678763	450	36	0.023402306530449404	256	0.09995442157531025	0.27762172284644193	0.9147940074906367	0.5950374531835206	0.7593632958801498	4.8155430711610485	0.47898606691467926	0.27762172284644193	0.9147940074906367	0.5950374531835206	0.7593632958801498	4.8155430711610485	0.47898606691467926	2735804164	250.0	0.27762172284644193	0.9147940074906367	0.5950374531835206	0.7593632958801498	4.8155430711610485	0.47898606691467926	33	COMPLETE
34	0.9204119850187266	2020-04-06 20:22:20.313507	2020-04-06 20:58:40.283693	8.078608631049775	128	0.31508783360664694	450	80	0.01294641824411186	128	0.09259096524601433	0.36235955056179775	0.9204119850187266	0.6741573033707865	0.8066479400749064	4.444756554307116	0.5494801061033775	0.36235955056179775	0.9204119850187266	0.6741573033707865	0.8066479400749064	4.444756554307116	0.5494801061033775	1353352813	250.0	0.36235955056179775	0.9204119850187266	0.6741573033707865	0.8066479400749064	4.444756554307116	0.5494801061033775	34	COMPLETE
35	0.772003745318352	2020-04-06 20:58:40.324331	2020-04-06 21:29:59.195068	5.288743580179989	256	0.24437352279108066	50	39	0.0011897444302094598	512	0.17879355347223497	0.21863295880149813	0.772003745318352	0.46301498127340823	0.6034644194756554	8.639044943820224	0.39137240122751366	0.21863295880149813	0.772003745318352	0.46301498127340823	0.6034644194756554	8.639044943820224	0.39137240122751366	3881155218		0.21863295880149813	0.772003745318352	0.46301498127340823	0.6034644194756554	8.639044943820224	0.39137240122751366	35	COMPLETE
36	0.9101123595505618	2020-04-06 21:29:59.235196	2020-04-06 21:56:58.486095	8.668681694497199	256	0.24403022879522449	50	91	0.013776884858623873	128	0.09426800862533713	0.3202247191011236	0.9101123595505618	0.6432584269662921	0.7874531835205992	4.526685393258427	0.5155756212864844	0.3202247191011236	0.9101123595505618	0.6432584269662921	0.7874531835205992	4.526685393258427	0.5155756212864844	1743927044	250.0	0.3202247191011236	0.9101123595505618	0.6432584269662921	0.7874531835205992	4.526685393258427	0.5155756212864844	36	COMPLETE
37	0.9105805243445693	2020-04-06 21:56:58.525916	2020-04-06 22:00:58.642798	6.306490342205053	128	0.143218242124384	100	16	0.056312344946176505	128	0.1009483251865423	0.3366104868913858	0.9105805243445693	0.6455992509363296	0.7710674157303371	4.8684456928838955	0.5230531353520882	0.3366104868913858	0.9105805243445693	0.6455992509363296	0.7710674157303371	4.8684456928838955	0.5230531353520882	2222124406	200.0	0.3366104868913858	0.9105805243445693	0.6455992509363296	0.7710674157303371	4.8684456928838955	0.5230531353520882	37	COMPLETE
38	0.8469101123595506	2020-04-06 22:00:58.683734	2020-04-07 00:26:44.606374	7.929222437912367	256	0.383012661755243	300	96	0.0046083903410058386	512	0.13360262704203918	0.25936329588014984	0.8469101123595506	0.5435393258426966	0.6872659176029963	6.411985018726591	0.44497796861557715	0.25936329588014984	0.8469101123595506	0.5435393258426966	0.6872659176029963	6.411985018726591	0.44497796861557715	1539336796	450.0	0.25936329588014984	0.8469101123595506	0.5435393258426966	0.6872659176029963	6.411985018726591	0.44497796861557715	38	COMPLETE
39	0.9382022471910112	2020-04-07 00:26:44.652464	2020-04-07 00:42:39.129656	7.696912232488896	64	0.3179891111119375	200	53	0.008359793281778705	128	0.08358852941916091	0.38670411985018727	0.9382022471910112	0.7036516853932584	0.8370786516853933	4.028558052434457	0.5747102135952167	0.38670411985018727	0.9382022471910112	0.7036516853932584	0.8370786516853933	4.028558052434457	0.5747102135952167	1249625776	300.0	0.38670411985018727	0.9382022471910112	0.7036516853932584	0.8370786516853933	4.028558052434457	0.5747102135952167	39	COMPLETE
40	0.9260299625468165	2020-04-07 00:42:39.173048	2020-04-07 01:14:11.614212	4.493365902792089	256	0.3996837132545082	450	35	0.025147293094925232	256	0.09078624463737821	0.3408239700374532	0.9260299625468165	0.6432584269662921	0.7855805243445693	4.36189138576779	0.5282887167483936	0.3408239700374532	0.9260299625468165	0.6432584269662921	0.7855805243445693	4.36189138576779	0.5282887167483936	1382035988	200.0	0.3408239700374532	0.9260299625468165	0.6432584269662921	0.7855805243445693	4.36189138576779	0.5282887167483936	40	COMPLETE
41	0.8122659176029963	2020-04-07 01:14:11.654581	2020-04-07 01:56:32.839246	9.427714383455251	128	0.28584387901465685	150	59	0.0016021607011235867	512	0.15211925877708146	0.23829588014981273	0.8122659176029963	0.49204119850187267	0.647003745318352	7.358614232209738	0.4164366327341548	0.23829588014981273	0.8122659176029963	0.49204119850187267	0.647003745318352	7.358614232209738	0.4164366327341548	1417883770	900.0	0.23829588014981273	0.8122659176029963	0.49204119850187267	0.647003745318352	7.358614232209738	0.4164366327341548	41	COMPLETE
42	0.9344569288389513	2020-04-07 01:56:32.880711	2020-04-07 02:08:51.768961	3.1728485723833195	64	0.19235832479380904	400	75	0.006035290026733904	128	0.08280354641179104	0.3586142322097378	0.9344569288389513	0.6942883895131086	0.8211610486891385	3.9897003745318353	0.5553569060557818	0.3586142322097378	0.9344569288389513	0.6942883895131086	0.8211610486891385	3.9897003745318353	0.5553569060557818	1130306014	200.0	0.3586142322097378	0.9344569288389513	0.6942883895131086	0.8211610486891385	3.9897003745318353	0.5553569060557818	42	COMPLETE
43	0.9157303370786517	2020-04-07 02:08:51.809218	2020-04-07 02:25:14.814450	2.373432605513077	64	0.44257165376581964	50	53	0.0018572382003794814	128	0.09486816880338536	0.3291198501872659	0.9157303370786517	0.6203183520599251	0.7799625468164794	4.583333333333333	0.5153223582242833	0.3291198501872659	0.9157303370786517	0.6203183520599251	0.7799625468164794	4.583333333333333	0.5153223582242833	271098224	650.0	0.3291198501872659	0.9157303370786517	0.6203183520599251	0.7799625468164794	4.583333333333333	0.5153223582242833	43	COMPLETE
44	0.9199438202247191	2020-04-07 02:25:14.857726	2020-04-07 02:54:35.915060	2.3484314884733557	256	0.4823236424435382	250	36	0.010351167492077028	256	0.0908225609359335	0.31788389513108617	0.9199438202247191	0.6390449438202247	0.7954119850187266	4.38061797752809	0.5156293316073856	0.31788389513108617	0.9199438202247191	0.6390449438202247	0.7954119850187266	4.38061797752809	0.5156293316073856	3622773054	300.0	0.31788389513108617	0.9199438202247191	0.6390449438202247	0.7954119850187266	4.38061797752809	0.5156293316073856	44	COMPLETE
45	0.9176029962546817	2020-04-07 02:54:35.959317	2020-04-07 03:13:37.679899	6.771630876488793	128	0.3167705713103307	100	93	0.009521839767738034	512	0.089652324362208	0.3553370786516854	0.9176029962546817	0.6685393258426966	0.7940074906367042	4.306179775280899	0.5427286577044369	0.3553370786516854	0.9176029962546817	0.6685393258426966	0.7940074906367042	4.306179775280899	0.5427286577044369	3738682611	400.0	0.3553370786516854	0.9176029962546817	0.6685393258426966	0.7940074906367042	4.306179775280899	0.5427286577044369	45	COMPLETE
46	0.9063670411985019	2020-04-07 03:13:37.721472	2020-04-07 03:26:50.473411	5.6496734773634785	64	0.10816282070597127	200	66	0.003094675302763751	512	0.10013540411954013	0.32209737827715357	0.9063670411985019	0.6451310861423221	0.7790262172284644	4.833333333333333	0.516956642245551	0.32209737827715357	0.9063670411985019	0.6451310861423221	0.7790262172284644	4.833333333333333	0.516956642245551	1623921396	400.0	0.32209737827715357	0.9063670411985019	0.6451310861423221	0.7790262172284644	4.833333333333333	0.516956642245551	46	COMPLETE
47	0.9063670411985019	2020-04-07 03:26:50.516168	2020-04-07 06:02:46.945256	6.7412200354119305	256	0.11854105696216194	450	91	0.020439623839088778	256	0.10181387905589538	0.27340823970037453	0.9063670411985019	0.5669475655430711	0.7420411985018727	4.915262172284645	0.4686258043329029	0.27340823970037453	0.9063670411985019	0.5669475655430711	0.7420411985018727	4.915262172284645	0.4686258043329029	3054713320	350.0	0.27340823970037453	0.9063670411985019	0.5669475655430711	0.7420411985018727	4.915262172284645	0.4686258043329029	47	COMPLETE
