number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.3748402197194777	2019-12-28 21:17:32.368010	2019-12-28 23:54:18.430580	0.8359994942737154	14.17445468587532	150.0	1	50.0	0.056751467704677955	2000.0	0.39725333198414714	0.0010018655427347476	0.3748402197194777	0.3291776065777655	0.3554549851447523	8051.748905289159	0.1680660259193667	0.0010018655427347476	0.3748402197194777	0.3291776065777655	0.3554549851447523	8051.742395322324	0.1680660274620356	0.0010018655427347476	0.3748402197194777	0.3291776065777655	0.3554549851447523	8051.755415255994	0.16806602439628446	9											
10	TrialState.COMPLETE	0.4734166329421287	2019-12-28 23:54:18.431678	2019-12-29 02:34:31.336740	0.687259159101302	9.346241485510774	250.0	1	100.0	0.09256485380514978	1700.0	0.2178648703885565	0.003171792796438689	0.4734166329421287	0.36367867260218534	0.424048968029138	4415.372179785512	0.19540078587561424	0.003171792796438689	0.4734166329421287	0.36367867260218534	0.42405402670983405	4415.368261837313	0.19540088111396448	0.003171792796438689	0.4734166329421287	0.36367867260218534	0.424048968029138	4415.376097733711	0.19540070603202297	10											
11	TrialState.COMPLETE	0.3187593734377604	2019-12-29 02:34:31.337668	2019-12-29 04:12:03.814082	0.9924715466272973	23.81840851196536	450.0	1	50.0	0.03191545620129766	800.0	0.4968710265802355	0.000708215297450425	0.3187593734377604	0.26311239793367774	0.2951278953507749	10071.10059781703	0.13604519654036157	0.000708215297450425	0.3187593734377604	0.26311239793367774	0.2951278953507749	10071.090630728211	0.1360451983179201	0.000708215297450425	0.3187593734377604	0.26311239793367774	0.2951278953507749	10071.110564905848	0.13604519477661994	11											
12	TrialState.COMPLETE	0.0006639518413597734	2019-12-29 04:12:03.815183	2019-12-29 04:19:57.381861	0.6460108590889957	27.319762886676838	50.0	1	20.0	0.0010515114815596606	1400.0	1.0028661512153014	0.0003098441926345609	0.0006639518413597734	0.0003541076487252125	0.000398371104815864	20331.457839058072	0.0006028609908562538	0.0003098441926345609	0.0006639518413597734	0.0003541076487252125	0.000398371104815864	20331.447592067987	0.0006028610770644358	0.0003098441926345609	0.0006639518413597734	0.0003541076487252125	0.000398371104815864	20331.46808604816	0.0006028609046752026	12	0.0009737960339943342	0.000767233238904627									
13	TrialState.COMPLETE	0.004213881019830028	2019-12-29 04:19:57.382810	2019-12-29 04:39:20.503820	0.5786612648830851	21.837411213653105	450.0	1	70.0	0.0014620991885207792	900.0	0.8981054669238101	0.000708215297450425	0.004213881019830028	0.0031161473087818695	0.0035056657223796034	18207.105825070823	0.0023815459919398724	0.000708215297450425	0.004213881019830028	0.0031161473087818695	0.0035056657223796034	18207.09026203966	0.0023815480088182042	0.000708215297450425	0.004213881019830028	0.0031161473087818695	0.0035056657223796034	18207.121388101983	0.0023815439931442793	13		0.0034820585457979226	0.003939447592067989								
14	TrialState.COMPLETE	0.002213172804532578	2019-12-29 04:39:20.504732	2019-12-29 04:48:49.447394	0.7667066301401938	26.6215501568464	250.0	1	80.0	0.01992891536974773	1400.0	0.869629014992078	0.000708215297450425	0.002213172804532578	0.0011951133144475921	0.0016377478753541077	17629.72800106232	0.0015116398865674663	0.000708215297450425	0.002213172804532578	0.0011951133144475921	0.0016377478753541077	17629.71197769122	0.0015116405358328304	0.000708215297450425	0.002213172804532578	0.0011951133144475921	0.0016377478753541077	17629.74402443343	0.001511639238550442	14	0.00141643059490085	0.0019475920679886685									
15	TrialState.COMPLETE	0.0003098441926345609	2019-12-29 04:48:49.449098	2019-12-29 04:58:08.887534	0.8443130676627217	5.321465002356764	250.0	2	50.0	0.012043196268333002	1800.0	0.9949547430310233	0.00017705382436260624	0.0003098441926345609	0.00017705382436260624	0.00017705382436260624	20170.914881373938	0.0004322638276089952	0.00017705382436260624	0.0003098441926345609	0.00017705382436260624	0.00017705382436260624	20170.86707684136	0.0004322644077839509	0.00017705382436260624	0.0003098441926345609	0.00017705382436260624	0.00017705382436260624	20170.962685906514	0.00043226324772788113	15	0.0004426345609065156	0.0003541076487252125									
16	TrialState.COMPLETE	0.022685021246458922	2019-12-29 04:58:08.888566	2019-12-29 06:21:57.125575	0.21542185359884747	14.352291365324405	450.0	2	30.0	0.024904936662866518	1800.0	0.9411950490925508	0.006429266997167139	0.022685021246458922	0.011043732294617564	0.016034436968838526	19080.63732183959	0.011403813790622842	0.006429266997167139	0.022685021246458922	0.011043732294617564	0.016034436968838526	19080.520615704674	0.011403828509107514	0.006429266997167139	0.022685021246458922	0.011043732294617564	0.016034436968838526	19080.754027974504	0.011403799309429138	16								0.02084176446782679	0.02182483474976393		
17	TrialState.COMPLETE	0.0008410056657223796	2019-12-29 06:21:57.126621	2019-12-29 06:30:21.413462	0.3589759194183536	29.254015954828976	150.0	2	40.0	0.0011362755920979047	1000.0	1.0136185272523601	0.0004426345609065156	0.0008410056657223796	0.0004868980169971671	0.0005311614730878187	20549.290301876772	0.0006968702800898285	0.0004426345609065156	0.0008410056657223796	0.0004868980169971671	0.0005311614730878187	20549.261597025496	0.0006968706645941466	0.0004426345609065156	0.0008410056657223796	0.0004868980169971671	0.0005311614730878187	20549.319006728045	0.00069686989579832	17	0.0009737960339943342	0.0008852691218130312									
18	TrialState.COMPLETE	0.0004868980169971671	2019-12-29 06:30:21.414534	2019-12-29 06:40:07.968421	0.7020812371201676	23.885799396726675	250.0	2	100.0	0.0026147551649393324	1500.0	1.0103158786919737	0.00017705382436260624	0.0004868980169971671	0.00017705382436260624	0.0003098441926345609	20482.411561614732	0.00042971368847059534	0.00017705382436260624	0.0004868980169971671	0.00017705382436260624	0.0003098441926345609	20482.348796033995	0.00042971553902468524	0.00017705382436260624	0.0004868980169971671	0.00017705382436260624	0.0003098441926345609	20482.47432719547	0.00042971184248832443	18	0.0006196883852691218	0.0005311614730878187									
19	TrialState.COMPLETE	0.0007524787535410764	2019-12-29 06:40:07.969347	2019-12-29 06:49:37.148367	0.4835452888923544	25.71338850783691	250.0	1	70.0	0.004688752618525815	1300.0	0.9689653792065945	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.0007524787535410764	19643.544197060906	0.0009146143946134011	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.0007524787535410764	19643.52797450425	0.0009146145896379554	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.0007524787535410764	19643.560419617563	0.0009146141996525607	19	0.000796742209631728	0.000767233238904627									
20	TrialState.COMPLETE	0.41583746458923515	2019-12-29 06:49:37.149429	2019-12-29 08:09:02.222365	0.8019027036984175	1.1396558810385797	250.0	1	40.0	0.09814758412051366	1800.0	0.22855418603081595	0.006170325779036827	0.41583746458923515	0.2503983711048159	0.3339323654390935	4632.361796211048	0.15073267424797268	0.006170325779036827	0.41583746458923515	0.2503983711048159	0.3339323654390935	4632.358445467422	0.15073267455946693	0.006170325779036827	0.41583746458923515	0.2503983711048159	0.3339323654390935	4632.365146954674	0.1507326739373353	20										0.41441414856783126	0.415163262263307
21	TrialState.COMPLETE	0.0004426345609065156	2019-12-29 08:09:02.223281	2019-12-29 08:17:01.391305	0.14027180997167138	20.76749667142753	50.0	2	50.0	0.01073813844902976	1000.0	1.008935794008605	0.0003098441926345609	0.0004426345609065156	0.0003098441926345609	0.0003098441926345609	20454.333657932013	0.0004964767717844463	0.0003098441926345609	0.0004426345609065156	0.0003098441926345609	0.0003098441926345609	20454.28116147309	0.0004964776365922241	0.0003098441926345609	0.0004426345609065156	0.0003098441926345609	0.0003098441926345609	20454.386154390933	0.0004964759080192917	21	0.0005311614730878187	0.00047214353163361664									
22	TrialState.COMPLETE	0.2866703763658438	2019-12-29 08:17:01.392349	2019-12-29 10:31:39.977223	0.13186596955598612	12.163967762495131	150.0	1	60.0	0.016347944062779618	1700.0	0.5008359460262753	0.000708215297450425	0.2866703763658438	0.21338526912181302	0.25649028733306356	10151.567391744233	0.11330963265064961	0.000708215297450425	0.2866703763658438	0.2133903278025091	0.25649028733306356	10151.562110481587	0.11330987687287455	0.000708215297450425	0.2866703763658438	0.21338526912181302	0.25649028733306356	10151.57267300688	0.11330944871080559	22											
23	TrialState.COMPLETE	0.0011508498583569404	2019-12-29 10:31:39.978151	2019-12-29 10:39:53.653548	0.37575839417819734	24.28033709822514	50.0	2	20.0	0.06668416824058097	1300.0	0.9889383995302238	0.0	0.0011508498583569404	0.0	0.0010623229461756375	20048.94301080028	0.0006405463280106447	0.0	0.0011508498583569404	0.0	0.0010623229461756375	20048.873052407933	0.0006406671022168831	0.0	0.0011508498583569404	0.0	0.0010623229461756375	20049.012969192634	0.0006404315284853016	23	0.0	0.000767233238904627									
24	TrialState.COMPLETE	0.24879789771880126	2019-12-29 10:39:53.654629	2019-12-29 12:21:59.247813	0.6876227549839056	13.81931968600955	350.0	1	90.0	0.009130911788400054	900.0	0.5116144842774809	0.000708215297450425	0.24879789771880126	0.1855337706873416	0.2208140748471746	10369.810119091993	0.10133567023960725	0.000708215297450425	0.24879789771880126	0.1855337706873416	0.2208140748471746	10369.79968689429	0.10133579731829727	0.000708215297450425	0.24879789771880126	0.1855337706873416	0.2208140748471746	10369.820551289697	0.10133556040284519	24											
25	TrialState.COMPLETE	0.0031427053824362606	2019-12-29 12:21:59.248997	2019-12-29 12:31:12.093756	0.7422364931588196	10.065982782477548	250.0	1	30.0	0.0010928544960535703	1900.0	0.9853586907383481	0.000708215297450425	0.0031427053824362606	0.0023902266288951843	0.002788597733711048	19976.41255754249	0.0018817842580865127	0.000708215297450425	0.0031427053824362606	0.0023902266288951843	0.002788597733711048	19976.394254603398	0.0018817868928185477	0.000708215297450425	0.0031427053824362606	0.0023902266288951843	0.002788597733711048	19976.430860481585	0.0018817816361228728	25	0.0016820113314447592	0.0026558073654390935									
26	TrialState.COMPLETE	0.0010180594900849858	2019-12-29 12:31:12.094841	2019-12-29 12:39:29.173436	0.27991010894770035	20.494511898465202	150.0	1	50.0	0.00791968433886107	1600.0	0.951720987958461	0.000708215297450425	0.0010180594900849858	0.000708215297450425	0.000796742209631728	19294.068652620397	0.0010115362430041914	0.000708215297450425	0.0010180594900849858	0.000708215297450425	0.000796742209631728	19294.053071883853	0.0010115366963101796	0.000708215297450425	0.0010180594900849858	0.000708215297450425	0.000796742209631728	19294.08423335694	0.0010115357902327807	26	0.0009737960339943342	0.0010033050047214354									
27	TrialState.COMPLETE	0.025280756778632132	2019-12-29 12:39:29.174577	2019-12-29 14:01:15.996247	0.7880377006605754	11.07605442056271	450.0	1	100.0	0.001965070308907116	1200.0	0.703201049318328	0.000708215297450425	0.025280756778632132	0.012924929178470254	0.017300687980574665	14254.30151633954	0.011724779743917557	0.000708215297450425	0.025280756778632132	0.012924929178470254	0.017300687980574665	14254.287383650344	0.0117248070573415	0.000708215297450425	0.025280756778632132	0.012924929178470254	0.017300687980574665	14254.315649028733	0.011724753881009749	27						0.02379898489140699	0.024596862061451296				
28	TrialState.COMPLETE	0.027076588425738568	2019-12-29 14:01:15.997279	2019-12-29 14:54:56.888197	0.15244077110674098	16.553228729466326	250.0	2	40.0	0.057383388107698136	1400.0	0.9349706199751184	0.008549170376365843	0.027076588425738568	0.013405503844597329	0.018691825171995143	18954.311374443547	0.014294537946712881	0.008549170376365843	0.027076588425738568	0.013405503844597329	0.018691825171995143	18954.151052205583	0.014294577844236248	0.008549170376365843	0.027076588425738568	0.013405503844597329	0.018691825171995143	18954.471696681507	0.01429450019085063	28						0.02533345136921624	0.02627206363042057				
29	TrialState.COMPLETE	0.02342169162282477	2019-12-29 14:54:56.889052	2019-12-29 16:04:37.805367	0.513044733193627	11.946665121201196	450.0	1	10.0	0.001984133839768017	1500.0	0.7052411336697941	0.000708215297450425	0.02342169162282477	0.01145791177660866	0.01578308377175233	14295.811684287737	0.011158895726085003	0.000708215297450425	0.02342169162282477	0.01145791177660866	0.01578308377175233	14295.797071023877	0.011158897318413935	0.000708215297450425	0.02342169162282477	0.01145791177660866	0.01578308377175233	14295.826297551599	0.011158894140142959	29						0.021807129367327666	0.022676509043364566				
30	TrialState.COMPLETE	0.02809707997385051	2019-12-29 16:04:37.806229	2019-12-29 16:48:49.285950	0.5422605520896906	2.3769309233755473	50.0	2	80.0	0.07445151088550019	2000.0	0.886427369189788	0.008158095445630856	0.02809707997385051	0.015294726519938984	0.02121921987361081	17969.92159920462	0.014812024161978493	0.008158095445630856	0.02809707997385051	0.015294726519938984	0.02121921987361081	17969.90996132055	0.014812035140186102	0.008158095445630856	0.02809707997385051	0.015294726519938984	0.02121921987361081	17969.93323708869	0.014812013595014788	30					0.026606361061035283	0.027413833805476864					
31	TrialState.COMPLETE	0.0326221671388102	2019-12-29 16:48:49.286841	2019-12-29 17:51:06.755141	0.16761251134286625	11.230418369236473	450.0	2	60.0	0.09540696679463617	1700.0	0.935861527536332	0.00994452313503305	0.0326221671388102	0.01645125118035883	0.023120278564683665	18972.14653417139	0.01725060136860201	0.00994452313503305	0.0326221671388102	0.01645125118035883	0.023120278564683665	18972.041283050046	0.017250619644893557	0.00994452313503305	0.0326221671388102	0.01645125118035883	0.023120278564683665	18972.25178529273	0.017250583582438743	31				0.031072946175637394	0.03191797579191347						
32	TrialState.COMPLETE	0.36046723068677744	2019-12-29 17:51:06.756010	2019-12-29 21:11:05.452429	0.6320491865451204	9.888768357772513	350.0	1	80.0	0.010717683467971147	1800.0	0.35781919208564905	0.0007991348288798714	0.36046723068677744	0.26677226092948475	0.32054398591225786	7252.013487194702	0.14245999551568067	0.0007991348288798714	0.36046723068677744	0.26677226092948475	0.32054398591225786	7252.005464742363	0.1424599971079751	0.0007991348288798714	0.36046723068677744	0.26677226092948475	0.32054398591225786	7252.021509647041	0.1424599939435611	32											
