number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.005063739376770539	2020-01-06 19:00:23.072989	2020-01-06 19:17:26.902293	0.5181170065320511	24.927552266274482	450.0	20.0	0.008811195976163737	800.0	0.859972393623278	0.0023725212464589234	0.005063739376770539	0.0031161473087818695	0.003930594900849858	17434.359259915014	0.0034178990039469464	0.0023725212464589234	0.005063739376770539	0.0031161473087818695	0.003930594900849858	17434.356728045324	0.003417899009441482	0.0023725212464589234	0.005063739376770539	0.0031161473087818695	0.003930594900849858	17434.361791784704	0.003417898998452718	9		0.003600094428706327	0.004514872521246459										
10	TrialState.COMPLETE	0.1532159412825135	2020-01-06 19:17:26.928679	2020-01-06 19:54:34.796630	0.7162753306785552	1.014532853795994	50.0	200.0	0.007688209237918326	900.0	0.20612570756884685	0.05596510430079835	0.1532159412825135	0.09303373680144218	0.11477916559361319	4178.110304532578	0.09074867274218047	0.05596510430079835	0.1532159412825135	0.09303373680144218	0.11477916559361319	4178.10995042493	0.090748672793899	0.05596510430079835	0.1532159412825135	0.09303373680144218	0.11477916559361319	4178.110658640227	0.09074867269054056	10								0.15197119924457034	0.1526558073654391				
11	TrialState.COMPLETE	0.23100076269339725	2020-01-06 19:54:34.797775	2020-01-06 20:45:13.098228	0.7057995199028675	9.709276135661389	250.0	10.0	0.002111945142622831	600.0	0.31280445106702065	0.1287726084114186	0.23100076269339725	0.1739213336238832	0.19684299411636522	6340.412780562214	0.1646586210978752	0.1287726084114186	0.23100076269339725	0.1739213336238832	0.19684299411636522	6340.411786336893	0.16465862110816565	0.1287726084114186	0.23100076269339725	0.1739213336238832	0.19684299411636522	6340.413774787536	0.16465862108758775	11													
12	TrialState.COMPLETE	0.0008852691218130312	2020-01-06 20:45:13.099402	2020-01-06 21:02:07.149977	0.49068765327922703	15.048970194922806	350.0	150.0	0.033413809088007076	700.0	0.9380361481336055	8.852691218130312e-05	0.0008852691218130312	0.0003541076487252125	0.0005754249291784702	19016.934158109067	0.0005564184775236251	8.852691218130312e-05	0.0008852691218130312	0.0003541076487252125	0.0005754249291784702	19016.928824362607	0.00055641850573064	8.852691218130312e-05	0.0008852691218130312	0.0003541076487252125	0.0005754249291784702	19016.939491855523	0.0005564184493260666	12	0.000708215297450425	0.0008262511803588291											
13	TrialState.COMPLETE	0.035574199171932885	2020-01-06 21:02:07.156643	2020-01-06 22:01:10.881056	0.10395632279468853	27.3661406928741	150.0	170.0	0.005948971619379598	900.0	0.32493839319669926	0.014504794072782741	0.035574199171932885	0.022867182392678143	0.027102854652429724	6586.842939638265	0.022782109163011884	0.014504794072782741	0.035574199171932885	0.022867182392678143	0.027102854652429724	6586.84165940292	0.022782109185176667	0.014504794072782741	0.035574199171932885	0.022867182392678143	0.027102854652429724	6586.844219873611	0.022782109140853855	13										0.03431625032191604	0.034997639282341834		
14	TrialState.COMPLETE	0.0491565799639454	2020-01-06 22:01:10.882172	2020-01-06 22:41:07.932575	0.7448294149820376	26.972716027258823	50.0	160.0	0.004660948959548675	500.0	0.3473848571604704	0.01897695081122843	0.0491565799639454	0.0305176409992274	0.037213494720576876	7042.0581299896985	0.030786322567887308	0.01897695081122843	0.0491565799639454	0.0305176409992274	0.037213494720576876	7042.056512361576	0.030786322625741023	0.01897695081122843	0.0491565799639454	0.0305176409992274	0.037213494720576876	7042.059747617821	0.030786322510083203	14													
15	TrialState.COMPLETE	0.0018148016997167138	2020-01-06 22:41:07.933698	2020-01-06 22:51:13.090502	0.7816978543726768	25.00680870574012	150.0	120.0	0.01454746445013929	500.0	0.7699916424361233	0.0003541076487252125	0.0018148016997167138	0.0006639518413597734	0.0010180594900849858	15610.330869334277	0.0010796348401797943	0.0003541076487252125	0.0018148016997167138	0.0006639518413597734	0.0010180594900849858	15610.328169263455	0.0010796348652648566	0.0003541076487252125	0.0018148016997167138	0.0006639518413597734	0.0010180594900849858	15610.333569405098	0.0010796348151042895	15	0.000796742209631728	0.001475448536355052											
16	TrialState.COMPLETE	0.0010623229461756375	2020-01-06 22:51:13.091617	2020-01-06 23:04:43.158110	0.42375644949272184	19.472901658404805	450.0	60.0	0.06274913999182273	900.0	0.9700016499194646	8.852691218130312e-05	0.0010623229461756375	0.0004868980169971671	0.0006196883852691218	19664.70752921388	0.0006221498175795316	8.852691218130312e-05	0.0010623229461756375	0.0004868980169971671	0.0006196883852691218	19664.702638101982	0.0006221498384884609	8.852691218130312e-05	0.0010623229461756375	0.0004868980169971671	0.0006196883852691218	19664.71242032578	0.0006221497966745655	16	0.000708215297450425	0.0009442870632672333											
17	TrialState.COMPLETE	0.029902423670129054	2020-01-06 23:04:43.159230	2020-01-07 00:08:50.606413	0.6803357456245814	20.174896500213865	350.0	190.0	0.005498231125919947	800.0	0.4082372846265842	0.005232924142272584	0.029902423670129054	0.017980799496380234	0.022859615989927605	8275.683821214983	0.015110487684024319	0.005232924142272584	0.029902423670129054	0.017980799496380234	0.022859615989927605	8275.682680201448	0.015110487692782185	0.005232924142272584	0.029902423670129054	0.017980799496380234	0.022859615989927605	8275.684962228517	0.015110487675267894	17						0.029188587616349657	0.029590120396600566						
18	TrialState.COMPLETE	0.3653716444084716	2020-01-07 00:08:50.607624	2020-01-07 02:36:19.923861	0.8177963594332822	10.800396182869827	450.0	100.0	0.0012739638045622425	1000.0	0.28101550770924033	0.21119991906110885	0.3653716444084716	0.2924170376365844	0.32601510859301225	5695.634320619182	0.2647454065773778	0.21119991906110885	0.3653716444084716	0.2924170376365844	0.32601510859301225	5695.632958990962	0.2647454067008566	0.21119991906110885	0.3653716444084716	0.2924170376365844	0.32601510859301225	5695.635682247404	0.26474540645416417	18												0.36528999552706126	0.3653328611898017
19	TrialState.COMPLETE	0.0005311614730878187	2020-01-07 02:36:19.924996	2020-01-07 02:53:12.289274	0.7061846777314238	28.268758193714053	350.0	150.0	0.014573160566448362	500.0	0.9474108441876081	8.852691218130312e-05	0.0005311614730878187	0.0002213172804532578	0.0003541076487252125	19207.130245219545	0.00039978571921261643	8.852691218130312e-05	0.0005311614730878187	0.0002213172804532578	0.0003541076487252125	19207.12508852691	0.0003997857288097917	8.852691218130312e-05	0.0005311614730878187	0.0002213172804532578	0.0003541076487252125	19207.135401912183	0.0003997857096159565	19	0.00017705382436260624	0.00041312559017941453											
20	TrialState.COMPLETE	0.1389143476087319	2020-01-07 02:53:12.290565	2020-01-07 03:58:53.022001	0.6937034719536376	22.784891408136332	50.0	200.0	0.0035261863558831673	800.0	0.2590742781107297	0.06082319613397767	0.1389143476087319	0.09114105982336278	0.10882561239793367	5251.580918805199	0.08882650072352052	0.06082319613397767	0.1389143476087319	0.09114105982336278	0.10882561239793367	5251.579872104649	0.08882650078274051	0.06082319613397767	0.1389143476087319	0.09114105982336278	0.10882561239793367	5251.581965505749	0.08882650066438508	20													
21	TrialState.COMPLETE	0.0014606940509915014	2020-01-07 03:58:53.023298	2020-01-07 04:07:50.412256	0.4687200247442167	8.304768487867248	150.0	60.0	0.032327864382983275	600.0	0.9257759716931864	0.000796742209631728	0.0014606940509915014	0.0011508498583569404	0.0011951133144475921	18768.32177319405	0.0013127789487083134	0.000796742209631728	0.0014606940509915014	0.0011508498583569404	0.0011951133144475921	18768.318519830027	0.001312778959868471	0.000796742209631728	0.0014606940509915014	0.0011508498583569404	0.0011951133144475921	18768.325026558072	0.0013127789375500317	21	0.0006196883852691218	0.0011803588290840415											
22	TrialState.COMPLETE	0.0011508498583569404	2020-01-07 04:07:50.413440	2020-01-07 04:17:47.320683	0.9204275513768055	22.207005188492495	250.0	50.0	0.019290100321621425	900.0	0.9621525869398603	0.000398371104815864	0.0011508498583569404	0.000708215297450425	0.0008410056657223796	19505.782091005665	0.0008690897816816744	0.000398371104815864	0.0011508498583569404	0.000708215297450425	0.0008410056657223796	19505.777664660058	0.0008690897928032924	0.000398371104815864	0.0011508498583569404	0.000708215297450425	0.0008410056657223796	19505.786517351276	0.0008690897705609016	22	0.0005311614730878187	0.0009442870632672333											
23	TrialState.COMPLETE	0.35560579646981916	2020-01-07 04:17:47.321814	2020-01-07 05:04:14.167494	0.7000932929193201	17.80596276304055	50.0	80.0	0.0011016261289073406	600.0	0.40064092131014545	0.2025631945957725	0.35560579646981916	0.29047722815428195	0.32128459359337547	8121.033149923731	0.25679704683262705	0.2025631945957725	0.35560579646981916	0.29047722815428195	0.32128459359337547	8121.031842449335	0.25679704689213134	0.2025631945957725	0.35560579646981916	0.29047722815428195	0.32128459359337547	8121.034457398126	0.25679704677318776	23													
24	TrialState.COMPLETE	0.014998988263860785	2020-01-07 05:04:14.168674	2020-01-07 05:51:57.336538	0.5873535129051473	2.801182719959046	350.0	200.0	0.035884614849879815	900.0	0.8009434552879285	0.0014923108053419669	0.014998988263860785	0.010952043707001214	0.012823755564548766	16237.583974099554	0.0071734914682544965	0.0014923108053419669	0.014998988263860785	0.010952043707001214	0.012823755564548766	16237.582254148117	0.007173491475251631	0.0014923108053419669	0.014998988263860785	0.010952043707001214	0.012823755564548766	16237.585694050991	0.007173491461258084	24				0.014058073654390935	0.014606940509915014								
25	TrialState.COMPLETE	0.006373937677053824	2020-01-07 05:51:57.337758	2020-01-07 06:18:40.090891	0.8337676784499245	12.108240371385529	250.0	90.0	0.016296145897633535	700.0	0.7410263307922472	0.0025040469445568596	0.006373937677053824	0.004223998381222178	0.005261027923917442	15023.065016693647	0.00425286680163877	0.0025040469445568596	0.006373937677053824	0.004223998381222178	0.005261027923917442	15023.063233508701	0.004252866806729079	0.0025040469445568596	0.006373937677053824	0.004223998381222178	0.005261027923917442	15023.066799878592	0.004252866796548815	25				0.005594900849858357	0.006049338999055713								
26	TrialState.COMPLETE	0.09707271010387157	2020-01-07 06:18:40.091998	2020-01-07 07:51:41.604582	0.9929009040083197	25.024114005072036	350.0	100.0	0.002845059458583478	700.0	0.30795202553899637	0.04329556185080265	0.09707271010387157	0.06552171860245515	0.07798630783758262	6242.265834513692	0.06311267379654871	0.04329556185080265	0.09707271010387157	0.06552171860245515	0.07798630783758262	6242.26484891407	0.06311267410227024	0.04329556185080265	0.09707271010387157	0.06552171860245515	0.07798630783758262	6242.266820113315	0.06311267349259135	26													
27	TrialState.COMPLETE	0.012413440352533837	2020-01-07 07:51:41.605806	2020-01-07 09:06:18.940065	0.5182427795806465	17.44138331211056	450.0	180.0	0.009218262041284347	500.0	0.5461632228346638	0.0014557758892036513	0.012413440352533837	0.007396915328926661	0.009305162102612528	11072.118350645263	0.006197136857285585	0.0014557758892036513	0.012413440352533837	0.007396915328926661	0.009305162102612528	11072.116580107018	0.0061971379267187566	0.0014557758892036513	0.012413440352533837	0.007396915328926661	0.009305162102612528	11072.120121183507	0.006197135798799368	27						0.010952043707001214	0.011774079320113314						
28	TrialState.COMPLETE	0.000796742209631728	2020-01-07 09:06:18.942191	2020-01-07 09:15:40.231783	0.16089298431611815	22.035594608088765	250.0	10.0	0.0556324973859444	700.0	0.9986140054725419	0.0003541076487252125	0.000796742209631728	0.0005754249291784702	0.0006639518413597734	20245.023260446174	0.0006846914975556109	0.0003541076487252125	0.000796742209631728	0.0005754249291784702	0.0006639518413597734	20245.02173335694	0.0006846915001943567	0.0003541076487252125	0.000796742209631728	0.0005754249291784702	0.0006639518413597734	20245.02478753541	0.0006846914949169974	28	0.0005311614730878187	0.000708215297450425											
29	TrialState.COMPLETE	0.0003098441926345609	2020-01-07 09:15:40.232895	2020-01-07 09:24:36.650624	0.43116424860176805	27.009442728280323	150.0	40.0	0.017384081373718465	500.0	0.9580938695091085	0.0	0.0003098441926345609	4.426345609065156e-05	8.852691218130312e-05	19423.617497344192	0.00024133662150357303	0.0	0.0003098441926345609	4.426345609065156e-05	8.852691218130312e-05	19423.614199716714	0.00024133663107956443	0.0	0.0003098441926345609	4.426345609065156e-05	8.852691218130312e-05	19423.62079497167	0.00024133661192832781	29	0.0002655807365439094	0.0002950897072710104											
30	TrialState.COMPLETE	0.40452713009370234	2020-01-07 09:24:36.652598	2020-01-07 10:12:22.521434	0.9060669552117177	10.526956591636683	50.0	100.0	0.0010966179508392906	600.0	0.32136953660409645	0.29092667247766396	0.40452713009370234	0.36509860536064503	0.3829674220963173	6514.501797777293	0.33512389930705416	0.29092667247766396	0.40452713009370234	0.36509860536064503	0.3829674220963173	6514.500708215298	0.3351238995920388	0.29092667247766396	0.40452713009370234	0.36509860536064503	0.3829674220963173	6514.502887339289	0.3351238990227493	30													
31	TrialState.COMPLETE	0.40923577131084216	2020-01-07 10:12:22.523247	2020-01-07 11:30:25.372735	0.4084967635725024	2.150315525516767	450.0	100.0	0.0011666167949087002	500.0	0.2926029484020031	0.28376899304661346	0.40923577131084216	0.3642480041205254	0.38591295390162245	5930.066153747102	0.3318766124801741	0.28376899304661346	0.40923577131084216	0.3642480041205254	0.38591295390162245	5930.065397244399	0.3318766139912456	0.28376899304661346	0.40923577131084216	0.3642480041205254	0.38591295390162245	5930.066910249807	0.33187661098114984	31													
