number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
26	0.8562734082397003	2020-05-15 11:12:19.717855	2020-05-15 11:14:51.997855	256	0.4805293154665424	0.1335085239045954	34	0.15127750361248682	512	0.008012904366458441	0.12230222333006366	0.25936329588014984	0.8562734082397003	0.5482209737827716	0.6811797752808989	5.934925093632959	0.44718299977069603	0.25936329588014984	0.8562734082397003	0.5482209737827716	0.6811797752808989	5.934925093632959	0.44718299977069603		113999538.0		0.25936329588014984	0.8562734082397003	0.5482209737827716	0.6811797752808989	5.934925093632959	0.44718299977069603	26		COMPLETE
27	0.7570224719101124	2020-05-15 11:14:52.026847	2020-05-15 11:17:06.092929	64	0.21075664325199728	0.28960651735052545	34	0.43316701263256085	512	0.007273299968178434	0.18004009099188872	0.2045880149812734	0.7570224719101124	0.4344569288389513	0.5702247191011236	8.692415730337078	0.3730289165373686	0.2045880149812734	0.7570224719101124	0.4344569288389513	0.5702247191011236	8.692415730337078	0.3730289165373686		1020293899.0		0.2045880149812734	0.7570224719101124	0.4344569288389513	0.5702247191011236	8.692415730337078	0.3730289165373686	27		COMPLETE
28	0.8544007490636704	2020-05-15 11:17:06.125009	2020-05-15 11:19:07.066965	256	0.2788885159080453	0.3470777561273165	47	0.3749601990159183	256	0.0663478719765071	0.11582936894424148	0.2710674157303371	0.8544007490636704	0.5674157303370787	0.6956928838951311	5.6062734082397006	0.4624343431649082	0.2710674157303371	0.8544007490636704	0.5674157303370787	0.6956928838951311	5.6062734082397006	0.4624343431649082		423275344.0	650.0	0.2710674157303371	0.8544007490636704	0.5674157303370787	0.6956928838951311	5.6062734082397006	0.4624343431649082	28		COMPLETE
29	0.10627340823970037	2020-05-15 11:19:07.094095	2020-05-15 11:19:31.530476	64	0.27589301385588416	0.022875119903502217	56	0.42275819967670625	256	0.5246517413386547	0.9916526377488849	0.012172284644194757	0.10627340823970037	0.03651685393258427	0.056179775280898875	47.85838014981273	0.056658043340324614	0.012172284644194757	0.10627340823970037	0.03651685393258427	0.056179775280898875	47.85814606741573	0.056658299168080906		2477476174.0	150.0	0.012172284644194757	0.10627340823970037	0.03651685393258427	0.056179775280898875	47.85861423220974	0.056657795765076596	29		COMPLETE
30	0.8979400749063671	2020-05-15 11:19:31.554678	2020-05-15 11:24:26.122618	64	0.3606391380812771	0.1044017661386965	41	0.05594745228202508	128	0.1899023291225547	0.10115828909318238	0.33192883895131087	0.8979400749063671	0.6367041198501873	0.7663857677902621	4.89934456928839	0.5187580856783294	0.33192883895131087	0.8979400749063671	0.6367041198501873	0.7663857677902621	4.89934456928839	0.5187580856783294		772952435.0	1000.0	0.33192883895131087	0.8979400749063671	0.6367041198501873	0.7663857677902621	4.89934456928839	0.5187580856783294	30		COMPLETE
31	0.8829588014981273	2020-05-15 11:24:26.160937	2020-05-15 11:26:42.910207	128	0.21202517486855577	0.19998871534058238	46	0.26971454503430997	512	0.13494790721423472	0.11082955318056605	0.29119850187265917	0.8829588014981273	0.5866104868913857	0.7139513108614233	5.36938202247191	0.48122518360792943	0.29119850187265917	0.8829588014981273	0.5866104868913857	0.7139513108614233	5.36938202247191	0.48122518360792943		512108718.0		0.29119850187265917	0.8829588014981273	0.5866104868913857	0.7139513108614233	5.36938202247191	0.48122518360792943	31		COMPLETE
32	0.10674157303370786	2020-05-15 11:26:42.937194	2020-05-15 11:27:19.229026	256	0.014483198263411101	0.43827048836500687	41	0.27354611410116836	256	0.7238414896991376	1.0059593343385234	0.014044943820224719	0.10674157303370786	0.03698501872659176	0.05664794007490637	48.63249063670412	0.0574696838802442	0.014044943820224719	0.10674157303370786	0.03698501872659176	0.05664794007490637	48.63249063670412	0.0574696838802442		142663105.0	200.0	0.014044943820224719	0.10674157303370786	0.03698501872659176	0.05664794007490637	48.63249063670412	0.0574696838802442	32		COMPLETE
33	0.9147940074906367	2020-05-15 11:27:19.266312	2020-05-15 11:30:23.692705	256	0.20589725553137522	0.056202562131797584	22	0.42971570210347065	256	0.046944668567707744	0.09613803070917558	0.35346441947565543	0.9147940074906367	0.670880149812734	0.7949438202247191	4.654494382022472	0.5408110458548067	0.35346441947565543	0.9147940074906367	0.670880149812734	0.7949438202247191	4.654494382022472	0.5408110458548067		268923592.0		0.35346441947565543	0.9147940074906367	0.670880149812734	0.7949438202247191	4.654494382022472	0.5408110458548067	33		COMPLETE
34	0.8651685393258427	2020-05-15 11:30:23.721397	2020-05-15 11:33:32.483345	64	0.44314348018644756	0.033258549348430644	64	0.3966316385274401	256	0.15745172664965268	0.10926429741171778	0.299625468164794	0.8651685393258427	0.576310861423221	0.7073970037453183	5.282771535580524	0.48057801869090083	0.299625468164794	0.8651685393258427	0.576310861423221	0.7073970037453183	5.282771535580524	0.48057801869090083		1630702861.0		0.299625468164794	0.8651685393258427	0.576310861423221	0.7073970037453183	5.282771535580524	0.48057801869090083	34		COMPLETE
35	0.8380149812734082	2020-05-15 11:33:32.504990	2020-05-15 11:35:36.002544	256	0.2583396193623698	0.32619506337168225	31	0.07179825928753669	512	0.0015239432688859992	0.12927616305286518	0.24110486891385768	0.8380149812734082	0.5234082397003745	0.6741573033707865	6.262640449438202	0.42900005079074793	0.24110486891385768	0.8380149812734082	0.5234082397003745	0.6741573033707865	6.262640449438202	0.42900005079074793		3996060417.0	850.0	0.24110486891385768	0.8380149812734082	0.5234082397003745	0.6741573033707865	6.262640449438202	0.42900005079074793	35		COMPLETE
36	0.848314606741573	2020-05-15 11:35:36.024614	2020-05-15 11:38:20.839902	256	0.10696163515821805	0.33000936171302936	53	0.1681130868238317	512	0.02425800087494053	0.12499400642299362	0.26732209737827717	0.848314606741573	0.548689138576779	0.6914794007490637	6.055243445692884	0.45306421130279667	0.26732209737827717	0.848314606741573	0.548689138576779	0.6914794007490637	6.055243445692884	0.45306421130279667		2091938006.0		0.26732209737827717	0.848314606741573	0.548689138576779	0.6914794007490637	6.055243445692884	0.45306421130279667	36		COMPLETE
37	0.9190074906367042	2020-05-15 11:38:20.862388	2020-05-15 11:42:20.075102	256	0.41117741185388496	0.029823847535823123	57	0.45866205969785184	128	0.026634014547231542	0.09098532428085972	0.36797752808988765	0.9190074906367042	0.6825842696629213	0.798689138576779	4.395131086142322	0.5556088166674209	0.36797752808988765	0.9190074906367042	0.6825842696629213	0.798689138576779	4.395131086142322	0.5556088166674209		1634288287.0	800.0	0.36797752808988765	0.9190074906367042	0.6825842696629213	0.798689138576779	4.395131086142322	0.5556088166674209	37		COMPLETE
38	0.8581460674157303	2020-05-15 11:42:20.167503	2020-05-15 11:45:28.552239	64	0.2508215259593302	0.3741219849134719	62	0.3905558922510428	256	0.07841786637370404	0.11238929338156758	0.27762172284644193	0.8581460674157303	0.5800561797752809	0.7008426966292135	5.436797752808989	0.46736826728990555	0.27762172284644193	0.8581460674157303	0.5800561797752809	0.7008426966292135	5.436797752808989	0.46736826728990555		230986098.0		0.27762172284644193	0.8581460674157303	0.5800561797752809	0.7008426966292135	5.436797752808989	0.46736826728990555	38		COMPLETE
39	0.9330524344569289	2020-05-15 11:45:28.581764	2020-05-15 11:50:42.555120	64	0.04104867265289791	0.2874006163258606	43	0.48087518626809006	128	0.0022605773238213106	0.0824790321044582	0.3661048689138577	0.9330524344569289	0.6821161048689138	0.8052434456928839	3.977996254681648	0.5563613386455843	0.3661048689138577	0.9330524344569289	0.6821161048689138	0.8052434456928839	3.977996254681648	0.5563613386455843		2745826066.0		0.3661048689138577	0.9330524344569289	0.6821161048689138	0.8052434456928839	3.977996254681648	0.5563613386455843	39		COMPLETE
40	0.8941947565543071	2020-05-15 11:50:42.583256	2020-05-15 11:53:56.789117	256	0.3092847077727789	0.26424699971015414	40	0.38987960198431015	256	0.06372037698625489	0.10457389909522923	0.3211610486891386	0.8941947565543071	0.6184456928838952	0.75187265917603	5.057116104868914	0.5067508942651984	0.3211610486891386	0.8941947565543071	0.6184456928838952	0.75187265917603	5.057116104868914	0.5067508942651984		2187861576.0		0.3211610486891386	0.8941947565543071	0.6184456928838952	0.75187265917603	5.057116104868914	0.5067508942651984	40		COMPLETE
41	0.11750936329588015	2020-05-15 11:53:56.816064	2020-05-15 11:54:30.285695	128	0.3739808925452998	0.2952584548990865	60	0.4662599156924919	256	0.5689619096962996	0.9709510303046625	0.015917602996254682	0.11750936329588015	0.04119850187265917	0.06273408239700375	46.84503745318352	0.06231661648424147	0.015917602996254682	0.11750936329588015	0.04119850187265917	0.06273408239700375	46.84503745318352	0.06231661648424147		3652947049.0	200.0	0.015917602996254682	0.11750936329588015	0.04119850187265917	0.06273408239700375	46.84503745318352	0.06231661648424147	41		COMPLETE
42	0.8408239700374532	2020-05-15 11:54:30.311589	2020-05-15 11:56:45.668181	64	0.3597870811049028	0.040039353623123775	36	0.4305368324533096	512	0.021602958341435684	0.11950881235050352	0.2696629213483146	0.8408239700374532	0.5323033707865169	0.6610486891385767	5.762640449438202	0.44614561459850066	0.2696629213483146	0.8408239700374532	0.5323033707865169	0.6610486891385767	5.762640449438202	0.44614561459850066		2057979541.0		0.2696629213483146	0.8408239700374532	0.5323033707865169	0.6610486891385767	5.762640449438202	0.44614561459850066	42		COMPLETE
43	0.9082397003745318	2020-05-15 11:56:45.695777	2020-05-15 12:00:59.679871	128	0.4784430324215631	0.4063981557025836	51	0.2177175609380041	128	0.06126689038114246	0.09350914856827075	0.35674157303370785	0.9082397003745318	0.675561797752809	0.7888576779026217	4.522003745318352	0.5433764899367549	0.35674157303370785	0.9082397003745318	0.675561797752809	0.7888576779026217	4.522003745318352	0.5433764899367549		1667322178.0	900.0	0.35674157303370785	0.9082397003745318	0.675561797752809	0.7888576779026217	4.522003745318352	0.5433764899367549	43		COMPLETE
44	0.9344569288389513	2020-05-15 12:00:59.715516	2020-05-15 12:05:08.016955	64	0.036852077262435	0.07807038276855555	27	0.3312456383246267	128	0.03888944393025961	0.08146875010269662	0.4002808988764045	0.9344569288389513	0.7069288389513109	0.827247191011236	3.941011235955056	0.5829919239168082	0.4002808988764045	0.9344569288389513	0.7069288389513109	0.827247191011236	3.941011235955056	0.5829919239168082		2157560354.0	850.0	0.4002808988764045	0.9344569288389513	0.7069288389513109	0.827247191011236	3.941011235955056	0.5829919239168082	44		COMPLETE
45	0.10205992509363296	2020-05-15 12:05:08.045571	2020-05-15 12:05:26.769550	64	0.25388814261254933	0.34368356602689426	38	0.15232112471892717	512	0.4797579030344963	1.0047226013007053	0.012172284644194757	0.10205992509363296	0.03089887640449438	0.0552434456928839	48.39513108614232	0.05443080015250375	0.012172284644194757	0.10205992509363296	0.03089887640449438	0.0552434456928839	48.39513108614232	0.05443080015250375		122492063.0	150.0	0.012172284644194757	0.10205992509363296	0.03089887640449438	0.0552434456928839	48.39513108614232	0.05443080015250375	45		COMPLETE
46	0.898876404494382	2020-05-15 12:05:26.796493	2020-05-15 12:08:49.210904	256	0.006458759966521732	0.21640837241532845	21	0.401183092894221	128	0.009513150855706679	0.10548289923506618	0.3366104868913858	0.898876404494382	0.6437265917602997	0.7663857677902621	5.103464419475656	0.5242993879696511	0.3366104868913858	0.898876404494382	0.6437265917602997	0.7663857677902621	5.103464419475656	0.5242993879696511		1260599386.0	700.0	0.3366104868913858	0.898876404494382	0.6437265917602997	0.7663857677902621	5.103464419475656	0.5242993879696511	46		COMPLETE
47	0.10065543071161048	2020-05-15 12:08:49.234963	2020-05-15 12:09:12.847863	64	0.026145415777775183	0.49754009311097863	50	0.459776122098557	256	0.4822467652962947	0.9999750731774512	0.012640449438202247	0.10065543071161048	0.033707865168539325	0.05711610486891386	48.21535580524345	0.05559884634460272	0.012640449438202247	0.10065543071161048	0.033707865168539325	0.05711610486891386	48.21535580524345	0.05559884634460272		2374612385.0	150.0	0.012640449438202247	0.10065543071161048	0.033707865168539325	0.05711610486891386	48.21535580524345	0.05559884634460272	47		COMPLETE
