number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.07219369688385269	2020-01-09 22:15:23.848036	2020-01-09 23:38:11.965557	9.480179155914902	200.0	100.0	1	41.0	0.0033599509431823946	500.0	0.6360798534796533	0.002080382436260623	0.07219369688385269	0.04926522662889518	0.060906515580736544	12895.153572060906	0.028909454696365047	0.002080382436260623	0.07219369688385269	0.04926522662889518	0.060906515580736544	12895.028505665723	0.028909457892970156	0.002080382436260623	0.07219369688385269	0.04926522662889518	0.060906515580736544	12895.278638456091	0.028909451511081888	9	0.14279390934844194	0.09572710103871578		
10	TrialState.COMPLETE	0.0005754249291784702	2020-01-09 23:38:11.966596	2020-01-10 01:43:21.975529	6.838664849230626	200.0	200.0	2	41.0	0.08126827011741784	800.0	0.9445906865809064	0.0	0.0005754249291784702	0.0	8.852691218130312e-05	19149.74568431303	0.0003516373496639708	0.0	0.0005754249291784702	0.0	8.852691218130312e-05	19149.73503895184	0.0003516374535654447	0.0	0.0005754249291784702	0.0	8.852691218130312e-05	19149.75632967422	0.00035163724582181247	10	0.0004426345609065156	0.0005311614730878187		
11	TrialState.COMPLETE	0.009251062322946176	2020-01-10 01:43:21.976471	2020-01-10 02:35:19.790321	2.0893669974032205	100.0	100.0	1	31.0	0.022456717768359096	800.0	0.536764112850088	0.0011951133144475921	0.009251062322946176	0.003895184135977337	0.005532932011331444	10881.932985127478	0.004702451827492487	0.0011951133144475921	0.009251062322946176	0.003895184135977337	0.005532932011331444	10881.931214589235	0.004702451901295745	0.0011951133144475921	0.009251062322946176	0.003895184135977337	0.005532932011331444	10881.934755665723	0.004702451753727736	11	0.010003541076487252	0.009501888574126535		
12	TrialState.COMPLETE	0.0025672804532577906	2020-01-10 02:35:19.791211	2020-01-10 03:26:28.046086	6.023293303328958	100.0	50.0	2	31.0	0.014411662892042683	700.0	0.7008952146591739	0.0004868980169971671	0.0025672804532577906	0.0008852691218130312	0.001106586402266289	14209.423778328612	0.001511494924197319	0.0004868980169971671	0.0025672804532577906	0.0008852691218130312	0.001106586402266289	14209.40625	0.001511917147003285	0.0004868980169971671	0.0025672804532577906	0.0008852691218130312	0.001106586402266289	14209.441306657223	0.001511125398330628	12	0.00424929178470255	0.00312795089707271		
13	TrialState.COMPLETE	0.20789660056657225	2020-01-10 03:26:28.047645	2020-01-10 04:53:04.469454	3.3920805840971884	200.0	50.0	2	26.0	0.0017230411373214411	900.0	0.4568192506463039	0.002124645892351275	0.20789660056657225	0.11211048158640227	0.15605524079320113	9260.107206090652	0.07327017455854955	0.002124645892351275	0.20789660056657225	0.11211048158640227	0.15605524079320113	9260.103753541076	0.0732701745991787	0.002124645892351275	0.20789660056657225	0.11211048158640227	0.15605524079320113	9260.110658640227	0.07327017451793853	13		0.2185434372049103	0.211889164305949	
14	TrialState.COMPLETE	0.0010623229461756375	2020-01-10 04:53:04.470411	2020-01-10 06:17:01.574906	4.058244544758788	150.0	150.0	1	36.0	0.049993130906511425	1000.0	0.8564273666253965	0.0	0.0010623229461756375	8.852691218130312e-05	0.000398371104815864	17362.44984950425	0.0006109765289493142	0.0	0.0010623229461756375	8.852691218130312e-05	0.000398371104815864	17362.444095254956	0.0006109767951507686	0.0	0.0010623229461756375	8.852691218130312e-05	0.000398371104815864	17362.45560375354	0.000610976263049096	14	0.0008852691218130312	0.0010033050047214354		
15	TrialState.COMPLETE	0.0004868980169971671	2020-01-10 06:17:01.575813	2020-01-10 07:46:51.348010	8.938131091449268	200.0	100.0	1	46.0	0.04559228194732064	600.0	0.8956692801099505	0.0	0.0004868980169971671	0.0001327903682719547	0.00017705382436260624	18157.77919174929	0.00041478272335596957	0.0	0.0004868980169971671	0.0001327903682719547	0.00017705382436260624	18157.71454497167	0.00041486447411224955	0.0	0.0004868980169971671	0.0001327903682719547	0.00017705382436260624	18157.84383852691	0.0004147034979817275	15	0.0006196883852691218	0.0005311614730878187		
16	TrialState.COMPLETE	0.019741501416430596	2020-01-10 07:46:51.348838	2020-01-10 09:54:17.884030	0.947854815085901	100.0	200.0	2	26.0	0.03143555243087204	600.0	0.5883199509004093	0.002419735599622285	0.019741501416430596	0.010062559017941454	0.013397072710103871	11926.997388456091	0.009359836546344133	0.002419735599622285	0.019741501416430596	0.010062559017941454	0.013397072710103871	11926.993242445704	0.009359837887971985	0.002419735599622285	0.019741501416430596	0.010062559017941454	0.013397072710103871	11927.001534466477	0.009359835210793827	16			0.018723441926345608	0.0193342776203966
17	TrialState.COMPLETE	0.03815509915014164	2020-01-10 09:54:17.884801	2020-01-10 10:53:10.173312	9.893151860841863	100.0	200.0	1	21.0	0.0015595817406392478	700.0	0.7135464615033897	0.0009737960339943342	0.03815509915014164	0.02186614730878187	0.02925814447592068	14465.694117386685	0.015105285875610585	0.0009737960339943342	0.03815509915014164	0.02186614730878187	0.02925814447592068	14465.68590651558	0.015105292436478604	0.0009737960339943342	0.03815509915014164	0.02186614730878187	0.02925814447592068	14465.70232825779	0.015105279390101473	17	0.07507082152974505	0.05046033994334278		
18	TrialState.COMPLETE	0.0013721671388101982	2020-01-10 10:53:10.174357	2020-01-10 11:53:49.725094	2.7169570119453	100.0	100.0	2	41.0	0.0733652806995347	900.0	0.8537627824768965	4.426345609065156e-05	0.0013721671388101982	0.00017705382436260624	0.000398371104815864	17308.159016466005	0.0007979653104761582	4.426345609065156e-05	0.0013721671388101982	0.00017705382436260624	0.000398371104815864	17308.155895892352	0.0007979658889615656	4.426345609065156e-05	0.0013721671388101982	0.00017705382436260624	0.000398371104815864	17308.16213703966	0.0007979647339781509	18	0.0013279036827195468	0.0013574126534466478		
19	TrialState.COMPLETE	0.01451841359773371	2020-01-10 11:53:49.726077	2020-01-10 12:52:37.432965	6.830724174583004	150.0	150.0	2	16.0	0.006844334236666258	500.0	0.6831154468928808	0.0032312322946175635	0.01451841359773371	0.007790368271954674	0.010357648725212465	13849.110636508498	0.0077130983816297285	0.0032312322946175635	0.014562677053824363	0.007790368271954674	0.010357648725212465	13849.083923512748	0.007713319265370654	0.0032312322946175635	0.01451841359773371	0.007790368271954674	0.010357648725212465	13849.13734950425	0.0077128968714430665	19	0.028859773371104815	0.01929886685552408		
20	TrialState.COMPLETE	0.0026558073654390935	2020-01-10 12:52:37.433853	2020-01-10 13:49:43.838730	7.383871995958948	200.0	100.0	2	16.0	0.018758604891899473	1000.0	0.8275664933498839	0.0003098441926345609	0.0026558073654390935	0.0010623229461756375	0.0017705382436260624	16777.479550283286	0.0012577550321892167	0.0003098441926345609	0.0026558073654390935	0.0010623229461756375	0.0017705382436260624	16777.43741147309	0.0012577558563288257	0.0003098441926345609	0.0026558073654390935	0.0010623229461756375	0.0017705382436260624	16777.521689093486	0.0012577542101733518	20	0.004072237960339943	0.00312795089707271		
