number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
10	0.03885767790262172	2020-04-10 03:25:42.671185	2020-04-10 03:26:38.857650	256	128	75	256	1.2087728646828022	0.0	0.03885767790262172	0.006554307116104869	0.013576779026217229	58.37827715355805	0.02838554766015656	0.0	0.03885767790262172	0.006554307116104869	0.013576779026217229	58.37827715355805	0.02838554766015656	301113320	150	0.0	0.03885767790262172	0.006554307116104869	0.013576779026217229	58.37827715355805	0.02838554766015656	10	COMPLETE
11	0.035580524344569285	2020-04-10 03:26:38.883407	2020-04-10 03:27:36.235073	256	256	55	256	1.2599834113064385	0.0	0.035580524344569285	0.006554307116104869	0.013576779026217229	60.82537453183521	0.02679539215143841	0.0	0.035580524344569285	0.006554307116104869	0.013576779026217229	60.82537453183521	0.02679539215143841	2070357764	150	0.0	0.035580524344569285	0.006554307116104869	0.013576779026217229	60.82537453183521	0.02679539215143841	11	COMPLETE
12	0.05383895131086142	2020-04-10 03:27:36.262005	2020-04-10 03:28:15.098106	256	128	72	512	1.1288630002847966	0.0	0.05383895131086142	0.008426966292134831	0.020131086142322098	54.5250468164794	0.03277744850636199	0.0	0.05383895131086142	0.008426966292134831	0.020131086142322098	54.524812734082396	0.03277753762968085	3693217084	150	0.0	0.05383895131086142	0.008426966292134831	0.020131086142322098	54.5252808988764	0.032777361096953096	12	COMPLETE
13	0.05664794007490637	2020-04-10 03:28:15.140567	2020-04-10 03:29:03.278485	256	256	70	512	1.185248114623841	0.0	0.05664794007490637	0.008895131086142321	0.02153558052434457	57.22659176029963	0.03181764495286748	0.0	0.05664794007490637	0.008895131086142321	0.02153558052434457	57.22659176029963	0.03181764495286748	2418577972	150	0.0	0.05664794007490637	0.008895131086142321	0.02153558052434457	57.22659176029963	0.03181764495286748	13	COMPLETE
14	0.175561797752809	2020-04-10 03:29:03.304971	2020-04-10 03:32:59.633567	256	64	26	128	0.7387842881294449	0.0	0.175561797752809	0.0351123595505618	0.08099250936329588	35.237827715355806	0.06542198975688387	0.0	0.175561797752809	0.0351123595505618	0.08099250936329588	35.237827715355806	0.06542198975688387	3100134547	300	0.0	0.175561797752809	0.0351123595505618	0.08099250936329588	35.237827715355806	0.06542198975688387	14	COMPLETE
15	0.06928838951310862	2020-04-10 03:32:59.662899	2020-04-10 03:33:28.809030	128	64	28	512	1.0364224483618296	0.0	0.06928838951310862	0.012640449438202247	0.023876404494382022	49.91713483146067	0.03769666287157606	0.0	0.06928838951310862	0.012640449438202247	0.023876404494382022	49.91713483146067	0.03769666287157606	1825146989	150	0.0	0.06928838951310862	0.012640449438202247	0.023876404494382022	49.91713483146067	0.03769666287157606	15	COMPLETE
16	0.04307116104868914	2020-04-10 03:33:28.868163	2020-04-10 03:34:25.289681	256	128	79	256	1.2276710080495628	0.0	0.04307116104868914	0.009363295880149813	0.015917602996254682	59.282303370786515	0.02899536967661615	0.0	0.04307116104868914	0.009363295880149813	0.015917602996254682	59.282303370786515	0.02899536967661615	111394078	150	0.0	0.04307116104868914	0.009363295880149813	0.015917602996254682	59.282303370786515	0.02899536967661615	16	COMPLETE
17	0.07303370786516854	2020-04-10 03:34:25.327548	2020-04-10 03:34:55.280712	256	128	24	512	1.0620166576390717	0.0	0.07303370786516854	0.014044943820224719	0.03417602996254682	51.144194756554306	0.037953215519944	0.0	0.07303370786516854	0.014044943820224719	0.03417602996254682	51.144194756554306	0.037953215519944	2658070523	150	0.0	0.07303370786516854	0.014044943820224719	0.03417602996254682	51.144194756554306	0.037953215519944	17	COMPLETE
18	0.07209737827715355	2020-04-10 03:34:55.307569	2020-04-10 03:35:27.022929	64	128	61	512	1.11551349986805	0.0	0.07209737827715355	0.01638576779026217	0.026217228464419477	53.84878277153558	0.036956687769866096	0.0	0.07209737827715355	0.01638576779026217	0.026217228464419477	53.84878277153558	0.036956687769866096	3540167132	150	0.0	0.07209737827715355	0.01638576779026217	0.026217228464419477	53.84878277153558	0.036956687769866096	18	COMPLETE
19	0.03417602996254682	2020-04-10 03:35:27.049076	2020-04-10 03:37:03.607553	256	64	65	128	1.242298535620689	0.0	0.03417602996254682	0.006086142322097378	0.01451310861423221	59.92883895131086	0.027095554519144638	0.0	0.03417602996254682	0.006086142322097378	0.01451310861423221	59.92883895131086	0.027095554519144638	870066876	150	0.0	0.03417602996254682	0.006086142322097378	0.01451310861423221	59.92883895131086	0.027095554519144638	19	COMPLETE
20	0.0351123595505618	2020-04-10 03:37:03.634147	2020-04-10 03:38:37.545875	256	128	65	128	1.272931218642588	0.0	0.0351123595505618	0.0046816479400749065	0.012172284644194757	61.45411985018727	0.026231341297785746	0.0	0.0351123595505618	0.0046816479400749065	0.012172284644194757	61.45411985018727	0.026231341297785746	2367341921	150	0.0	0.0351123595505618	0.0046816479400749065	0.012172284644194757	61.45411985018727	0.026231341297785746	20	COMPLETE
21	0.042134831460674156	2020-04-10 03:38:37.572659	2020-04-10 03:39:34.937767	128	256	65	256	1.2219125591061506	0.0	0.042134831460674156	0.008426966292134831	0.016853932584269662	58.9747191011236	0.0294666656707722	0.0	0.042134831460674156	0.008426966292134831	0.016853932584269662	58.9747191011236	0.0294666656707722	1393946481	150	0.0	0.042134831460674156	0.008426966292134831	0.016853932584269662	58.9747191011236	0.0294666656707722	21	COMPLETE
22	0.05945692883895131	2020-04-10 03:39:34.963861	2020-04-10 03:40:05.311420	64	64	79	512	1.1033237276333716	0.0	0.05945692883895131	0.011235955056179775	0.02294007490636704	53.27902621722846	0.03427059462561984	0.0	0.05945692883895131	0.011235955056179775	0.02294007490636704	53.27902621722846	0.03427059462561984	2924942439	150	0.0	0.05945692883895131	0.011235955056179775	0.02294007490636704	53.27902621722846	0.03427059462561984	22	COMPLETE
23	0.03885767790262172	2020-04-10 03:40:05.339421	2020-04-10 03:41:40.694443	128	256	43	128	1.2626870222152506	0.0	0.03885767790262172	0.0046816479400749065	0.013576779026217229	60.995318352059925	0.02706811654933817	0.0	0.03885767790262172	0.0046816479400749065	0.013576779026217229	60.995318352059925	0.02706811654933817	444259585	150	0.0	0.03885767790262172	0.0046816479400749065	0.013576779026217229	60.995318352059925	0.02706811654933817	23	COMPLETE
24	0.20084269662921347	2020-04-10 03:41:40.715572	2020-04-10 03:43:04.161471	128	128	21	512	0.7234582357153938	0.0	0.20084269662921347	0.04681647940074907	0.09691011235955056	34.887172284644194	0.07211912335501507	0.0	0.20084269662921347	0.04681647940074907	0.09691011235955056	34.887172284644194	0.07211912335501507	454118732	350	0.0	0.20084269662921347	0.04681647940074907	0.09691011235955056	34.887172284644194	0.07211912335501507	24	COMPLETE
25	0.26732209737827717	2020-04-10 03:43:04.230756	2020-04-10 03:43:55.918495	128	64	1	512	0.5400661929006504	0.03604868913857678	0.26732209737827717	0.10112359550561797	0.14606741573033707	25.83567415730337	0.11866589091764905	0.03604868913857678	0.26732209737827717	0.10112359550561797	0.14606741573033707	25.83567415730337	0.11866589091764905	1368817631	250	0.03604868913857678	0.26732209737827717	0.10112359550561797	0.14606741573033707	25.83567415730337	0.11866589091764905	25	COMPLETE
26	0.039794007490636704	2020-04-10 03:43:55.963241	2020-04-10 03:45:33.140163	256	64	90	128	1.2375520028048352	0.0	0.039794007490636704	0.0056179775280898875	0.01544943820224719	59.782303370786515	0.02796137823888795	0.0	0.039794007490636704	0.0056179775280898875	0.01544943820224719	59.782303370786515	0.02796137823888795	1975701474	150	0.0	0.039794007490636704	0.0056179775280898875	0.01544943820224719	59.782303370786515	0.02796137823888795	26	COMPLETE
27	0.18071161048689138	2020-04-10 03:45:33.162641	2020-04-10 03:51:20.572796	64	64	27	256	0.7370377927425593	0.0	0.18071161048689138	0.03745318352059925	0.08146067415730338	35.215823970037455	0.06687983622817911	0.0	0.18071161048689138	0.03745318352059925	0.08146067415730338	35.215823970037455	0.06687983622817911	4291984922	750	0.0	0.18071161048689138	0.03745318352059925	0.08146067415730338	35.215823970037455	0.06687983622817911	27	COMPLETE
28	0.2565543071161049	2020-04-10 03:51:20.624504	2020-04-10 03:53:41.959401	256	64	6	256	0.5548251151510127	0.02247191011235955	0.2565543071161049	0.0847378277153558	0.13951310861423222	26.419475655430713	0.10617713033210545	0.02247191011235955	0.2565543071161049	0.0847378277153558	0.13951310861423222	26.419475655430713	0.10617713033210545	2156509617	300	0.02247191011235955	0.2565543071161049	0.0847378277153558	0.13951310861423222	26.419475655430713	0.10617713033210545	28	COMPLETE
29	0.03745318352059925	2020-04-10 03:53:42.006416	2020-04-10 03:55:22.242281	256	64	53	128	1.2113182698289273	0.0	0.03745318352059925	0.005149812734082397	0.011235955056179775	58.41151685393258	0.027640499791431912	0.0	0.03745318352059925	0.005149812734082397	0.011235955056179775	58.41151685393258	0.027640499791431912	3853319291	150	0.0	0.03745318352059925	0.005149812734082397	0.011235955056179775	58.41151685393258	0.027640499791431912	29	COMPLETE
30	0.05337078651685393	2020-04-10 03:55:22.268935	2020-04-10 03:56:10.625484	256	128	97	512	1.155107275192183	0.0	0.05337078651685393	0.008426966292134831	0.020131086142322098	55.72752808988764	0.03163936683523586	0.0	0.05337078651685393	0.008426966292134831	0.020131086142322098	55.72752808988764	0.03163936683523586	3954549951	150	0.0	0.05337078651685393	0.008426966292134831	0.020131086142322098	55.72752808988764	0.03163936683523586	30	COMPLETE
31	0.05805243445692884	2020-04-10 03:56:10.647058	2020-04-10 03:56:45.502743	64	128	52	512	1.117208601851086	0.0	0.05805243445692884	0.011235955056179775	0.024344569288389514	53.94241573033708	0.03419797018926434	0.0	0.05805243445692884	0.011235955056179775	0.024344569288389514	53.94241573033708	0.03419797018926434	1813811319	150	0.0	0.05805243445692884	0.011235955056179775	0.024344569288389514	53.94241573033708	0.03419797018926434	31	COMPLETE
32	0.04681647940074907	2020-04-10 03:56:45.529830	2020-04-10 03:58:24.609546	256	64	70	128	1.2273383108700175	0.0	0.04681647940074907	0.009831460674157303	0.017790262172284643	59.24438202247191	0.02949386705169191	0.0	0.04681647940074907	0.009831460674157303	0.017790262172284643	59.24438202247191	0.02949386705169191	1121866032	150	0.0	0.04681647940074907	0.009831460674157303	0.017790262172284643	59.24438202247191	0.02949386705169191	32	COMPLETE
33	0.041666666666666664	2020-04-10 03:58:24.641992	2020-04-10 03:59:48.345387	256	256	83	256	1.2480251942639158	0.0	0.041666666666666664	0.006554307116104869	0.01638576779026217	60.295411985018724	0.028369719574120763	0.0	0.041666666666666664	0.006554307116104869	0.01638576779026217	60.295411985018724	0.028369719574120763	2632273522	150	0.0	0.041666666666666664	0.006554307116104869	0.01638576779026217	60.295411985018724	0.028369719574120763	33	COMPLETE
34	0.2954119850187266	2020-04-10 03:59:48.383602	2020-04-10 04:04:47.123869	128	256	1	128	0.7704588527379607	0.04541198501872659	0.2954119850187266	0.11329588014981273	0.17275280898876405	37.08426966292135	0.12543725456816776	0.04541198501872659	0.2954119850187266	0.11329588014981273	0.17275280898876405	37.08426966292135	0.12543725456816776	2415203754	400	0.04541198501872659	0.2954119850187266	0.11329588014981273	0.17275280898876405	37.08426966292135	0.12543725456816776	34	COMPLETE
35	0.04073033707865169	2020-04-10 04:04:47.173689	2020-04-10 04:06:24.072885	64	256	72	128	1.2575983233969616	0.0	0.04073033707865169	0.007022471910112359	0.01451310861423221	60.64700374531835	0.027775903080482403	0.0	0.04073033707865169	0.007022471910112359	0.01451310861423221	60.64700374531835	0.027775903080482403	2415844883	150	0.0	0.04073033707865169	0.007022471910112359	0.01451310861423221	60.64700374531835	0.027775903080482403	35	COMPLETE
36	0.056179775280898875	2020-04-10 04:06:24.099813	2020-04-10 04:07:07.465795	256	128	91	512	1.1276421938440326	0.0	0.056179775280898875	0.009363295880149813	0.019194756554307114	54.43867041198502	0.033097138537083626	0.0	0.056179775280898875	0.009363295880149813	0.019194756554307114	54.43867041198502	0.033097138537083626	2954343690	150	0.0	0.056179775280898875	0.009363295880149813	0.019194756554307114	54.43867041198502	0.033097138537083626	36	COMPLETE
37	0.05337078651685393	2020-04-10 04:07:07.487109	2020-04-10 04:08:01.346991	64	64	51	256	1.1556574031361815	0.0	0.05337078651685393	0.010299625468164793	0.021067415730337078	55.8066479400749	0.03211419623683145	0.0	0.05337078651685393	0.010299625468164793	0.021067415730337078	55.8066479400749	0.03211419623683145	3495636068	150	0.0	0.05337078651685393	0.010299625468164793	0.021067415730337078	55.8066479400749	0.03211419623683145	37	COMPLETE
38	0.1900749063670412	2020-04-10 04:08:01.432643	2020-04-10 04:09:43.942230	256	128	19	256	0.7035253202744972	0.0	0.1900749063670412	0.037921348314606744	0.08380149812734082	33.86610486891386	0.06921023656152585	0.0	0.1900749063670412	0.037921348314606744	0.08380149812734082	33.86610486891386	0.06921023656152585	4140978459	250	0.0	0.1900749063670412	0.037921348314606744	0.08380149812734082	33.86610486891386	0.06921023656152585	38	COMPLETE
39	0.03698501872659176	2020-04-10 04:09:43.987249	2020-04-10 04:11:17.217035	64	64	55	128	1.243431711625238	0.0	0.03698501872659176	0.006086142322097378	0.011235955056179775	59.99508426966292	0.026498213123856543	0.0	0.03698501872659176	0.006086142322097378	0.011235955056179775	59.99485018726592	0.026498279804499474	2494399992	150	0.0	0.03698501872659176	0.006086142322097378	0.011235955056179775	59.995318352059925	0.026498147554557663	39	COMPLETE
40	0.41713483146067415	2020-04-10 04:11:17.263416	2020-04-10 04:17:33.288150	64	128	3	256	0.509386109748039	0.09691011235955056	0.41713483146067415	0.21910112359550563	0.28277153558052437	24.427902621722847	0.2027138172273958	0.09691011235955056	0.41713483146067415	0.21910112359550563	0.28277153558052437	24.427902621722847	0.2027138172273958	1659604291	900	0.09691011235955056	0.41713483146067415	0.21910112359550563	0.28277153558052437	24.427902621722847	0.2027138172273958	40	COMPLETE
41	0.04353932584269663	2020-04-10 04:17:33.339869	2020-04-10 04:19:09.370904	64	64	53	128	1.2023088282431138	0.0	0.04353932584269663	0.003745318352059925	0.010767790262172285	58.017790262172284	0.0279897804350067	0.0	0.04353932584269663	0.003745318352059925	0.010767790262172285	58.017790262172284	0.0279897804350067	1312734775	150	0.0	0.04353932584269663	0.003745318352059925	0.010767790262172285	58.017790262172284	0.0279897804350067	41	COMPLETE
42	0.031835205992509365	2020-04-10 04:19:09.418176	2020-04-10 04:20:56.319371	256	128	70	128	1.3177877669588904	0.0	0.031835205992509365	0.007022471910112359	0.013108614232209739	63.63061797752809	0.02529519485773841	0.0	0.031835205992509365	0.007022471910112359	0.013108614232209739	63.63061797752809	0.02529519485773841	2497020572	150	0.0	0.031835205992509365	0.007022471910112359	0.013108614232209739	63.63061797752809	0.02529519485773841	42	COMPLETE
43	0.06132958801498127	2020-04-10 04:20:56.341557	2020-04-10 04:21:30.968615	128	64	76	512	1.0922132519122618	0.0	0.06132958801498127	0.013576779026217229	0.025280898876404494	52.77013108614232	0.03629876840426289	0.0	0.06132958801498127	0.013576779026217229	0.025280898876404494	52.77013108614232	0.03629876840426289	989304107	150	0.0	0.06132958801498127	0.013576779026217229	0.025280898876404494	52.77013108614232	0.03629876840426289	43	COMPLETE
44	0.26732209737827717	2020-04-10 04:21:31.011854	2020-04-10 04:23:43.965587	256	128	1	128	0.5344395441481014	0.027153558052434457	0.26732209737827717	0.09737827715355805	0.1441947565543071	25.528558052434455	0.11257759776923401	0.027153558052434457	0.26732209737827717	0.09737827715355805	0.1441947565543071	25.528558052434455	0.11257759776923401	667443384	200	0.027153558052434457	0.26732209737827717	0.09737827715355805	0.1441947565543071	25.528558052434455	0.11257759776923401	44	COMPLETE
45	0.19288389513108614	2020-04-10 04:23:43.987551	2020-04-10 04:28:12.660933	64	128	26	256	0.6986414345699862	0.0	0.19288389513108614	0.03604868913857678	0.08333333333333333	33.98033707865169	0.0695778402752209	0.0	0.19288389513108614	0.03604868913857678	0.08333333333333333	33.98033707865169	0.0695778402752209	2565262064	550	0.0	0.19288389513108614	0.03604868913857678	0.08333333333333333	33.98033707865169	0.0695778402752209	45	COMPLETE
46	0.03885767790262172	2020-04-10 04:28:12.682044	2020-04-10 04:29:56.249499	256	128	82	128	1.3005830539959005	0.0	0.03885767790262172	0.007022471910112359	0.014044943820224719	62.848314606741575	0.026514528105693134	0.0	0.03885767790262172	0.007022471910112359	0.014044943820224719	62.848314606741575	0.026514528105693134	1860647497	150	0.0	0.03885767790262172	0.007022471910112359	0.014044943820224719	62.848314606741575	0.026514528105693134	46	COMPLETE
47	0.07631086142322098	2020-04-10 04:29:56.276982	2020-04-10 04:30:30.603618	64	128	80	512	1.0803262497985575	0.0	0.07631086142322098	0.02200374531835206	0.041666666666666664	52.10252808988764	0.0411790417525135	0.0	0.07631086142322098	0.02200374531835206	0.041666666666666664	52.10252808988764	0.0411790417525135	3860595759	150	0.0	0.07631086142322098	0.02200374531835206	0.041666666666666664	52.10252808988764	0.0411790417525135	47	COMPLETE
48	0.042134831460674156	2020-04-10 04:30:30.630179	2020-04-10 04:32:12.886141	128	256	94	128	1.2826559098475798	0.0	0.042134831460674156	0.006554307116104869	0.015917602996254682	61.95880149812734	0.027315148023412904	0.0	0.042134831460674156	0.006554307116104869	0.015917602996254682	61.95880149812734	0.027315148023412904	3100289348	150	0.0	0.042134831460674156	0.006554307116104869	0.015917602996254682	61.95880149812734	0.027315148023412904	48	COMPLETE
49	0.06928838951310862	2020-04-10 04:32:12.933933	2020-04-10 04:32:45.710016	64	128	67	512	1.0927398490443938	0.0	0.06928838951310862	0.016853932584269662	0.03089887640449438	52.700842696629216	0.03754214813592698	0.0	0.06928838951310862	0.016853932584269662	0.03089887640449438	52.700842696629216	0.03754214813592698	789713165	150	0.0	0.06928838951310862	0.016853932584269662	0.03089887640449438	52.700842696629216	0.03754214813592698	49	COMPLETE
50	0.054775280898876406	2020-04-10 04:32:45.736952	2020-04-10 04:33:38.621944	256	64	49	256	1.1326547251710815	0.0	0.054775280898876406	0.010299625468164793	0.02247191011235955	54.668539325842694	0.03331344215694444	0.0	0.054775280898876406	0.010299625468164793	0.02247191011235955	54.668539325842694	0.03331344215694444	1119564069	150	0.0	0.054775280898876406	0.010299625468164793	0.02247191011235955	54.668539325842694	0.03331344215694444	50	COMPLETE
51	0.075374531835206	2020-04-10 04:33:38.643202	2020-04-10 04:34:08.236558	128	64	35	512	1.078442676109698	0.0	0.075374531835206	0.007958801498127341	0.03136704119850187	52.02153558052434	0.036886811910525515	0.0	0.075374531835206	0.007958801498127341	0.03136704119850187	52.02153558052434	0.036886811910525515	425105264	150	0.0	0.075374531835206	0.007958801498127341	0.03136704119850187	52.02153558052434	0.036886811910525515	51	COMPLETE
52	0.026217228464419477	2020-04-10 04:34:08.264307	2020-04-10 04:35:52.417989	256	128	61	128	1.3150524683907099	0.0	0.026217228464419477	0.005149812734082397	0.009831460674157303	63.506320224719104	0.024181325516020053	0.0	0.026217228464419477	0.005149812734082397	0.009831460674157303	63.5060861423221	0.024181382222027082	2414856748	150	0.0	0.026217228464419477	0.005149812734082397	0.009831460674157303	63.506554307116104	0.024181269682413135	52	COMPLETE
53	0.04588014981273408	2020-04-10 04:35:52.445302	2020-04-10 04:37:27.409903	128	64	88	128	1.247912972246398	0.0	0.04588014981273408	0.0056179775280898875	0.018258426966292134	60.25140449438202	0.02844514110034827	0.0	0.04588014981273408	0.0056179775280898875	0.018258426966292134	60.25140449438202	0.02844514110034827	2943157269	150	0.0	0.04588014981273408	0.0056179775280898875	0.018258426966292134	60.25140449438202	0.02844514110034827	53	COMPLETE
54	0.03464419475655431	2020-04-10 04:37:27.436272	2020-04-10 04:39:03.627523	128	256	39	128	1.217607391792374	0.0	0.03464419475655431	0.0056179775280898875	0.011235955056179775	58.5875468164794	0.02726491342991969	0.0	0.03464419475655431	0.0056179775280898875	0.011235955056179775	58.5875468164794	0.02726491342991969	1078395258	150	0.0	0.03464419475655431	0.0056179775280898875	0.011235955056179775	58.5875468164794	0.02726491342991969	54	COMPLETE
55	0.15308988764044945	2020-04-10 04:39:03.663190	2020-04-10 04:43:24.017950	128	128	31	128	0.7437188707393235	0.0	0.15308988764044945	0.015917602996254682	0.04588014981273408	36.161048689138575	0.056891174319269995	0.0	0.15308988764044945	0.015917602996254682	0.04588014981273408	36.161048689138575	0.056891174319269995	754059908	300	0.0	0.15308988764044945	0.015917602996254682	0.04588014981273408	36.161048689138575	0.056891174319269995	55	COMPLETE
56	0.05383895131086142	2020-04-10 04:43:24.039459	2020-04-10 04:44:08.673932	128	256	73	512	1.1541956734533112	0.0	0.05383895131086142	0.009831460674157303	0.02294007490636704	55.68539325842696	0.032598107043418915	0.0	0.05383895131086142	0.009831460674157303	0.02294007490636704	55.68539325842696	0.032598107043418915	18557367	150	0.0	0.05383895131086142	0.009831460674157303	0.02294007490636704	55.68539325842696	0.032598107043418915	56	COMPLETE
57	0.03651685393258427	2020-04-10 04:44:08.716914	2020-04-10 04:45:45.311001	64	64	61	128	1.2410771747534808	0.0	0.03651685393258427	0.0046816479400749065	0.013576779026217229	59.90098314606742	0.026656966199294835	0.0	0.03651685393258427	0.0046816479400749065	0.013576779026217229	59.90074906367041	0.026657016453137044	4020942998	150	0.0	0.03651685393258427	0.0046816479400749065	0.013576779026217229	59.90121722846442	0.026656916673769182	57	COMPLETE
58	0.04962546816479401	2020-04-10 04:45:45.355639	2020-04-10 04:46:38.439317	128	64	69	256	1.1599350540780144	0.0	0.04962546816479401	0.010299625468164793	0.020599250936329586	56.01310861423221	0.03196345799650261	0.0	0.04962546816479401	0.010299625468164793	0.020599250936329586	56.01310861423221	0.03196345799650261	3641597822	150	0.0	0.04962546816479401	0.010299625468164793	0.020599250936329586	56.01310861423221	0.03196345799650261	58	COMPLETE
