number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.29261608572484293	2020-01-08 02:27:08.138590	2020-01-08 04:43:35.196030	5.487640439942425	350.0	1.0	0.049114906538763305	1100.0	0.369994054369183	0.10671726813647	0.29261608572484293	0.213095824608942	0.24982294617563738	7499.324166307427	0.17325187712975984	0.10671726813647	0.29261608572484293	0.213095824608942	0.24982294617563738	7499.324000800591	0.17325187793650673	0.10671726813647	0.29261608572484293	0.213095824608942	0.24982294617563738	7499.324331814263	0.17325187632992073	9															
10	TrialState.COMPLETE	0.33219723796033995	2020-01-08 04:43:35.197151	2020-01-08 04:57:43.139006	5.8539761951758855	250.0	11.0	0.03627520219072497	900.0	0.3109925057349845	0.12721317280453256	0.33219723796033995	0.24902620396600567	0.29014695467422097	6303.473043555241	0.2020872138796802	0.12721317280453256	0.33219723796033995	0.24902620396600567	0.29014695467422097	6303.47260092068	0.20208721391471052	0.12721317280453256	0.33219723796033995	0.24902620396600567	0.29014695467422097	6303.473486189801	0.20208721384466707	10	0.3325956090651558	0.3323300283286119													
11	TrialState.COMPLETE	0.3799132436260623	2020-01-08 04:57:43.139998	2020-01-08 05:12:22.252728	1.9428113386619938	450.0	6.0	0.007374106912364554	1400.0	0.2901026168107889	0.14252832861189801	0.3799132436260623	0.2970520538243626	0.3384383852691218	5879.990084985836	0.2313612891108631	0.14252832861189801	0.3799132436260623	0.2970520538243626	0.3384383852691218	5879.989907932011	0.2313613381333994	0.14252832861189801	0.3799132436260623	0.2970520538243626	0.3384383852691218	5879.99026203966	0.23136124231642868	11	0.3830559490084986	0.38096081208687443													
12	TrialState.COMPLETE	0.4122993389990557	2020-01-08 05:12:22.253738	2020-01-08 07:25:06.015408	7.6226550472748	150.0	26.0	0.00507265390603984	1700.0	0.3009114081117684	0.15977842978551193	0.4122993389990557	0.3389653311749629	0.3787096991771213	6099.155824227708	0.2581218337231201	0.15977842978551193	0.4122993389990557	0.3389653311749629	0.3787096991771213	6099.155605018212	0.25812183377455783	0.15977842978551193	0.4122993389990557	0.3389653311749629	0.3787096991771213	6099.156043437205	0.25812183367178676	12												0.41046667660653047	0.41142882436260625		
13	TrialState.COMPLETE	0.3766440712262242	2020-01-08 07:25:06.016420	2020-01-08 08:01:35.217850	7.604734493545434	250.0	21.0	0.02182443692609007	500.0	0.27821255450240684	0.14283184945366248	0.3766440712262242	0.29309995953055445	0.3335441116956698	5638.742626972886	0.22972601899717307	0.14283184945366248	0.3766440712262242	0.29309995953055445	0.3335441116956698	5638.742411978956	0.2297260191132933	0.14283184945366248	0.3766440712262242	0.29309995953055445	0.3335441116956698	5638.742841966815	0.22972601888133803	13				0.37453966005665723	0.37576723323890465										
14	TrialState.COMPLETE	0.4141643059490085	2020-01-08 08:01:35.218887	2020-01-08 09:10:40.535777	8.71439014381221	450.0	31.0	0.007039351995879575	1300.0	0.2951252293021234	0.15734773371104815	0.4141643059490085	0.3367386685552408	0.37802762039660054	5981.5637216713885	0.25653532653763633	0.15734773371104815	0.4141643059490085	0.3367386685552408	0.37802762039660054	5981.563456090652	0.25653532659916334	0.15734773371104815	0.4141643059490085	0.3367386685552408	0.37802762039660054	5981.563987252124	0.25653532647620586	14						0.41315509915014165	0.41371576959395656								
15	TrialState.COMPLETE	0.34375	2020-01-08 09:10:40.536925	2020-01-08 09:26:55.566262	2.5679837404558743	350.0	31.0	0.03256339133856345	1700.0	0.2991165660460442	0.13606586402266288	0.34375	0.26137570821529743	0.301832507082153	6062.521644830028	0.2119924456462375	0.13606586402266288	0.34375	0.26137570821529743	0.301832507082153	6062.5212907223795	0.21199244565112918	0.13606586402266288	0.34375	0.26137570821529743	0.301832507082153	6062.521998937677	0.2119924456413468	15	0.3440155807365439	0.3438385269121813													
16	TrialState.COMPLETE	0.3484861898016997	2020-01-08 09:26:55.567307	2020-01-08 09:41:46.414077	8.55039662810282	450.0	6.0	0.02492694552972028	1900.0	0.30439319516459473	0.1333215297450425	0.3484861898016997	0.26859065155807366	0.30701133144475923	6169.728443696884	0.2131488233014862	0.1333215297450425	0.3484861898016997	0.26859065155807366	0.30701133144475923	6169.728310906516	0.21314882333647842	0.1333215297450425	0.3484861898016997	0.26859065155807366	0.30701133144475923	6169.728576487252	0.21314882326651613	16	0.3510092067988669	0.3493271954674221													
17	TrialState.COMPLETE	0.26012579252664236	2020-01-08 09:41:46.415168	2020-01-08 11:45:28.666586	9.771059879934372	350.0	1.0	0.08084421083787471	1000.0	0.3770492368240397	0.0925907190071496	0.26012579252664236	0.18228112774854985	0.2174726831242412	7642.081769357885	0.15129302331232833	0.0925907190071496	0.26012579252664236	0.18228112774854985	0.2174726831242412	7642.081596519628	0.15129302332687128	0.0925907190071496	0.26012579252664236	0.18228112774854985	0.2174726831242412	7642.081942196142	0.15129302329779631	17															
18	TrialState.COMPLETE	0.37682955618508024	2020-01-08 11:45:28.667781	2020-01-08 13:54:37.742622	2.6376891846994255	50.0	16.0	0.0036251208996243675	1000.0	0.3019616834800294	0.1336587751247808	0.37682955618508024	0.29539322811277485	0.3399517739106974	6120.831183394038	0.22497059765710875	0.1336587751247808	0.37682955618508024	0.29539322811277485	0.3399517739106974	6120.830964184541	0.22497059775246006	0.1336587751247808	0.37682955618508024	0.29539322811277485	0.3399517739106974	6120.831402603534	0.22497059756197668	18															
19	TrialState.COMPLETE	0.3744511331444759	2020-01-08 13:54:37.743775	2020-01-08 14:57:54.844721	5.005351781472155	250.0	31.0	0.023417443684539848	1000.0	0.2845895356323413	0.14902620396600566	0.3744511331444759	0.2913774787535411	0.33257790368271956	5767.987305240793	0.2324068604827852	0.14902620396600566	0.3744511331444759	0.2913774787535411	0.33257790368271956	5767.987145892352	0.2324068604968805	0.14902620396600566	0.3744511331444759	0.2913774787535411	0.33257790368271956	5767.987464589235	0.23240686046870054	19						0.3722335339943343	0.37346553352219075								
20	TrialState.COMPLETE	0.3776558073654391	2020-01-08 14:57:54.845681	2020-01-08 17:53:14.387703	1.2264502586048995	50.0	26.0	0.0059266620632379965	1600.0	0.3011069502998263	0.1360757003462386	0.3776558073654391	0.2913256741160424	0.3368875249186864	6103.629619793306	0.22551627362120882	0.1360757003462386	0.3776558073654391	0.2913256741160424	0.3368875249186864	6103.629314867275	0.2255162743868859	0.1360757003462386	0.3776558073654391	0.2913256741160424	0.3368875249186864	6103.6299247193365	0.22551627286345746	20														0.37625354107648723	0.3769816408803661
