number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
21	TrialState.COMPLETE	0.022175991501416432	2020-01-07 11:52:18.402291	2020-01-07 11:55:58.031443	50.0	2	41.0	0.05436989324514294	1300.0	0.7542135535957557	0.000708215297450425	0.022175991501416432	0.01673158640226629	0.01898902266288952	15287.96558516289	0.01025212129127063	0.000708215297450425	0.022175991501416432	0.01673158640226629	0.01898902266288952	15287.962995750708	0.010252122317518871	0.000708215297450425	0.022175991501416432	0.01673158640226629	0.01898902266288952	15287.968174575071	0.01025212026920911	21	0.02523016997167139	0.023194050991501416													
22	TrialState.COMPLETE	0.03952726628895184	2020-01-07 11:55:58.032471	2020-01-07 12:01:15.571583	450.0	2	21.0	0.017259235397051344	2000.0	0.7344665191859637	0.000708215297450425	0.03952726628895184	0.026956444759206798	0.03288774787535411	14887.69996016289	0.016709011830133083	0.000708215297450425	0.03952726628895184	0.026956444759206798	0.03288774787535411	14887.696883852692	0.016709023256816936	0.000708215297450425	0.03952726628895184	0.026956444759206798	0.03288774787535411	14887.703036473087	0.016709000616960075	22	0.0454143059490085	0.04148961284230406													
23	TrialState.COMPLETE	0.0010623229461756375	2020-01-07 12:01:15.572938	2020-01-07 12:04:57.309614	150.0	1	11.0	0.00610930889371652	700.0	0.9928696817443454	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	20128.569936260625	0.0009740699369243762	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	20128.55966713881	0.0009740700422188966	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	20128.580205382437	0.0009740698316518621	23	0.0010623229461756375	0.0010623229461756375													
24	TrialState.COMPLETE	0.004205028328611898	2020-01-07 12:04:57.310665	2020-01-07 12:09:03.617385	250.0	2	31.0	0.09675464382570352	1900.0	1.0346602223799752	0.000708215297450425	0.004205028328611898	0.0030541784702549576	0.003319759206798867	20976.57303470255	0.00228788283499193	0.000708215297450425	0.004205028328611898	0.0030541784702549576	0.003319759206798867	20976.56962641643	0.00228788304200276	0.000708215297450425	0.004205028328611898	0.0030541784702549576	0.003319759206798867	20976.57644298867	0.0022878826281452704	24	0.005754249291784703	0.004721435316336166													
25	TrialState.COMPLETE	0.002124645892351275	2020-01-07 12:09:03.618439	2020-01-07 12:14:02.757867	450.0	1	11.0	0.006098126330349474	1400.0	0.9908884275400915	0.000708215297450425	0.002124645892351275	0.00141643059490085	0.00141643059490085	20088.545237252125	0.0013210027164870883	0.000708215297450425	0.002124645892351275	0.00141643059490085	0.00141643059490085	20088.526735127478	0.0013210029366431475	0.000708215297450425	0.002124645892351275	0.00141643059490085	0.00141643059490085	20088.563739376772	0.0013210024963931676	25	0.002124645892351275	0.002124645892351275													
26	TrialState.COMPLETE	0.010446175637393768	2020-01-07 12:14:02.758921	2020-01-07 12:19:00.508542	350.0	2	71.0	0.027615848631310915	1300.0	0.9189132575369949	0.000708215297450425	0.010446175637393768	0.008144475920679886	0.00907400849858357	18628.2836180949	0.005150080461880035	0.000708215297450425	0.010446175637393768	0.008144475920679886	0.00907400849858357	18628.279125354107	0.005150080916256471	0.000708215297450425	0.010446175637393768	0.008144475920679886	0.00907400849858357	18628.288110835692	0.005150080009041734	26	0.015580736543909348	0.012157695939565628													
27	TrialState.COMPLETE	0.34955813523832985	2020-01-07 12:19:00.509610	2020-01-07 13:08:34.479455	350.0	2	71.0	0.004884075065051929	1300.0	0.08422859006722395	0.000708215297450425	0.34955813523832985	0.1640981032146816	0.24485774110112082	1706.878448700579	0.11617024446269873	0.000708215297450425	0.34955813523832985	0.1640981032146816	0.24485774110112082	1706.8778944451287	0.1161702454161676	0.000708215297450425	0.34955813523832985	0.1640981032146816	0.24485774110112082	1706.8790029560291	0.11617024351629487	27													0.34839977067314176	0.3490052794231264	
28	TrialState.COMPLETE	0.16660764872521247	2020-01-07 13:08:34.480360	2020-01-07 13:13:31.845425	350.0	2	71.0	0.011589397052786625	800.0	0.23433519212448867	0.000708215297450425	0.16660764872521247	0.08317103399433427	0.11645715297450425	4748.917603576488	0.059799031025600524	0.000708215297450425	0.16660764872521247	0.08317103399433427	0.11645715297450425	4748.916032223796	0.05979971892794353	0.000708215297450425	0.16660764872521247	0.08317103399433427	0.11645715297450425	4748.919174929179	0.059798414061562846	28	0.1646600566572238	0.16595845136921625													
29	TrialState.COMPLETE	0.019652974504249292	2020-01-07 13:13:31.846396	2020-01-07 13:17:11.030979	50.0	2	11.0	0.052531058198398664	900.0	0.7812660448255767	0.000708215297450425	0.019652974504249292	0.016156161473087818	0.017705382436260624	15836.324141288951	0.009520320917809015	0.000708215297450425	0.019652974504249292	0.016156161473087818	0.017705382436260624	15836.321264164306	0.009520321069256923	0.000708215297450425	0.019652974504249292	0.016156161473087818	0.017705382436260624	15836.327018413598	0.009520320766459192	29	0.021069405099150142	0.02012511803588291													
30	TrialState.COMPLETE	0.000708215297450425	2020-01-07 13:17:11.032016	2020-01-07 13:22:09.692280	450.0	1	11.0	0.0014233038673741316	1800.0	0.9967934029135963	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20208.051788243625	0.0009385114033287828	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20208.03275495751	0.0009385128698145915	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20208.070821529745	0.0009385099415665537	30	0.000708215297450425	0.000708215297450425													
31	TrialState.COMPLETE	0.3644572495493175	2020-01-07 13:22:09.693322	2020-01-07 14:01:02.133233	250.0	2	11.0	0.0012775727512833101	1500.0	0.08713320865719537	0.000708215297450425	0.3644572495493175	0.18655034766932785	0.27062677053824363	1765.835456637909	0.12387401266198565	0.000708215297450425	0.3644572495493175	0.18655034766932785	0.27062677053824363	1765.8344707700232	0.12387401283757048	0.000708215297450425	0.3644572495493175	0.18655034766932785	0.27062677053824363	1765.8364425057946	0.12387401248672188	31												0.3627124645892351	0.36362639956832593		
32	TrialState.COMPLETE	0.0008852691218130312	2020-01-07 14:01:02.134272	2020-01-07 14:04:38.927132	50.0	1	81.0	0.00626931392075006	800.0	1.0038606177775726	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20351.590297450424	0.0010213343813442167	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20351.58604815864	0.0010213344019996734	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20351.59454674221	0.0010213343606917265	32	0.0008852691218130312	0.0008852691218130312													
33	TrialState.COMPLETE	0.0017705382436260624	2020-01-07 14:04:38.928165	2020-01-07 14:09:41.976054	350.0	1	91.0	0.023579231978339707	700.0	1.0112466632551895	0.000708215297450425	0.0017705382436260624	0.0010623229461756375	0.0010623229461756375	20501.389783994335	0.0011412000834657343	0.000708215297450425	0.0017705382436260624	0.0010623229461756375	0.0010623229461756375	20501.369511331446	0.0011412006210358007	0.000708215297450425	0.0017705382436260624	0.0010623229461756375	0.0010623229461756375	20501.410056657223	0.0011411995464400367	33	0.0017705382436260624	0.0017705382436260624													
34	TrialState.COMPLETE	0.3485178065560502	2020-01-07 14:09:41.977111	2020-01-07 15:01:34.265877	450.0	2	51.0	0.004030528670448775	1000.0	0.08568041624017449	0.000708215297450425	0.3485178065560502	0.16427222447052475	0.24440172669634427	1736.297888843923	0.11554651727498311	0.000708215297450425	0.3485178065560502	0.16427222447052475	0.24440172669634427	1736.2971890597598	0.11554653374228642	0.000708215297450425	0.3485178065560502	0.16427222447052475	0.24440172669634427	1736.2985886280858	0.11554650175054039	34															
35	TrialState.COMPLETE	0.3132082152974504	2020-01-07 15:01:34.266939	2020-01-07 15:30:03.611766	250.0	2	91.0	0.0075741847430102986	700.0	0.09641271014550974	0.000708215297450425	0.3132082152974504	0.14081680830972615	0.21253541076487253	1953.758368744098	0.10368659672629056	0.000708215297450425	0.3132082152974504	0.14081680830972615	0.21253541076487253	1953.7576959395656	0.10368659688416036	0.000708215297450425	0.3132082152974504	0.14081680830972615	0.21253541076487253	1953.7590415486309	0.10368659656872892	35															
36	TrialState.COMPLETE	0.36469001961211595	2020-01-07 15:30:03.612836	2020-01-07 15:50:58.938296	50.0	2	51.0	0.0034896752408512064	600.0	0.11279610921908999	0.000708215297450425	0.36469001961211595	0.18469437786010023	0.2686587491828285	2286.0337151340163	0.12357918437585708	0.000708215297450425	0.36469001961211595	0.18469437786010023	0.2686587491828285	2286.032795816082	0.12357918571851305	0.000708215297450425	0.36469001961211595	0.18469437786010023	0.2686587491828285	2286.0346344519503	0.123579183049315	36															
37	TrialState.COMPLETE	0.012880665722379604	2020-01-07 15:50:58.940130	2020-01-07 15:56:40.621414	450.0	2	71.0	0.023861199408268127	600.0	0.8928467842539515	0.000708215297450425	0.012880665722379604	0.0084985835694051	0.009870750708215298	18100.23333480878	0.005775785540532505	0.000708215297450425	0.012880665722379604	0.0084985835694051	0.009870750708215298	18100.228532223795	0.0057757856374631615	0.000708215297450425	0.012880665722379604	0.0084985835694051	0.009870750708215298	18100.238137393768	0.005775785443635985	37	0.01673158640226629	0.014164305949008499													
38	TrialState.COMPLETE	0.1552053824362606	2020-01-07 15:56:40.622325	2020-01-07 16:16:13.731234	150.0	2	1.0	0.00840742867909971	800.0	0.13741124988909925	0.000708215297450425	0.1552053824362606	0.07560198300283286	0.10836874409820585	2784.9418319169026	0.05584969642227046	0.000708215297450425	0.1552053824362606	0.07560198300283286	0.10836874409820585	2784.941194523135	0.05584969723490012	0.000708215297450425	0.1552053824362606	0.07560198300283286	0.10836874409820585	2784.9424693106703	0.05584969561459005	38							0.1544590324689475	0.15485886280857952							
39	TrialState.COMPLETE	0.000708215297450425	2020-01-07 16:16:13.732876	2020-01-07 16:21:29.773548	450.0	1	31.0	0.036861446242350576	500.0	1.0049256305718914	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20372.88482648725	0.000913154450872884	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20372.86685552408	0.0009131546364446907	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20372.902797450424	0.0009131542653737053	39	0.000708215297450425	0.000708215297450425													
40	TrialState.COMPLETE	0.000708215297450425	2020-01-07 16:21:29.774715	2020-01-07 16:27:02.162682	450.0	1	61.0	0.010764181569009946	1300.0	0.9944398004577395	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20160.833746458924	0.0009106116830098227	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20160.81533286119	0.0009106118402701138	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20160.852160056656	0.0009106115257864116	40	0.000708215297450425	0.000708215297450425													
41	TrialState.COMPLETE	0.0008852691218130312	2020-01-07 16:27:02.163495	2020-01-07 16:31:41.970542	350.0	1	21.0	0.006333898022634788	1800.0	0.9728967620044991	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	19723.70538243626	0.0009859989069815462	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	19723.68519830028	0.0009859994873467688	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	19723.725566572237	0.0009859983271457511	41	0.0008852691218130312	0.0008852691218130312													
42	TrialState.COMPLETE	0.0012393767705382436	2020-01-07 16:31:41.971598	2020-01-07 16:35:54.570205	250.0	1	61.0	0.004202942232539559	700.0	0.9988937681679507	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.000708215297450425	20251.06046388102	0.0009560024963060432	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.000708215297450425	20251.04957507082	0.0009560025549508176	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.000708215297450425	20251.07135269122	0.0009560024376701931	42	0.0012393767705382436	0.0012393767705382436													
43	TrialState.COMPLETE	0.0012393767705382436	2020-01-07 16:35:54.571252	2020-01-07 16:40:45.237715	350.0	1	51.0	0.002764030699936805	700.0	0.9774454705604935	0.000708215297450425	0.0012393767705382436	0.0008852691218130312	0.0008852691218130312	19815.944316572237	0.0010195022154080814	0.000708215297450425	0.0012393767705382436	0.0008852691218130312	0.0008852691218130312	19815.92687677054	0.0010195024317386715	0.000708215297450425	0.0012393767705382436	0.0008852691218130312	0.0008852691218130312	19815.961756373938	0.0010195019991536764	43	0.0012393767705382436	0.0012393767705382436													
44	TrialState.COMPLETE	0.000708215297450425	2020-01-07 16:40:45.238529	2020-01-07 16:45:03.210032	250.0	1	91.0	0.024718900115875988	500.0	0.9987479642675412	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20247.978133852692	0.0009232237604743839	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20247.96635977337	0.0009232239421387557	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20247.989907932013	0.0009232235789129323	44	0.000708215297450425	0.000708215297450425													
45	TrialState.COMPLETE	0.0010623229461756375	2020-01-07 16:45:03.211081	2020-01-07 16:48:52.012208	150.0	1	31.0	0.018229087647106713	2000.0	0.9883561632024186	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0010623229461756375	20037.196087110482	0.0010400449248033155	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0010623229461756375	20037.186437677054	0.001040045165194455	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0010623229461756375	20037.20573654391	0.001040044684542598	45	0.0010623229461756375	0.0010623229461756375													
46	TrialState.COMPLETE	0.000708215297450425	2020-01-07 16:48:52.013286	2020-01-07 16:52:39.067580	150.0	1	71.0	0.04130963790403927	500.0	0.9955756883406247	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20183.956887393768	0.0009524035065920831	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20183.949185552407	0.0009524037201046509	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20183.96458923513	0.0009524032932042812	46	0.000708215297450425	0.000708215297450425													
47	TrialState.COMPLETE	0.0010623229461756375	2020-01-07 16:52:39.068644	2020-01-07 16:56:22.542054	50.0	1	51.0	0.0012398074705831986	1700.0	0.9790357554683018	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0010623229461756375	19848.3575601983	0.0010018800887456286	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0010623229461756375	19848.35357648725	0.0010018801983893218	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0010623229461756375	19848.36154390935	0.0010018799791816232	47	0.0010623229461756375	0.0010623229461756375													
