number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
46	TrialState.COMPLETE	0.036756373937677056	2020-01-12 10:42:13.151809	2020-01-12 11:04:52.898957	1.6183638095008326	150.0	1.0	0.005354972845734755	0.01050171338074064	800.0	0.5021556203634664	0.005347025495750708	0.036756373937677056	0.013774787535410764	0.02082152974504249	10179.191749291786	0.017652951216629367	0.005347025495750708	0.036756373937677056	0.013774787535410764	0.02082152974504249	10179.191678470255	0.01765295124503591	0.005347025495750708	0.036756373937677056	0.013774787535410764	0.02082152974504249	10179.191820113314	0.017652951188247886	46		0.037653446647780926	0.037092776203966005		
47	TrialState.COMPLETE	0.0002213172804532578	2020-01-12 11:04:52.900008	2020-01-12 11:27:18.596296	6.797017246099357	250.0	26.0	0.0020292930898130595	0.07489061013543227	1800.0	1.001344946074034	0.0	0.0002213172804532578	0.0001327903682719547	0.0001327903682719547	20300.639806126062	0.00029384480631666895	0.0	0.0002213172804532578	0.0001327903682719547	0.0001327903682719547	20300.639562677054	0.0002938448066574844	0.0	0.0002213172804532578	0.0001327903682719547	0.0001327903682719547	20300.64004957507	0.00029384480597586756	47	8.852691218130312e-05	0.00017705382436260624			
48	TrialState.COMPLETE	0.0001327903682719547	2020-01-12 11:27:18.597256	2020-01-12 11:48:24.444522	9.176283734300487	250.0	11.0	0.0055893077186647344	0.06120671277233241	1300.0	1.004867181691467	0.0	0.0001327903682719547	0.0	0.0	20371.87953700425	0.00018880199945982924	0.0	0.0001327903682719547	0.0	0.0	20371.879426345607	0.00018880200105856988	0.0	0.0001327903682719547	0.0	0.0	20371.87964766289	0.00018880199786142307	48	8.852691218130312e-05	0.00011803588290840416			
49	TrialState.COMPLETE	8.852691218130312e-05	2020-01-12 11:48:24.445563	2020-01-12 12:08:05.639145	6.02141338962991	150.0	46.0	0.025985234978956714	0.06394646940561043	1800.0	0.9945450265825176	0.0	8.852691218130312e-05	0.0	0.0	20162.665279745044	0.00024770380241032866	0.0	8.852691218130312e-05	0.0	0.0	20162.66519121813	0.00024770380280131343	0.0	8.852691218130312e-05	0.0	0.0	20162.665368271955	0.0002477038020193817	49	0.00017705382436260624	0.00011803588290840416			
50	TrialState.COMPLETE	0.0002655807365439094	2020-01-12 12:08:05.640291	2020-01-12 12:26:31.990769	1.0015611152528057	150.0	31.0	0.0268608870894252	0.03470983877538056	1300.0	1.0058832027156457	0.0	0.0002655807365439094	4.426345609065156e-05	0.0002213172804532578	20392.596206621813	0.0002628271074613611	0.0	0.0002655807365439094	4.426345609065156e-05	0.0002213172804532578	20392.596184490085	0.0002628271080335498	0.0	0.0002655807365439094	4.426345609065156e-05	0.0002213172804532578	20392.59622875354	0.00026282710688926435	50	0.00017705382436260624	0.00023607176581680832			
51	TrialState.COMPLETE	0.0004868980169971671	2020-01-12 12:26:31.991516	2020-01-12 12:42:36.683397	7.62986435623596	50.0	41.0	0.0015604209762281529	0.010686251956574935	1100.0	1.0091441976946782	0.0	0.0004868980169971671	0.00017705382436260624	0.0002213172804532578	20458.5853842068	0.0003539525735530261	0.0	0.0004868980169971671	0.00017705382436260624	0.0002213172804532578	20458.585295679888	0.00035395257376839466	0.0	0.0004868980169971671	0.00017705382436260624	0.0002213172804532578	20458.58547273371	0.0003539525733376692	51	0.0004426345609065156	0.00047214353163361664			
52	TrialState.COMPLETE	0.0001327903682719547	2020-01-12 12:42:36.684148	2020-01-12 13:01:04.720316	2.20069948446427	250.0	1.0	0.01049083410969544	0.07411108910734471	600.0	0.996023119258787	0.0	0.0001327903682719547	0.0	4.426345609065156e-05	20192.847202549576	0.0001968105153405654	0.0	0.0001327903682719547	0.0	4.426345609065156e-05	20192.846981232295	0.0001968105163887511	0.0	0.0001327903682719547	0.0	4.426345609065156e-05	20192.847423866857	0.0001968105142924864	52	8.852691218130312e-05	0.00011803588290840416			
53	TrialState.COMPLETE	0.0005311614730878187	2020-01-12 13:01:04.721296	2020-01-12 13:18:44.770744	3.0656841106756376	150.0	16.0	0.07960040749841457	0.014383291959609393	800.0	0.9941472869241783	4.426345609065156e-05	0.0005311614730878187	4.426345609065156e-05	0.0001327903682719547	20154.705338172804	0.00032215800289787586	4.426345609065156e-05	0.0005311614730878187	4.426345609065156e-05	0.0001327903682719547	20154.70516111898	0.0003221580707920617	4.426345609065156e-05	0.0005311614730878187	4.426345609065156e-05	0.0001327903682719547	20154.70551522663	0.0003221579351216542	53	0.0003541076487252125	0.00047214353163361664			
54	TrialState.COMPLETE	8.852691218130312e-05	2020-01-12 13:18:44.771586	2020-01-12 13:34:01.610027	2.8895524309258223	50.0	6.0	0.022553001315897808	0.013275223551571525	1200.0	1.0035051923028853	0.0	8.852691218130312e-05	0.0	0.0	20344.30628098442	0.00018891282675327097	0.0	8.852691218130312e-05	0.0	0.0	20344.30617032578	0.0001889128291607846	0.0	8.852691218130312e-05	0.0	0.0	20344.30639164306	0.00018891282434628265	54	0.00017705382436260624	0.00011803588290840416			
55	TrialState.COMPLETE	0.05165545325779037	2020-01-12 13:34:01.610880	2020-01-12 13:52:31.626436	6.945010875670897	250.0	1.0	0.05773339586173812	0.018626430248887715	600.0	0.39446289944043383	0.025938385269121813	0.05165545325779037	0.0354550283286119	0.04116501416430595	7996.469391820114	0.03619915389687813	0.025938385269121813	0.05165545325779037	0.0354550283286119	0.04116501416430595	7996.469192634561	0.036199154123390025	0.025938385269121813	0.05165545325779037	0.0354550283286119	0.04116501416430595	7996.469591005665	0.03619915367082231	55	0.08737606232294617	0.06356232294617564			
56	TrialState.COMPLETE	0.00017705382436260624	2020-01-12 13:52:31.627200	2020-01-12 14:15:00.656809	7.839557036911589	250.0	26.0	0.04542598939249432	0.0701958927398907	500.0	0.9989638147489055	0.0	0.00017705382436260624	8.852691218130312e-05	0.0001327903682719547	20252.333989907933	0.0002812126678606283	0.0	0.00017705382436260624	8.852691218130312e-05	0.0001327903682719547	20252.333834985835	0.000281212678418406	0.0	0.00017705382436260624	8.852691218130312e-05	0.0001327903682719547	20252.334144830027	0.0002812126573092196	56	0.00017705382436260624	0.00017705382436260624			
57	TrialState.COMPLETE	0.00017705382436260624	2020-01-12 14:15:00.657621	2020-01-12 14:32:58.722072	3.2503861557218645	150.0	26.0	0.03754120010045579	0.02011766112969943	1300.0	0.9970998409199746	0.0	0.00017705382436260624	0.0	0.0	20214.74592776204	0.00021522848159734954	0.0	0.00017705382436260624	0.0	0.0	20214.74583923513	0.0002152284825904735	0.0	0.00017705382436260624	0.0	0.0	20214.74601628895	0.00021522848060442006	57	0.00017705382436260624	0.00017705382436260624			
58	TrialState.COMPLETE	0.0002655807365439094	2020-01-12 14:32:58.722958	2020-01-12 15:01:53.701828	4.766023111804895	450.0	11.0	0.08053256202046624	0.014072202002620611	1000.0	1.002900780868108	0.0001327903682719547	0.0002655807365439094	0.0001327903682719547	0.0002213172804532578	20332.247432719545	0.00036415613933934874	0.0001327903682719547	0.0002655807365439094	0.0001327903682719547	0.0002213172804532578	20332.24716713881	0.00036415618286453534	0.0001327903682719547	0.0002655807365439094	0.0001327903682719547	0.0002213172804532578	20332.24769830028	0.0003641560958559329	58	0.00017705382436260624	0.00023607176581680832			
59	TrialState.COMPLETE	0.0003098441926345609	2020-01-12 15:01:53.702656	2020-01-12 15:17:03.429855	1.446431493788929	150.0	1.0	0.0038592131404036885	0.024689540858585532	1400.0	0.9960626194147837	4.426345609065156e-05	0.0003098441926345609	4.426345609065156e-05	0.0001327903682719547	20193.607183958924	0.000249632863721454	4.426345609065156e-05	0.0003098441926345609	4.426345609065156e-05	0.0001327903682719547	20193.60689624646	0.0002496328704899991	4.426345609065156e-05	0.0003098441926345609	4.426345609065156e-05	0.0001327903682719547	20193.60747167139	0.00024963285695623407	59	0.0004426345609065156	0.0003541076487252125			
60	TrialState.COMPLETE	0.0002213172804532578	2020-01-12 15:17:03.430666	2020-01-12 15:37:53.178318	1.068237942463772	250.0	6.0	0.07104884503232692	0.02964539458822639	1200.0	1.0019788106014922	0.0	0.0002213172804532578	0.0	0.0	20313.567546033995	0.00020989842063690175	0.0	0.0002213172804532578	0.0	0.0	20313.56736898017	0.00020989842393041868	0.0	0.0002213172804532578	0.0	0.0	20313.567723087817	0.00020989841734416642	60	8.852691218130312e-05	0.00017705382436260624			
61	TrialState.COMPLETE	0.0003541076487252125	2020-01-12 15:37:53.179823	2020-01-12 15:55:39.139343	6.860713801438553	150.0	21.0	0.0022031177597279412	0.06702296761988766	900.0	0.9956338085218623	0.0	0.0003541076487252125	0.00017705382436260624	0.0002213172804532578	20184.517417669973	0.0002850920777993489	0.0	0.0003541076487252125	0.00017705382436260624	0.0002213172804532578	20184.517351274786	0.00028509207810078634	0.0	0.0003541076487252125	0.00017705382436260624	0.0002213172804532578	20184.517484065156	0.00028509207749793843	61	0.0003541076487252125	0.0003541076487252125			
62	TrialState.COMPLETE	0.0001327903682719547	2020-01-12 15:55:39.140216	2020-01-12 16:14:24.597930	1.7236305706930297	150.0	36.0	0.005622052576237138	0.021609871377484807	1500.0	0.9985146880353658	0.0	0.0001327903682719547	4.426345609065156e-05	8.852691218130312e-05	20243.31114996459	0.00024117434798422545	0.0	0.0001327903682719547	4.426345609065156e-05	8.852691218130312e-05	20243.31103930595	0.00024117434875122796	0.0	0.0001327903682719547	4.426345609065156e-05	8.852691218130312e-05	20243.311260623228	0.0002411743472173444	62	0.0002655807365439094	0.00017705382436260624			
63	TrialState.COMPLETE	0.00017705382436260624	2020-01-12 16:14:24.598905	2020-01-12 16:32:26.997068	2.096028659820486	150.0	26.0	0.002473485622029019	0.04840987083339158	500.0	0.9984990582688019	0.0	0.00017705382436260624	0.0	8.852691218130312e-05	20242.882856763455	0.00025601209558808835	0.0	0.00017705382436260624	0.0	8.852691218130312e-05	20242.882746104817	0.000256012096270132	0.0	0.00017705382436260624	0.0	8.852691218130312e-05	20242.882967422098	0.0002560120949061389	63	0.00017705382436260624	0.00017705382436260624			
