number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
15	TrialState.COMPLETE	0.000708215297450425	2020-01-04 19:57:38.371602	2020-01-04 20:16:29.117429	0.7286783012588924	6.299744493843741	150.0	250.0	80.0	0.0014160152847843398	700.0	1.0111759293484248	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20499.859972556656	0.0009308228519161409	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20499.84605169972	0.0009308231818421524	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20499.873893413598	0.0009308225222744971	15	0.000708215297450425	0.000708215297450425						
16	TrialState.COMPLETE	0.022574362606232294	2020-01-04 20:16:29.118379	2020-01-04 21:51:41.112527	0.4639270162755643	2.385880615818842	250.0	350.0	120.0	0.024085930318666172	800.0	0.7998766440464856	0.000708215297450425	0.022574362606232294	0.011419971671388102	0.016607648725212466	16215.068909348442	0.008462791148398069	0.000708215297450425	0.022574362606232294	0.011419971671388102	0.016607648725212466	16215.057825779037	0.00846279223943866	0.000708215297450425	0.022574362606232294	0.011419971671388102	0.016607648725212466	16215.079992917847	0.008462790061323814	16					0.021091536827195466	0.02191532892666037		
17	TrialState.COMPLETE	0.00017705382436260624	2020-01-04 21:51:41.113608	2020-01-04 22:16:09.592851	0.4741141112320286	6.16782758050023	450.0	50.0	60.0	0.0012026632648966889	600.0	1.0283999279696416	0.0	0.00017705382436260624	0.0	0.0	20849.14230701133	0.00020926576955500624	0.0	0.00017705382436260624	0.0	0.0	20849.130621458924	0.00020926598756036235	0.0	0.00017705382436260624	0.0	0.0	20849.15399256374	0.00020926555168113817	17	0.00017705382436260624	0.00017705382436260624						
18	TrialState.COMPLETE	0.001593484419263456	2020-01-04 22:16:09.593913	2020-01-04 22:34:19.555332	0.45499849252908686	1.0859825882651717	150.0	50.0	160.0	0.005469323654914539	800.0	0.9636403269986824	0.000796742209631728	0.001593484419263456	0.0012393767705382436	0.00141643059490085	19535.99012924929	0.0013701616256377733	0.000796742209631728	0.001593484419263456	0.0012393767705382436	0.00141643059490085	19535.983179886687	0.001370161724711709	0.000796742209631728	0.001593484419263456	0.0012393767705382436	0.00141643059490085	19535.997078611897	0.0013701615266026573	18	0.0008852691218130312	0.0013574126534466478						
19	TrialState.COMPLETE	0.0010180594900849858	2020-01-04 22:34:19.556408	2020-01-04 23:01:02.501736	0.44817565073662746	15.24340716254907	350.0	350.0	110.0	0.04368524055085611	700.0	1.0812038219638624	0.000708215297450425	0.0010180594900849858	0.0007524787535410764	0.0007524787535410764	21920.453855347027	0.0010073729925576629	0.000708215297450425	0.0010180594900849858	0.0007524787535410764	0.0007524787535410764	21920.439845963174	0.0010073731186997436	0.000708215297450425	0.0010180594900849858	0.0007524787535410764	0.0007524787535410764	21920.46786473088	0.0010073728664634558	19	0.0009737960339943342	0.0010033050047214354						
20	TrialState.COMPLETE	0.0011508498583569404	2020-01-04 23:01:02.502686	2020-01-04 23:22:10.635976	0.20985567168065217	13.841623706586642	250.0	150.0	110.0	0.04511732838755627	900.0	1.0609879516127747	0.000708215297450425	0.0011508498583569404	0.0007524787535410764	0.0008410056657223796	21510.61446529745	0.0010173088221465594	0.000708215297450425	0.0011508498583569404	0.0007524787535410764	0.0008410056657223796	21510.602292847027	0.0010173092178883375	0.000708215297450425	0.0011508498583569404	0.0007524787535410764	0.0008410056657223796	21510.626637747875	0.0010173084269210256	20	0.0010623229461756375	0.0011213408876298394						
21	TrialState.COMPLETE	0.0004426345609065156	2020-01-04 23:22:10.637023	2020-01-04 23:42:00.500576	0.29225055460873284	1.84841982198861	250.0	50.0	60.0	0.01797331541749781	700.0	0.9355055222035069	0.0001327903682719547	0.0004426345609065156	0.00017705382436260624	0.0002213172804532578	18965.61028240085	0.0004633416017856157	0.0001327903682719547	0.0004426345609065156	0.00017705382436260624	0.0002213172804532578	18965.60180594901	0.00046334174757589434	0.0001327903682719547	0.0004426345609065156	0.00017705382436260624	0.0002213172804532578	18965.618758852692	0.0004633414560892094	21	0.0003541076487252125	0.00041312559017941453						
22	TrialState.COMPLETE	0.0011951133144475921	2020-01-04 23:42:00.501443	2020-01-05 00:19:01.871257	0.8696324001758234	19.95308329569803	450.0	350.0	190.0	0.07925924043689143	800.0	1.0868106093758867	0.0008410056657223796	0.0011951133144475921	0.0008410056657223796	0.0009295325779036828	22034.70254957507	0.001114285078447909	0.0008410056657223796	0.0011951133144475921	0.0008410056657223796	0.0009295325779036828	22034.689624645893	0.001114285688604796	0.0008410056657223796	0.0011951133144475921	0.0008410056657223796	0.0009295325779036828	22034.71547450425	0.0011142844702125888	22	0.0011508498583569404	0.0011803588290840415						
23	TrialState.COMPLETE	0.0008410056657223796	2020-01-05 00:19:01.872330	2020-01-05 00:52:52.320295	0.2095005278959354	6.012948021233777	450.0	450.0	130.0	0.007352447660621528	900.0	1.0519741126665663	0.000708215297450425	0.0008410056657223796	0.000708215297450425	0.000796742209631728	21327.22306568697	0.0008987978679217554	0.000708215297450425	0.0008410056657223796	0.000708215297450425	0.000796742209631728	21327.201044617563	0.0008987984333124552	0.000708215297450425	0.0008410056657223796	0.000708215297450425	0.000796742209631728	21327.245086756375	0.0008987973037244651	23	0.000796742209631728	0.0008262511803588291						
24	TrialState.COMPLETE	0.02758498583569405	2020-01-05 00:52:52.321392	2020-01-05 03:17:40.581369	0.8561969331573616	2.058873466606668	450.0	350.0	190.0	0.013694517185919967	800.0	0.8127692432054212	0.000708215297450425	0.02758498583569405	0.01336756373937677	0.01908640226628895	16475.904992917847	0.010060688336131177	0.000708215297450425	0.02758498583569405	0.01336756373937677	0.01908640226628895	16475.890970254957	0.010060689142799284	0.000708215297450425	0.02758498583569405	0.01336756373937677	0.01908640226628895	16475.919015580737	0.01006068753097268	24					0.026558073654390935	0.027128580421781553		
25	TrialState.COMPLETE	0.0008852691218130312	2020-01-05 03:17:40.582245	2020-01-05 03:34:53.788014	0.6273726133318009	10.269347659530736	50.0	150.0	50.0	0.0012978773102727324	1000.0	1.0186847491152278	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20652.08786296034	0.0009488164955600808	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20652.07980701133	0.0009488167020230408	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20652.09591890935	0.0009488162895181598	25	0.0008852691218130312	0.0008852691218130312						
26	TrialState.COMPLETE	0.0008852691218130312	2020-01-05 03:34:53.789062	2020-01-05 04:08:36.138704	0.4250656963112216	3.7441905417748558	450.0	350.0	150.0	0.004569514616776537	700.0	1.019851379562458	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20676.089013810197	0.0009233401581173268	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20676.071131373938	0.0009233405470638875	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20676.10689624646	0.0009233397695612843	26	0.0008852691218130312	0.0008852691218130312						
27	TrialState.COMPLETE	0.0005311614730878187	2020-01-05 04:08:36.139820	2020-01-05 04:29:47.882911	0.5155176262126099	2.167866965007023	250.0	50.0	200.0	0.002615366373492834	500.0	0.9872018639535587	0.00017705382436260624	0.0005311614730878187	0.000398371104815864	0.000398371104815864	20013.62772220255	0.0005613301231254386	0.00017705382436260624	0.0005311614730878187	0.000398371104815864	0.000398371104815864	20013.617829320112	0.0005613302293215774	0.00017705382436260624	0.0005311614730878187	0.000398371104815864	0.000398371104815864	20013.637615084986	0.0005613300169573224	27	0.000708215297450425	0.0005901794145420207						
28	TrialState.COMPLETE	0.000708215297450425	2020-01-05 04:29:47.883994	2020-01-05 04:55:47.439858	0.6250175654296274	27.66872858594919	450.0	250.0	70.0	0.028246006026370302	600.0	1.0433112226824708	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	21151.76279213881	0.0009531891392472968	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	21151.749601628897	0.0009531896410127152	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	21151.775982648724	0.0009531886389620692	28	0.000708215297450425	0.000708215297450425						
29	TrialState.COMPLETE	0.0008852691218130312	2020-01-05 04:55:47.440976	2020-01-05 05:17:57.760562	0.3081002315086265	20.125297864002366	250.0	250.0	110.0	0.012613649597573355	1000.0	1.0766732614504866	0.000708215297450425	0.0008852691218130312	0.0007524787535410764	0.0008410056657223796	21828.24783109065	0.0009292583753785579	0.000708215297450425	0.0008852691218130312	0.0007524787535410764	0.0008410056657223796	21828.234773371103	0.0009292585211772455	0.000708215297450425	0.0008852691218130312	0.0007524787535410764	0.0008410056657223796	21828.260888810197	0.000929258229661987	29	0.0008852691218130312	0.0008852691218130312						
30	TrialState.COMPLETE	0.0012393767705382436	2020-01-05 05:17:57.761638	2020-01-05 05:46:02.380893	0.7857515854039347	8.251636006490767	250.0	350.0	170.0	0.004681679776411571	800.0	1.0369633443750481	0.000708215297450425	0.0012393767705382436	0.0007524787535410764	0.0007524787535410764	21022.88520272663	0.0009531950392255658	0.000708215297450425	0.0012393767705382436	0.0007524787535410764	0.0007524787535410764	21022.869068696884	0.0009531954664706958	0.000708215297450425	0.0012393767705382436	0.0007524787535410764	0.0007524787535410764	21022.901336756375	0.0009531946124396289	30	0.0012393767705382436	0.0012393767705382436						
31	TrialState.COMPLETE	0.000708215297450425	2020-01-05 05:46:02.381963	2020-01-05 06:06:16.623297	0.2654589007060949	15.413607303326309	50.0	450.0	100.0	0.05335260703764584	600.0	1.0731005617381633	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	21755.970741855523	0.0009066313020590634	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	21755.9621990085	0.0009066314324163813	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	21755.97928470255	0.0009066311717778309	31	0.000708215297450425	0.000708215297450425						
32	TrialState.COMPLETE	0.0007524787535410764	2020-01-05 06:06:16.624387	2020-01-05 06:30:39.569703	0.7567796140070857	16.38762225094716	350.0	450.0	60.0	0.001093270309077463	700.0	0.9919970700039701	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.0007524787535410764	20111.149300637393	0.0009517513040723131	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.0007524787535410764	20111.127080382437	0.0009517520543317731	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.0007524787535410764	20111.171520892352	0.0009517505554827888	32	0.000796742209631728	0.000767233238904627						
33	TrialState.COMPLETE	0.0002213172804532578	2020-01-05 06:30:39.570796	2020-01-05 06:50:27.501460	0.19740715515789736	22.52563544867638	250.0	50.0	60.0	0.0174566271478464	600.0	1.0434555471672704	8.852691218130312e-05	0.0002213172804532578	0.0002213172804532578	0.0002213172804532578	21154.365948123228	0.0003248072603729216	8.852691218130312e-05	0.0002213172804532578	0.0002213172804532578	0.0002213172804532578	21154.351540368272	0.0003248094257829826	8.852691218130312e-05	0.0002213172804532578	0.0002213172804532578	0.0002213172804532578	21154.380355878187	0.00032480510845053014	33	0.0002655807365439094	0.00023607176581680832						
34	TrialState.COMPLETE	0.0008852691218130312	2020-01-05 06:50:27.502597	2020-01-05 07:09:06.702184	0.7478796260026723	21.66877666334718	50.0	250.0	120.0	0.0103023097133074	600.0	1.033764367406845	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20958.059512216714	0.0008848961601543425	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20958.051788243625	0.0008848962499788738	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20958.067236189803	0.0008848960703649061	34	0.0008852691218130312	0.0008852691218130312						
35	TrialState.COMPLETE	0.0008852691218130312	2020-01-05 07:09:06.703272	2020-01-05 07:28:15.824891	0.7055086831279673	26.445606222859432	150.0	250.0	100.0	0.002723877933953331	800.0	1.0107146672007286	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.0008852691218130312	20490.924331621813	0.0009646452050432131	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.0008852691218130312	20490.909968130312	0.0009646453389133092	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.0008852691218130312	20490.938695113313	0.0009646450712095841	35	0.0008852691218130312	0.0008852691218130312						
36	TrialState.COMPLETE	0.0010623229461756375	2020-01-05 07:28:15.825775	2020-01-05 07:48:48.340113	0.819079311451489	27.56063163825246	250.0	350.0	10.0	0.0012069367393126482	500.0	1.0172617729494464	0.000708215297450425	0.0010623229461756375	0.0007524787535410764	0.0009737960339943342	20623.52277354816	0.0009651538709483806	0.000708215297450425	0.0010623229461756375	0.0007524787535410764	0.0009737960339943342	20623.504603399433	0.000965154041694213	0.000708215297450425	0.0010623229461756375	0.0007524787535410764	0.0009737960339943342	20623.540943696884	0.0009651537002548588	36	0.0012393767705382436	0.0011213408876298394						
37	TrialState.COMPLETE	0.0009737960339943342	2020-01-05 07:48:48.340992	2020-01-05 08:21:48.893036	0.7614908003191617	9.172963299704845	450.0	350.0	140.0	0.010594816668149874	900.0	1.0328887547667132	0.000708215297450425	0.0009737960339943342	0.0007524787535410764	0.0008410056657223796	20940.41373052408	0.0009690335354407912	0.000708215297450425	0.0009737960339943342	0.0007524787535410764	0.0008410056657223796	20940.40115970255	0.0009690340525516125	0.000708215297450425	0.0009737960339943342	0.0007524787535410764	0.0008410056657223796	20940.426301345607	0.0009690330194129717	37	0.0010623229461756375	0.0010033050047214354						
38	TrialState.COMPLETE	0.000398371104815864	2020-01-05 08:21:48.893953	2020-01-05 08:44:36.611604	0.22033395886440482	16.301109005508835	350.0	50.0	70.0	0.006600040151126757	1000.0	1.0438682304668154	0.0	0.000398371104815864	0.0002213172804532578	0.0002213172804532578	21163.03722556657	0.00030326025956415394	0.0	0.000398371104815864	0.0002213172804532578	0.0002213172804532578	21163.028018767705	0.0003032607945982516	0.0	0.000398371104815864	0.0002213172804532578	0.0002213172804532578	21163.046432365438	0.00030325972564254286	38	0.0004426345609065156	0.00041312559017941453						
39	TrialState.COMPLETE	0.0014606940509915014	2020-01-05 08:44:36.612457	2020-01-05 09:03:11.014478	0.4235548624922595	14.755339727817844	50.0	150.0	200.0	0.09010170890200671	600.0	1.0808260124997662	0.000708215297450425	0.0014606940509915014	0.0010623229461756375	0.0012393767705382436	21912.60324451133	0.0011337745406234606	0.000708215297450425	0.0014606940509915014	0.0010623229461756375	0.0012393767705382436	21912.59034171388	0.001133775089525039	0.000708215297450425	0.0014606940509915014	0.0010623229461756375	0.0012393767705382436	21912.61614730878	0.0011337739929290858	39	0.0015049575070821529	0.001475448536355052						
40	TrialState.COMPLETE	0.0008410056657223796	2020-01-05 09:03:11.015360	2020-01-05 09:31:39.051995	0.7647951031681939	1.8243214213981207	450.0	150.0	160.0	0.0011775742096659266	600.0	0.9679075540549303	0.000708215297450425	0.0008410056657223796	0.000708215297450425	0.000708215297450425	19622.331577549576	0.0009508667967870042	0.000708215297450425	0.0008410056657223796	0.000708215297450425	0.000708215297450425	19622.316527974504	0.0009508672636224392	0.000708215297450425	0.0008410056657223796	0.000708215297450425	0.000708215297450425	19622.346627124647	0.0009508663307187007	40	0.000796742209631728	0.0008262511803588291						
41	TrialState.COMPLETE	0.0008410056657223796	2020-01-05 09:31:39.053675	2020-01-05 09:54:31.121912	0.565257384944722	8.205376971784961	150.0	250.0	180.0	0.08386280713019793	600.0	1.0996355489738916	0.000708215297450425	0.0008410056657223796	0.000708215297450425	0.000796742209631728	22294.29663155099	0.0009597035052275241	0.000708215297450425	0.0008410056657223796	0.000708215297450425	0.000796742209631728	22294.286517351276	0.000959703637075037	0.000708215297450425	0.0008410056657223796	0.000708215297450425	0.000796742209631728	22294.30674575071	0.0009597033735054299	41	0.000796742209631728	0.0008262511803588291						
42	TrialState.COMPLETE	0.0008852691218130312	2020-01-05 09:54:31.122998	2020-01-05 10:28:53.875442	0.19399381101682356	10.444596002368105	350.0	350.0	200.0	0.0026005119370806793	500.0	1.0139225398132552	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20555.65512128187	0.0009219951179195476	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20555.63482648725	0.0009219954135940526	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20555.675416076487	0.0009219948224832565	42	0.0008852691218130312	0.0008852691218130312						
43	TrialState.COMPLETE	0.0016377478753541077	2020-01-05 10:28:53.876506	2020-01-05 10:51:40.580009	0.7696275796622708	4.799228327500564	50.0	450.0	130.0	0.0046640785269990255	1000.0	1.0165364607485483	0.000708215297450425	0.0016377478753541077	0.0010623229461756375	0.001106586402266289	20608.625929532576	0.0011389010157501613	0.000708215297450425	0.0016377478753541077	0.0010623229461756375	0.001106586402266289	20608.617121104817	0.0011389011233966775	0.000708215297450425	0.0016377478753541077	0.0010623229461756375	0.001106586402266289	20608.63473796034	0.00113890090815873	43	0.0016820113314447592	0.0016525023607176581						
44	TrialState.COMPLETE	0.0009295325779036828	2020-01-05 10:51:40.581104	2020-01-05 11:10:15.471019	0.5091012363135791	5.472008986346281	150.0	250.0	60.0	0.0030099080151884676	1000.0	1.0343355902764222	0.000708215297450425	0.0009295325779036828	0.000708215297450425	0.000708215297450425	20969.699827372522	0.0009331980180289905	0.000708215297450425	0.0009295325779036828	0.000708215297450425	0.000708215297450425	20969.68524256374	0.0009331982130529068	0.000708215297450425	0.0009295325779036828	0.000708215297450425	0.000708215297450425	20969.714412181303	0.000933197823110192	44	0.0009737960339943342	0.0009442870632672333						
