dataset	model	replicate	times.training	times.evaluation	metrics.mean_rank.worst	metrics.mean_rank.avg	metrics.mean_rank.best	metrics.mean_reciprocal_rank.worst	metrics.mean_reciprocal_rank.avg	metrics.mean_reciprocal_rank.best	metrics.hits_at_k.worst.1	metrics.hits_at_k.worst.3	metrics.hits_at_k.worst.5	metrics.hits_at_k.worst.10	metrics.hits_at_k.avg.1	metrics.hits_at_k.avg.3	metrics.hits_at_k.avg.5	metrics.hits_at_k.avg.10	metrics.hits_at_k.best.1	metrics.hits_at_k.best.3	metrics.hits_at_k.best.5	metrics.hits_at_k.best.10	metrics.adjusted_mean_rank	model_bytes
fb15k	HolE	3	1302.9736161231995	37.42365741729736	204.11351593844697	204.11349054527602	204.1134651521051	0.34037022303771697	0.34037022438533004	0.34037022575646325	0.2171370046215571	0.3959980362614481	0.4792029930084136	0.5865314621387822	0.2171370046215571	0.3959980362614481	0.4792029930084136	0.5865314621387822	0.2171370046215571	0.3959980362614481	0.4792029930084136	0.5865314621387822	0.028842877599641506	9777600
wn18	TransH	1	478.7019753456116	3.718501091003418	19689.4206	19689.3971	19689.3736	0.0012476759104938146	0.0012476764774419912	0.0012476770448092086	0.0002	0.001	0.002	0.0027	0.0002	0.001	0.002	0.0027	0.0002	0.001	0.002	0.0027	0.9621984141535228	8195800
wn18	TransH	0	478.6809296607971	4.038099050521851	19680.5174	19680.4929	19680.4684	0.002136441685733071	0.0021364419587044698	0.002136442231780638	0.0005	0.003	0.0036	0.004	0.0005	0.003	0.0036	0.004	0.0005	0.003	0.0036	0.004	0.9617643802530125	8195800
wn18	TransH	2	476.7966675758362	3.719679594039917	19650.6218	19650.59775	19650.5737	0.001740644555062359	0.0017406466896937125	0.0017406488322125571	0.0007	0.001	0.0015	0.0036	0.0007	0.001	0.0015	0.0036	0.0007	0.001	0.0015	0.0036	0.9602979309499169	8195800
wn18	TransH	3	478.50400018692017	3.7208304405212402	19691.6946	19691.66995	19691.6453	0.0020535682849185523	0.0020535688856630316	0.0020535694869626172	0.0003	0.0025	0.0044	0.0054	0.0003	0.0025	0.0044	0.0054	0.0003	0.0025	0.0044	0.0054	0.9622733581376081	8195800
fb15k	DistMult	1	205.7929151058197	21.545130252838135	133.51616698549205	133.5161246635405	133.51608234158894	0.2630869524298587	0.2630869531348894	0.26308695384447217	0.1668923837415991	0.293282659850011	0.3576797413282321	0.45306495573123867	0.1668923837415991	0.293282659850011	0.3576797413282321	0.45306495573123867	0.1668923837415991	0.293282659850011	0.3576797413282321	0.45306495573123867	0.018562841505549425	6518400
fb15k	DistMult	0	203.7780737876892	21.528298377990723	136.18818032537115	136.18815493220023	136.1881295390293	0.2593047265801114	0.2593047282098328	0.2593047298556593	0.16387059640094123	0.28948214860083626	0.3527111442162821	0.44710602495302265	0.16387059640094123	0.28948214860083626	0.3527111442162821	0.44710602495302265	0.16387059640094123	0.28948214860083626	0.3527111442162821	0.44710602495302265	0.01891599558961223	6518400
fb15k	DistMult	2	214.3983588218689	21.531848669052124	134.81861658004775	134.81859541907195	134.8185742580962	0.25991246923486955	0.25991249808333095	0.2599125289098511	0.1639044539621811	0.2898969037260246	0.3548187774034636	0.4495183761913629	0.1639044539621811	0.2898969037260246	0.3548187774034636	0.4495183761913629	0.1639044539621811	0.2898969037260246	0.3548187774034636	0.4495183761913629	0.01874904443720577	6518400
fb15k	DistMult	3	203.37096095085144	21.449487447738647	131.5479930930575	131.5479380745205	131.54788305598348	0.2600101777911953	0.26001017948482547	0.26001018119396463	0.16343891249513298	0.2912004198337594	0.35620693741429804	0.4502209205870901	0.16343891249513298	0.2912004198337594	0.35620693741429804	0.4502209205870901	0.16343891249513298	0.2912004198337594	0.35620693741429804	0.4502209205870901	0.01826159235849709	6518400
wn18	SimplE	1	2316.693106651306	6.330791473388672	40490.6008	20408.1342	325.6676	0.0002798673281409375	0.0003052256629817442	0.34502043475178973	0.0001	0.0003	0.0003	0.0004	0.0001	0.0003	0.0003	0.0004	0.2972	0.3579	0.3819	0.4356	0.9972941636545518	65537600
wn18	SimplE	0	2324.425683259964	6.327880859375	40278.4956	20318.67005	358.8445	0.00042622491235910244	0.00045231026180800197	0.3558414945888105	0.0002	0.0003	0.0004	0.0006	0.0002	0.0003	0.0004	0.0006	0.307	0.3532	0.4132	0.4639	0.9929240595391428	65537600
wn18	SimplE	2	2324.560289621353	6.339764595031738	40441.8314	20407.98445	374.1375	0.000245884342924889	0.0002707105954105716	0.4205270928726389	0.0	0.0002	0.0004	0.0007	0.0	0.0002	0.0004	0.0007	0.3754	0.4396	0.4634	0.4965	0.9972868630269862	65537600
wn18	SimplE	3	2322.8718931674957	6.875471115112305	40262.4018	20370.93495	479.4681	0.0004110806536222017	0.00044355999046936245	0.4178690515598271	0.0001	0.0003	0.0005	0.0011	0.0001	0.0003	0.0005	0.0011	0.3776	0.4328	0.4519	0.4844	0.9954770303705569	65537600
wn18	HolE	1	759.8271942138672	5.521895170211792	788.8644	788.86435	788.8643	0.7104368316118371	0.7104368316188573	0.7104368316258802	0.6003	0.7993	0.8444	0.8898	0.6003	0.7993	0.8444	0.8898	0.6003	0.7993	0.8444	0.8898	0.03855379002379377	24576600
wn18	HolE	0	742.0953395366669	5.516087532043457	845.2197	845.21965	845.2196	0.7042982056717854	0.7042982056728523	0.7042982056739194	0.5918	0.7918	0.8428	0.8889	0.5918	0.7918	0.8428	0.8889	0.5918	0.7918	0.8428	0.8889	0.0413096331522258	24576600
wn18	HolE	2	761.7031209468842	5.53325891494751	827.502	827.502	827.502	0.6995123699169067	0.6995123699169067	0.6995123699169067	0.5876	0.7881	0.8361	0.8807	0.5876	0.7881	0.8361	0.8807	0.5876	0.7881	0.8361	0.8807	0.04043671493089278	24576600
wn18	HolE	3	759.7800064086914	5.506887435913086	788.9541	788.9541	788.9541	0.703444970789459	0.703444970789459	0.703444970789459	0.5918	0.7924	0.8414	0.8851	0.5918	0.7924	0.8414	0.8851	0.5918	0.7924	0.8414	0.8851	0.03855713290784224	24576600
wn18rr	ConvKB	1	601.4375591278076	369.38062167167664	13876.874658002736	13876.873974008207	13876.87329001368	0.0027794565259755145	0.002779456531519693	0.0027794565370645955	0.0006839945280437756	0.002051983584131327	0.0032489740082079343	0.005300957592339261	0.0006839945280437756	0.002051983584131327	0.0032489740082079343	0.005300957592339261	0.0006839945280437756	0.002051983584131327	0.0032489740082079343	0.005300957592339261	0.6846167024277735	8222004
wn18rr	ConvKB	0	614.9481654167175	371.829797744751	13384.788474692203	13384.78813269494	13384.787790697674	0.002786780274819481	0.0027867802761121145	0.0027867802774048426	0.0008549931600547196	0.0013679890560875513	0.002222982216142271	0.0047879616963064295	0.0008549931600547196	0.0013679890560875513	0.002222982216142271	0.0047879616963064295	0.0008549931600547196	0.0013679890560875513	0.002222982216142271	0.0047879616963064295	0.6603452476821772	8222004
wn18rr	ConvKB	2	593.2927026748657	369.2720308303833	14477.905095759234	14477.90432626539	14477.903556771545	0.002550159638017903	0.002550159641310221	0.0025501596446028023	0.0006839945280437756	0.002051983584131327	0.0029069767441860465	0.0047879616963064295	0.0006839945280437756	0.002051983584131327	0.0029069767441860465	0.0047879616963064295	0.0006839945280437756	0.002051983584131327	0.0029069767441860465	0.0047879616963064295	0.7142745441337337	8222004
wn18rr	ConvKB	3	614.0869970321655	369.2617528438568	12799.054206566347	12799.053693570451	12799.053180574556	0.004045413962828523	0.0040454139686873026	0.004045413974547095	0.0013679890560875513	0.0030779753761969904	0.004616963064295486	0.008036935704514364	0.0013679890560875513	0.0030779753761969904	0.004616963064295486	0.008036935704514364	0.0013679890560875513	0.0030779753761969904	0.004616963064295486	0.008036935704514364	0.6314774788629166	8222004
wn18	DistMult	1	174.0045783519745	2.2137277126312256	476.5553	476.5553	476.5553	0.7768837336570099	0.7768837336570099	0.7768837336570099	0.6777	0.8622	0.8981	0.9287	0.6777	0.8622	0.8981	0.9287	0.6777	0.8622	0.8981	0.9287	0.02329281519876422	16384400
wn18	DistMult	0	177.95469093322754	2.228647470474243	466.9467	466.94665	466.9466	0.774001987543619	0.7740019875437115	0.7740019875438042	0.6728	0.8597	0.8961	0.9279	0.6728	0.8597	0.8961	0.9279	0.6728	0.8597	0.8961	0.9279	0.022826268145432187	16384400
wn18	DistMult	2	176.63149881362915	2.2230007648468018	423.3029	423.3029	423.3029	0.7751175720626693	0.7751175720626693	0.7751175720626693	0.6769	0.8587	0.8921	0.9246	0.6769	0.8587	0.8921	0.9246	0.6769	0.8587	0.8921	0.9246	0.020685923643273055	16384400
wn18	DistMult	3	175.6132311820984	2.233067750930786	467.7736	467.77355	467.7735	0.7715149339846017	0.771514933986017	0.7715149339874326	0.6705	0.8571	0.8945	0.9277	0.6705	0.8571	0.8945	0.9277	0.6705	0.8571	0.8945	0.9277	0.022862656430310015	16384400
fb15k	TransD	1	37788.017313957214	34.8719220161438	149.9068324558582	149.90668009683262	149.90652773780704	0.33993031721189915	0.33993032438117077	0.3399303317499529	0.2121176211677473	0.40513957779621135	0.48640618916219464	0.5880211948333361	0.2121176211677473	0.40513957779621135	0.48640618916219464	0.5880211948333361	0.2121176211677473	0.40513957779621135	0.48640618916219464	0.5880211948333361	0.022267100861740285	6518400
fb15k	TransD	0	37368.15587639809	34.469884634017944	161.0668348258875	161.06665284149582	161.06647085710415	0.3396557440129824	0.3396557465295475	0.3396557490723007	0.21260855580572532	0.40356520119855765	0.48466252475834165	0.5857865957915052	0.21260855580572532	0.40356520119855765	0.48466252475834165	0.5857865957915052	0.21260855580572532	0.40356520119855765	0.48466252475834165	0.5857865957915052	0.024234175155030666	6518400
fb15k	TransD	2	36353.02114152908	37.2532172203064	152.95221851670024	152.95212117621168	152.9520238357231	0.3396046103457296	0.33960461801502373	0.3396046258993621	0.21213454994836722	0.4046063212066835	0.4852550320800393	0.5860151343298742	0.21213454994836722	0.4046063212066835	0.4852550320800393	0.5860151343298742	0.21213454994836722	0.4046063212066835	0.4852550320800393	0.5860151343298742	0.02267876352462778	6518400
fb15k	TransD	3	36841.29397273064	37.185975313186646	149.54899189111407	149.548907247211	149.54882260330788	0.34035739972673296	0.3403577022846215	0.34035810561046204	0.21204990604526755	0.4060452675593777	0.4863469384300249	0.5886814172775136	0.21204990604526755	0.4060452675593777	0.4863469384300249	0.5886814172775136	0.21204990604526755	0.4060537319496877	0.4863469384300249	0.5886814172775136	0.022248857621729512	6518400
wn18	TransE	1	79839.00417947769	1.9130077362060547	459.8032	459.80305	459.8029	0.3810476038962096	0.3810476038984724	0.3810476039007356	0.0827	0.6396	0.751	0.8441	0.0827	0.6396	0.751	0.8441	0.0827	0.6396	0.751	0.8441	0.02247253561558937	3276880
wn18	TransE	0	79526.19041991234	1.9204227924346924	486.9935	486.99335	486.9932	0.4085703973634344	0.4085703973644764	0.40857039736551853	0.1253	0.6572	0.7584	0.845	0.1253	0.6572	0.7584	0.845	0.1253	0.6572	0.7584	0.845	0.023804926763756156	3276880
wn18	TransE	2	79602.7554872036	1.9161815643310547	469.5023	469.5022	469.5021	0.38549165021421317	0.38549165021446985	0.3854916502147265	0.093	0.6397	0.7496	0.8376	0.093	0.6397	0.7496	0.8376	0.093	0.6397	0.7496	0.8376	0.022947426387384257	3276880
wn18	TransE	3	79718.51390123367	1.9076476097106934	456.6729	456.6728	456.6727	0.39268983823200077	0.39268983823245307	0.3926898382329055	0.0988	0.6531	0.7586	0.8432	0.0988	0.6531	0.7586	0.8432	0.0988	0.6531	0.7586	0.8432	0.022317478644611036	3276880
fb15k	ConvE	1	25956.29787349701	29.39690089225769	50.488488429178446	50.488479964788134	50.48847150039783	0.5949957559320949	0.5949957559395687	0.5949957559470509	0.4814968427824144	0.6699988149853566	0.7326437676694147	0.7973963535406544	0.4814968427824144	0.6699988149853566	0.7326437676694147	0.7973963535406544	0.4814968427824144	0.6699988149853566	0.7326437676694147	0.7973963535406544	0.0072134653033432816	22470948
fb15k	ConvE	0	26029.158688545227	29.39297389984131	50.352948147144964	50.352948147144964	50.352948147144964	0.5964051845383261	0.5964051845383261	0.5964051845383261	0.48429855597501315	0.6697364188857476	0.7325421949856952	0.7981496842782414	0.48429855597501315	0.6697364188857476	0.7325421949856952	0.7981496842782414	0.48429855597501315	0.6697364188857476	0.7325421949856952	0.7981496842782414	0.007190008757775952	22470948
fb15k	ConvE	2	26269.97571349144	29.366821765899658	51.023878045064414	51.0238695806741	51.0238611162838	0.5955177869097007	0.5955177869231507	0.5955177869366245	0.4828765384029388	0.6693216637605593	0.7324660154729055	0.796778453048027	0.4828765384029388	0.6693216637605593	0.7324660154729055	0.796778453048027	0.4828765384029388	0.6693216637605593	0.7324660154729055	0.796778453048027	0.007313492130583932	22470948
fb15k	ConvE	3	27556.7755753994	29.801767587661743	51.16373516615598	51.16373093396083	51.16372670176567	0.5955826779600512	0.5955826779603617	0.5955826779606722	0.4825548915711601	0.6703543193783752	0.7331347023073927	0.7981750774491714	0.4825548915711601	0.6703543193783752	0.7331347023073927	0.7981750774491714	0.4825548915711601	0.6703543193783752	0.7331347023073927	0.7981750774491714	0.00734383385052501	22470948
fb15k237	RotatE	1	101748.78774642944	34.8314483165741	192.15525002446424	192.15515216753107	192.1550543105979	0.26450862425176846	0.2645086404305338	0.264508657198688	0.17604462276152266	0.2903659849300323	0.35397299148644684	0.4459095801937567	0.17604462276152266	0.2903659849300323	0.35397299148644684	0.4459095801937567	0.17604462276152266	0.2903659849300323	0.35397299148644684	0.4459095801937567	0.02841828347840269	117936000
fb15k237	RotatE	0	101815.00560498238	36.03756809234619	191.48475878265975	191.4846976220765	191.4846364614933	0.26442360058870007	0.26442360083716	0.26442360108629187	0.1761669439279773	0.2892895586652314	0.35341031412075546	0.44603190136021137	0.1761669439279773	0.2892895586652314	0.35341031412075546	0.44603190136021137	0.1761669439279773	0.2892895586652314	0.35341031412075546	0.44603190136021137	0.02831776475255474	117936000
fb15k237	RotatE	2	101708.11225891113	34.96649622917175	191.93003229278796	191.9299711322047	191.9299099716215	0.2641788686395982	0.26417887589947914	0.2641788832710499	0.17572658772874059	0.28982777179763186	0.3524317447891183	0.44463744006262845	0.17572658772874059	0.28982777179763186	0.3524317447891183	0.44463744006262845	0.17572658772874059	0.28982777179763186	0.3524317447891183	0.44463744006262845	0.028394099413294075	117936000
fb15k237	RotatE	3	101882.13896250725	34.73391556739807	192.12144045405617	192.12133036500637	192.12122027595655	0.2636877973644935	0.2636878183021893	0.26368784007878476	0.17487033956355807	0.2892650944319405	0.35191799589000883	0.4453469028280654	0.17487033956355807	0.2892650944319405	0.35191799589000883	0.4453469028280654	0.17487033956355807	0.2892650944319405	0.35191799589000883	0.4453469028280654	0.02841630864284718	117936000
wn18	RotatE	1	102663.31174182892	12.21187424659729	121.8388	121.83875	121.8387	0.8729950927142103	0.8729950927152493	0.8729950927162885	0.8213	0.9165	0.9335	0.9533	0.8213	0.9165	0.9335	0.9533	0.8213	0.9165	0.9335	0.9533	0.005960418163368376	163844000
wn18	RotatE	0	102709.14422512054	12.251777172088623	124.6784	124.67835	124.6783	0.8745377016882647	0.8745377016891279	0.8745377016899917	0.8246	0.9162	0.9344	0.9533	0.8246	0.9162	0.9344	0.9533	0.8246	0.9162	0.9344	0.9533	0.0060992238919297965	163844000
wn18	RotatE	2	102592.95145726204	12.179365634918213	125.5185	125.51845	125.5184	0.872394628201744	0.8723946282267249	0.8723946282517235	0.8209	0.9146	0.9351	0.9516	0.8209	0.9146	0.9351	0.9516	0.8209	0.9146	0.9351	0.9516	0.00614022485002788	163844000
wn18	RotatE	3	108048.74339604378	12.183570146560669	122.6708	122.67075	122.6707	0.8718570821409874	0.8718570821410428	0.8718570821410984	0.8202	0.9141	0.9346	0.9529	0.8202	0.9141	0.9346	0.9529	0.8202	0.9141	0.9346	0.9529	0.006001156582224212	163844000
wn18	KG2E	1	30433.55979204178	4.2679197788238525	2662.1361	2662.13365	2662.1312	0.03806154395498039	0.038061551172150425	0.038061558427586906	0.0153	0.0344	0.0483	0.073	0.0153	0.0344	0.0483	0.073	0.0153	0.0344	0.0483	0.073	0.13024971220641382	16384400
wn18	KG2E	0	31423.390151023865	4.360027313232422	2769.5208	2769.5179	2769.515	0.0351033061021201	0.035103307422317286	0.03510330874623208	0.0129	0.0306	0.0438	0.0679	0.0129	0.0306	0.0438	0.0679	0.0129	0.0306	0.0438	0.0679	0.13548936504544326	16384400
wn18	KG2E	2	30419.212928056717	4.267439126968384	2702.208	2702.2052	2702.2024	0.038294949215720284	0.038294956962781394	0.03829496476804187	0.0153	0.035	0.0487	0.0746	0.0153	0.035	0.0487	0.0746	0.0153	0.035	0.0487	0.0746	0.1321991708784859	16384400
wn18	KG2E	3	30378.329058408737	4.271571159362793	2701.6871	2701.68385	2701.6806	0.03281091896040241	0.03281093877995791	0.03281095888521339	0.0107	0.0285	0.0418	0.0653	0.0107	0.0285	0.0418	0.0653	0.0107	0.0285	0.0418	0.0653	0.1321806521491606	16384400
