number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.18962464589235128	2019-12-25 22:08:12.295304	2019-12-25 22:13:30.381507	4.922508931373457	350.0	2	11.0	0.005925951966351587	700.0	0.22616008469545962	0.015802053824362606	0.18962464589235128	0.11189801699716714	0.1452726628895184	4583.942988668555	0.0790408474359297	0.015802053824362606	0.18962464589235128	0.11189801699716714	0.1452726628895184	4583.941705028328	0.07904085124771519	0.015802053824362606	0.18962464589235128	0.11189801699716714	0.1452726628895184	4583.944272308782	0.07904084365470453	9	0.2046742209631728	0.19464117091595845																			
10	TrialState.COMPLETE	0.013765934844192635	2019-12-25 22:13:30.382521	2019-12-25 22:18:19.506684	7.902974314258194	250.0	1	31.0	0.014635525279406309	1900.0	0.9862284953212028	0.0013279036827195468	0.013765934844192635	0.004514872521246459	0.008055949008498584	19993.434246635978	0.006239009237759084	0.0013279036827195468	0.01420856940509915	0.0048689801699716715	0.00854284702549575	19992.43599504249	0.006414449850148526	0.0013279036827195468	0.013500354107648726	0.004426345609065156	0.007790368271954674	19994.43249822946	0.00613862588582422	10	0.016200424929178472	0.014577431539187913																			
11	TrialState.COMPLETE	0.01934313031161473	2019-12-25 22:18:19.507678	2019-12-25 22:23:31.911863	5.32806512982647	250.0	2	46.0	0.020839447716623445	1500.0	0.9204693680733329	0.004514872521246459	0.01934313031161473	0.008719900849858356	0.012393767705382436	18660.15478930595	0.009686124473530741	0.004514872521246459	0.01934313031161473	0.008719900849858356	0.012393767705382436	18660.019962818697	0.009686151365666959	0.004514872521246459	0.01934313031161473	0.008719900849858356	0.012393767705382436	18660.2896157932	0.00968609819679357	11	0.021689093484419265	0.02012511803588291																			
12	TrialState.COMPLETE	0.01080028328611898	2019-12-25 22:23:31.912867	2019-12-25 22:27:55.673843	9.032831589321155	150.0	2	6.0	0.07984389617745821	600.0	0.917109800650512	0.001903328611898017	0.01080028328611898	0.004647662889518413	0.006772308781869688	18592.00223530453	0.005247700153298674	0.0019475920679886685	0.01080028328611898	0.004647662889518413	0.006860835694050991	18591.625177053826	0.005264592823342431	0.001903328611898017	0.01080028328611898	0.004647662889518413	0.006772308781869688	18592.37929355524	0.005238507701233816	12	0.014341359773371105	0.011980642115203022																			
13	TrialState.COMPLETE	0.006090651558073654	2019-12-25 22:27:55.674860	2019-12-25 22:36:01.895394	5.418684047509378	350.0	1	26.0	0.047803957189551195	1700.0	0.9335245550753715	0.0007790368271954674	0.006090651558073654	0.0016643059490084986	0.0037535410764872523	18924.75283286119	0.0031472127630112054	0.0007790368271954674	0.006090651558073654	0.0016997167138810198	0.0037535410764872523	18924.707542492917	0.003149925084331207	0.0007790368271954674	0.006090651558073654	0.0016643059490084986	0.0037535410764872523	18924.798123229462	0.003144994599767277	13		0.007554296506137866	0.006639518413597734																		
14	TrialState.COMPLETE	0.009826487252124646	2019-12-25 22:36:01.896221	2019-12-25 22:40:15.671088	5.806265121061855	50.0	2	6.0	0.0845352444044869	900.0	0.9274650539718262	0.00199185552407932	0.009826487252124646	0.004736189801699717	0.006418201133144476	18802.09169174929	0.005166677749287144	0.00199185552407932	0.009826487252124646	0.004736189801699717	0.006418201133144476	18801.9705648017	0.005166689461444788	0.00199185552407932	0.009826487252124646	0.004736189801699717	0.006418201133144476	18802.212818696884	0.005166666110682719	14	0.011685552407932011	0.010446175637393768																			
15	TrialState.COMPLETE	0.006090651558073654	2019-12-25 22:40:15.671891	2019-12-25 22:47:34.566329	5.7798417861600395	250.0	1	41.0	0.03639477444636882	1300.0	0.9627668706507292	0.00014164305949008498	0.006090651558073654	0.0016643059490084986	0.002337110481586402	19517.453027620395	0.00291742743218014	0.006267705382436261	0.015722379603399433	0.009242209631728046	0.01108356940509915	19506.403505665723	0.009917052047311173	0.00014164305949008498	0.005347025495750708	0.001593484419263456	0.0022662889518413596	19528.50254957507	0.0026530021579005717	15		0.00625590179414542	0.006152620396600567																		
16	TrialState.COMPLETE	0.2776763083345758	2019-12-25 22:47:34.568009	2019-12-25 23:31:33.270646	7.704533822521812	350.0	1	26.0	0.004056630508197832	2000.0	0.10146288859490364	0.004025644848665574	0.2776763083345758	0.12590390636648277	0.18867414641419414	2056.5212231623677	0.09479713191359797	0.004025644848665574	0.2778533621589384	0.12606232294617564	0.18874869539287312	2056.406114879976	0.09482330778120723	0.004025644848665574	0.2776763083345758	0.12590390636648277	0.18867414641419414	2056.636331444759	0.09477605396091554	16														0.2769121813031161	0.27731547056971984						
17	TrialState.COMPLETE	0.16480987143168446	2019-12-25 23:31:33.271649	2019-12-26 00:06:55.278206	9.144859967575956	450.0	1	46.0	0.004278295675029044	1300.0	0.15647249061446733	0.0032550664632817606	0.16480987143168446	0.06911908912617128	0.1062459141425147	3171.793412235781	0.05797030773683209	0.0032550664632817606	0.16480987143168446	0.06911908912617128	0.1062459141425147	3171.494456853345	0.05797262156930156	0.0032550664632817606	0.16480987143168446	0.06911908912617128	0.1062459141425147	3172.0923676182174	0.05796817566338277	17										0.16361382951326295	0.16426168555240794										
18	TrialState.COMPLETE	0.0074805240793201135	2019-12-26 00:06:55.279212	2019-12-26 00:12:01.252113	2.3690239366940284	450.0	2	1.0	0.0503172160244518	500.0	0.924584540417618	0.0006196883852691218	0.0074805240793201135	0.002124645892351275	0.00398371104815864	18743.646113668554	0.0032680441154851344	0.0008410056657223796	0.007613314447592068	0.0022574362606232294	0.004027974504249292	18742.607515934844	0.0033791890353795603	0.0006196883852691218	0.007391997167138811	0.002124645892351275	0.00398371104815864	18744.684711402268	0.0032007663919540897	18	0.012128186968838528	0.009029745042492918																			
19	TrialState.COMPLETE	0.45851038715769593	2019-12-26 00:12:01.253177	2019-12-26 00:59:15.205916	4.922180813235736	150.0	1	26.0	0.0018184651738609194	1700.0	0.12875386559292296	0.007399374409820586	0.45851038715769593	0.28818460812086877	0.3784009088762984	2609.6101164128895	0.17171042827358426	0.007399374409820586	0.45851038715769593	0.28818460812086877	0.3784009088762984	2609.6084159584516	0.1717105007411087	0.007399374409820586	0.45851038715769593	0.28818460812086877	0.3784009088762984	2609.611816867328	0.17171036461783837	19																		0.45699201648210147	0.4577842098780638		
20	TrialState.COMPLETE	0.18662737757992715	2019-12-26 00:59:15.206924	2019-12-26 01:17:33.158363	7.451531719855797	150.0	1	1.0	0.006568893341412017	1900.0	0.317182873727632	0.0053369081343585595	0.18662737757992715	0.09807517199514366	0.13727994738972077	6428.379084884662	0.06864705412547406	0.0053369081343585595	0.18662737757992715	0.09807517199514366	0.13727994738972077	6428.375746155402	0.06864708201526581	0.0053369081343585595	0.18662737757992715	0.09807517199514366	0.13727994738972077	6428.382423613922	0.06864702793792513	20											0.18686555712936734	0.1867373066027457									
21	TrialState.COMPLETE	0.006595254957507082	2019-12-26 01:17:33.159166	2019-12-26 01:23:12.308583	9.009883361879954	350.0	1	46.0	0.045728854358808475	1700.0	0.94026848304631	0.0002213172804532578	0.006595254957507082	0.0007524787535410764	0.0020361189801699716	19061.344192634562	0.003005039991770563	0.0002213172804532578	0.006595254957507082	0.0008852691218130312	0.0020361189801699716	19060.738137393768	0.0030261217243983214	0.0002213172804532578	0.006595254957507082	0.0007524787535410764	0.0020361189801699716	19061.950247875353	0.002988996126766757	21	0.007347733711048158	0.006846081208687441																			
22	TrialState.COMPLETE	0.0001327903682719547	2019-12-26 01:23:12.309601	2019-12-26 01:26:25.680373	9.019547520723556	150.0	1	1.0	0.07387451501469164	600.0	0.9499596523840161	0.0	0.0001327903682719547	0.0	4.426345609065156e-05	19258.024167847027	0.00039859960832394484	0.009870750708215298	0.015802053824362606	0.01190686968838527	0.013234773371104815	19164.11504072238	0.012013789637188573	0.0	4.426345609065156e-05	0.0	4.426345609065156e-05	19351.93329497167	0.00034598487641957035	22	0.0002655807365439094	0.00017705382436260624																			
23	TrialState.COMPLETE	0.449171932882981	2019-12-26 01:26:25.681402	2019-12-26 02:16:44.579948	2.267439237629691	50.0	1	31.0	0.0010730099161345473	1400.0	0.18032049560585928	0.009445140553497494	0.449171932882981	0.3293201133144476	0.3973836892569187	3654.9076153573765	0.18230611539819508	0.009445140553497494	0.449171932882981	0.3293201133144476	0.3973836892569187	3654.905807365439	0.1823061177753219	0.009445140553497494	0.449171932882981	0.3293201133144476	0.3973836892569187	3654.909423349314	0.18230611306484187	23																				0.4473707507082153	0.4483073654390935
24	TrialState.COMPLETE	0.024256373937677055	2019-12-26 02:16:44.580962	2019-12-26 02:20:06.956001	1.8627168574187833	150.0	2	1.0	0.019085578195295473	1300.0	0.7769797562183782	0.0033640226628895184	0.024256373937677055	0.012659348441926345	0.017351274787535412	15750.63803558782	0.011323454291509178	0.0034525495750708213	0.024256373937677055	0.012659348441926345	0.017351274787535412	15750.634206798866	0.01135296586355186	0.0033640226628895184	0.024256373937677055	0.012659348441926345	0.017351274787535412	15750.64186437677	0.011308697217403392	24	0.02779745042492918	0.025436732766761096																			
25	TrialState.COMPLETE	0.313518059490085	2019-12-26 02:20:06.957074	2019-12-26 02:26:21.136205	4.002929476792481	450.0	2	26.0	0.0020017438983568033	1200.0	0.17068435693749254	0.01394298866855524	0.313518059490085	0.18842953257790368	0.2488048866855524	3459.12013101983	0.12284443839064996	0.01394298866855524	0.313518059490085	0.18842953257790368	0.2488048866855524	3459.118670325779	0.12284476390901468	0.01394298866855524	0.313518059490085	0.18842953257790368	0.2488048866855524	3459.121591713881	0.12284414903526715	25	0.33348087818696887	0.32017233238904624																			
26	TrialState.COMPLETE	0.3146246458923513	2019-12-26 02:26:21.137197	2019-12-26 02:32:27.820895	5.531231829110113	450.0	2	21.0	0.0017668169585347698	1200.0	0.1715372320917316	0.014075779036827196	0.3146246458923513	0.18820821529745044	0.24654745042492918	3476.3922406161473	0.12270550037047258	0.014075779036827196	0.3146246458923513	0.18820821529745044	0.24654745042492918	3476.3907135269124	0.12270553806214343	0.014075779036827196	0.3146246458923513	0.18820821529745044	0.24654745042492918	3476.3937677053823	0.12270546418442882	26	0.33905807365439095	0.32276912181303113																			
27	TrialState.COMPLETE	0.4433353989612842	2019-12-26 02:32:27.821923	2019-12-26 03:05:23.871114	3.1708213907867635	50.0	1	1.0	0.0011591381477498238	2000.0	0.16556609827875501	0.01134619924457035	0.4433353989612842	0.27884501888574126	0.36407430358829085	3356.06076634797	0.16796180589678775	0.01134619924457035	0.4433353989612842	0.27884501888574126	0.36407430358829085	3356.059298276676	0.1679618062486683	0.01134619924457035	0.4433353989612842	0.27884501888574126	0.36407430358829085	3356.0622344192634	0.16796180554631415	27																		0.4415963816636621	0.4425036950363345		
28	TrialState.COMPLETE	0.01566926345609065	2019-12-26 03:05:23.872138	2019-12-26 03:10:58.934657	8.134617984731193	350.0	2	31.0	0.07787758713072261	1300.0	0.9142153636459232	0.0018590651558073655	0.01566926345609065	0.006418201133144476	0.010092067988668555	18533.402797450424	0.006768300271807767	0.0018590651558073655	0.01566926345609065	0.006506728045325779	0.010092067988668555	18532.25632967422	0.006772624502627212	0.0018590651558073655	0.01566926345609065	0.006418201133144476	0.010092067988668555	18534.54926522663	0.006765035936498622	28	0.018590651558073653	0.016643059490084985																			
29	TrialState.COMPLETE	0.013456090651558074	2019-12-26 03:10:58.935692	2019-12-26 03:16:34.390622	6.861911276703919	350.0	2	31.0	0.0686736791622053	800.0	0.913847318503952	0.001903328611898017	0.013456090651558074	0.004603399433427762	0.007701841359773371	18525.879824716714	0.005705035903425678	0.001903328611898017	0.013456090651558074	0.004603399433427762	0.007701841359773371	18524.88832330028	0.005705100626568762	0.001903328611898017	0.013456090651558074	0.004603399433427762	0.007701841359773371	18526.871326133143	0.005704972821316671	29	0.01823654390934844	0.01504957507082153																			
30	TrialState.COMPLETE	0.008055949008498584	2019-12-26 03:16:34.391435	2019-12-26 03:25:06.797337	1.3600393156742698	50.0	1	26.0	0.04969643170353383	1900.0	0.9676959602207603	0.000708215297450425	0.008055949008498584	0.0020951369216241737	0.003865675165250236	19617.582861189803	0.003626254937094591	0.000708215297450425	0.008055949008498584	0.0020951369216241737	0.003865675165250236	19617.569493626062	0.003627164503235222	0.000708215297450425	0.008055949008498584	0.0020951369216241737	0.003865675165250236	19617.59622875354	0.0036255112564943545	30			0.006860835694050991	0.007577903682719547																	
31	TrialState.COMPLETE	0.014120042492917846	2019-12-26 03:25:06.798372	2019-12-26 03:29:30.375291	6.520722282220342	50.0	2	16.0	0.05050554238660433	1300.0	0.9247396882312556	0.0018148016997167138	0.014120042492917846	0.005887039660056657	0.00880842776203966	18746.608135623228	0.006457743548848014	0.0018148016997167138	0.014120042492917846	0.005887039660056657	0.00880842776203966	18746.501283640227	0.006457889614186908	0.0018148016997167138	0.014120042492917846	0.005887039660056657	0.00880842776203966	18746.714987606232	0.006457604613363759	31	0.017970963172804534	0.015403682719546742																			
32	TrialState.COMPLETE	0.32688562322946174	2019-12-26 03:29:30.376104	2019-12-26 03:35:30.271758	5.335336860275689	450.0	2	11.0	0.0014294026941677038	900.0	0.172485181937609	0.012659348441926345	0.32688562322946174	0.19914128895184136	0.2560640934844193	3495.6755931303114	0.12700459903166933	0.012659348441926345	0.32688562322946174	0.19914128895184136	0.2560640934844193	3495.673468484419	0.12700459920310472	0.012659348441926345	0.32688562322946174	0.19914128895184136	0.2560640934844193	3495.677717776204	0.1270045988604339	32	0.3467599150141643	0.33351038715769593																			
33	TrialState.COMPLETE	0.3289217422096317	2019-12-26 03:35:30.272723	2019-12-26 03:41:04.154827	7.63692617636858	350.0	2	31.0	0.0013184667569839635	1600.0	0.17557232540791987	0.01221671388101983	0.3289217422096317	0.19498052407932012	0.2589412181303116	3558.0606851983002	0.1264807721713026	0.01221671388101983	0.3289217422096317	0.19498052407932012	0.2589412181303116	3558.058693342776	0.12648077226093904	0.01221671388101983	0.3289217422096317	0.19498052407932012	0.2589412181303116	3558.0626770538242	0.12648077208173655	33	0.34569759206798867	0.3345136921624174																			
34	TrialState.COMPLETE	0.013234773371104815	2019-12-26 03:41:04.155824	2019-12-26 03:44:13.882567	0.5403753573831009	50.0	1	1.0	0.01331179038394709	1500.0	0.6002488209436203	0.0008410056657223796	0.013234773371104815	0.005577195467422096	0.008011685552407931	12167.906095077904	0.006049561131982179	0.0008410056657223796	0.013234773371104815	0.005577195467422096	0.008011685552407931	12167.90093838527	0.006049561249382454	0.0008410056657223796	0.013234773371104815	0.005577195467422096	0.008011685552407931	12167.911251770538	0.006049561014641276	34	0.013721671388101982	0.013397072710103871																			
35	TrialState.COMPLETE	0.07692988668555241	2019-12-26 03:44:13.883588	2019-12-26 04:01:21.368001	3.597431740791041	450.0	1	21.0	0.005231145973246016	1700.0	0.3601061607082654	0.0008410056657223796	0.07692988668555241	0.030608179886685554	0.048844723796033995	7300.34176921034	0.027333107457731716	0.0008410056657223796	0.07692988668555241	0.030608179886685554	0.048844723796033995	7300.2478532223795	0.027333405917360262	0.0008410056657223796	0.07692988668555241	0.030608179886685554	0.048844723796033995	7300.4356851983	0.027332827285716104	35					0.08775967894239849	0.08157122622420072															
36	TrialState.COMPLETE	0.2991103045325779	2019-12-26 04:01:21.369010	2019-12-26 04:14:25.793788	9.243365938844208	150.0	2	21.0	0.0017689939221096273	1100.0	0.13309926885424594	0.010158463172804532	0.2991103045325779	0.16065421388101983	0.22127301699716714	2697.457053381728	0.11013706000581712	0.010158463172804532	0.2991103045325779	0.16065421388101983	0.22127301699716714	2697.4558250708214	0.11013707301287172	0.010158463172804532	0.2991103045325779	0.16065421388101983	0.22127301699716714	2697.4582816926345	0.11013704743003211	36					0.29753895184135976	0.298436867664913															
37	TrialState.COMPLETE	0.005063739376770539	2019-12-26 04:14:25.794655	2019-12-26 04:20:57.551078	6.990627475728564	250.0	1	6.0	0.032046138184610905	600.0	0.9434580719167802	0.0008144475920679886	0.005063739376770539	0.002124645892351275	0.0030099150141643057	19126.277354815866	0.0028065990115942116	0.0008498583569405099	0.0050991501416430595	0.0024079320113314447	0.003151558073654391	19126.225601983002	0.0029065986642602616	0.0008144475920679886	0.004851274787535411	0.002124645892351275	0.002691218130311615	19126.329107648726	0.00276246876439866	37		0.003954202077431539	0.004647662889518413																		
38	TrialState.COMPLETE	0.021467776203966005	2019-12-26 04:20:57.552051	2019-12-26 04:26:51.353728	0.9400516951999338	450.0	2	16.0	0.022165318097727007	1500.0	0.9129347003714575	0.005134560906515581	0.021467776203966005	0.010623229461756374	0.014651203966005666	18507.671897131728	0.010838096771553	0.005134560906515581	0.021467776203966005	0.010623229461756374	0.014651203966005666	18507.291032223795	0.010838320603496272	0.005134560906515581	0.021467776203966005	0.010623229461756374	0.014651203966005666	18508.05276203966	0.010837887507141595	38	0.023105524079320112	0.022013692162417376																			
39	TrialState.COMPLETE	0.32183958923512745	2019-12-26 04:26:51.354860	2019-12-26 04:32:09.539416	7.010919996692404	350.0	2	11.0	0.0015658026901878622	1200.0	0.17247361224085278	0.011774079320113314	0.32183958923512745	0.19391820113314448	0.2523016997167139	3495.3302717776205	0.12482196176689028	0.011774079320113314	0.32183958923512745	0.19391820113314448	0.2523016997167139	3495.3283463172806	0.12482196212199631	0.011774079320113314	0.32183958923512745	0.19391820113314448	0.2523016997167139	3495.3321972379604	0.12482196141252297	39	0.3435729461756374	0.3290840415486308																			
40	TrialState.COMPLETE	0.2996813031161473	2019-12-26 04:32:09.540444	2019-12-26 04:49:13.567690	2.5654368721180676	150.0	2	16.0	0.0014245055184809632	900.0	0.12751149501141323	0.009189093484419264	0.2996813031161473	0.15874645892351275	0.22144121813031162	2584.292333569405	0.10876535887465681	0.009189093484419264	0.2996813031161473	0.15874645892351275	0.22144121813031162	2584.2910587818697	0.10876536034331064	0.009189093484419264	0.2996813031161473	0.15874645892351275	0.22144121813031162	2584.2936083569407	0.10876535741508299	40							0.29784879603399433	0.2988668555240793													
41	TrialState.COMPLETE	0.29771600566572237	2019-12-26 04:49:13.568702	2019-12-26 04:58:38.088403	4.59153123643399	150.0	2	41.0	0.001831075582071504	600.0	0.15073492543837338	0.010446175637393768	0.29771600566572237	0.1624468838526912	0.22358947119924458	3054.868788361662	0.1110754066214614	0.010446175637393768	0.29771600566572237	0.1624468838526912	0.22358947119924458	3054.86729815864	0.11107540896934219	0.010446175637393768	0.29771600566572237	0.1624468838526912	0.22358947119924458	3054.8702785646838	0.11107540429250133	41			0.29855701133144474	0.2980524079320113																	
42	TrialState.COMPLETE	0.30066958537213495	2019-12-26 04:58:38.089401	2019-12-26 05:18:26.538655	2.793244776488782	150.0	2	21.0	0.0012548190026283239	500.0	0.1280860875403292	0.009013649240278136	0.30066958537213495	0.15817344836466649	0.22347411795003863	2596.032159412825	0.10878755782789178	0.009013649240278136	0.30066958537213495	0.15817344836466649	0.22347411795003863	2596.0309683234614	0.10878755950604005	0.009013649240278136	0.30066958537213495	0.15817344836466649	0.22347411795003863	2596.033350502189	0.10878755617274702	42								0.30020459553037454	0.30046033994334276												
43	TrialState.COMPLETE	0.017970963172804534	2019-12-26 05:18:26.539688	2019-12-26 05:24:43.076735	2.7668034703357915	450.0	2	26.0	0.01834532373866681	1900.0	0.915423356097195	0.003585339943342776	0.017970963172804534	0.009162535410764873	0.01221671388101983	18557.864421033995	0.008925509468541534	0.003585339943342776	0.017970963172804534	0.009162535410764873	0.01221671388101983	18557.700203611897	0.008925587223344269	0.003585339943342776	0.017970963172804534	0.009162535410764873	0.01221671388101983	18558.02863845609	0.008925435856932938	43	0.021069405099150142	0.01900377714825307																			
44	TrialState.COMPLETE	0.30886358683809106	2019-12-26 05:24:43.077799	2019-12-26 05:47:21.710671	5.275772455473888	50.0	2	11.0	0.0011149437703997789	1800.0	0.15060156201209754	0.010636848986707343	0.30886358683809106	0.168623338417956	0.23512747875354106	3052.6900604706907	0.1130587586626138	0.010636848986707343	0.30886358683809106	0.168623338417956	0.23512747875354106	3052.6889572891696	0.11305875878154689	0.010636848986707343	0.30886358683809106	0.168623338417956	0.23512747875354106	3052.691163652212	0.11305875854389057	44										0.30768735513778006	0.3083244806421152										
45	TrialState.COMPLETE	0.011198654390934844	2019-12-26 05:47:21.711731	2019-12-26 05:50:28.809061	2.7856242947521936	50.0	1	1.0	0.017883983157149782	1600.0	0.6982558110831538	0.0032312322946175635	0.011198654390934844	0.006108356940509915	0.008365793201133145	14154.670591359773	0.007279975910073482	0.0032312322946175635	0.011198654390934844	0.006108356940509915	0.008365793201133145	14154.664261685552	0.007279976687289462	0.0032312322946175635	0.011198654390934844	0.006108356940509915	0.008365793201133145	14154.676921033993	0.007279975135159565	45	0.009472379603399434	0.010623229461756374																			
46	TrialState.COMPLETE	0.23295856940509915	2019-12-26 05:50:28.810098	2019-12-26 06:03:21.055141	0.804554626161726	50.0	1	31.0	0.008373756946011914	500.0	0.23072980507235583	0.003120573654390935	0.23295856940509915	0.13088703966005666	0.17623495042492918	4677.057254780453	0.08488801850805208	0.003120573654390935	0.23295856940509915	0.13088703966005666	0.17623495042492918	4677.054975212464	0.0848880190909497	0.003120573654390935	0.23295856940509915	0.13088703966005666	0.17623495042492918	4677.059534348442	0.08488801792675514	46					0.26605288007554295	0.24714184540671794															
