number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.3880598273303656	2019-12-29 08:40:43.887743	2019-12-29 10:45:49.856388	150.0	81.0	0.0027054494285179997	1000.0	0.27087551613025684	0.2785899770673142	0.3880598273303656	0.3438216646431944	0.36358424389585864	5490.342852084176	0.31964010635156054	0.2785899770673142	0.3880598273303656	0.3438216646431944	0.36358424389585864	5490.34203426413	0.3196401064330564	0.2785899770673142	0.3880598273303656	0.3438216646431944	0.36358424389585864	5490.343669904222	0.31964010627016654	9												
10	TrialState.COMPLETE	0.17055816218130312	2019-12-29 10:45:49.857194	2019-12-29 12:27:14.600238	350.0	31.0	0.005450618735086253	800.0	0.38586868595997886	0.09537668201133144	0.17055816218130312	0.13009029745042494	0.1465563031161473	7821.702676832507	0.12174382489320283	0.09537668201133144	0.17055816218130312	0.13009029745042494	0.1465563031161473	7821.702018413598	0.1217438249078082	0.09537668201133144	0.17055816218130312	0.13009029745042494	0.1465563031161473	7821.703335251416	0.12174382487860524	10											0.16937727640631323	0.1700070821529745
11	TrialState.COMPLETE	0.0008410056657223796	2019-12-29 12:27:14.601250	2019-12-29 12:45:33.199513	450.0	41.0	0.07062454229291576	800.0	0.9814873551139097	0.0003098441926345609	0.0008410056657223796	0.0005754249291784702	0.0006196883852691218	19897.735193873938	0.0006812526508880648	0.0003098441926345609	0.0008410056657223796	0.0005754249291784702	0.0006196883852691218	19897.734020892352	0.0006812526543695335	0.0003098441926345609	0.0008410056657223796	0.0005754249291784702	0.0006196883852691218	19897.736366855523	0.0006812526474068862	11	0.0004426345609065156	0.000708215297450425										
12	TrialState.COMPLETE	0.2790722379603399	2019-12-29 12:45:33.200458	2019-12-29 14:13:06.274685	250.0	41.0	0.003956345650049995	700.0	0.30473669874537185	0.16300755429650612	0.2790722379603399	0.2228989612842304	0.24668319169027383	6176.612069169028	0.20435671002535824	0.16300755429650612	0.2790722379603399	0.2228989612842304	0.24668319169027383	6176.611484891407	0.20435671005130013	0.16300755429650612	0.2790722379603399	0.2228989612842304	0.24668319169027383	6176.6126534466475	0.20435670999944253	12												
13	TrialState.COMPLETE	0.018797214353163363	2019-12-29 14:13:06.275428	2019-12-29 14:53:03.134122	350.0	91.0	0.01567161271020828	600.0	0.8056725603539804	0.01280689329556185	0.018797214353163363	0.015433191690273844	0.01667256846081209	16332.665943696884	0.015028764601268145	0.01280689329556185	0.018797214353163363	0.015433191690273844	0.01667256846081209	16332.66398135033	0.01502876460951104	0.01280689329556185	0.018797214353163363	0.015433191690273844	0.01667256846081209	16332.667906043438	0.01502876459302623	13			0.018369334277620396	0.018626062322946176								
14	TrialState.COMPLETE	0.0003541076487252125	2019-12-29 14:53:03.134933	2019-12-29 15:11:22.757227	350.0	71.0	0.07001151965816493	700.0	0.9616851718859963	0.0002213172804532578	0.0003541076487252125	0.0002213172804532578	0.0002655807365439094	19495.880134560906	0.00046904621126891505	0.0002213172804532578	0.0003541076487252125	0.0002213172804532578	0.0002655807365439094	19495.878762393768	0.0004690462141041864	0.0002213172804532578	0.0003541076487252125	0.0002213172804532578	0.0002655807365439094	19495.881506728045	0.0004690462084338096	14	0.000708215297450425	0.00047214353163361664										
15	TrialState.COMPLETE	0.38752253412310067	2019-12-29 15:11:22.757951	2019-12-29 16:12:40.710521	150.0	81.0	0.002133028013704202	500.0	0.31619924735078875	0.3010397888230749	0.38752253412310067	0.3539466907030646	0.3689157867628123	6408.9257500643835	0.3343294970748335	0.3010397888230749	0.38752253412310067	0.3539466907030646	0.3689157867628123	6408.924655549833	0.33432949711530047	0.3010397888230749	0.38752253412310067	0.3539466907030646	0.3689157867628123	6408.926844578934	0.33432949703439063	15												
16	TrialState.COMPLETE	0.06892705382436261	2019-12-29 16:12:40.711285	2019-12-29 17:28:42.087337	450.0	51.0	0.008403999373845802	700.0	0.6007341633205104	0.0414128895184136	0.06892705382436261	0.05359419263456091	0.06032223796033994	12177.864128895184	0.051379108728389376	0.0414128895184136	0.06892705382436261	0.05359419263456091	0.06032223796033994	12177.862995750707	0.05137910878558912	0.0414128895184136	0.06892705382436261	0.05359419263456091	0.06032223796033994	12177.86526203966	0.05137910867130243	16							0.06796653682719547	0.0685001573811772				
17	TrialState.COMPLETE	0.0003541076487252125	2019-12-29 17:28:42.088315	2019-12-29 17:45:02.908855	250.0	91.0	0.0849135275595304	600.0	0.966239035094209	0.0002213172804532578	0.0003541076487252125	0.0002655807365439094	0.0003098441926345609	19588.403704851276	0.000440006757267775	0.0002213172804532578	0.0003541076487252125	0.0002655807365439094	0.0003098441926345609	19588.402222025496	0.00044000676501967315	0.0002213172804532578	0.0003541076487252125	0.0002655807365439094	0.0003098441926345609	19588.405187677054	0.00044000674951717153	17	0.0003541076487252125	0.0003541076487252125										
18	TrialState.COMPLETE	0.00596081208687441	2019-12-29 17:45:02.909763	2019-12-29 18:16:23.349279	450.0	11.0	0.029925741517404587	500.0	0.9410197710949466	0.004160764872521246	0.00596081208687441	0.0048689801699716715	0.00540014164305949	19077.18667374882	0.004992263770259609	0.004160764872521246	0.00596081208687441	0.0048689801699716715	0.00540014164305949	19077.185434372048	0.004992263775188088	0.004160764872521246	0.00596081208687441	0.0048689801699716715	0.00540014164305949	19077.187913125592	0.004992263765331848	18			0.005223087818696884	0.0056657223796034								
19	TrialState.COMPLETE	0.016744233104006474	2019-12-29 18:16:23.350020	2019-12-29 19:04:17.884885	450.0	51.0	0.015048433642032007	600.0	0.8168835261161822	0.012039660056657223	0.016744233104006474	0.014012545528126264	0.015226628895184136	16559.806631930394	0.013874416344353742	0.012039660056657223	0.016744233104006474	0.014012545528126264	0.015226628895184136	16559.804836098745	0.01387441635481887	0.012039660056657223	0.016744233104006474	0.014012545528126264	0.015226628895184136	16559.80842776204	0.013874416333891295	19				0.016076487252124644	0.01646600566572238							
20	TrialState.COMPLETE	0.009560906515580737	2019-12-29 19:04:17.885903	2019-12-29 19:42:34.186116	450.0	51.0	0.02263674519876449	900.0	0.8846543899915831	0.006964117091595845	0.009560906515580737	0.008321529745042492	0.008852691218130312	17933.654995868743	0.008108465042565743	0.006964117091595845	0.009560906515580737	0.008321529745042492	0.008852691218130312	17933.65294499528	0.008108465053453522	0.006964117091595845	0.009560906515580737	0.008321529745042492	0.008852691218130312	17933.65704674221	0.00810846503167969	20			0.009915014164305949	0.009702549575070822								
21	TrialState.COMPLETE	0.14767764400377714	2019-12-29 19:42:34.187040	2019-12-29 20:35:47.843739	150.0	11.0	0.006752130930598675	700.0	0.3443992506347831	0.07682660528800755	0.14767764400377714	0.10714707271010387	0.12265403682719547	6981.27324569169	0.10194215729526056	0.07682660528800755	0.14767764400377714	0.10714707271010387	0.12265403682719547	6981.272662889518	0.10194215729988401	0.07682660528800755	0.14767764400377714	0.10714707271010387	0.12265403682719547	6981.273828493862	0.10194215729063792	21									0.14647662889518415	0.1471317280453258		
22	TrialState.COMPLETE	0.014961048158640227	2019-12-29 20:35:47.844501	2019-12-29 20:59:29.665492	150.0	71.0	0.02304041512029253	700.0	0.7988659118444414	0.010446175637393768	0.014961048158640227	0.012069169027384325	0.013101983002832862	16194.833879249292	0.012170135712426722	0.010446175637393768	0.014961048158640227	0.012069169027384325	0.013101983002832862	16194.832064447592	0.01217013572927534	0.010446175637393768	0.014961048158640227	0.012069169027384325	0.013101983002832862	16194.835694050991	0.012170135695584611	22			0.01305771954674221	0.01419971671388102								
23	TrialState.COMPLETE	0.11789817437834435	2019-12-29 20:59:29.666423	2019-12-29 21:37:30.532752	250.0	1.0	0.00892194671053014	500.0	0.5783459247079262	0.06712307208057916	0.11789817437834435	0.09482215926975134	0.1048552093169657	11724.856645420208	0.08606409907833466	0.06712307208057916	0.11789817437834435	0.09482215926975134	0.1048552093169657	11724.856409348442	0.08606409910053361	0.06712307208057916	0.11789817437834435	0.09482215926975134	0.1048552093169657	11724.856881491973	0.08606409905615102	23						0.11627377579927155	0.1171875					
24	TrialState.COMPLETE	0.035351746931067046	2019-12-29 21:37:30.533503	2019-12-29 22:15:08.157180	50.0	91.0	0.01962820466965149	700.0	0.5139900931068722	0.016662732137236385	0.035351746931067046	0.023685867170286434	0.027738432483474976	10419.417906043438	0.02402382234040322	0.016662732137236385	0.035351746931067046	0.023685867170286434	0.027738432483474976	10419.416410922253	0.024023822363839837	0.016662732137236385	0.035351746931067046	0.023685867170286434	0.027738432483474976	10419.419401164621	0.02402382231697543	24						0.034525495750708214	0.034990262039660054					
25	TrialState.COMPLETE	0.009105625252934034	2019-12-29 22:15:08.158154	2019-12-29 22:54:53.209821	450.0	21.0	0.023094880008394512	600.0	0.906369079091701	0.006373937677053824	0.009105625252934034	0.007765074868474302	0.008144475920679886	18374.18946023877	0.007559159371517152	0.006373937677053824	0.009105625252934034	0.007765074868474302	0.008144475920679886	18374.18777822744	0.007559159399724039	0.006373937677053824	0.009105625252934034	0.007765074868474302	0.008144475920679886	18374.1911422501	0.007559159343342344	25				0.008994334277620397	0.009059254013220018							
26	TrialState.COMPLETE	0.4052846351004991	2019-12-29 22:54:53.210575	2019-12-30 02:12:37.298320	350.0	91.0	0.0017054680691390614	1000.0	0.3078562956607453	0.32608255766895994	0.4052846351004991	0.374612167813301	0.38794179144745716	6239.596098070956	0.35665818819723427	0.32608255766895994	0.4052846351004991	0.374612167813301	0.38794179144745716	6239.595187508431	0.35665818854722076	0.32608255766895994	0.4052846351004991	0.374612167813301	0.38794179144745716	6239.597008633482	0.3566581878494945	26												
