number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
10	0.5313670411985019	2020-05-19 13:00:25.231972	2020-05-19 13:42:00.032971	0.5642997803442746	1.313150231276245	128	256	1	51	128	0.26804909792515946	0.09550561797752809	0.5313670411985019	0.21816479400749064	0.31226591760299627	12.90121722846442	0.22283094563546132	0.09550561797752809	0.5313670411985019	0.21816479400749064	0.31226591760299627	12.90121722846442	0.22283094563546132	3753194796		0.09550561797752809	0.5313670411985019	0.21816479400749064	0.31226591760299627	12.90121722846442	0.22283094563546132	10	COMPLETE
11	0.07584269662921349	2020-05-19 13:42:00.044990	2020-05-19 13:46:52.863127	0.9372243433709669	7.449047819347449	256	128	2	35	256	1.1255477331744417	0.0023408239700374533	0.07584269662921349	0.018726591760299626	0.0351123595505618	54.36376404494382	0.0389147712982645	0.0023408239700374533	0.07584269662921349	0.018726591760299626	0.0351123595505618	54.36376404494382	0.0389147712982645	3637387672	250.0	0.0023408239700374533	0.07584269662921349	0.018726591760299626	0.0351123595505618	54.36376404494382	0.0389147712982645	11	COMPLETE
12	0.06179775280898876	2020-05-19 13:46:52.875213	2020-05-19 13:50:39.997874	0.9801558032901574	8.308272179502183	128	256	2	47	128	1.20039546673364	0.0023408239700374533	0.06179775280898876	0.016853932584269662	0.026685393258426966	57.96629213483146	0.03556024770905096	0.0023408239700374533	0.06179775280898876	0.016853932584269662	0.026685393258426966	57.96629213483146	0.03556024770905096	1356781515	150.0	0.0023408239700374533	0.06179775280898876	0.016853932584269662	0.026685393258426966	57.96629213483146	0.03556024770905096	12	COMPLETE
13	0.13857677902621723	2020-05-19 13:50:40.009624	2020-05-19 14:04:50.622366	0.6409170151776032	5.873935584055024	256	128	2	4	128	0.7719679442487225	0.0023408239700374533	0.13857677902621723	0.020599250936329586	0.05196629213483146	37.26310861423221	0.05623655740294116	0.0023408239700374533	0.13857677902621723	0.020599250936329586	0.05196629213483146	37.26310861423221	0.05623655740294116	2981393887	750.0	0.0023408239700374533	0.13857677902621723	0.020599250936329586	0.05196629213483146	37.26310861423221	0.05623655740294116	13	COMPLETE
14	0.0702247191011236	2020-05-19 14:04:50.634585	2020-05-19 14:07:36.576249	0.39605982237093673	21.771988254566903	256	64	2	42	128	1.2052680912091003	0.003745318352059925	0.0702247191011236	0.023408239700374533	0.037921348314606744	58.206460674157306	0.03928643093866432	0.003745318352059925	0.0702247191011236	0.023408239700374533	0.037921348314606744	58.206460674157306	0.03928643093866432	1542871908	150.0	0.003745318352059925	0.0702247191011236	0.023408239700374533	0.037921348314606744	58.206460674157306	0.03928643093866432	14	COMPLETE
15	0.06741573033707865	2020-05-19 14:07:36.586729	2020-05-19 14:10:36.794661	0.6638128656237159	15.60314716778236	128	128	1	89	256	1.1650470846963956	0.004213483146067416	0.06741573033707865	0.020131086142322098	0.03136704119850187	56.20552434456929	0.03848726699511456	0.004213483146067416	0.06741573033707865	0.020131086142322098	0.03136704119850187	56.20552434456929	0.03848726699511456	3358213267	150.0	0.004213483146067416	0.06741573033707865	0.020131086142322098	0.03136704119850187	56.20552434456929	0.03848726699511456	15	COMPLETE
16	0.06601123595505617	2020-05-19 14:10:36.806873	2020-05-19 14:16:54.210266	0.8776518768319249	7.542765205519138	256	256	2	22	512	1.1865929299145797	0.0032771535580524347	0.06601123595505617	0.013576779026217229	0.03089887640449438	57.31039325842696	0.03625450157966802	0.0032771535580524347	0.06601123595505617	0.013576779026217229	0.03089887640449438	57.31039325842696	0.03625450157966802	1546189863	300.0	0.0032771535580524347	0.06601123595505617	0.013576779026217229	0.03089887640449438	57.31039325842696	0.03625450157966802	16	COMPLETE
17	0.0599250936329588	2020-05-19 14:16:54.220555	2020-05-19 14:18:51.664073	0.4819896551783571	6.302523426746522	64	256	1	58	512	1.2395071105818762	0.0	0.0599250936329588	0.007022471910112359	0.02153558052434457	59.90402621722846	0.030424210704930704	0.0	0.0599250936329588	0.007022471910112359	0.02153558052434457	59.90402621722846	0.030424210704930704	2477784445	150.0	0.0	0.0599250936329588	0.007022471910112359	0.02153558052434457	59.90402621722846	0.030424210704930704	17	COMPLETE
18	0.062265917602996254	2020-05-19 14:18:51.676330	2020-05-19 14:20:19.658682	0.29371890814509327	12.09606576769265	128	64	2	37	256	1.1911372398976794	0.004213483146067416	0.062265917602996254	0.017790262172284643	0.0299625468164794	57.47752808988764	0.03734546514003429	0.004213483146067416	0.062265917602996254	0.017790262172284643	0.0299625468164794	57.47752808988764	0.03734546514003429	2352731399	150.0	0.004213483146067416	0.062265917602996254	0.017790262172284643	0.0299625468164794	57.47752808988764	0.03734546514003429	18	COMPLETE
19	0.11282771535580524	2020-05-19 14:20:19.670800	2020-05-19 15:03:54.981630	0.8752905263929381	4.923445913541493	256	256	2	71	512	0.7509166971694902	0.00046816479400749064	0.11282771535580524	0.015917602996254682	0.0351123595505618	36.31601123595506	0.051699884848282036	0.00046816479400749064	0.11282771535580524	0.015917602996254682	0.0351123595505618	36.31601123595506	0.051699884848282036	360283076	550.0	0.00046816479400749064	0.11282771535580524	0.015917602996254682	0.0351123595505618	36.31601123595506	0.051699884848282036	19	COMPLETE
20	0.1104868913857678	2020-05-19 15:03:54.993985	2020-05-19 15:06:59.321518	0.715942502055831	6.866447490383356	256	64	1	16	512	0.9703560491164009	0.005149812734082397	0.1104868913857678	0.02902621722846442	0.056179775280898875	46.87359550561798	0.051480859483019316	0.005149812734082397	0.1104868913857678	0.02902621722846442	0.056179775280898875	46.87359550561798	0.051480859483019316	1884761545	400.0	0.005149812734082397	0.1104868913857678	0.02902621722846442	0.056179775280898875	46.87359550561798	0.051480859483019316	20	COMPLETE
21	0.06694756554307116	2020-05-19 15:06:59.333973	2020-05-19 15:08:23.598695	0.858797721570045	14.664529488468622	128	64	1	30	256	1.189000626746914	0.0028089887640449437	0.06694756554307116	0.016853932584269662	0.032303370786516857	57.37874531835206	0.036555185362341376	0.0028089887640449437	0.06694756554307116	0.016853932584269662	0.032303370786516857	57.37874531835206	0.036555185362341376	310763115	150.0	0.0028089887640449437	0.06694756554307116	0.016853932584269662	0.032303370786516857	57.37874531835206	0.036555185362341376	21	COMPLETE
22	0.06882022471910113	2020-05-19 15:08:23.610626	2020-05-19 15:10:11.588331	0.2192085180322218	7.47461899616013	128	64	2	67	256	1.1730916718847715	0.0032771535580524347	0.06882022471910113	0.020131086142322098	0.032303370786516857	56.67275280898876	0.03755134341294723	0.0032771535580524347	0.06882022471910113	0.020131086142322098	0.032303370786516857	56.67275280898876	0.03755134341294723	1546632168	150.0	0.0032771535580524347	0.06882022471910113	0.020131086142322098	0.032303370786516857	56.67275280898876	0.03755134341294723	22	COMPLETE
23	0.06273408239700375	2020-05-19 15:10:11.602917	2020-05-19 15:11:39.323718	0.6868962596416841	11.348689928263193	64	128	2	37	256	1.1571410609355148	0.007958801498127341	0.06273408239700375	0.02294007490636704	0.035580524344569285	55.82350187265918	0.041478093376372226	0.007958801498127341	0.06273408239700375	0.02294007490636704	0.035580524344569285	55.82350187265918	0.041478093376372226	2487365438	150.0	0.007958801498127341	0.06273408239700375	0.02294007490636704	0.035580524344569285	55.82350187265918	0.041478093376372226	23	COMPLETE
24	0.07443820224719101	2020-05-19 15:11:39.335099	2020-05-19 15:17:15.812437	0.2840975744784103	9.467942222325174	256	64	2	83	128	1.1892068440152144	0.006086142322097378	0.07443820224719101	0.02153558052434457	0.033707865168539325	57.438202247191015	0.040217964199660394	0.006086142322097378	0.07443820224719101	0.02153558052434457	0.033707865168539325	57.438202247191015	0.040217964199660394	2081622912	200.0	0.006086142322097378	0.07443820224719101	0.02153558052434457	0.033707865168539325	57.438202247191015	0.040217964199660394	24	COMPLETE
25	0.05945692883895131	2020-05-19 15:17:15.822769	2020-05-19 15:21:43.569734	0.22456313588792592	14.705386431923298	128	256	2	76	256	1.152934891400224	0.006554307116104869	0.05945692883895131	0.016853932584269662	0.03089887640449438	55.6123595505618	0.039747487189038186	0.006554307116104869	0.05945692883895131	0.016853932584269662	0.03089887640449438	55.6123595505618	0.039747487189038186	3504119056	150.0	0.006554307116104869	0.05945692883895131	0.016853932584269662	0.03089887640449438	55.6123595505618	0.039747487189038186	25	COMPLETE
26	0.6385767790262172	2020-05-19 15:21:43.581619	2020-05-19 16:00:32.394077	0.47060666163324494	1.0509649049039433	256	128	1	67	256	0.22260538439095467	0.11376404494382023	0.6385767790262172	0.2602996254681648	0.37359550561797755	10.669007490636703	0.25744577054464585	0.11376404494382023	0.6385767790262172	0.2602996254681648	0.37359550561797755	10.669007490636703	0.25744577054464585	2976974636		0.11376404494382023	0.6385767790262172	0.2602996254681648	0.37359550561797755	10.669007490636703	0.25744577054464585	26	COMPLETE
27	0.075374531835206	2020-05-19 16:00:32.412576	2020-05-19 16:03:21.362552	0.5799490352952859	20.531078556814236	256	64	2	41	512	1.1935776137164358	0.007958801498127341	0.075374531835206	0.025280898876404494	0.03885767790262172	57.600421348314605	0.04274884755919987	0.007958801498127341	0.075374531835206	0.025280898876404494	0.03885767790262172	57.600187265917604	0.04274903595549526	1640500534	250.0	0.007958801498127341	0.075374531835206	0.025280898876404494	0.03885767790262172	57.60065543071161	0.04274866439613493	27	COMPLETE
28	0.6273408239700374	2020-05-19 16:03:21.373431	2020-05-19 16:43:00.445815	0.1339931910583732	1.8012015673612638	128	128	1	95	128	0.22300561781613373	0.1100187265917603	0.6273408239700374	0.26170411985018727	0.3890449438202247	10.69756554307116	0.25552906809489295	0.1100187265917603	0.6273408239700374	0.26170411985018727	0.3890449438202247	10.69756554307116	0.25552906809489295	594660121		0.1100187265917603	0.6273408239700374	0.26170411985018727	0.3890449438202247	10.69756554307116	0.25552906809489295	28	COMPLETE
29	0.16853932584269662	2020-05-19 16:43:00.458095	2020-05-19 16:59:53.488540	0.1169735859300009	6.215007240454115	256	64	1	21	128	0.7827859408246556	0.006554307116104869	0.16853932584269662	0.046348314606741575	0.08567415730337079	37.83848314606742	0.06764331586057198	0.006554307116104869	0.16853932584269662	0.046348314606741575	0.08567415730337079	37.83848314606742	0.06764331586057198	2036177903	750.0	0.006554307116104869	0.16853932584269662	0.046348314606741575	0.08567415730337079	37.83848314606742	0.06764331586057198	29	COMPLETE
30	0.2045880149812734	2020-05-19 16:59:53.500775	2020-05-19 17:09:11.045066	0.632903465499457	2.507833035910487	128	256	2	57	512	0.46163290647496835	0.0	0.2045880149812734	0.056179775280898875	0.09316479400749064	22.13436329588015	0.08323602515361316	0.0	0.2045880149812734	0.056179775280898875	0.09316479400749064	22.13436329588015	0.08323602515361316	2666571910	300.0	0.0	0.2045880149812734	0.056179775280898875	0.09316479400749064	22.13436329588015	0.08323602515361316	30	COMPLETE
31	0.06132958801498127	2020-05-19 17:09:11.056978	2020-05-19 17:11:30.236432	0.12535183673130657	20.10896313629593	128	128	1	13	128	1.1781680435343378	0.0046816479400749065	0.06132958801498127	0.015917602996254682	0.028089887640449437	56.84410112359551	0.03693557809016354	0.0046816479400749065	0.06132958801498127	0.015917602996254682	0.028089887640449437	56.84410112359551	0.03693557809016354	2197568494	150.0	0.0046816479400749065	0.06132958801498127	0.015917602996254682	0.028089887640449437	56.84410112359551	0.03693557809016354	31	COMPLETE
32	0.06460674157303371	2020-05-19 17:11:30.248140	2020-05-19 17:15:27.408403	0.5542975035276436	17.049389743512897	256	128	2	18	128	1.1983470462379482	0.0032771535580524347	0.06460674157303371	0.016853932584269662	0.03417602996254682	57.83567415730337	0.03665232164750023	0.0032771535580524347	0.06460674157303371	0.016853932584269662	0.03417602996254682	57.83567415730337	0.03665232164750023	2839849129	200.0	0.0032771535580524347	0.06460674157303371	0.016853932584269662	0.03417602996254682	57.83567415730337	0.03665232164750023	32	COMPLETE
33	0.06413857677902622	2020-05-19 17:15:27.420271	2020-05-19 17:19:09.717503	0.6979365216999907	21.564979899475535	256	64	1	22	128	1.2140934521328894	0.00749063670411985	0.06413857677902622	0.018726591760299626	0.033707865168539325	58.63436329588015	0.03975683251879017	0.00749063670411985	0.06413857677902622	0.018726591760299626	0.033707865168539325	58.63389513108614	0.03975694284764648	3240730722	200.0	0.00749063670411985	0.06413857677902622	0.018726591760299626	0.033707865168539325	58.63483146067416	0.039756723903187456	33	COMPLETE
34	0.3103932584269663	2020-05-19 17:19:09.728620	2020-05-19 17:33:44.046961	0.6412343709514273	3.6485812301653064	64	64	2	72	256	0.3620845819056062	0.0009363295880149813	0.3103932584269663	0.03604868913857678	0.08192883895131087	17.454119850187265	0.0906770949035074	0.0009363295880149813	0.3103932584269663	0.03604868913857678	0.08192883895131087	17.454119850187265	0.0906770949035074	1213225430		0.0009363295880149813	0.3103932584269663	0.03604868913857678	0.08192883895131087	17.454119850187265	0.0906770949035074	34	COMPLETE
35	0.062265917602996254	2020-05-19 17:33:44.059066	2020-05-19 17:35:47.658350	0.8379216862397679	23.88237913327562	64	128	1	44	512	1.1629121075663367	0.006086142322097378	0.062265917602996254	0.018726591760299626	0.030430711610486893	56.10112359550562	0.03860756707104782	0.006086142322097378	0.062265917602996254	0.018726591760299626	0.030430711610486893	56.10112359550562	0.03860756707104782	1369354446	250.0	0.006086142322097378	0.062265917602996254	0.018726591760299626	0.030430711610486893	56.10112359550562	0.03860756707104782	35	COMPLETE
36	0.06179775280898876	2020-05-19 17:35:47.670570	2020-05-19 17:39:25.137247	0.3490728087751339	20.34462414574553	64	256	1	72	128	1.147625923037271	0.0046816479400749065	0.06179775280898876	0.016853932584269662	0.02855805243445693	55.3497191011236	0.038008075353719056	0.0046816479400749065	0.06179775280898876	0.016853932584269662	0.02855805243445693	55.3497191011236	0.038008075353719056	2084064193	150.0	0.0046816479400749065	0.06179775280898876	0.016853932584269662	0.02855805243445693	55.3497191011236	0.038008075353719056	36	COMPLETE
37	0.06694756554307116	2020-05-19 17:39:25.149328	2020-05-19 17:42:06.213542	0.972123080178193	23.055079047958	64	64	2	100	128	1.1868636253349176	0.0046816479400749065	0.06694756554307116	0.020131086142322098	0.03277153558052434	57.26076779026217	0.038964384020661165	0.0046816479400749065	0.06694756554307116	0.020131086142322098	0.03277153558052434	57.26076779026217	0.038964384020661165	719875871	150.0	0.0046816479400749065	0.06694756554307116	0.020131086142322098	0.03277153558052434	57.26076779026217	0.038964384020661165	37	COMPLETE
38	0.06835205992509363	2020-05-19 17:42:06.223491	2020-05-19 17:44:24.039966	0.3218813259734247	19.539427098565127	256	64	2	11	128	1.2124196214746155	0.004213483146067416	0.06835205992509363	0.020131086142322098	0.03136704119850187	58.539794007490634	0.037596129420677686	0.004213483146067416	0.06835205992509363	0.020131086142322098	0.03136704119850187	58.539794007490634	0.037596129420677686	3111495126	150.0	0.004213483146067416	0.06835205992509363	0.020131086142322098	0.03136704119850187	58.539794007490634	0.037596129420677686	38	COMPLETE
39	0.06460674157303371	2020-05-19 17:44:24.051978	2020-05-19 17:47:00.943948	0.12604703665384415	15.058863604289161	64	64	2	87	512	1.175185733055347	0.007022471910112359	0.06460674157303371	0.02200374531835206	0.03651685393258427	56.7125468164794	0.041046622369311725	0.007022471910112359	0.06460674157303371	0.02200374531835206	0.03651685393258427	56.7125468164794	0.041046622369311725	2698260948	300.0	0.007022471910112359	0.06460674157303371	0.02200374531835206	0.03651685393258427	56.7125468164794	0.041046622369311725	39	COMPLETE
40	0.06554307116104868	2020-05-19 17:47:00.955972	2020-05-19 17:49:18.373360	0.5030268286785833	25.319287256501877	128	128	1	58	256	1.1709365333737423	0.0032771535580524347	0.06554307116104868	0.018258426966292134	0.03136704119850187	56.47846441947566	0.037539834600174016	0.0032771535580524347	0.06554307116104868	0.018258426966292134	0.03136704119850187	56.47846441947566	0.037539834600174016	2237428866	150.0	0.0032771535580524347	0.06554307116104868	0.018258426966292134	0.03136704119850187	56.47846441947566	0.037539834600174016	40	COMPLETE
41	0.0749063670411985	2020-05-19 17:49:18.385657	2020-05-19 18:01:05.366708	0.48387147648527584	26.45537183392157	256	128	1	82	512	1.1859623932572647	0.006554307116104869	0.0749063670411985	0.021067415730337078	0.035580524344569285	57.23033707865169	0.04019334048358162	0.006554307116104869	0.0749063670411985	0.021067415730337078	0.035580524344569285	57.23033707865169	0.04019334048358162	3318773244	300.0	0.006554307116104869	0.0749063670411985	0.021067415730337078	0.035580524344569285	57.23033707865169	0.04019334048358162	41	COMPLETE
42	0.0650749063670412	2020-05-19 18:01:05.378068	2020-05-19 18:02:30.013897	0.813112570292541	20.434517429788926	64	64	2	24	512	1.1769328418515679	0.007022471910112359	0.0650749063670412	0.016853932584269662	0.026217228464419477	56.782303370786515	0.03872914327390593	0.007022471910112359	0.0650749063670412	0.016853932584269662	0.026217228464419477	56.782303370786515	0.03872914327390593	52125830	250.0	0.007022471910112359	0.0650749063670412	0.016853932584269662	0.026217228464419477	56.782303370786515	0.03872914327390593	42	COMPLETE
43	0.060861423220973786	2020-05-19 18:02:30.024423	2020-05-19 18:04:19.653554	0.42070532994185805	25.308350361750133	64	256	2	36	256	1.1486553777330153	0.006554307116104869	0.060861423220973786	0.017790262172284643	0.030430711610486893	55.40449438202247	0.03920105364267238	0.006554307116104869	0.060861423220973786	0.017790262172284643	0.030430711610486893	55.40449438202247	0.03920105364267238	613551653	150.0	0.006554307116104869	0.060861423220973786	0.017790262172284643	0.030430711610486893	55.40449438202247	0.03920105364267238	43	COMPLETE
44	0.06975655430711611	2020-05-19 18:04:19.665709	2020-05-19 18:07:23.456143	0.243368500524302	9.092751387791317	128	64	2	63	512	1.2060686569950414	0.004213483146067416	0.06975655430711611	0.020599250936329586	0.037921348314606744	58.234082397003746	0.038486186007007324	0.004213483146067416	0.06975655430711611	0.020599250936329586	0.037921348314606744	58.234082397003746	0.038486186007007324	1031522142	300.0	0.004213483146067416	0.06975655430711611	0.020599250936329586	0.037921348314606744	58.234082397003746	0.038486186007007324	44	COMPLETE
45	0.06694756554307116	2020-05-19 18:07:23.467619	2020-05-19 18:15:16.436238	0.31066531832856226	19.845223232245065	256	256	1	67	128	1.167797104887183	0.008895131086142321	0.06694756554307116	0.020131086142322098	0.03277153558052434	56.331460674157306	0.04140562845663973	0.008895131086142321	0.06694756554307116	0.020131086142322098	0.03277153558052434	56.331460674157306	0.04140562845663973	2357331322	150.0	0.008895131086142321	0.06694756554307116	0.020131086142322098	0.03277153558052434	56.331460674157306	0.04140562845663973	45	COMPLETE
46	0.6193820224719101	2020-05-19 18:15:16.448358	2020-05-19 18:31:16.818195	0.889552683581032	2.046588328327353	64	64	1	12	128	0.22412065068898157	0.10393258426966293	0.6193820224719101	0.24625468164794007	0.3553370786516854	10.734082397003744	0.2447180373057146	0.10393258426966293	0.6193820224719101	0.24625468164794007	0.3553370786516854	10.734082397003744	0.2447180373057146	484368018	800.0	0.10393258426966293	0.6193820224719101	0.24625468164794007	0.3553370786516854	10.734082397003744	0.2447180373057146	46	COMPLETE
47	0.06788389513108614	2020-05-19 18:31:16.828713	2020-05-19 18:37:34.767860	0.8069088854944592	14.411218823429975	128	128	1	98	256	1.1733366291863627	0.008426966292134831	0.06788389513108614	0.02247191011235955	0.03464419475655431	56.610955056179776	0.04201728842356497	0.008426966292134831	0.06788389513108614	0.02247191011235955	0.03464419475655431	56.610955056179776	0.04201728842356497	563558660	250.0	0.008426966292134831	0.06788389513108614	0.02247191011235955	0.03464419475655431	56.610955056179776	0.04201728842356497	47	COMPLETE
48	0.0800561797752809	2020-05-19 18:37:34.780151	2020-05-19 18:45:42.514106	0.8905621014315657	15.336124186461232	128	64	1	64	128	1.203866643063752	0.006554307116104869	0.0800561797752809	0.024812734082397005	0.047752808988764044	58.12874531835206	0.04286193561292424	0.006554307116104869	0.0800561797752809	0.024812734082397005	0.047752808988764044	58.12874531835206	0.04286193561292424	4239459208	350.0	0.006554307116104869	0.0800561797752809	0.024812734082397005	0.047752808988764044	58.12874531835206	0.04286193561292424	48	COMPLETE
49	0.07116104868913857	2020-05-19 18:45:42.526461	2020-05-19 18:47:58.549320	0.9552768552208261	26.894844500341215	256	64	2	58	256	1.1963788716293424	0.008426966292134831	0.07116104868913857	0.02247191011235955	0.03651685393258427	57.73829588014981	0.04179337546057274	0.008426966292134831	0.07116104868913857	0.02247191011235955	0.03651685393258427	57.73829588014981	0.04179337546057274	3555448903	150.0	0.008426966292134831	0.07116104868913857	0.02247191011235955	0.03651685393258427	57.73829588014981	0.04179337546057274	49	COMPLETE
50	0.07069288389513109	2020-05-19 18:47:58.561588	2020-05-19 18:49:21.015598	0.1801940266350127	13.25005790266801	128	64	2	26	256	1.1905317805552234	0.004213483146067416	0.07069288389513109	0.017790262172284643	0.03089887640449438	57.451310861423224	0.03754233692522311	0.004213483146067416	0.07069288389513109	0.017790262172284643	0.03089887640449438	57.451310861423224	0.03754233692522311	2085582109	150.0	0.004213483146067416	0.07069288389513109	0.017790262172284643	0.03089887640449438	57.451310861423224	0.03754233692522311	50	COMPLETE
