number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
10	0.602996254681648	2020-05-14 23:21:49.045145	2020-05-14 23:43:05.641746	0.39461435767371245	27.54462587916519	128	0.295916415378658	0.37843796909440025	46	0.20719985573827437	63	0.0716142302576373	512	0.2520899910205968	0.08801498127340825	0.602996254681648	0.26825842696629215	0.38670411985018727	12.258426966292134	0.24237026872150577	0.08801498127340825	0.602996254681648	0.26825842696629215	0.38670411985018727	12.258426966292134	0.24237026872150577	2905243804	200	0.08801498127340825	0.602996254681648	0.26825842696629215	0.38670411985018727	12.258426966292134	0.24237026872150577	10	COMPLETE
11	0.12687265917602997	2020-05-14 23:43:05.727290	2020-05-14 23:45:31.567191	0.25835370593833906	6.493670177605359	64	0.22677068752951302	0.06239620754393127	25	0.299066697881963	13	0.07576070689242254	512	0.9175288557504	0.011704119850187267	0.12687265917602997	0.040262172284644196	0.07069288389513109	44.23923220973783	0.06318356941515597	0.011704119850187267	0.12687265917602997	0.040262172284644196	0.07069288389513109	44.23923220973783	0.06318356941515597	2868410528	200	0.011704119850187267	0.12687265917602997	0.040262172284644196	0.07069288389513109	44.23923220973783	0.06318356941515597	11	COMPLETE
12	0.12172284644194757	2020-05-14 23:45:31.680634	2020-05-14 23:57:18.580327	0.15399764088214069	13.103270674082506	128	0.12328438042930967	0.47920708946076135	21	0.3123308924913481	51	0.03800794634392012	512	0.899849781350578	0.009831460674157303	0.12172284644194757	0.03323970037453183	0.05711610486891386	43.27059925093633	0.05825223585714368	0.009831460674157303	0.12172284644194757	0.03323970037453183	0.05711610486891386	43.27059925093633	0.05825223585714368	102568608	200	0.009831460674157303	0.12172284644194757	0.03323970037453183	0.05711610486891386	43.27059925093633	0.05825223585714368	12	COMPLETE
13	0.8787453183520599	2020-05-14 23:57:18.690309	2020-05-15 00:04:45.264954	0.7875276353440482	20.12615567006385	64	0.3113419473386313	0.4979102933436213	57	0.058715704155181125	9	0.0013811513007008218	512	0.11377314941814581	0.21161048689138576	0.8787453183520599	0.49953183520599254	0.6666666666666666	5.516385767790262	0.4110959098226984	0.21161048689138576	0.8787453183520599	0.49953183520599254	0.6666666666666666	5.516385767790262	0.4110959098226984	316139919	500	0.21161048689138576	0.8787453183520599	0.49953183520599254	0.6666666666666666	5.516385767790262	0.4110959098226984	13	COMPLETE
14	0.3136704119850187	2020-05-15 00:04:45.374105	2020-05-15 00:30:01.344608	0.8502709778492633	20.34564320318437	64	0.30659757196654	0.02028656816369312	64	0.490393994929285	93	0.0014260592737769064	512	0.4454945467354918	0.026685393258426966	0.3136704119850187	0.08941947565543071	0.1540262172284644	21.334269662921347	0.11928790789679314	0.026685393258426966	0.3136704119850187	0.08941947565543071	0.1540262172284644	21.334269662921347	0.11928790789679314	3975033880	250	0.026685393258426966	0.3136704119850187	0.08941947565543071	0.1540262172284644	21.334269662921347	0.11928790789679314	14	COMPLETE
15	0.39279026217228463	2020-05-15 00:30:01.452200	2020-05-15 00:36:02.707639	0.10234245607116249	7.761180494208314	256	0.38481164441954757	0.3977139139451744	16	0.4384144090554013	15	0.0026697864231942123	256	0.3780753111723141	0.03417602996254682	0.39279026217228463	0.11797752808988764	0.19382022471910113	18.147940074906366	0.13982082304475524	0.03417602996254682	0.39279026217228463	0.11797752808988764	0.19382022471910113	18.147940074906366	0.13982082304475524	4224546260	200	0.03417602996254682	0.39279026217228463	0.11797752808988764	0.19382022471910113	18.147940074906366	0.13982082304475524	15	COMPLETE
16	0.11235955056179775	2020-05-15 00:36:02.819586	2020-05-15 00:45:47.999309	0.7935407751374292	26.443067146651348	64	0.46668557067911487	0.32076452906104685	36	0.18077018240002946	31	0.08840194989375635	512	0.9627507863276767	0.008895131086142321	0.11235955056179775	0.03932584269662921	0.05758426966292135	46.45552434456929	0.057764391119862896	0.008895131086142321	0.11235955056179775	0.03932584269662921	0.05758426966292135	46.45552434456929	0.057764391119862896	4125592601	300	0.008895131086142321	0.11235955056179775	0.03932584269662921	0.05758426966292135	46.45552434456929	0.057764391119862896	16	COMPLETE
17	0.13623595505617977	2020-05-15 00:45:48.135946	2020-05-15 01:14:48.664374	0.8936565986590791	17.79393338324657	128	0.42090253317512405	0.35415962684625885	62	0.4346707995119266	68	0.021539356299528335	128	0.8860860884090195	0.011704119850187267	0.13623595505617977	0.03698501872659176	0.06835205992509363	42.61563670411985	0.06256326882861055	0.011704119850187267	0.13623595505617977	0.03698501872659176	0.06835205992509363	42.61563670411985	0.06256326882861055	1019210307	200	0.011704119850187267	0.13623595505617977	0.03698501872659176	0.06835205992509363	42.61563670411985	0.06256326882861055	17	COMPLETE
18	0.10018726591760299	2020-05-15 01:14:48.839324	2020-05-15 01:20:41.103320	0.12772189734163925	23.88414924587418	64	0.38517374879173527	0.1539479097271259	58	0.4883435522838664	34	0.023589618662035	128	0.9941635390112267	0.012640449438202247	0.10018726591760299	0.03651685393258427	0.05056179775280899	48.00117041198502	0.055415921614670474	0.012640449438202247	0.10018726591760299	0.03651685393258427	0.05056179775280899	48.000936329588015	0.05541623687715802	3206627121	150	0.012640449438202247	0.10018726591760299	0.03651685393258427	0.05056179775280899	48.00140449438202	0.05541561761155748	18	COMPLETE
19	0.10627340823970037	2020-05-15 01:20:41.211479	2020-05-15 02:00:58.642901	0.16566267739170393	27.184957651070157	128	0.006085558174875938	0.3184600531131835	48	0.4747664162221894	89	0.024385162793636856	512	1.02332130500398	0.008895131086142321	0.10627340823970037	0.02902621722846442	0.05056179775280899	49.3874063670412	0.05138885723191289	0.008895131086142321	0.10627340823970037	0.02902621722846442	0.05056179775280899	49.38295880149813	0.051390273076751404	1068690897	250	0.008895131086142321	0.10627340823970037	0.02902621722846442	0.05056179775280899	49.39185393258427	0.05138746641084389	19	COMPLETE
20	0.12265917602996254	2020-05-15 02:00:58.838952	2020-05-15 02:12:27.933905	0.2337461819535978	28.963695546738606	128	0.4801967689389182	0.13807007571682622	40	0.3916179554279775	35	0.052557190418567365	512	0.9094827637993748	0.01638576779026217	0.12265917602996254	0.02855805243445693	0.05898876404494382	43.8689138576779	0.06195307482925264	0.01638576779026217	0.12265917602996254	0.02855805243445693	0.05898876404494382	43.8689138576779	0.06195307482925264	2638102901	200	0.01638576779026217	0.12265917602996254	0.02855805243445693	0.05898876404494382	43.8689138576779	0.06195307482925264	20	COMPLETE
21	0.1404494382022472	2020-05-15 02:12:28.040814	2020-05-15 02:24:39.088481	0.584586894883913	13.10763882948212	128	0.16211754261551498	0.14204622736007727	42	0.029541631756764608	29	0.02212297755253109	128	0.8668278260130351	0.01544943820224719	0.1404494382022472	0.040262172284644196	0.060861423220973786	41.68703183520599	0.06562537056435896	0.01544943820224719	0.1404494382022472	0.040262172284644196	0.06132958801498127	41.686797752808985	0.06563388265152274	3178481945	200	0.01544943820224719	0.1404494382022472	0.040262172284644196	0.060861423220973786	41.68726591760299	0.06561827715838915	21	COMPLETE
22	0.1301498127340824	2020-05-15 02:24:39.204140	2020-05-15 02:30:15.840613	0.8606121634095589	24.184386795959224	64	0.4429240614246482	0.16521845548275405	51	0.03258551849647029	25	0.027703259420686577	512	0.8541857739491912	0.012172284644194757	0.1301498127340824	0.03277153558052434	0.06554307116104868	41.10065543071161	0.0627479083273544	0.012172284644194757	0.1301498127340824	0.03277153558052434	0.06554307116104868	41.10065543071161	0.0627479083273544	1635703071	200	0.012172284644194757	0.1301498127340824	0.03277153558052434	0.06554307116104868	41.10065543071161	0.0627479083273544	22	COMPLETE
23	0.9012172284644194	2020-05-15 02:30:15.954750	2020-05-15 03:37:16.555111	0.8417389224259046	26.425181805360815	256	0.3125131183821544	0.49711060704466037	39	0.30280232682849334	92	0.0018928801410350434	256	0.1002953075969501	0.30243445692883897	0.9012172284644194	0.6184456928838952	0.7584269662921348	4.843632958801498	0.4982476507332143	0.30243445692883897	0.9012172284644194	0.6184456928838952	0.7584269662921348	4.843632958801498	0.4982476507332143	2341561163	250	0.30243445692883897	0.9012172284644194	0.6184456928838952	0.7584269662921348	4.843632958801498	0.4982476507332143	23	COMPLETE
24	0.1198501872659176	2020-05-15 03:37:16.663865	2020-05-15 04:14:16.872381	0.37818234910049786	16.888859570046684	128	0.43634769787901645	0.3671946839505254	32	0.19747981410956544	83	0.007733689607815831	256	0.9869368059790871	0.006554307116104869	0.1198501872659176	0.027153558052434457	0.05196629213483146	47.605805243445694	0.05273450261351868	0.006554307116104869	0.1198501872659176	0.027153558052434457	0.05196629213483146	47.605805243445694	0.05273450261351868	3614929205	300	0.006554307116104869	0.1198501872659176	0.027153558052434457	0.05196629213483146	47.605805243445694	0.05273450261351868	24	COMPLETE
25	0.13202247191011235	2020-05-15 04:14:16.978502	2020-05-15 04:25:17.507183	0.8421809339104813	24.729256997991925	64	0.2038423761242002	0.29595498649240964	33	0.21696417866572154	62	0.0060698509167525175	256	0.9455788448384932	0.018726591760299626	0.13202247191011235	0.04353932584269663	0.056179775280898875	45.49672284644195	0.06584441597115467	0.018726591760299626	0.13202247191011235	0.04353932584269663	0.056179775280898875	45.49672284644195	0.06584441597115467	2436317529	200	0.018726591760299626	0.13202247191011235	0.04353932584269663	0.056179775280898875	45.49672284644195	0.06584441597115467	25	COMPLETE
26	0.1100187265917603	2020-05-15 04:25:17.647321	2020-05-15 04:49:07.156225	0.5078566892458176	27.956746401494332	64	0.3206450929799716	0.4615098107753618	54	0.27405161071371864	80	0.002018811238184266	128	0.9774058963083191	0.009831460674157303	0.1100187265917603	0.02949438202247191	0.04588014981273408	47.127808988764045	0.05404936416614409	0.009831460674157303	0.1100187265917603	0.02949438202247191	0.04588014981273408	47.127808988764045	0.05404936416614409	975895463	250	0.009831460674157303	0.1100187265917603	0.02949438202247191	0.04588014981273408	47.127808988764045	0.05404936416614409	26	COMPLETE
27	0.24391385767790263	2020-05-15 04:49:07.272424	2020-05-15 04:56:55.214366	0.6576476235962079	13.975305499952706	128	0.13381707050398067	0.03751693218484137	35	0.03285597251260142	20	0.023041840809141734	256	0.6547992537391096	0.023876404494382022	0.24391385767790263	0.07162921348314606	0.11938202247191011	31.351591760299627	0.0982912436569937	0.023876404494382022	0.24391385767790263	0.07162921348314606	0.11938202247191011	31.351591760299627	0.0982912436569937	1974118426	200	0.023876404494382022	0.24391385767790263	0.07162921348314606	0.11938202247191011	31.351591760299627	0.0982912436569937	27	COMPLETE
28	0.12172284644194757	2020-05-15 04:56:55.318371	2020-05-15 05:04:06.609632	0.3016888086095219	22.904504393712976	64	0.19000450220378345	0.24603631375615054	27	0.2484747117509798	25	0.0046710250375599435	256	0.9122149212877109	0.017790262172284643	0.12172284644194757	0.03464419475655431	0.06273408239700375	43.80337078651685	0.06279278264703772	0.017790262172284643	0.12172284644194757	0.03464419475655431	0.06273408239700375	43.80337078651685	0.06279278264703772	2432803530	300	0.017790262172284643	0.12172284644194757	0.03464419475655431	0.06273408239700375	43.80337078651685	0.06279278264703772	28	COMPLETE
29	0.9616104868913857	2020-05-15 05:04:06.748322	2020-05-15 05:29:04.963062	0.751080763824101	6.742059960010492	64	0.3147861955295709	0.3510923838111809	32	0.06482831609125578	87	0.0013991578037848825	128	0.06800696914509805	0.3955992509363296	0.9616104868913857	0.7598314606741573	0.8843632958801498	3.2808988764044944	0.5982024138140846	0.3955992509363296	0.9616104868913857	0.7598314606741573	0.8843632958801498	3.2808988764044944	0.5982024138140846	923873690	300	0.3955992509363296	0.9616104868913857	0.7598314606741573	0.8843632958801498	3.2808988764044944	0.5982024138140846	29	COMPLETE
30	0.1451310861423221	2020-05-15 05:29:05.089993	2020-05-15 05:36:15.162772	0.742789009162259	21.130233210528406	64	0.36897602993072937	0.0141164412877266	33	0.3519325830786899	41	0.011365211549931406	512	0.8249043057714537	0.012172284644194757	0.1451310861423221	0.04447565543071161	0.07771535580524344	39.546816479400746	0.06827501680408198	0.012172284644194757	0.1451310861423221	0.04447565543071161	0.07771535580524344	39.546816479400746	0.06827501680408198	349663458	200	0.012172284644194757	0.1451310861423221	0.04447565543071161	0.07771535580524344	39.546816479400746	0.06827501680408198	30	COMPLETE
31	0.43773408239700373	2020-05-15 05:36:15.262577	2020-05-15 05:38:49.300607	0.4912202722097796	11.192979731823756	128	0.22632124220662764	0.24624937274853048	20	0.26862670481594564	1	0.0011613744779829373	256	0.43679552072439387	0.09222846441947566	0.43773408239700373	0.20926966292134833	0.2893258426966292	21.115168539325843	0.2034306881504152	0.09222846441947566	0.43773408239700373	0.20926966292134833	0.2893258426966292	21.115168539325843	0.2034306881504152	2820113714	250	0.09222846441947566	0.43773408239700373	0.20926966292134833	0.2893258426966292	21.115168539325843	0.2034306881504152	31	COMPLETE
32	0.37265917602996257	2020-05-15 05:38:49.377392	2020-05-15 05:49:26.449819	0.6330661658038781	21.367823480972493	256	0.008135685796623049	0.2187330442820235	39	0.30812709614385075	16	0.00545079330209466	256	0.3964284768097856	0.03651685393258427	0.37265917602996257	0.11797752808988764	0.19241573033707865	19.135299625468164	0.13959527639824287	0.03651685393258427	0.37265917602996257	0.11797752808988764	0.19241573033707865	19.135299625468164	0.13959527639824287	2184053562	200	0.03651685393258427	0.37265917602996257	0.11797752808988764	0.19241573033707865	19.135299625468164	0.13959527639824287	32	COMPLETE
33	0.1699438202247191	2020-05-15 05:49:26.555011	2020-05-15 06:05:49.757329	0.6307734588658327	15.142276380771776	128	0.44480821439139445	0.17828436159536337	56	0.4009746301718072	43	0.008962837254412206	512	0.7593039960813209	0.018258426966292134	0.1699438202247191	0.04681647940074907	0.08426966292134831	36.607209737827716	0.0767559687737814	0.018258426966292134	0.1699438202247191	0.04681647940074907	0.08426966292134831	36.607209737827716	0.0767559687737814	4086743251	200	0.018258426966292134	0.1699438202247191	0.04681647940074907	0.08426966292134831	36.607209737827716	0.0767559687737814	33	COMPLETE
34	0.12219101123595505	2020-05-15 06:05:49.881844	2020-05-15 06:24:59.835492	0.2520820017247308	16.950728825102882	64	0.14905808462099784	0.42239785766512766	58	0.3083549705065357	81	0.004163435071946062	128	0.9193650168202789	0.02200374531835206	0.12219101123595505	0.03932584269662921	0.06132958801498127	44.241573033707866	0.06707118819949409	0.02200374531835206	0.12219101123595505	0.03932584269662921	0.06132958801498127	44.241573033707866	0.06707118819949409	4055517076	200	0.02200374531835206	0.12219101123595505	0.03932584269662921	0.06132958801498127	44.241573033707866	0.06707118819949409	34	COMPLETE
35	0.10112359550561797	2020-05-15 06:24:59.961334	2020-05-15 06:35:07.472615	0.9577387678110311	23.10336574793351	64	0.3264400487661498	0.20281605678582038	22	0.33643145856927825	99	0.0725091647789788	128	1.0058067619402924	0.010767790262172285	0.10112359550561797	0.03136704119850187	0.05196629213483146	48.43867041198502	0.05294958036115215	0.010767790262172285	0.10112359550561797	0.03136704119850187	0.05196629213483146	48.43867041198502	0.05294958036115215	1538339108	150	0.010767790262172285	0.10112359550561797	0.03136704119850187	0.05196629213483146	48.43867041198502	0.05294958036115215	35	COMPLETE
36	0.09410112359550561	2020-05-15 06:35:07.619494	2020-05-15 07:04:36.689019	0.12001739344472714	1.068704228295997	128	0.47409012757336794	0.0616861279533657	58	0.1394446878030876	78	0.09418596929889782	512	1.0169212160856997	0.008895131086142321	0.09410112359550561	0.026217228464419477	0.04447565543071161	48.96676029962547	0.05020186416086101	0.008895131086142321	0.09410112359550561	0.026217228464419477	0.04447565543071161	48.96676029962547	0.05020186416086101	1657555267	200	0.008895131086142321	0.09410112359550561	0.026217228464419477	0.04447565543071161	48.96676029962547	0.05020186416086101	36	COMPLETE
37	0.11797752808988764	2020-05-15 07:04:36.764165	2020-05-15 07:14:31.815536	0.1474635330387996	1.4411367645113011	128	0.09300115998218939	0.32470102049278193	24	0.4331786558368861	31	0.004578389975776997	128	0.9802474010655524	0.010767790262172285	0.11797752808988764	0.035580524344569285	0.06132958801498127	47.26310861423221	0.058116163759757096	0.010767790262172285	0.11797752808988764	0.035580524344569285	0.06132958801498127	47.26310861423221	0.058116163759757096	3847695025	200	0.010767790262172285	0.11797752808988764	0.035580524344569285	0.06132958801498127	47.26310861423221	0.058116163759757096	37	COMPLETE
38	0.11797752808988764	2020-05-15 07:14:31.921228	2020-05-15 07:23:19.079786	0.6430001415950151	8.243520356605755	64	0.26902686036412143	0.32876243924870674	49	0.17706548193471489	71	0.06113346014109547	512	0.9346659525798124	0.009831460674157303	0.11797752808988764	0.03136704119850187	0.05102996254681648	44.92837078651685	0.05681326945683515	0.009831460674157303	0.11797752808988764	0.03136704119850187	0.05102996254681648	44.92837078651685	0.05681326945683515	2174395332	150	0.009831460674157303	0.11797752808988764	0.03136704119850187	0.05102996254681648	44.92837078651685	0.05681326945683515	38	COMPLETE
39	0.10908239700374532	2020-05-15 07:23:19.220498	2020-05-15 07:27:37.416140	0.4265811078327325	18.75780708993134	64	0.4569959253310792	0.07824396073964496	21	0.07410855622531676	41	0.04004308089316344	256	0.8996254796805802	0.01451310861423221	0.10908239700374532	0.037921348314606744	0.06554307116104868	43.24016853932584	0.06165544083156986	0.01451310861423221	0.10908239700374532	0.037921348314606744	0.06554307116104868	43.24016853932584	0.06165544083156986	3804636857	150	0.01451310861423221	0.10908239700374532	0.037921348314606744	0.06554307116104868	43.24016853932584	0.06165544083156986	39	COMPLETE
40	0.12312734082397003	2020-05-15 07:27:37.553898	2020-05-15 07:39:55.192594	0.8819703150447669	25.72304083953039	64	0.018001191339309552	0.12314984852187072	17	0.49430636771885866	33	0.004098096731968965	128	0.8734278132134442	0.012172284644194757	0.12312734082397003	0.03885767790262172	0.062265917602996254	41.91385767790262	0.06181817213915146	0.012172284644194757	0.12312734082397003	0.03885767790262172	0.062265917602996254	41.91385767790262	0.06181817213915146	3671474053	350	0.012172284644194757	0.12312734082397003	0.03885767790262172	0.062265917602996254	41.91385767790262	0.06181817213915146	40	COMPLETE
41	0.13670411985018727	2020-05-15 07:39:55.301724	2020-05-15 08:30:06.737992	0.9485358580284646	20.387034151020345	256	0.36746043783092197	0.3272235000231375	39	0.3522517552061998	93	0.014179042332520174	256	0.8500161331403331	0.013576779026217229	0.13670411985018727	0.04588014981273408	0.0702247191011236	40.914794007490634	0.06640172678714679	0.013576779026217229	0.13670411985018727	0.04588014981273408	0.0702247191011236	40.914794007490634	0.06640172678714679	2747929515	200	0.013576779026217229	0.13670411985018727	0.04588014981273408	0.0702247191011236	40.914794007490634	0.06640172678714679	41	COMPLETE
42	0.20833333333333334	2020-05-15 08:30:06.855460	2020-05-15 08:40:42.783074	0.7558775478387809	22.026026054972206	64	0.04429274296691654	0.44920399683078943	27	0.20866743970507923	78	0.028405623288432363	512	0.6161354001958537	0.024812734082397005	0.20833333333333334	0.054775280898876406	0.10018726591760299	29.586610486891384	0.09199688516979641	0.024812734082397005	0.20833333333333334	0.054775280898876406	0.10018726591760299	29.586610486891384	0.09199688516979641	842970463	200	0.024812734082397005	0.20833333333333334	0.054775280898876406	0.10018726591760299	29.586610486891384	0.09199688516979641	42	COMPLETE
43	0.12874531835205993	2020-05-15 08:40:42.921590	2020-05-15 09:01:29.826217	0.5384755100455321	28.61432722554744	256	0.22823266521696928	0.21573194574107124	31	0.3427763179569042	40	0.038215227271786195	128	0.8776621845627574	0.024344569288389514	0.12874531835205993	0.05149812734082397	0.07209737827715355	42.3249063670412	0.07225717298017534	0.024344569288389514	0.12874531835205993	0.05149812734082397	0.07209737827715355	42.3249063670412	0.07225717298017534	392060718	200	0.024344569288389514	0.12874531835205993	0.05149812734082397	0.07209737827715355	42.3249063670412	0.07225717298017534	43	COMPLETE
44	0.12359550561797752	2020-05-15 09:01:29.915328	2020-05-15 09:09:50.770905	0.7529035478245674	26.90412362319348	64	0.15119674029937535	0.23227936468506055	43	0.16533341078875596	65	0.056921438910017996	256	0.8786134992147122	0.012172284644194757	0.12359550561797752	0.03885767790262172	0.0599250936329588	42.320692883895134	0.06260575399211606	0.012172284644194757	0.12359550561797752	0.03885767790262172	0.0599250936329588	42.320692883895134	0.06260575399211606	1296004615	150	0.012172284644194757	0.12359550561797752	0.03885767790262172	0.0599250936329588	42.320692883895134	0.06260575399211606	44	COMPLETE
