number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
15	TrialState.COMPLETE	0.21488432483474976	2020-01-18 00:45:55.063990	2020-01-18 01:09:24.829606	1.9070106337330557	150.0	41.0	0.012629709104703445	700.0	0.3050109318169179	0.09472379603399433	0.21488432483474976	0.15244334277620397	0.17982766761095373	6183.132451015109	0.13716995699090742	0.09472379603399433	0.21488432483474976	0.15244334277620397	0.17982766761095373	6183.132259206799	0.1371699569994492	0.09472379603399433	0.21488432483474976	0.15244334277620397	0.17982766761095373	6183.132642823418	0.13716995698236853	15			0.21821883852691218	0.21621813031161474							
16	TrialState.COMPLETE	0.18021128423040605	2020-01-18 01:09:24.830685	2020-01-18 01:30:52.459569	5.863434526816461	50.0	21.0	0.011242782823461483	500.0	0.29435686887173657	0.08775967894239849	0.18021128423040605	0.12644593956562794	0.14677762039660056	5967.1621222851745	0.12015875637883659	0.08775967894239849	0.18021128423040605	0.12644593956562794	0.14677762039660056	5967.162004249291	0.12015875638592166	0.08775967894239849	0.18021128423040605	0.12644593956562794	0.14677762039660056	5967.162240321058	0.12015875637175398	16			0.21888279036827196	0.19567988668555242							
17	TrialState.COMPLETE	0.3007790368271955	2020-01-18 01:30:52.460537	2020-01-18 01:55:35.761861	9.806360026636359	350.0	46.0	0.002850257843368829	600.0	0.2764321018151075	0.16359773371104816	0.3007790368271955	0.23024079320113314	0.2586048158640227	5603.408870396601	0.21154997530020087	0.16359773371104816	0.3007790368271955	0.23024079320113314	0.2586048158640227	5603.408675637394	0.21155001851192168	0.16359773371104816	0.3007790368271955	0.23024079320113314	0.2586048158640227	5603.409065155807	0.21154993414487483	17		0.3013456090651558	0.3009915014164306								
18	TrialState.COMPLETE	0.003319759206798867	2020-01-18 01:55:35.763548	2020-01-18 02:09:31.568527	9.619074133267674	350.0	6.0	0.05100718854194987	600.0	0.9815008476186091	0.0018590651558073655	0.003319759206798867	0.0022574362606232294	0.0027443342776203965	19898.158131196884	0.0025510786794056065	0.0018590651558073655	0.003319759206798867	0.0022574362606232294	0.0027443342776203965	19898.15775495751	0.0025510786798699754	0.0018590651558073655	0.003319759206798867	0.0022574362606232294	0.0027443342776203965	19898.15850743626	0.0025510786789412565	18	0.0016820113314447592	0.0027738432483474977									
19	TrialState.COMPLETE	0.15212464589235128	2020-01-18 02:09:31.569353	2020-01-18 02:57:36.973638	2.0764261791302174	250.0	16.0	0.010352543005187351	1000.0	0.3621682010888577	0.06805949008498584	0.15212464589235128	0.10706444759206799	0.1257613314447592	7342.076434135977	0.09824028420324396	0.06805949008498584	0.15212464589235128	0.10706444759206799	0.1257613314447592	7342.076239376771	0.0982402842439201	0.06805949008498584	0.15212464589235128	0.10706444759206799	0.1257613314447592	7342.0766288951845	0.09824028416262175	19							0.15301876770538245	0.15252203336480957			
20	TrialState.COMPLETE	0.38562322946175637	2020-01-18 02:57:36.974734	2020-01-18 03:21:57.316454	1.1298346877188394	150.0	46.0	0.002436622059338715	800.0	0.32444584038344204	0.2642823418319169	0.38562322946175637	0.32837582625118034	0.35396010387157695	6576.714795797922	0.307352058178449	0.2642823418319169	0.38562322946175637	0.32837582625118034	0.35396010387157695	6576.71467776204	0.30735205819705946	0.2642823418319169	0.38562322946175637	0.32837582625118034	0.35396010387157695	6576.714913833805	0.30735205815985794	20			0.3839412181303116	0.38495042492917847							
21	TrialState.COMPLETE	0.3108582281740922	2020-01-18 03:21:57.318068	2020-01-18 04:15:29.041916	4.6802658531925765	50.0	21.0	0.0028599597422866306	500.0	0.2931390889903231	0.17629732165851145	0.3108582281740922	0.24381921194952355	0.27163275817666754	5942.203080736544	0.22332551778118404	0.17629732165851145	0.3108582281740922	0.24381921194952355	0.27163275817666754	5942.202823203708	0.22332551783762022	0.17629732165851145	0.3108582281740922	0.24381921194952355	0.27163275817666754	5942.203338269379	0.22332551772482662	21											
22	TrialState.COMPLETE	0.15050839740995547	2020-01-18 04:15:29.042937	2020-01-18 05:21:50.797874	7.656146706268198	150.0	26.0	0.013820032516355182	900.0	0.35088218054221004	0.06480169971671389	0.15050839740995547	0.10376618777822744	0.12319152165115338	7113.298481131121	0.09539221778243065	0.06480169971671389	0.15050839740995547	0.10376618777822744	0.12319152165115338	7113.298285107244	0.09539222238585886	0.06480169971671389	0.15050839740995547	0.10376618777822744	0.12319152165115338	7113.298677154998	0.09539221326140541	22										0.16113373465533523	0.15541239921551536
23	TrialState.COMPLETE	0.026026912181303118	2020-01-18 05:21:50.798681	2020-01-18 06:00:45.057467	4.2622066093251165	150.0	1.0	0.027054673306123607	1000.0	0.8356740382829572	0.012004249291784702	0.026026912181303118	0.019245750708215298	0.022308781869688384	16941.98693342776	0.017393729972042013	0.012004249291784702	0.026026912181303118	0.019245750708215298	0.022308781869688384	16941.986720963174	0.017393730145238966	0.012004249291784702	0.026026912181303118	0.019245750708215298	0.022308781869688384	16941.98714589235	0.017393729799364512	23							0.02496458923512748	0.0255547686496695			
24	TrialState.COMPLETE	0.37024678579211157	2020-01-18 06:00:45.058272	2020-01-18 07:10:19.248607	9.42792591897177	150.0	41.0	0.001618138946753289	600.0	0.30371115814126154	0.2401530834604489	0.37024678579211157	0.31202331662671606	0.33776421878404883	6156.276387829593	0.286764614316841	0.2401530834604489	0.37024678579211157	0.31202331662671606	0.33776421878404883	6156.2762175855305	0.2867646144025847	0.2401530834604489	0.37024678579211157	0.31202331662671606	0.33776421878404883	6156.276558073654	0.2867646142312598	24											
25	TrialState.COMPLETE	0.08323300283286118	2020-01-18 07:10:19.249409	2020-01-18 08:04:43.136469	1.8987938259531378	350.0	6.0	0.012328738259326798	500.0	0.5753229354976847	0.038137393767705384	0.08323300283286118	0.06104815864022663	0.07078611898016997	11663.65704674221	0.05489801691382523	0.038137393767705384	0.08323300283286118	0.06104815864022663	0.07078611898016997	11663.65683427762	0.05489801694206465	0.038137393767705384	0.08323300283286118	0.06104815864022663	0.07078611898016997	11663.657259206799	0.054898016885610565	25							0.08314890226628895	0.08319562480327353			
26	TrialState.COMPLETE	0.003895184135977337	2020-01-18 08:04:43.137472	2020-01-18 08:18:26.896226	8.445070332420233	250.0	41.0	0.07635578430957399	1000.0	0.9671690226556747	0.0017705382436260624	0.003895184135977337	0.002345963172804533	0.002788597733711048	19607.825247875353	0.00278208511402075	0.0017705382436260624	0.003895184135977337	0.002345963172804533	0.002788597733711048	19607.82507082153	0.0027820851161112076	0.0017705382436260624	0.003895184135977337	0.002345963172804533	0.002788597733711048	19607.82542492918	0.002782085111930674	26	0.003718130311614731	0.0038361661945231352									
27	TrialState.COMPLETE	0.3769009989563143	2020-01-18 08:18:26.897271	2020-01-18 09:58:30.065489	4.78955096672478	50.0	41.0	0.001122149601871249	900.0	0.33441016874230717	0.2765301177873863	0.3769009989563143	0.3398781124198598	0.3580680632175339	6778.902047301327	0.31459061148892725	0.2765301177873863	0.3769009989563143	0.3398781124198598	0.3580680632175339	6778.901902862681	0.3145906115461713	0.2765301177873863	0.3769009989563143	0.3398781124198598	0.3580680632175339	6778.902191739973	0.3145906114318113	27											
28	TrialState.COMPLETE	0.23601274787535412	2020-01-18 09:58:30.066458	2020-01-18 11:20:42.878015	6.59378558591158	450.0	41.0	0.007447789699243719	1000.0	0.3223923356697826	0.10883981457635848	0.23601274787535412	0.17106618593870718	0.19870267834148855	6535.520980878187	0.15302916685254087	0.10883981457635848	0.23601274787535412	0.17106618593870718	0.19870267834148855	6535.520811872264	0.15302916690125162	0.10883981457635848	0.23601274787535412	0.17106618593870718	0.19870267834148855	6535.52114988411	0.15302916680390954	28								0.2706759521561221	0.2516111898016997		
29	TrialState.COMPLETE	0.005488668555240793	2020-01-18 11:20:42.879103	2020-01-18 11:38:47.756029	2.7534670679538245	450.0	36.0	0.0561530101093181	1000.0	0.9784927912064117	0.0025672804532577906	0.005488668555240793	0.0030541784702549576	0.0036296033994334276	19837.45111101275	0.003629219757525845	0.0025672804532577906	0.005488668555240793	0.0030541784702549576	0.0036296033994334276	19837.450690509915	0.0036292198105614486	0.0025672804532577906	0.005488668555240793	0.0030541784702549576	0.0036296033994334276	19837.45153151558	0.0036292197045291784	29	0.006373937677053824	0.005783758262511804									
